first_release_date,genres,id,name,platforms,summary,storyline
1653436800,[5],274437,Acid Reflux,[6],Acid Reflux is a map set for Boomcompatible source ports where you delve through acidfilled sewers factories and subway stations It should take you around 30 minutes to finish the whole set and the maps get progressively longer and tougher as you go on The map contains custom weapons namely an auto rifle which replaces the pistol and an upgraded chaingun Plasma marines replace the wimpy Former Humans with sprites done by Tango,Missing
1653091200,[5],274435,Vicarious,[6],Vicarious is a limitremoving wad for Doom 2 set in a medieval city Its mostly inspired visually by the Elden Ring Trailer that came out some time around last year as well as Scythe 2 and Egg Boys Cold Front,Missing
1652140800,[5],274120,400 Minutes of /vr/,[6],400 Minutes of vr is a 37map community megawad for Doom II designed for Boomcompatible source ports by various members of 4chans retro videogames board led by MacGuffin and released on the Doomworld forums on May 10 2022 It is a restrictionbased project inspired by the previous 100 200 and 300 Minutes of vr projects Mappers were limited to creating maps within 400 minutes of development time including playtesting A small number of maps were created in more than 400 minutes with their creators being allowed extra time for various reasons,Missing
1652227200,[5],271488,Remaster Textures,[6],Nine small  medium maps made in a week using MachineGames new textures for the rerelease A variety of themes and styles has something for everyone,Missing
1653955200,"[8, 31]",271209,Livid Meadow,[6],Livid Meadow is a short story driven action platformer,Missing
1653955200,[5],271188,Slipgate to a Lost Dimension,[6],A small single classicstyle map inspired by id base maps but with some eldritch monsters,Missing
1653436800,[5],269461,Ante Mortem,[6],Mars has been invaded and lost your method of escape was to board a demonic starship inbound for earth and save whats left by the time you return,Missing
1651536000,[5],269458,Shallow World,[6],A reimagination of Doom 2 episode 1 11 maps  2 earlyreused maps,Missing
1652486400,"[12, 31]",265983,Pokémon Ancestral X,[6],Ancestral X is a difficulty hack of Pokémon X built primarily for Nuzlocking and otherwise inspired by popular hacks from Drayano Buffel and NotSuicuu This is intended to be a truly challenging experience but youll also find features common to enhancement hacks throughout All 721 Pokémon are available the leveling curve has been revamped quality of life improvements are in place and trainer battles are custom built and significantly harder Best of all Ancestral X introduces a number of features never before seen in Gen 6 hacks including the ORAS Megas Mobile PC Trainer Natures and Custom AI,Missing
1653782400,[5],263357,Metropolitan Mayhem Machine,[6],Missing,Missing
1651449600,[5],262997,Never,[6],NEVER uses mostly vanilla assets to create an atmosphere that I think youll find unique and oppressive but in a fun way There is some oldschool DEHACKED nonsense to keep it fresh,Missing
1653436800,[5],261443,The Mauve Zone,[6],Missing,Missing
1651795200,Missing,257515,Frogdate,[6],Help your best neighborfriend Scarlet and her new friend with issues with matters of LOVE and ROMANCE,Missing
1653782400,[5],257417,Pocket Slaughter,[6],The wad is divided into 5map episodes each with a different visual theme There is some semblance of a difficulty curve both within each episode and for the megawad in general Certainly map 30 is a bit harder than map 1  All difficulty settings are supported UV is the primary difficulty for those who want a challenge and HNTR was designed to be a more casual experience HMP is somewhere in between and may not be as well balanced as the other two  Pistol starts are enforced through MBF21 death exits There are no secrets besides the exits on maps 1531,Missing
