first_release_date,genres,id,name,platforms,summary,storyline
1673049600,[5],275206,Scudhead,[6],This episode comprises five Plutonia maps which were originally submitted to FDTWID mostly dating back to 2017 They include some balancing and progression changes to better tie them together as a standalone set,Missing
1674691200,Missing,274997,Cogen: Sword of Rewind: Additional Story & Playable Character - Akasha,"[6, 48, 49, 169]",This DLC pack adds the following content to Cogen Sword of Rewind   Bonus Playable Character Akasha  Additional Story for Akasha  New Stage Extra 11  New Stage Extra 12 Unlocked after beating Extra 11  New Stage Extra 13 Unlocked after beating Extra 12,Missing
1674864000,[5],274749,Hotel of the Dead,[6],You come to your senses on the street outside the hotel building and suddenly find crowds of demonic creatures all around you You realize that you need to get out of the place as quickly as possible But theres HE waiting outside the main gate Knowing that you are incapable of confronting this horror now you have no choice but to take refuge in the hotel building itself There is no easy way out,Missing
1675123200,Missing,273526,Ghostbusters: Spirits Unleashed - Free Update #1,"[6, 48, 49, 167, 169]",The first free update for Ghostbusters Spirits Unleashed adds the MOROS Medical Facility map the Glutton ghost type with 3 new ghosts 2 new gadgets the PKE Meter EctoZapper attachment and the Ghost Swapping option that allows ghosts to change ghost type midmatch  Alongside the general rebalancing and bug fixes it also adds a set of new customization options with Gear Shells to keep a visual look when using compatible gear Morph Targets to change a characters face new suit patches and cork board display in the Firehouse for them,Closed for good in the late 1980s MOROS Medical has recently been purchased by a private investor group who have plans to renovate and reopen the facility Unfortunately for them its being plagued by ghostly activity and construction crews refuse to enter this haunted health center
1674518400,Missing,272352,The Man from the Window 2,[6],Time will pass the seasons may change we know that nothing can ever stay the same But still The Man continues to play his twisted game,Missing
1673568000,[5],271857,Cold Light,[6],Four 4 map episode with a variety of medieval  wizard  runic themes in a classic style made for vanilla Quake Some levels are rather nonlinear and large Map source is included,Missing
1673308800,"[8, 9, 13, 31, 32]",271808,Q.U.B.E. Ultimate Bundle,[6],A bundle including the complete versions of QUBE 10th Anniversary and QUBE 2 packaged as QUBE 2 Deluxe Edition on the Epic Game Store and QUBE 2  Season Pass on Steam  QUBE 10th Anniversary is the ultimate celebration of the decadeold original bringing refined visuals completely redesigned and revised gameplay sections and a whole new chapter to the awardwinning braintwisting firstperson puzzler It features   QUBE Original game 2012  QUBE Directors Cut 2014  Over 100 puzzles to complete and 46 collectibles across 8 levels  Sector 8 a new chapter featuring 46 hours of new gameplay  Fresh visuals built from the ground up full colour blind support  Brand new commentary and assorted extras such as concept art and behind the scenes content  QUBE 2 Deluxe Edition gives players access to all released content including   The acclaimed QUBE 2 Main Game  Lost Orbit DLC with 10 new puzzle rooms a final master puzzle and 32 collectibles to discover  Aftermath DLC with 12 challenging new puzzle rooms a master puzzle brand new mechanics and 42 hidden collectibles across the map  The iconic Glove Skin from the original QUBE  The incredible musical score of QUBE 2 composed by David Housden,Missing
1673222400,[5],271532,Thirteen Tombs of the Brilliant Dynasty,[6],Large medieval dark fantasy castle in frozen lands with haunted crypt A late entry for Twisted Christmas Jam 2022 Built for Arcane Dimensions v181,Missing
1672790400,[5],271222,Towers,[6],Nine speedmaps made in less than three days all themed around towers and verticality Built on Speed Mapping Progs v202111 already included Organized by zigi,Missing
1674777600,[34],270353,D.C.5: Da Capo 5,[6],Kagamijima an island closest to the sky  Along with the Lake Mikagami waters that reflects the sky like mirror on its waters lies a soaring sakura tree in Kagami Gakuen  Kujou Souma who attends Kagami Gakuen Yasaka Menoa his queenlike undesired unseparable childhood friend Tokisaka Yukina big sister figure who is the student council president Shirawaka Akari farbeyondreach ojousama Yasaka Kako Menoas younger sister who calls Souma big brother Suginami mysterious wellinformed friend Together they live a merry fun school life  On Kagami Gakuen stands a curious sakura tree called Hakari no Sakura It has the ability to help collect students consensus on choices Students choose to wear white or black cape on their uniforms then Hakari no Sakura aggregates the amount of wearer to choose the majority The latest choose event called Hakarigoto student has to decide whether the next school festival would be a cultural festival or sports festival They get to promote and win sides on whichever festival they feel is the best to enjoy Its a natural occurence whenever Hakarigoto happens  Then one day Souma visited Lake Mikagami theres another sakura tree whom has never bloom in so many years blooms dazzlingly Looking up to the sky along with the blooming petals a young girl decends  Yes you are whispers the mystery girl Sakuragi Mizuha  Meetings of the boys and girls the fate begins to move  While outofseason sakura blooms curtain to young boys and girls story opens,Missing
1673481600,"[13, 31, 32]",269857,ST World,"[6, 14]",Discover ST World  the nextgeneration voxel world Build stunning highresolution sandbox worlds with easytouse tools and AI features Explore Riftwalkers openworld adventures and join a thriving community,Missing
1674000000,[5],269759,Terrianis,[6],Terrianis its a short set of boom maps inspired a bit by Crumpets These maps follow aesthetics of ruins castles temples and overall mystical landscapes My main goal with these layouts was trying to archive interconectivity as if the hold level its just one big place where everything its joined together,Missing
