first_release_date,genres,id,name,platforms,summary,storyline
1537747200,[5],273065,Doom 404,[6],DOOM 404 is a 32level vanillacompatible complevel 2 megawad Every map was built with 404 lines or fewer as a nod to the project name to keep the map design focused on the key concept for each level  Its a sad life on the Space Marine IT Help Desk Especially when youre stuck on the graveyard shift Night after night of Did you try rebooting Not exactly what you expected when you signed up You figured this call would be more of the same some garbled voice mail about gremlins in the system Gremlins Seriously how old is the guy who left that Ninety five He probably remembers vacuum tubes Now youre here though something isnt right This facility should be busy but its silent Almost desolate Youre starting to feel glad you brought that popgun they issued you with to make you look like a real soldier ,Missing
1536192000,[13],272683,A-Train 9 Version 5.0: Final,[6],Missing,Missing
1536105600,"[12, 31, 33]",272145,Tuiterland 2 v2.0,"[6, 34]",Rediscover the world of Twitter five years after the events of the first game Fight for the freedom of memes travel into Facebook help users in trouble confront imposing bosses choose your avatar among a total of 48 form a party of up to 9 characters and much more in Tuiterland 2  The main affix of the 20 version released on December 23rd 2018 is the Combat Arena where you may fight powered up versions of both main story and optional bosses alike Also special guests may appear to challenge you  The game can be played on Android using the free emulator JoiPlay available on Google Play Store but slight visual glitches may appear,Missing
1536364800,[5],271577,Trench Foot,[6],Smallish linear MayanKoohootextured dungeon,Missing
1536796800,[5],271481,4 hours,[6],Maps made in 4 hours or less  9 SP maps  dantescanline Danzadan dumptruck_ds inging JCR Naitelveni Newhouse prengle,Missing
1536364800,[5],271340,The Pillars of the Damned,[6],Missing,Missing
1538265600,"[12, 34]",262027,Warlock and Boobs,[6],Krowly always wanted to learn magic hunt for monster girls and most of all get laid Help guide Krowley in fulfilling his dreams,Krowly had always harbored a deep desire to delve into the world of magic embark on exciting adventures to find fantastical monster girls and above all experience intimate connections with others Join the journey as we provide guidance assisting Krowly
1537056000,[5],261174,Demonastery,[6],A medium sized architecturally detailed singleplayer map which twists back in on itself several times set in a crumbling monastery made of marble and corpses,Missing
1536883200,[32],259778,Five Nights With Mr. Hugs (& Friends),[6],WARNING  Super serious game about super serious selfaware vacuums  Welcome to Freddy Fazbears bakery We mainly deliver to Fazbear restaurants but we also will make cakes for personal parties For a proper fee of course  We are currently hiring for a janitor to vacuum the filth from this establishment as our air system has broken down Our selfaware vacuum cleaners have also turned evil and try to eat up anything in the building including you so defend yourself if they come nearby,Missing
1535846400,[5],257156,Vicarious Reality,[6],Vicarious Reality is a short episode for Doom 2 designed for limit removing source ports made by various members of Doomer Boards It was inspired by an abandoned retrothemed project by MagicMaha,Missing
1536364800,[5],256868,UAC Invasion: The Supply Depot,[6],The map is about a marine who must infiltrate a UAC Corporation large base because there are indications that dangerous secret experiments related to portals and Satanism are taking place The protagonist is hidden in a truck of the UAC that goes to the complex getting to enter without major problems But once inside the facilities he realizes that something terrible has happened there it seems that he is not the only unexpected visitor,Missing
1536624000,[8],255852,Sonic.EXE The Spirits of Hell,[6],Missing,One late night Sonic the Hedgehog is running through Green Hill Zone as Tails communicates with him via radio Sonic notes that the entire zone seems empty but is intrigued by something a strange black and red object in one of the palm trees Tails warns Sonic to be careful with the hedgehog brushing the warning off but shortly after the radio cuts off Tails panics and decides to investigate to see if Sonic is OK
