first_release_date,genres,id,name,platforms,summary,storyline
1503273600,[5],268597,Heretic Upstart Mapping Project,[6],The Heretic Upstart Mapping project was made to get people into mapping for heretic It includes many maps by people who had never mapped for heretic before and some older maps that authors had never published,Missing
1503446400,[5],262425,The Ledge,[6],Created for Doom 2 any limit removing port will do No additional resources required as this map Map 20 intends to make the most of Doom 2s stock resources to create its aesthetic,Missing
1502582400,[5],262288,Greymood,[6],I tried express my depressive feeling through grey brown and white textures Music choice was accident which perfectly fitted in this kind of map I recommend turn off infinite height but its not important,Missing
1502409600,[34],260941,Kodoku no Yurikago,[6],That day Its been a year since July 22 but the trauma still haunts me Mio died Kazuha disappeared And I was left all alone to continue my dismal existence in a murky hazy world But then out of nowhere Mio whom I thought dead reappeared before me She introduced herself as a transfer student Apparently she wasnt the Mio I knew just a stranger who looked a great deal like her Now tell me do coincidences like this usually happen,Missing
1503792000,[5],254533,Kemono Friends: Neko to Wakai se yo,[6],A cute action shooter game based on Kemono Friends,Missing
1501718400,"[2, 9, 31]",250594,Grim Tales: The White Lady - Collector's Edition,"[6, 14]",Your nephew and his friend have gone missing from Evergreen Boarding School Your only lead is that both children recently mentioned seeing the apparition of a lady in white Can you uncover the secrets hiding in the boarding school or will you fall prey to the spirits inside,Missing
1502582400,[34],249400,A Bouquet of My Beloveds,[6],Nagisa Seishuu has returned from the city to her hometown in the countryside after two years Feeling at odds with the boring monotony that her life has become she thinks that perhaps it would be best to simply become a hermit But then an unexpected encounter changes things  She meets three other girls who are more than what they seem theyre spirits And curiously enough only Nagisa can see or interact with them None of them including Nagisa herself know what love is like But perhaps they can learn  In an unknown town an unfamiliar miracle has begun to search a corner of the world for a tiny flame of happiness,Missing
1502582400,[32],240961,Baking with Lizzie,"[3, 6, 14, 34]",Missing,Your friends are arriving soon and you need to bake a batch of cookies Now where is that recipe card
1502064000,Missing,240561,Game of Whores,[6],You play for the former manager of a brothel the goal is to return to the business and at the same time to help the 3 main heroines of the game to achieve power and influence,Missing
1501718400,Missing,229154,Earthling Priorities,[6],Earthling Priorities is a subtle miniadventure game partly homaging those good ol times when Space Quest happened and Big Brother was still considered a bad thing  It is trying very hard to be pithy but is mostly rather silly  Youll point click solve at least one puzzle and get to ponder the reality of your scifi existence also the importance of doors,Missing
