first_release_date,genres,id,name,platforms,summary,storyline
1608940800,[34],275631,Silent Hill Metamorphoses,[6],The main character of the game Eve Coulman goes to Silent Hill looking for her missing brother Arriving at the place the girl is surprised at the snowfall in early May and having met several bizarre characters on her way she realizes that something strange is happening to the town,Missing
1609286400,[5],275207,Aspect of Daedalus,[6],Aspect of Daedalus is a single map WAD consisting of a mediumsized run and gunadventure style map This is designed to play as a vanillastyle map with a moderate difficulty,Missing
1607904000,[5],272108,Back in Business,[6],An entirely new episode of 4 levels with various themes citycasino natureindustrial snowyhitech and prisonnature Each level has a strong mission objective to complete,Missing
1607644800,[5],271718,Askisi Gamma,[6],Medium to large terracottathemed map The map source is included,Missing
1607644800,[5],271202,Nightshift,[6],Large base map with some nightly outside areas,Missing
1608854400,Missing,267174,Carrion: Greatest Time of Year,"[3, 6, 14, 48, 49, 130, 167]",In honor of the December holidays developers Phogia Game Studio released a special holiday update for the monster game Carrion called the Greatest Time of the Year This update is free for players and features a brand new level for players to complete ingame This DLC level tasks players with taking the monster through a base that has been decorated for the holidays,Missing
1608681600,Missing,264344,What the Golf? It's Snowtime,[6],Complete with snowpals moose cars ice cubes and pizza of course We even added snow to make it look like golf,Missing
1607731200,[5],262985,3030,[6],Short if a bit tricky map with nothing but neon skyscrapers transparent platforms and setpiece fights,Missing
1609200000,[12],262255,Notes of the Outskirts,[6],Close future Rumors say megacorps are getting mad over a possible treasure Bandits mercenaries and opportunistic merchants are showing up and of course youre too Whatever it is youre determined to find it and sell it to whoever will propose the best price Thats where the adventure begins  Note of the outskirts is a classic partybased role playing game in the vein of titles such as the original Wasteland,Missing
1609372800,Missing,262102,Risk of Rain: Starstorm,[6],Starstorm is currently the biggest content mod for Risk of Rain ModLoader featuring new survivors items enemies stages artifacts and bosses Starstorm focuses on expanding the content of Risk of Rain by adding a whole new layer of diversity to improve gameplay and breathe new life into the game,Missing
1609372800,"[8, 32, 33]",261807,La Nuit,[6],La Nuit is a platformer representing the Art Deco art movement with elements from Cassandre to Lempicka Collect the glasses and wine bottles and avoid the ghost to win,Missing
1609372800,[5],261450,Assembly Line,[6],Assembly Line is a facility map created in UDMF format with a warm color scheme and clean visual style The map makes use of arena based encounters modern scripting capabilities and a dynamic purpose written soundtrack scoring your playthrough,Missing
1608595200,[34],260961,Snowdome,"[6, 14]",For Tan Yan there is little hope his life will change Its like his whole life is trapped inside a snowdome unable to escape But what if one day hes given the chance to make a change,I am trying to save the world Do you want to help me  For Tan Yan there is little hope his life will change Stuck as a convenience store clerk he follows the same work schedule every day unappreciated by his boss and peers  The dreams he once had led him to this city against his parents wishes With no friends or lovers he now finds himself losing all hope and struggles to survive every day Its like his whole life is trapped inside a snowdome unable to escape  But on a chance encounter he meets a girl who innocently reaches out to him asking him to help her save the world Would this prove to be the turning point in his life
