first_release_date,genres,id,name,platforms,summary,storyline
1540944000,[5],274199,Orange is True Love,[6],Orange is True Love is a threelevel Doom II PWAD for Boomcompatible source ports A precursor to the Wormwood series it represents the first in a series of Halloweenthemed collaborations between Zachary Stephens Ribbiks and Grain of Salt and was released on October 31 2018 The WAD features a prominent orange color theme and consists of two short but challenging opening maps and a more extensive mediumlength finale,Missing
1540857600,[5],274123,Cipher,[6],Cipher is a mostlyorange industrial themed mapset that uses the now notso brand new OTEX texture pack This wad features highly modern gameplay influenced by mappers such as Ribbiks Skillsaw Darkwave0000 Mechadon etc etc etc and runs on Boom formatcomplevel 9,Missing
1538870400,"[11, 15, 24, 31]",271938,Plants vs. Zombies Plus,[6],Do you think Plants Vs Zombies is too easy There definitely are some people that believe its way too easy to the point one person created a mod for the game massively increasing its difficulty with some balance changes thrown in It is known as Plants Vs Zombies Plus,Missing
1540771200,[5],271725,A Once Glorious City,[6],Large temple complex using Egyptian textures from RogueQ1MP2 featuring somewhat nonlinear gameplay The map source and a few texture wads are included,Missing
1538956800,[5],271322,The Dark Portal,[6],A remakeremix of DM6 The Dark Zone Quakes stock deathmatch level turned into a large industrial basestyle singleplayer map The map source is included,Missing
1540425600,[5],268880,Hexmas Community Project,[6],A winterthemed community project for Hexen with 4 levels and a hub map Uses a few new enemies plus fancy custom bosses by Marisa Kirisame Organized by Rachael with maps by CrazyToni Paar Marisa Kirisame and myself and new music by Speedy Requires GZDoom to run,Missing
1539648000,[5],268874,Pantheon of War,[6],3 maps for heretic with the themes being temple with water caves with Lava and underground temple,Missing
1540512000,[5],268754,The Mysteries of Underville,[6],The level is direct continuation of the Heretic Shadow of the Serpent Riders with Corvus stepping through a portal after defeating all Maulotaurs in the fifth episode,Missing
1540425600,"[5, 24]",267932,Helldivers: A New Hell,"[6, 48]",Dust off those celebratory capes Divers To commemorate Liberty Day 2018 Super Earth Command is giving you what you want more Freedom More Democracy More Liberty  Are you ready to dive into A New Hell,Missing
1538870400,[5],262309,4 Seasons of Doom,[6],4 maps themed after each one of the 4 seasons,Missing
1539475200,[5],262265,Eternal Damnation,[6],Eternal Damnation is an 4 level mapset for Ultimate Doom where each map is themed after each of the 4 episodes of the original Ultimate Doom,Missing
1540857600,"[25, 32]",261008,These Remains,"[6, 82]",Missing,Missing
1539993600,Missing,260940,The Boggy Region,[6],Sooner or later all cool guys die No matter why So the marine does  26 map megawad,Missing
1539129600,[12],259992,Nethernovel,[6],Fully remastered for 2018 experience the critically acclaimed game that has delighted audiences for generations,Missing
1540944000,[34],253758,Umineko no Naku Koro ni Musu,[6],Umineko no Naku Koro ni Musu takes place in the year 1996 during a short period of time on April 14th in Skinners home within a residential neighborhood The principal of Springfield Elementary School named Seymour Skinner who lives on and owns his own home in the aforementioned peaceful neighbourhood has invited Superintendent Chalmers to his home to enjoy a homecooked meal of his making After Superintendent Chalmers arrives something goes amiss and things dont go according to plan Will Seymour be able to salvage this meal as well as Chalmerss perception of him,Missing
1539388800,[5],253361,Off-World Relocation,[6],Missing,Missing
1539388800,[5],252920,Mutual Place,[6],Missing,Missing
1539561600,[5],251546,Dimension of the Boomed,[6],Missing,Missing
1540944000,"[2, 32]",241729,Creepy Nights at Freddy's,[6],Hello Ummm youre a night guard at Freddy Fazbears Pizzeria The animatronics can become unstable but nevermind Just stay away from them okey Bye,Missing
1538697600,"[12, 31]",241432,Assassin's Creed Odyssey: Prince of Persia,"[6, 48, 49, 167, 169, 170]",Prince of Persia is a downloadable content for Assassins Creed Odyssey It adds one new quest where the main character meets a blind Persian man,Missing
1540512000,[34],240475,Katakoi Contrast: Way of Parting Vol.2,[6],Part of triAngle PROJECT a collaboration project between Otomate and Frontier Works,School life story centering on a bittersweet romance of a love triangle relationship
1538697600,Missing,234556,Phantasmat: Death in Hardcover - Collector’s Edition,[6],Missing,Missing
1540771200,[31],229767,Midnight Shift Remake,[6],Step back into the shoes of an unfortunate security guard who encounters strange things while simply leaving for the night Expect 10 to 15 minutes of game play across both modes each with a unique ending and even more play time if youre looking to uncover the secret ending Extended Scenario,Missing
1538697600,"[12, 31, 32]",228624,Pantheon,[6],SoulsLike TurnBased RPG,Missing
1540425600,[34],223083,Kannagi no Mori: Ryuujin Kitan,[6],The second half of the Kannagi no Mori story,The protagonist Kinami Mizuki has been able to see things that others could not since she was a child Her mother who was the only family she had told her to keep it a secret from everybody and Mizuki has kept that promise  One rainy night while looking out her window Mizuki saw a person walking in the rain without an umbrella That person looked exactly like her mother who had died three days ago  On a rainy night the dead will return  It was a rumor she had heard while visiting her mothers grave While realizing that it couldnt be true she still ran out of the house and started chasing the woman But there in front of her was a mysterious young man  Ive come to pick you up  The young man kneeling in front of her apparently worked for her paternal grandfather  Led by the young man she was taken to a village far from the city Ugetsu There she met her grandfather who was stricken with an illness and tasked to take care of the Yorozu Ayakashiya in his stead It is a business that deals with settling the problems of gods and youkai
1540771200,Missing,222755,No Man's Sky: Abyss,"[6, 48, 49]",Explore the terrors of the deep in The Abyss update Introducing aquatic environments with over 5 times more variety varied creature behaviours improved underwater visuals and much more,Missing
1540512000,[34],221049,Shinoda Shinjuku Tantei Jimusho Karajishi Botan,[6],The protagonist  Usui Yoshihito works at Shinoda Shinjuku Detective Agency The agency received a classified assignment from the Shinjuku Central PD A jointinvestigation behind the widespread drug smuggling route within Shinjuku area  His partner from the police department Agumo is a diligent detective Having a shady past he feels umcomfortable working with Agumo but the job itself is right up his alley Soon the undercover operation begins  In the meanwihle he encounters a mafia named Hata who seems to know Usuis past,Missing
1540512000,[34],210824,Apathy: Shougakkou de Atta Kowai Hanashi - Getsuyoubi,"[6, 14]",Welcome to Narugami Elementary School The Gakkou de atta Kowai Hanashi novels have finally become a visual novel  New storytellers will appear in addition to some nostalgic characters,Missing
1540512000,"[12, 31, 32]",209953,Touhou Genso Wanderer Reloaded: Complete Edition,[6],This bundle includes Genso Wanderer Reloaded all DLC and limited edition bonus items,One day a heavy rain poured down on Gensokyo Reimu Hakurei looked for shelter in a shop called Kourindo but all she found there was trouble Rinnosuke Morichika the owner of the shop started acting strange and suddenly attacked her Reimus skills were no match for his newfound power and she found herself on the ropes She retreated back to her home the Hakurei Shrine Then with the help of the sage Kasen Ibaraki she headed back to Kourindo to investigate the mysterious tower that had appeared there and bring Rinnosuke back to his senses Now the curtains rise on a new incident to threaten Gensokyo the battle over the Gold Sphere
1540944000,[32],209945,Tonsil Terror,[6],You can only see when you scream Find the 8 hidden candies The ghosts dont like it when you scream,Missing
1540684800,"[12, 31, 32]",208557,Tatoe Sore ga Ningyou Demo,[6],A doujin game by Nuu based on the Touhou Project series,Alice Margatroid is the only one who can create dolls that come to life She receives a letter with a request to create a doll However there is something strange about the request Alice accepts the offer to create a doll even though she feels something is not right
