first_release_date,genres,id,name,platforms,summary,storyline
1660003200,"[5, 33]",275664,Sky Fighters,"[3, 6, 14, 82]",A topdown fastpaced shooter where you pilot a plane and use it to dogfight against those that seek to bring you down Easy to understand but hard to master the balance of riskreward for score maximization while trying to not get overwhelmed is what this game is about Try to reach to the highest score,Missing
1660176000,"[2, 32]",273855,Six Hours at Hugo's,"[3, 6]",You are an unemployed college junior who is strapped for cash While browsing the Yellow Pages you notice an ad for a night watchman position at Hugos Hole in the Wall It looks simple enough and you could definitely use the money You decide to give them a call and see when you can start Little do you know what awaits,Missing
1660435200,"[2, 9, 32]",273254,Occult Case Files: Case One,[6],Occult Case Files is an homage to the point n clicks on the NES like Uninvited Shadowgate and DejaVu This demo was made over the course of 2 months and if reception is well well go full steam ahead and make it into a fully fledged game After The Third Shift of course,Its called The Vanishing Point  Or at least thats what the kids in class were calling it A spot said to make a person disappear into thin air the moment they step into it  My friend and I are amateur occult investigators Weve been to many of these supposed paranormal spots over the years and planned on checking out this spot that makes people vanish  But something went wrong
1659398400,[5],271745,Runic Warrens,[6],Small linear map in a runic style Uses progs_dump included for a couple of enemy tweaks Map source is included,Missing
1661040000,[5],271722,Amusement Inferno,[6],Medium sized dark fantasy castle map with industrial bits with textures by Makkon Map source and custom music is included Requires Copper v119,Missing
1661817600,[5],271192,Prototype Jam 3,[6],28 levels  custom start map offering a variety of map sizes and gameplay themes All maps were made in 12 weeks using the Prototype textures by Khreathor Built on Copper v119,Missing
1661558400,[5],269457,Malevolence,[6],Malevolence is a 9 map single player Boom Compatible episode tested in PrBoom It features extensive dehacked changes to enemies and weapons It pits you against an evil SuperAI and its cyborg army as you try to shut down Malevolence before Earth gets converted into cyborg central,Missing
1659657600,[5],269449,Jaws of Destruction,[6],Jaws of Destruction is a set of 11 vanilla maps I made in an effort to get better at making easier combat and to mess around with vanilla textures Ive aimed for a difficulty curve similar to Scythe where the first couple of maps are pretty easy but it ramps up near the end The maps generally take between 510 minutes to complete and are very gameplayfocused The maps are of various themes  techbases outdoor valleys small cities floating hell fortresses  to name four,Missing
1659916800,[5],268600,Wrath of the Titans,[6],A complete 9level episode featuring some new textures and classic Heretic style with attention to Ravens mapping conventions The set plays on the episode 2 slot It includes 8 revised editions of ETTiNGRiNDERs prior released maps to update the visuals and gameplay plus 1 never before released one E2M2,Missing
1661040000,[5],265996,Existential Dread,[6],Existential Dread was a warmup project to get back into making doom maps and vanilla in particular,Missing
1660176000,[8],264058,Growers,[6],Growers is a chaotic platformer multiplayer PvP game in which players compete with each other to reach the light on a dark map to transform into a monster and devour the others The game has full 4 controller support and is local multiplayer only  though you can use parsec to play online with your friends,Missing
1661299200,"[8, 31]",262677,Super Mario 64 in Tomb Raider,[6],A mod which adds Mario from Super Mario 64 to Tomb Raider OpenLara,Missing
1661472000,[25],262663,Asterix & Obelix: Cesar's Challenge,[6],Missing,Missing
1659916800,[5],262557,Heaven Stroll,[6],Demons invaded a bungalow of yours and your friends Get them out ,Missing
1660780800,[5],262430,Hopscotch,[6],Hopscotch contains twenty minimaps each containing a small platformingpuzzle challenge,Missing
1659744000,[5],261482,Caffeine Injection!,[6],Caffeine Injection is 5 maps long episode for Doom II done between 20202022 Its made from various projects I couldnt finish in time or left when I changed my mind I didnt want to waste those levels so I compiled them in one small ep Pistol start is the intended experience,Missing
1660003200,[5],261440,Gorehounds of Doom,[6],Gorehounds of Doom is an 18 level megawad for doom 2 in mbf21 format started by Thelokk The theme of the project was simple and unrestrictive with each mapper creating something under their personal interpretation of horror in a doom wad The result is a wide variety of maps ranging from atmospheric environmental storytelling to slaughter under a darkgory aesthetic,Missing
1660348800,[5],261044,Amorphous Euphoria,[6],Amorphous Euphoria is a random chaotic and artsy Doom project with plenty to admire and varied challenges to overcome Amorphous Euphoria is also Doom Universes first original community project,Missing
1660435200,[5],260506,Thirty Monsters Challenge,[6],The mission was simple make a map with thirty monsters in it In the end sixtyfour of them were made for your personal enjoyment,Missing
1660867200,[5],259431,10 am Break,[6],5 quick maps for your 15 minute morning break from work,Missing
1659657600,"[12, 31, 34]",259419,Hedonistic Offering,[6],A former occult magazine editor who had just been dumped by his girlfriend suddenly lost his memory after drinking at a gay bar in Shinjuku and found himself lying on a strange tropical beach The island is Shishia Island a penal colony for homosexual felons in the Meiji era and he is told that he is one of them,Missing
1661040000,[5],259223,Plutonia Revisited Community Project 2,[6],Plutonia Revisited Community Project 2 PRCP2 is a continuation in the series of Plutoniainspired megawads During Plutonia 3s development there were a handful of great maps that didnt quite fit in a Plutonia 3 megawad but would fit great in a PRCP megawad So PRCP2 was started PRCP2 is not as classic as PRCP or Plutonia itself but we dare say the spirit is very Plutonian and fun to play,Missing
1661299200,"[12, 31]",257449,Genshin Impact: The Morn a Thousand Roses Brings,"[6, 34, 39, 48, 167]",Second major expansion of Genshin Impact which included  New characters Tighnari Collei and Dori  New element Dendro  New region Sumeru with the Dharma Forest area  New main story quests Chapter III Acts I  II  New story quest for Tighnari  New main event Graven Innocence  and more,See with thine eyes the luxuriant verdure embowering the mountains Savor with thine nose the fragrant roses overlaying the meadows Hear the larking of flamboyant birds at daybreak Hear them unveil wisdom silenced for centuries
1661299200,"[13, 32]",257331,Eggwolf: Office Eggscape,[6],The fiscal earnings report is due tomorrow and its already late Get the job done complete tasks from your coworkers and avoid the killer Eggwolf Estimated 2030 minutes of playtime,Missing
1661817600,"[12, 15, 35]",256090,Blood on the Clocktower,"[6, 82]",Blood on the Clocktower is a game of murder and mystery lies and logic deduction and deception for fivetotwenty courageous players and one devious storyteller  A social game played in person or online seated in a circle each player receives either a good or evil token with their unique character on it Good players share information to solve the mystery whilst evil players lie about who they are and what they know The good team wins if they can piece together their knowledge trust each other and execute the demon The evil team wins if the demon can sow distrust evade detection and wipe out the village,Missing
1660780800,"[31, 32]",255834,Cuber 2: Ice Age,"[6, 405]",Cuber 2 Ice Age is the sequel of Cuber if your not sure you will like this game play Cuber one and then come back,Missing
1659916800,[4],255116,Guilty Gear: Strive - Ultimate Edition 2022,"[6, 48, 49, 167, 169]",Ultimate Edition 2022 includes the base game Guilty Gear Strive Season Pass 1 Season Pass 2 and the Ultimate Edition Contents Kit Early purchasers of the Xbox releases from release till April 13th also got the exclusive Special Colors for Sol and Ky  Season Pass 1 includes 5 characters 2 stages an exclusive story expansion and the Additional Character Color Pack which adds 5 color variations for all 20 characters available with Season Pass 1  Season Pass 2 includes 4 characters 2 stages and the Additional Character Color Pack 2 which adds 6 color variations for the 4 characters added in Season Pass 2  Ultimate Edition Contents Kit includes the Digital Soundtrack Digital Artwork and the Ultimate Edition Special Colors which adds 1 color variant for all 20 characters available with Season Pass 1 A color variant in Additional Character Color Pack 2 matches the Ultimate Edition Special Colors for Season Pass 2 characters  Delisted on August 24th 2023 with the release of Season Pass 3 and the Daredevil Edition,Missing
1661040000,[33],255074,Disk-0 Madness,[6],You are a lone spacedisk in an unfriendly territory survive for as long as you can,Missing
1659916800,[4],254967,Guilty Gear: Strive - Season Pass 2,"[6, 48, 49, 167, 169]",Season Pass 2 includes 4 characters 2 stages and a color pack with 6 variations for the new characters,Missing
1659916800,[4],254966,Guilty Gear: Strive - Additional Character Color Pack 2,"[6, 48, 49, 167, 169]",An additional color pack including 6 colors for the 4 additional characters of GGST Season 2 total of 24 colors,Missing
1660694400,[5],251544,Voxel Doom,[6],A mod that replaces 2d characters and props from Doom with fully 3d voxelbased models For the GZDoom source port,Missing
1660867200,"[12, 31]",251062,Brain Rot Excellence,[6],Brain Rot Excellence is a Yume Nikki fan game mainly inspired by Broken Bottles and Space Funeral You follow Brianna Ruth as she explores her mind while in a drug induced coma inside her she meet Nocebo a strangely self aware creature who latches unto her and aids her in combat To be able to wake up from your coma you have to figure out what happened to you and hopefully regain control The game is exploration based with a little bit of combat thrown in,Missing
1659916800,[31],250496,"Don't Go, Pikachu!","[6, 34]",No time to rest Pikachu has been kidnapped and needs your help  Battle your way through five randomly generated environments in this unique roguelike adventure Beating the game rewards a badge and unlocks new starters  can you collect all  Short roguelike Pokémon fangame that runs with a fast combat system featuring permadeath and limited PP,Missing
