,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269779,Bakumatsu Renka Shinsengumi,[8],Missing,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1,267518,AFL Live: Premiership Edition,"[6, 8, 11]",[14],Released for Microsoft Windows PlayStation 2 and Xbox on 29 April 2004 The game is based on the 2004 AFL season with team rosters based on that year It was developed by IR Gurus and was the final AFL game to be published by Acclaim Entertainment before their bankruptcy on 1 September 2004,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,257270,Gunslinger Girl Volume II,[8],Missing,Missing,Missing,Missing,,,,,,
3,246063,Doko Demo Issho Portable,[38],"[9, 13]",A remake for Doko Demo Issyo released in December 7 2004 for its 5th Anniversary It included more customization options such as new costumes for the Pokepi and decorative items that could be added to the players apartment There were also additional environments the player could take their Pokepi to including a school a farm a marketplace and a city street,Doko Demo Issyo is a communication game a game where you interact with the characters through words and phrases The player can choose from five characters known as Pokepi and interact with them in an apartment They can be taught words and the player can answer questions asked by them,Missing,,,,,,
4,221003,Winning Eleven Tactics: European Club Soccer,[8],[14],Missing,Missing,Missing,,,,,,
5,209589,NFL GameDay 2005,[7],Missing,Missing,Missing,Missing,,,,,,
6,203359,Simple 2000 Series Ultimate Vol. 22: Stylish Mahjong,[8],[35],Stylish Mahjong Usagi is a mahjong game that features different modes the most special is the story mode one in which the player at the beginning of the game takes the role of a young high school student called Takeda the player can unlock other characters playing the game and will advance through the game winning mahjong matches,Missing,Missing,,,,,,
7,191352,The Tousou Highway: Nagoya-Tokyo,[8],[10],It is a racing game developed by Tamsoft and published by D3 Publisher for the PlayStation 2 In the game the player actually escapes from Nagoya to Tokyo on the Tomei Expressway over a period of four hours while collecting evidence to expose the corruption of a rogue politician,Missing,Missing,,,,,,
8,132039,To Heart 2,[8],"[31, 34]",Following her graduation from middle school Konomi Yuzuhara enters the same high school as Takāki Kono her childhood friend As the new school year begins they meet their childhood friend Tamaki Kosaka as well as many new accquaintances Unbeknownst to the group their encounters with each other will soon lead to many memorable adventures,Missing,Missing,2.15,0.0,0.0,75.0,2.0,1.0
9,123416,Taiko no Tatsujin: Go! Go! Godaime,[8],[7],Taiko no Tatsujin Go Go Godaime is the fifth installment of the Taiko no Tatsujin series for PlayStation 2 This version introduces GoGo Mode Yam note and Invisible modifier,Missing,Missing,0.0,1.81,0.0,75.0,2.0,1.0
10,100279,Dynasty Warriors,[38],"[24, 25]",A portable version of Dynasty Warriors released for the PSP in 2004 in Japan and in 2005 in North America and Europe being one of the launch titles for this console in both North America and Japan It adds new modes and characters to the Dynasty Warrior franchise Unlike previous games it allows the player to have up to four officers to control during battle,Missing,Missing,2.61,0.0,0.0,52.0,12.0,12.0
11,94865,Space Rider,[7],Missing,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
12,92334,England International Football,"[8, 11]",[14],The official England football team game  Take on any of 32 international teams  8 game modes including European Championship and Int League  Headtohead or coop play with up to four players  Commentary and presentation by Gary Lineker and Barry Davies   Free DVD Englands Path to Portugal,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
13,80800,Cardcaptor Sakura: Sakura-Chan to Asobo!,[8],[16],A Cardcaptor Sakura game for PlayStation 2 utilizing the EyeToy camera,Missing,Missing,,,,,,
14,80797,Mahjong Taikai,"[20, 38]",Missing,Missing,Missing,Missing,,,,,,
15,80568,The King of Fighters '94 Re-bout,[8],[4],In celebration of its 10th anniversary SNK rereleases the title that started its most famous fighting game franchise The King of Fighters 94  The remake smooths and upscales the original character sprites includes completely new backgrounds with 3d elements and adds the ability to edit the teams,Missing,Missing,0.75,0.0,0.0,55.0,2.0,1.0
16,79699,Bobobo-bo Bo-bobo: Atsumare! Taikan Bo-bobo,[8],Missing,Based on the manga where the main man with a funky afro attacks opponents with his nose hairs This time you get well and truly involved in the madcap manga mayhem with your off screen persona being mapped for movements in the game mini challenges Absolutely mad but we love it,Missing,Missing,,,,,,
17,79689,Mahjong Fight Club,[38],[26],Missing,Missing,Missing,,,,,,
18,79132,Adiboo and the Energy Thieves,"[6, 8]",Missing,Adiboo and the Energy Thieves was an Educational Action game created by Coktel Vision,Missing,Missing,1.43,1.5,0.0,60.0,2.0,2.0
19,77244,Miami Vice,"[6, 8, 11]",[5],Playing as Sonny Crockett and Ricardo Tubbs the buddycop duo from the 80s TV series of the same name fight to take down a drug ring led by Manuel Ortega in this thirdperson shooter,Missing,Missing,0.0,0.0,3.19,25.0,1.0,2.0
20,76597,Chaos Breaker,"[9, 52]",[4],Chaos BreakerDark Awake The King Has No Name is a fantasythemed spritebased 2D fighting game developed by Eolith and released exclusively in Japan arcades Players select a team of 3 characters similar to The King of Fighters series There are 18 playable characters 3 bosses and six different races featured in the game including Human Dark Elf Elf Orc Dwarf and Undead,Missing,Missing,,,,,,
21,73361,Everybody's Golf Portable: Coca Cola Special Edition,[38],[14],A special spin from the Hot Shots series special being a Japaneseonly release that heavily promotes the use of Coke as both a drink and a golfclub,Missing,Missing,,,,,,
22,72987,Itadaki Street Special,[8],Missing,The game is similar to Monopoly in that players roll one die to advance around a board purchase an unowned property they land on and earn money when opponents land on the players property The game differs from Monopoly in that players can buy and sell stocks of a block affecting the value of blocks stock up by buying or down by selling that blocks stock or by developing a playerowned property of that block which increases the value per share for that blocks stock Also unlike Monopoly it is not necessary to own the entire block to develop a property though controlling more than one property of a block allows the player to develop their properties into larger buildings to collect more from opponents when they land on them Players must collect a set of four suits heart diamond clover and spade to level up and collect additional gold when the pass the starting positionbank To win a player must make it back to the bank with the boards required amount which includes the total value of the players stocks property value and gold on hand,Missing,Missing,,,,,,
23,72819,Naval Ops: Commander,"[8, 9]",[15],Naval Ops Commander is the sequel to Naval Ops Warship Gunner It puts a more strategic and tactical focus on the franchise,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
24,72605,Ultraman Fighting Evolution 3,[8],[4],Ultraman Fighting Evolution 3 ウルトラマン Fightingファイティング Evolutionエボリューション 3スリー Urutoraman Faitingu Eboryūshon Surī also called Ultraman FE3 is a Fighting game developed and published by Banpresto it is the 3rd in the Ultraman Fighting Evolution series The direction is provided by Yuji Machi who acted as Ultraman Tigas voice actor as well,The game features a ranking system in which depending on how well the player completed the stage they will be awarded a rank with D being the worst rank and S being the best rank Each stage has its own health and time remaining requirement that when completed boosts the rank Two other special tasks must be completed to achieve an S Rank Lots of stages include more than 2 special tasks meaning there are multiple ways to get an S rank for each stage Some of these tasks can achieve an S rank immediately regardless of any other special tasks or the health and time requirements,Missing,,,,,,
25,72268,Crazy Chicken: Wanted,"[6, 48, 130, 167]","[5, 9, 33]",Another Moorhuhn shooter,Missing,Missing,0.18,0.0,0.0,60.0,1.0,1.0
26,70657,Harukanaru Toki no Naka de 3,[8],"[12, 13, 31]",An otome dating sim,One rainy day Nozomi Kasuga and her two friends encounter a strange boy at their high school who sends them hurtling across time and space to a place in another world called Kyō This place bears a strong resemblance to Kyoto at the end of the Heian period where the Minamoto clan Genji led by Minamoto no Yoritomo based on the historical Minamoto no Yoritomo is at war with the Taira clan Heike led by Taira no Kiyomori based on the historical Taira no Kiyomori The Heike hope to defeat the Genji by releasing vengeful spirits to disturb the Earths natural flow of energies and to terrorize the land The boy that Nozomi met is revealed to be the human form of Hakuryū the White Dragon God said to protect Kyō whose powers have greatly weakened due to the presence of the onryō Nozomi discovers that she has the power to seal the onryō as Hakuryū no Miko and she allies herself with the Genji in order to seal the onryō restore Hakuryūs powers and return home to her own world,Missing,0.0,0.0,0.0,0.0,0.0,0.0
27,68263,Alarm for Cobra 11: Hot Pursuit,"[6, 8]",[10],Alarm for Cobra 11 Vol 2 Hot Pursuit is a licensed game about the eponymous German action TV series  The player solves one mission after another the goal is mostly to chase other drivers down In the process unlocking special cars and a Making Of about the pilot movie The courses are based on Berlin Cologne Hamburg Munich Paris London and New York,Missing,Missing,,,,,,
28,68082,Kotoba no Puzzle Mojipittan Daijiten,[38],[9],Kotoba no Puzzle Mojipittan Daijiten,Missing,Missing,,,,,,
29,61740,Apache Longbow Assault,"[6, 8]",[13],Apache Longbow Assault is a helicopter simulator for the AH64 Apache Longbow variant and the followup to AH64 Apache Air Assault Similar to the previous game it is a mix of a simulation and arcade so players can start right away The ingame cockpit then serves largely as a reference frame rather than complex manipulation by the player    The only game mode is a linear campaign that consists of about 30 missions They take place during different times of day weather and over varied terrain including mountains beaches and seas It features headtohead fights with other helicopters attacking AA batteries ships and ground vehicles rescue operations and defense missions Before starting the mission a loadout can be defined as it is possible to run out of ammo Weapons include Hydra rockets Hellfire missiles and a M230 cannon Optionally automatic targeting can be enabled There is a night vision view and flares can be launched to assist the ground operations,Missing,Missing,,,,,,
30,61496,Psikyo Shooting Collection Vol. 2: Sengoku Ace + Sengoku Blade,[8],"[5, 33]",A two game compilation that was released as part of the Psikyo Shooting Collection in Japan,Missing,Missing,,,,,,
31,59003,Kamen Rider Blade,[8],Missing,A Bandai published action game for PlayStation 2 based on the longrunning Kamen Rider series,Missing,Missing,0.21,1.13,0.0,70.0,1.0,3.0
32,58945,Paccie,[8],Missing,Paccie is a maze game for PlayStation 2,Missing,Missing,,,,,,
33,56995,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune,"[8, 38]",Missing,A release in the Daito Giken Koushiki PachiSlot series,Missing,Missing,,,,,,
34,47357,High Rollers Casino,"[8, 11]","[13, 15, 16, 35]",High Rollers Casino is a 2004 casino video game codeveloped by Cinemaware and Virtual Toysfor the PlayStation 2 and Xbox gaming consoles,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
35,44646,K-1 Premium Dynamite!!,[8],[4],Missing,Missing,Missing,,,,,,
36,43678,Battle Assault 3 featuring Gundam Seed,[8],[4],Battle Assault 3 featuring Gundam Seed is the fifth game in the series It was released on the PlayStation 2 four months after the GBA installment It was the first to feature full 3D graphics and it also focused on units from the Gundam Seed anime including grunt mobile suits like GINNs However the Wing Gundam Zero Custom Tallgeese III Burning God Gundam and Master Gundam appear as unlockable secret characters It was only released in the US    It was built off of the original Gundam Seed game for the PlayStation 2 but modified from an action game into a 3D fighting game,Missing,Missing,,,,,,
37,43592,Shaman King: Power of Spirit,[8],"[15, 31]",Shaman King follows the story of Yoh Asakura a junior high student who has the rare power to communicate with ghosts and spirits In the game youll assume the role of Yoh as he strives to become the next Shaman King Guide Yoh across multiple stages filled with dangers enemies and traps in an effort to stop an evil shaman from resurrecting the Guardian of Demons Master various fighting techniques as you encounter characters and locales from the Shaman King TV series and comics,Missing,Missing,8.88,0.0,0.0,59.0,8.0,4.0
38,43566,OutRun 2 SP: Special Tours,"[8, 52]",[10],In Outrun 2  Special Tours Sega adds a number of new features that will challenge and entertain players of all skill levels including    15 new exhilarating courses for a total of 30 The new courses are based on highways and byways of the US Youll recognize skylines and vistas of major cities and highways from across the country    2 new Ferraris  The 512BB and 250GTO This gives players a choice of 10 of the worlds greatest sports cars to race with    Players of any skill level will feel the thrill of competing like never before thanks to Segas Retuned Artifical Intelligence The enhanced AI will help novice drivers stay in the race until the very end resulting in increased enjoyment for all    New Background Music 7 tunes from the original OutRun and Turbo OutRun have been added thatll bring back fond memories,Missing,Missing,,,,,,
39,43499,Disney Move,[8],Missing,An EyeToy Disney game released only in Europe,Missing,Missing,0.0,4.0,0.0,0.0,0.0,1.0
40,43426,Yoshinoya,[8],[13],Restaurant simulationaction game licensed by the Japanese Yoshinoya beef bowl chain You play as an employee taking and fulfilling orders behind the counter which involves pushing buttons according to what dishes people order,Missing,Missing,,,,,,
41,43369,Monster Trux Extreme: Arena Edition,[8],[10],Monster Trux Arenas lets you drive these awesome monstrous machines in some of the toughest arenas known to man Unleash the power and hold on tight cus in this gameyou have to tame the beast,Missing,Missing,,,,,,
42,43346,Psyvariar 2: Ultimate Final,[8],[5],Missing,Missing,Missing,,,,,,
43,43264,Metal Gear Solid 3: Snake Eater - Limited Metal Edition,[8],"[5, 24, 31]",This is the steelbook version of Metal Gear Solid 3 Snake Eater official titled Limited Metal Edition This version of the game is not particularly common possibly because there is no difference between this and the original release apart for the metal case,Missing,Missing,,,,,,
44,43261,Killzone: Special Limited Edition,[8],[5],Set in the near future during a period of planetary colonization Killzone drops you in the middle of a war between the ISA Command and a militaristic separatist faction the Helghast As one of four ISA members your initial objective is to escort a highranking official to an evacuation point You can experience several gameplay modes including singleplayer multiplayer teambased and competitive and online play for up to 12 players Players can equip themselves with an armory of more than 27 different weapons based on modern technology,The game is set in an era of space colonization where the Helghan Empire has recovered from its defeat in the First Extrasolar War and launched a blitzkrieg against the outer ISA colony planet Vekta Vektas orbital Strategic Defense SD platforms failed during the initial assault allowing the Helghast to land swarms of soldiers onto the surface This makes it all the more difficult for the outnumbered ISA forces  In the game the Helghast are a faction of human descendants who colonized the planet Helghan many generations ago The planets harsh environment forced the Helghast to adapt and mutate so much that they can no longer be considered human They are stronger faster and more resilient than their cousins and possess a burning hatred for humanity Except for a small number of halfbreed Helghast the few social elite born commanders and some trained troopers they all require a gas mask and air processing tank that creates air similar to the planet Helghans atmosphere for long term period away from the planet Unprepared outnumbered and outgunned Vektas only hope rests with an elite squad of four soldiers who will turn the tide of the war  As the climactic war razes across Vekta Templar allies himself with troops on the outskirts of Vekta City desperately repelling endless waves of besieging assaults from the imperious Helghast forces but are eventually driven into a defensive retreat,Missing,,,,,,
45,42774,Puzzle Bobble Pocket,[38],[9],The famous Puzzle Bobble series made a version ready as a launch title for the PSP This title brings the classic puzzle gameplay that the series is known for with four modes to choose from Single Endless VS and Survival,Missing,Missing,,,,,,
46,24168,Technic Beat,[8],[7],Technicbeat is an arcade music video game In this game players select a song from a preset list and then play their chosen song using their onscreen character,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
47,22594,Armored Core: Formula Front,"[8, 38]","[15, 24]",Unlike most other actionoriented Armored Core titles this installment is a strategy game The player has no direct control of the mech in the action but can customize the mech as always implementing additionally an AI that will fight on its own The role of the player is to customize the mech and train the AI on training arenas The two versions of the game allow for data transfer via USB letting players exchange mech data between the PSP and PS2,Missing,Missing,,,,,,
48,22453,Hot Shots Golf: Open Tee,[38],"[13, 14]",The fifth game and first portable golf title in the Everybodys Golf series known as Hot Shots Golf Open Tee in North America,Missing,Missing,0.0,0.0,24.18,58.0,4.0,2.0
49,22370,Knight Rider 2: The Game,"[6, 8]","[5, 10]",Knight Rider 2 The Game was developed by Davilex Games and was released in 2004 for Windows and PlayStation 2,Missing,Missing,0.0,4.0,0.0,90.0,1.0,1.0
50,22286,World War Zero: Ironstorm,"[6, 8]",[5],A remake of the PC firstpersonthirdperson shooter Iron Storm,Missing,Missing,,,,,,
51,20200,Kessen III,"[8, 9]","[11, 15]",In Kessen III the player takes control of Nobunaga Oda and unlike the previous two games you cannot choose a side to play on and Nobunaga has one goal only to unify the lands and rid his world of misery and suffering  Following the prequels this game comes with lots of cinematics and stays true to strategic as well as action gameplay adding a few new things along the road like collecting items during battles  The two main aspects of this game are planning and engaging in battle Select officers and strategically place them on the field of battle assign commands and issue orders When on the battlefield each of the officers including Nobunaga will have hisher army at their disposal which can be controlled at any point Levelups bring additional special attacks to both officers and their troops,Missing,Missing,29.42,31.0,0.0,83.0,4.0,4.0
52,10942,The Legend of Heroes II: Prophecy of the Moonlight Witch,[38],"[12, 31]",The third game in The Legend of Heroes series originally released for Japanese PCs in 1994 and then remade for the PSP in 2004 In 2006 it was localized for the first time and renamed to The Legend of Heroes II in the United States,Missing,Missing,24.82,26.55,28.29,69.0,27.0,29.0
53,9606,Habitrail Hamster Ball,[8],[9],Are you ready for rowdy rolling rodent racing In Hamsterball race your hamster to the goal before time runs out But beware these fiendish courses will do anything to stop you Play a time trial game or take on the Hamster Tournament,Missing,Missing,0.62,0.0,0.0,20.0,1.0,1.0
54,4773,Counter Force,"[5, 6, 8, 34, 52]",[5],A Wii port of the onrails shooter Ex Zeus,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
55,3964,Mobile Suit Gundam: Gundam vs. Zeta Gundam,"[8, 21]","[4, 5, 33]",Mobile Suit Gundam Gundam vs Zeta Gundam takes place seven years after the end of the devastating OneYear War with the Titans police force assuming dictatorial powers As the AEUG rebel group struggles to defeat the Titans the heroes and villains of the original Mobile Suit Gundam series find themselves on the same side of this new conflict You can choose whether to play as a member of the AEUG or Titans and strap yourself into one of 31 new mobile suits Practice your maneuvering skills in singleplayer story mode or take on a friend in multiplayer battles,Missing,Missing,0.0,20.5,0.0,70.0,2.0,2.0
56,1205,Tales of Rebirth,"[8, 38]",[12],Tales of Rebirth is set in a world where humans called Huma and beast people Gajuma coexist in relative peace The worlds magical power is called Force which manifests in various people as control over an element or aspect of the physical laws In ancient times after a war sparked when Huma attempted to enslave Gajuma both races joined forces to found the kingdom of Karegia An unspecified time before the events of the game Geyorkias the ruler of a spirit race called the Sacred Beasts sought to destroy the Huma as their dark emotions were fueling a primordial destructive force known as Yuris the other Sacred Beasts put a stop to Geyorkias plan by sealing him away then acting to nullify Yuris threat The story opens with the death of Karegias king Ladras Lindblum poisoned by the royal adviser Zilva Madigan during his final moments he releases his power into the world causing many humans to become possessed by Force including Veigue Annie and Tytree As the king has failed to name a successor Karegia enters an interregnum at his death,Missing,Missing,39.0,65.26,96.43,79.0,17.0,24.0
57,4042,NFL Street 2,"[8, 11, 21]",[14],NFL Street 2 is the second game in EAs arcade football series Players try to become the worlds best urban footballer by conquering other teams using several gravitydefying tricks like upthewall passes offthewall catches and highlightreel wall jukes,Missing,86.69512906931664,15.0,40.0,0.0,82.0,9.0,2.0
58,1601,Gran Turismo 4,[8],"[10, 13]",Gran Turismo 4 is a racing video game and the fourth installment in the Gran Turismo series It is also the final game to support the Sony PlayStation 2 Gran Turismo 4 is one of only four titles for the PlayStation 2 that is capable of 1080i output GT4 was delayed for over a year and a half by Polyphony Digital and had its online mode removed The game features over 700 cars from 80 manufacturers The game also features 51 tracks many of which are new or modified versions of old Gran Turismo favorites with some notable realworld additions,Missing,85.75510350372889,78.31,168.82,279.0,85.0,121.0,66.0
59,4689,Lumines,"[6, 8, 9, 12, 38, 39, 55]","[7, 9]",Lumines is a blockdropping game that may seem at first to be similar to Columns and Tetris A 2 x 2 square an O tetromino made of four smaller block pieces is dropped into the playing field which may appear different as the player advances through levels or skins The small blocks that comprise the larger blocks will be one of two different colors The objective is to rotate and align the blocks in such a way as to create 2x2 squares of the same color which may span multiple blocks and indeed share blocks For example if one should get a 2x3 area of matching blocks the middle portion will share itself with both the left and right halves and create two 2x2 squares After the timeline which is synchronized to the music sweeps over the matching blocks they disappear When too many unmatched blocks pile up to the point where no more blocks may be dropped in the playing field the game ends When part of a falling block hits an obstruction the unobstructed portion of the block will split off and continue to fall More points are scored by creating the largest number of squares during one timeline sweep Increasing score multipliers are earned by repeatedly clearing squares on consecutive timeline sweeps Bonuses are also awarded by reducing all remaining tiles to one single color or for removing all nonactive tiles from the screen altogether Occasionally a block falls with a special square of one of the two colors with a jewel in the center This square when cleared as part of a matched 2x2 square will cause all individual blocks of the same color that are horizontally or vertically adjacent to the matched 2x2 square or to an adjacent square to be cleared without score These can be used for both generating large bonuses since generally several blocks of the other color will be formed once these are removed as well as to help the player recover if the field becomes too cluttered,Missing,81.59421803358686,8.33,9.46,0.0,70.0,30.0,13.0
60,9614,Gurumin: A Monstrous Adventure,"[6, 38]","[8, 12, 25, 31]",The PSP releases are a port of the original Japanese PC game with the rhythm bar removed The 2015 release is a remasted version of the original PC game The game had to be remade for the 3DS Gurumin 3D A Monstrous Adventure It is a port of the remastered version that has been changed to better fit the systems controls and use the 3D feature  Gurumin A Monstrous Adventure is a fantastic ActionRPG from leading Japanese developer Falcom Developers of Ys and Zwei among other classics featuring realtime combat stunning 3D graphics tons of fully voiced characters and minigames  90 items multiple endings a rocking soundtrack 35 hours of playtime and more  Originally released outside Japan on Sonys PSP Mastiff is proud to bring a fully localized and updated version of Gurumin A Monstrous Adventure to Windows and to offer it through Steam with a full set of Steam specific features including Achievements Trading Cards Big Picture and Cloud Save,Gurumin stars Parin a strongwilled girl sent to live with her grandfather in a small mining town Parin soon discovers an invisible monster village hidden behind her home She is quickly drawn into a fight between the villages friendly monster residents and the Phantoms evil monsters that want to destroy them Learning of a weapon hidden underneath the village that she alone is fit to wield Parin embarks on a quest to stop the Phantoms and make the world right ,79.99451914574104,9.46,12.19,19.1,68.0,59.0,84.0
