,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[34],215191,Tsuki wa Kirisaku: Tantei Sagara Kyouichirou,[8],A detective adventure game in the veins of visual novels featuring a thirdrate private investigator Kyouichirou Sagara After having a few drinks too much he hits off with a woman he met in a pub and ends up going to his room However upon coming back to his senses he barely remember how he got here or where here is and to top the suspense he finds an unfamiliar woman on the bathroom floor Trying to think of a way out of his predicament he is caught by the police just as he was about to step outside As he skillfully wiggles his way out of the interrogation room he has a case to work on something which will get more and more complicated as the story progresses,A detective adventure game in the veins of visual novels featuring a thirdrate private investigator Kyouichirou Sagara,Missing,,,,,,
1,[34],214654,Gakuen Heaven: Okawari!,"[8, 38]",It takes place three months after the first game This time Keita picked up a cursed ring that would take away his major ability  luck The characters are the same as in the PC Game and the objective this time is to find the way to release Keita from the curse of the ring,A visual novel based on the anime Gakuen Heaven,Missing,,,,,,
2,"[31, 34]",203280,"Simple 2000 Series Vol. 71: The Fantasy Renai Adventure - Kanojo no Densetsu, Boku no Sekiban",[8],Missing,Swashbuckler adventure and realworld another dimension world your PC is connecting Use skillfully laptops and back and forth real world along with the girls of five Erabareshi to defeat the demon stone mask while a dangerous adventure and sometimes tears and then there is laughter At the end of the perilous journey Kimi wonder will be with anyone of the girls of five and are tied,Missing,,,,,,
3,[31],188713,120 Yen Stories,"[6, 8]",Winter A freelance young man and a girl by chance board the same slowmoving train to the countryside Through this encounter with the girl the young man evokes his longheld childhood memories The memories of his childhood when he thought he could do anything are a little bitter now  Summer In a sea of people and infinite chances If there is a socalled fateful encounter it must be something special and mysterious This is the story of a young man and a young girl who met by chance in front of a vending machine and the story of a summer day between them  Autumn By chance I saw a fortune telling on TV Helping others is the key to luck So I went out with the expectation of finding the key to luck on my longawaited day off However when he lent a helping hand to a girl in crisis he was met with anger This is a small story of two human somewhat unbelievable  Spring A young man who moves to the countryside meets a young girl here by chance The young man who is content with the status quo and tired of reality and the young girl who also has anxiety about reality meet in the country house The two of them keep communicating with each other and unknowingly they are influenced by each other,In 120 Yen series each season has a unique heroine By using the four seasons of Japan to tell the story of two people meeting and getting along through the keyword 120 yen,Missing,,,,,,
4,[5],178409,Galaga Arrangement,[38],Missing,The 2005 release Namco Museum Battle Collection included another game titled Galaga Arrangement However it was not the same game This title was rereleased on Xbox 360 in Namco Museum Virtual Arcade It was than rereleased on the iPhone under the name Galaga Remix It featured new bosses and weapons as well as the original Galaga,Missing,0.59,0.0,0.0,85.0,2.0,2.0
5,[33],178408,Pac-Man Arrangement,[38],Missing,PacMan Arrangement is a 2005 video game initially released as part of the Namco Museum Battle Collection compilation for the PSP It shares its name with a very similar PacMan game from a decade prior  to avoid confusion some later rereleases were renamed to PacMan Remix,Missing,0.63,0.0,0.0,74.0,10.0,10.0
6,"[15, 16, 24]",165911,Shinseiki Yuusha Taisen,[8],Missing,Shinseiki Yuusha Taisen is a Strategy game developed by WinkySoft and published by Atlus which was released in Japan in 2005,Missing,,,,,,
7,[13],146602,Mobile Train Simulator + Densha de GO!: Tokyu Line,[38],Missing,Train SimulatorDensha de GO Tokyu Line was ported to the PlayStation Portable on February 17 2005 as Mobile Train Simulator  Densha de Go Tokyokyuukouhen,Missing,,,,,,
8,"[31, 34]",124078,Simple 2000 Series Vol. 70: The Kanshikikan,[8],Missing,This simple series game puts the player in the role of a female forensic that has to solve a number of mysteries 10 cases by heading to the crime scene and collecting evidence and fingerprints which are then handed off to an expert for analysis Your job is to manage evidence and string together a correct picture of the crime go off on the wrong path and your superiors will grow angry and take you off the case,Missing,,,,,,
9,"[31, 34]",92699,Family Project,"[8, 38]",Missing,Missing,Missing,,,,,,
