,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269440,Mite Kiite Nou de Kanjite Crossword Tengoku,[38],Mite Kiite Nou de Kanjite Crossword Tengoku is a Puzzle game developed and published by Sega which was released in Japan in 2007,Missing,Missing,Missing,,,,,,
1,227590,Heavy Weapon,"[9, 12]",Heavy Weapon unleashes adrenalinesoaked sidescrolling shootemup arcade action With a blast of retro eighties videogame chic Heavy Weapon brings classic shooter action and explosive power Fight through 19 storybased missions to upgrade six different weapon banks or jump into instant action with the blazing Survival mode Grab your friends and storm across enemy lines in cooperative multiplayer modes Are you ready for the furious fun of Heavy Weapon,"[5, 33]",Missing,Missing,2.21,2.65,0.0,69.0,23.0,11.0
2,221830,Trouble Fortune Company Happy Cure,[8],A PS2 otome game,[34],The story is about our protagonist Tsuzuri whose mother is a fortune teller One day her mom Sakura goes missing in action leaving Tsuzuri and her brother Amane saying shes gone to look for their father She leaves without saying where shes going and how long shell be gone and now all of her fortune telling customers demand to see her Its up to Tsuzuri to train aka for you to raise stats so that she can become a super fortune teller and snag that man,Missing,,,,,,
3,220953,World Soccer: Winning Eleven 10 - Liveware Evolution,[8],An expanded version of World Soccer Winning Eleven 10 with online capabilites,[14],Missing,Missing,,,,,,
4,210479,Sid Meier's Pirates!,[38],Based on Sid Meiers original masterpiece Pirates Sid Meiers Pirates has you facing countless dogged enemies wooing fair maidens and raising the Jolly Roger on the high seas in pursuit of riches Discover what it takes to become one of the most famous pirates in history  Firaxis longawaited Sid Meiers Pirates carries on with the great game play tradition and design simplicity of the awardwinning original while adding more challenging and exciting battle options eyepopping 3D graphics fantastic new audio and loads of new game play features,"[11, 12, 13, 15, 31]",Missing,Missing,10.56,14.01,17.98,78.0,104.0,86.0
5,205714,Tennis no Ouji-sama: Doki-doki Survival - Umibe no Secret,[8],Tennis no Oujisama DokiDoki Survival  Umibe no Secret is an Adventure game developed by WinkySoft and published by Konami which was released in Japan in 2007,"[14, 34]",You are Fujimoto Ayaka In your holiday you joined your friend Kohinata Tsugumi in the ship her father captained Inside the ship are also various schools tennis team who are going to the place where they are going to train  In the way there is a typhoon and during the ruckus of leaving the ship you are saved by Saeki and Kurobane You lost conciousness afterwards  You are awake to Atobe and Tsugumis worried face Apparently all of you ended up in an unhibited island However Tsugumis father and the coaches whereabouts are unknown After discussing the tennis team decided to divide themselves in two groups One taking the mountain area and another one the beach You joined the beach team while Tsugumi joined the mountain one,Missing,,,,,,
6,165564,Kujibiki Unbalance: Kaichou Onegai Smash Fight,[8],This is a 3D action game based on the manga and anime Kujibiki Unbalance by Shimoku Kio The stage is set in the Ritsuhashiin Gakuen where everything from the entrance examination to the board members of the student council is decided by a lottery With its long history and vast land area the school offers integrated elementary junior high and high school education and the authority of its student council is said to be equal to that of a small country The main character Chihiro Enomoto was chosen by lot as a candidate for the next student council and he and his partner had to undergo rigorous training and trials in order to become a member of the next student council  The main part of the game is a 3D action that goes through an automatically generated dungeon in Ryubashiin Gakuen If you choose one of your favorite characters before the start of the stage subcharacters will follow and you will move on to the stage with a total of three people A partner may initially be in a blunt tsun state but regaining a damaged partner can increase hisher popularity and a dere state can give himher an advantage in the progress of the game,Missing,Missing,Missing,,,,,,
7,134567,Tomoyo After: It's a Wonderful Life - CS Edition,"[8, 9, 12, 34, 38, 130]",The CS edition of Tomoyo After Its a Wonderful Life expands the scenario of the original story and removes the sexual content for consoleportable releases,"[12, 31, 34]",Some time has passed since Tomoya and Tomoyo confessed their love for one another amidst the falling snow Tomoya has found employment and is now living on his own The two new lovers have been looking forward to spending an idyllic summer in each others company  but with Tomoyos younger brother Takafumi bursting in on them every other minute those hopes seem more distant now than ever  Things are further complicated by the arrival of a younger girl named Tomo whose troubled domestic situation leads to Tomoyo becoming her guardian and only get worse when Takafumis exgirlfriend Kanako invites herself into their household after running away from home  So begins the story of five young individuals and their first and last summer together,Missing,,,,,,
8,72826,Detective Evangelion,[8],Detective Evangelion Meitantei Evangelion an adventurestrategy PS2 game published by Broccoli follows Shinji Ikari a detective hired by Nerv as he attempts to uncover the truths behind a series of murders The game was released in Japan on Jan 17 2007 and include voices from all the original Seiyū There were 2 editions of the game a standard edition which included a Nerv magnifying glasskey chain if you preordered and the premium edition about 26040円 which included a multiface analog watch  You play as Shinji the detective in an adventure style gameplay talking to the Nerv personel and other people in the environment in order to pick up clues within the conversations The game starts as Shinji emerges from an outdoor stall with sirens blaring in the background He then finds Rei Ayanami being attacked by a teenager with tentacles Shinji must then fight the teenager in order to free Rei From this point on you pick locations and explore the ultimate goal being to discover the identity of the killer thats committing murders all over Nerv and Tokyo3 At each of the locations you can interact with the people there with the occasional action sequence or mini game All of Shinjis friends Gendo and Misato all appear in the game,[31],Missing,Missing,,,,,,
9,72814,Dragon Shadow Spell,[8],Dragon Shadow Spell is a strategy RPG from Flight Plan better known as the developers of the Summon Night games until they went bankrupt in 2010 Dragon Shadow Spell was their first attempt at selfpublishing a game and I have long wanted to see what else Flight Plan could come up with apart from Summon Night,"[12, 15, 16]",Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
