first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1186617600,269528,Shougi ga Tsuyokunaru: Gekisashi - Jouseki Doujou,[38],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1186012800,269432,Minna no Golf-jou Vol. 2,[38],A GPSenabled version of Minna no Golf Everybodys Golf on the PSP Plays like a traditional Everybodys Golf game but doubles as a measuring tool for real life golf courses using the PSPs GPS attachment,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1186617600,264415,Castle Fantasia: Arihato Senki,[8],A prequel to Castle Fantasia Seima Taisen follows Hewie and Duciss stories during their time in the military academy,[34],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1187049600,243014,Madden NFL 08,[38],Missing,[14],Missing,Missing,21.8,32.5,76.83,70.0,34.0,10.0
1187049600,229191,Madden NFL 08,"[8, 11, 21]",Oldgen port of Madden NFL 08,[14],Missing,Missing,21.8,32.5,76.83,70.0,34.0,10.0
1186012800,220999,J.League Winning Eleven 2008 Club Championship,[8],Missing,[14],Missing,Missing,nan,nan,nan,nan,nan,nan
1186012800,220998,J.League Winning Eleven 2007 Club Championship,[8],Missing,[14],Missing,Missing,nan,nan,nan,nan,nan,nan
1186617600,214796,Hisui no Shizuku: Hiiro no Kakera 2,[8],Hisui no Shizuku  Hiiro no Kakera 2 is a sequel to Hiiro no Kakera for PlayStation 2,"[31, 34]",When Suzus big sister figure Mao disappeared she was summoned back to her rural home town to succeed her role as Tamayorihime the miko whod sacrifice herself to keep the land safe from the wrath of the sea lord  Suzu just knew that being Tamayorihime has a small group of retainers but no real idea of what she has to do to fulfill her role Shes just determined to find out why Mao disappeared or who took her  Before Suzu could get used to her new life however the sea lord strikes sending his demons to destroy the village And the head of the demon troops Toyotamahime is none other than Mao,Missing,nan,nan,nan,nan,nan,nan
1188432000,203340,Simple 2000 Series Vol. 120: Saigo no Nippon Hei - Utsukushiki Kokudo Dakkan Sakusen,[8],Simple 2000 Series Vol 120 Saigo no Nippon Hei Utsukushiki Kokudo Dakkan Sakusen is an Action game developed by Tamsoft and published by D3Publisher which was released in Japan in 2007,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1186617600,194567,XxxHolic: Watanuki no Izayoi Sowa,[8],The protagonist of the series is Kimihiro Watanuki a high school student who is constantly haunted by monsters ghosts and spirits who are magically attracted to him because of his blood These monsters are invisible to people without power so other people brand him as weird or crazy when he is haunted by the spirits Everything changes when he goes into a store that sells wishes,"[31, 34]",Missing,Missing,nan,nan,nan,nan,nan,nan
1186444800,129890,Final Fantasy XII International: Zodiac Job System,[8],The game takes place in the fictional location of Ivalice where the empires of Archadia and Rozarria are waging an endless war Dalmasca a small kingdom is caught between the warring nations When Dalmasca becomes annexed by Archadia its princess Ashe creates a resistance movement During the struggle she meets Vaan a young adventurer who dreams of commanding an airship They are quickly joined by a band of allies together they rally against the tyranny of the Archadian Empire  In this new version of XII there are 12 different layouts of the license board based on different jobs you can give the characters opening up a whole new level of complexity to add to the epic showstopper Other goodies include a 169 view mode that enables widescreen viewing and a new bonus DVD,"[12, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1186185600,105505,The Night Journey,"[6, 14, 48]",The Night Journey is one of the first experimental art games ever made A collaboration between renowned media artist Bill Viola and designers at the USC Game Innovation Lab it uses both game and video techniques to tell the universal story of an individuals journey towards enlightenment,"[31, 32]",Missing,Missing,0.0,3.0,0.0,0.0,0.0,1.0
1188432000,75877,Neon Genesis Evangelion 2: Another Cases,[38],The PlayStation Portable port of Neon Genesis Evangelion 2,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
