,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,264468,Grand Theft Auto Online: Beach Bum,"[48, 49]",Beach Bum Update  Content update introducing two new weapons the Broken Bottle and the SNS Pistol three new cars the BF Bifta the Canis Kalahari and the Bravado Paradise and a new boat the Pegassi Speeder as well as additional beachthemed clothing tattoos hairstyles and jobs The weapons and vehicles are also available in GTA Vs story mode,Missing,Missing,Missing,,,,,,
1,254522,The Amazing Spider-Man,[46],Missing,[31],Missing,Missing,8.62,13.31,20.99,67.0,243.0,260.0
2,240504,Call of Duty: Ghosts Digital Hardened Edition,"[6, 48, 49]",Buy the Call of Duty Ghosts Digital Hardened Edition and enhance your multiplayer experience with a digital download of Call of Duty Ghosts and an assortment of bonus digital content including   Call of Duty Ghosts Season Pass Get four epic DLC Map Packs each delivering a collection of fresh Call of Duty Ghosts multiplayer content Plus youll receive the Team Leader digital content pack a Season Passbonus that includes a unique MP character head weapon camo reticle player patch player card and player background playable ingame upon purchase  Digital Hardened Edition InGame Item Pack Stand out from the crowd with a unique ingame player patch player card  player background a collection of content only available in the Digital Hardened Edition  Ghosts Insignia Pack Show your enemies what you stand for with an ingame Ghosts insignia player patch player card  player background,Missing,Missing,Missing,,,,,,
3,240422,FIFA 14,"[48, 49]",Nextgen version of FIFA 14 featuring a new engine Ignite Engine,[14],Missing,Missing,81.07,109.8,197.73,72.0,175.0,67.0
4,233961,Minecraft: Dragonborn Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",The Dragonborn meets Minecraft in a clash of epic proportions Build your own worlds in the land of Tamriel and experience adventure with many of its most iconic characters Fus Ro Dah,[31],Missing,Missing,,,,,,
5,223120,Muramasa Rebirth: Genroku Legends - Fishy Tales of the Nekomata,[46],The first of the Genroku Legends additional scenarios for Muramasa Rebirth This addon follows the story of Okoi who is possessed by Miike a nekomata Okoi avenges the death of her brother using her catlike claws and demon powers to summon hordes of cat allies to battle alongside her,[25],Missing,Missing,,,,,,
6,221070,SingStar: SuomiHelmet,[9],Missing,[7],Missing,Missing,,,,,,
7,220984,Pro Evolution Soccer 2014,[8],The PlayStation 2 port of Pro Evolution Soccer 2014,"[13, 14]",Missing,Missing,16.01,45.83,1250.0,57.0,38.0,7.0
8,219138,Shinigami Shogyou: Kaidan Romance,[38],Continuation of Shinigami Kagyou Kaidan Romance,[34],Missing,Missing,,,,,,
9,214614,Super Robot Taisen OG: Infinite Battle,[9],This entry for the famed tactical strategy RPG is breaking away from its usual fare Super Robot Taisen OG Infinite Battle is a third person shooting game Infinite Battle is the exciting side story companion to Super Robot Taisen OG Saga Masou Kishin III  Pride of Justice Expect a brand new instance of alternate universe mechonmech tactical crossover battles with action oriented gameplay,"[5, 24, 25]",Missing,Missing,,,,,,
