,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[31],254884,Skylanders Spyro's Adventure Dragons Peak Expansion,"[5, 9, 12, 37]",The dragon knight Flavius sought the Skylanders to help him free his King from the clutches of the Undead dragon Vathek and usurp him from the throne After arriving in Dragons Peak Flavius explained to the Skylander the events that led to Vatheks rule over the Peak Previously the red dragon knight convinced King Ramses to go flying with him but while they were away Ramses evil brother Vathek sat on the Dragons Throne making him ruler of Dragons Peak by Dragon Law Using the power of the Throne Vathek cursed Ramses turning him into stone and Flavius blamed himself for what happened  After the Skylander freed Ramses from Vatheks curse the elder dragon tasked them of defeating his evil brother and informs them of how to reach Vathek having grown too weak to fly due to the curse Upon arriving at the Elder Dragon Throne Vathek selfishly told the Skylanders that the Dragon Throne was his and summoned the minions that are loyal to the Throne to attack the Skylander for their treachery As the Skylander defeated the minions Vathek retreated to the Dragons Throne to use its power to summon more minions to destroy them suspecting that the Skylander cant keep fighting forever  As the evil dragon summoned all of the minions the Throne can muster the Skylander emerged victorious despite the mass amount of enemies Enraged Vathek leaped off of the Dragon Throne to deal with the Skylander himself but as it would seem a fight was about to begin Flavius appeared and took the Throne making him king by Dragon law and rendering Vathek completely powerless As Vathek exclaimed in disbelief that he fell for the oldest trick in the book Flavius used the Thrones power to turn Vathek into stone as punishment for betraying Ramses  After the battle Ramses returned to his position as King and pondered about what to do with Vathek at first suggesting banishment but dismissed the idea when Flavius mentioned that the frozen Vathek makes a  good statue The Dragon King then became curious as to why Flavius didnt keep the Dragons Throne for himself when the dragon knight had the chance Flavius replied that Ramses himself is the only true king of Dragons Peak and that the Throne was his until the day he decides to resign Moved by Flaviuss loyalty Ramses then mentioned that when that day comes he knows exactly who will take his place The elder dragon then expressed his gratitude to the Skylander for their help and has Flavius take them back to the Ruins,Dragons Peak is an Adventure Pack level in Skylanders Spyros Adventure that comes with the Skylander Sunburn As its name suggests it is home to one of Skylands most ancient creatures the Dragons,Missing,,,,,,
1,[34],253495,Elkrone no Atelier: Dear for Otomate Limited Edition,[38],Missing,Otomatedeveloped visual novel for the PlayStation Portable based on the turnbased RPG Atelier series by Gust The limited edition of Elkrone no Atelier Dear for Otomate comes with an audio drama CD and an exclusive artbook  Meriela aka Meri has inherited her grandmothers workshop and now its up to her to decide what to do with it One day a fairy called Popotto pops up at the front door asking her to create a mysterious itemthe Blue Wakaka  Neither the client nor the alchemist have ever seen it but since the fairy is in no great hurry he decides to lodge with Meri to help her out with item synthesis ingredient collection monster fights and finding her soul mate,Missing,,,,,,
2,[25],217921,Asura's Wrath Episode 15.5,"[9, 12]",Missing,Defiance is the special lost 155th episode of Asuras Wrath from the DLC featuring unseen events after Episode 15 A New Cause,Missing,,,,,,
3,[34],214806,Armen Noir Portable,[38],The story is set in the near future in a corrupt city called Moebius where the gap between rich and poor is growing bigger and bigger  The heroine is a Hunter someone who has chosen to oppose the criminals who have sullied their hands with illegal deeds and have gained money as a result Hunters work for Bountia an organization that takes assignments to catch criminals in the city for rewards Armen Noir is the heroines codename in Bountia and her real name is Naska The thing is despite her being an A class hunter she cannot kill anybody She rose to A rank because she has been able to defeat her enemies well without having to kill them,Port from PS2 with major scenario corrections and new endings added System voices screenshot function and auto saveload added New sprites added for previously unshown characters,Missing,,,,,,
4,[34],181498,Miyako: Awayuki no Utage,[38],Izumi holds a party for the shigoryou and shocks everyone by saying hes disbanding their group He also trusts Sangou with the mission of collecting magical shells to become a better shikigami,A fandisc for the original MIYAKO game Izumi holds a party for the shigoryou and shocks everyone by saying hes disbanding their group He also trusts Sangou with the mission of collecting magical shells to become a better shikigami,Missing,,,,,,
5,[25],157312,Asura's Wrath: Part IV Nirvana,"[9, 12]",Missing,Missing,Missing,,,,,,
6,[9],83880,Nikoli no Puzzle V: Kakuro,[46],Missing,A game of the famous pencil puzzle that fills the numbers according to the rules in the squares that are lined up vertically and horizontally Since the total value is displayed for each vertical and horizontal column add the numbers and apply the numbers to the squares It is a puzzle that requires little calculation and requires attention and reasoning rather than calculation so even those who try it for the first time can easily play it All 50 questions are recorded and it is one that you can play for a long time,Missing,,,,,,
7,[15],80145,Dai-2-ji Super Robot Taisen Z: Saisei-hen,[38],Missing,Dai2ji Super Robot Taisen Z Saiseihen yet another game in Namco Bandais Super Robot Wars series is the immediate sequel to Super Robot Wars Z2 Hakaihen  Despite its billing as a twopart game Saisehen is entirely independent of Hakaihen Players will receive a starting bonus in Saisehen based on how many times they have completed Hakaihen along with an extra bonus for playing all of Hakaihens scenarios but unlocked machines and pilots will not transfer  Every series from Hakaihen returns with their sequelssecond seasons debuting if applicable Macross 7 makes its Zseries debut with Dynamite 7 appearing for the first time in any SRW The only completely new series Tetsujin 28 is the 1980s incarnation of a robot series that predates even Mazinger,Missing,,,,,,
8,Missing,79048,The Idolmaster: Gravure for You! Vol. 7,[9],Missing,This is the seventh volume of The Idolmaster Gravure For You series It has a new compilation of songs HIBIKI TurquoiseBlueMIX While the rest of the original mixes contain the idols image color Hibikis image color light blue is replaced with Turquoise Blue This volume also marked Ai Hidakas second HD appearance featuring her in a special mode of the game This mode allows players to take pictures of her while wearing the Exercise Wear NEO costume and allows them to listen to her sing the BGM music Another unique option for this volume is the ability to add the accessory Heartbreak Glasses to the Rough Time School costume,Missing,,,,,,
9,[31],74820,Detective Conan: Kako Kara no Zensoukyoku - Prelude,"[20, 34, 38, 39]",Missing,A Detective Conan game published by Bandai Its the fifth one to be released on the Nintendo DS the first and only to be ono the PlayStation Portable The game was later also made available on Android and iOS,Missing,,,,,,
