first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1385942400,[12],260043,Chrome Wolf,"[6, 34, 48, 49, 130, 167, 169]",Enjoy tank fights in a tale of fleeting memories and the lives of freedom fighters,Missing,Missing,0.0,11.97,0.0,0.0,0.0,1.0
1387324800,[31],227047,LEGO Marvel Super Heroes: Super Pack,"[6, 48, 49]",Get ready for bricksmashing action with more Super Heroes and Super Villains plus new vehicles and races Play as fan favorites Dark Phoenix Winter Soldier Symbiote SpiderMan Hawkeye Falcon and Beta Ray Bill,Missing,Missing,nan,nan,nan,nan,nan,nan
1387411200,[34],221875,Diabolik Lovers Limited V Edition,[46],Port of Diabolik Lovers Haunted Dark Bridal for Playstation Vita,The protagonist Komori Yui is an average high school student However when she was young different things happened around her Things like being able to see someones ghost or poltergeist phenomena taking place  With her motto to be be positive she passed her days paying it no mind  When she became a second year high school student she moved to a school in another town due to her fathers transfer  Ryoutei High School is a nighttime high school for performers and celebrities Behind the apparent splendor it was a school in which sinister rumors were constantly whispered Among the rumors was also one that a a student had been attacked by a vampire  Paying no attention to the rumors the protagonist agrees to transfer and live with relatives her father told her about However even in the town are rumors about the Haunted House where six horrible brothers live  Suddenly shes living with six attractive brothers that have awful personalities Moreover theyre not human  Almost as if shes being pulled in with feelings of uneasiness and fear she tries to begin her new life,Missing,nan,nan,nan,nan,nan,nan
1387238400,[12],221522,Final Fantasy XIV: A Realm Awoken,"[6, 9, 48]",Patch 21 the very first major version update for Final Fantasy XIV sees largescale additions and refinements made to Eorzea Featuring the first installment of the Crystal Tower 24man raid the housing system for free companies and rebalanced job actions,Five years past the realm was brought to the brink of destruction by the elder primal Bahamut Seething with rage from eons of imprisonment he unleashed his unbridled fury across the length and breadth of Eorzea the devastation wrought by his rampage marking the end of the Sixth Astral Era  Slowly yet surely Eorzeas wounds began to heal and her people enjoyed a rare moment of respite  Before long however the Garlean Empire stirred reaching to cast its shadow over the realm To stay the encroaching darkness the order known as the Scions of the Seventh Dawn called upon the aid of those brave adventurers who would lend their blades Their combined efforts did quell the Garlean threat earning accolades from leaders of nations and commonfolk alike  Yet where there is light there will always be shadow The beast tribes persist in their efforts to summon the primalsaetherial entities whose powers swell with the amassed crystals and fervent prayers of their followers The oncedefeated Garlean forces resurface harboring renewed ambitions of conquest And the baleful Ascians lurk in the shadows their presence rousing dark forces long since forgotten  As new threats emerge adventurers must once again heed the Crystals call,Missing,6.37,19.61,55.27,69.0,44.0,49.0
1387411200,[34],220885,Hakuouki Kyoukaroku,[46],PS Vita port of Hakuoki  At a time when shogunate and imperial forces clashed for supremacy over Japan Chizuru travels to Kyoto in search of her missing father She runs into the Shinsengumi a band of samurai warriors sworn to protect the shogun Chizuru soon learns that they too are looking for her father What awaits them is more than just your typical missing persons case as they face off against imperial soldiers and the supernatural But in the midst of all this madness will sweet and innocent Chizuru find love,The Bakumatsu period a gap between the past splendour of the Shogunate era and the modern glamor of the Meiji period is one of the most violent and intriguing places to start a romance  Chizuru Yukimura has set off for Kyoto to find her missing father but accidentally gets herself wrapped up in the intrigues of the Shinsengumi a group of warriors who defends the fading powers of the shogunate  The men in Shinsengumi are not merely fighting Emperor Meijis forces and the strange demons they are also hiding a terrible secret They are hiding something among them,Missing,nan,nan,nan,nan,nan,nan
1386633600,[7],214906,Music Plus,[9],Wave your PlayStationMove motion controllerdance with the groovy music and turn your living room into a glamorous dance floor,Missing,Missing,nan,nan,nan,nan,nan,nan
1386201600,[12],203731,Dragon Quest X: Nemureru Yuusha to Michibiki no Meiyuu Online,"[5, 6, 41, 48, 130]",The first expansion for Dragon Quest X Online known as Version 2,Missing,Missing,nan,nan,nan,nan,nan,nan
1387411200,[35],199222,Tokoton Mahjong! Joryuu Pro ni Chousen! Tetsuman Megami Special,[46],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1386806400,[35],194456,Ginsei Igo 2: Next Generation,[9],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1388448000,Missing,191355,Sheryl Nome Chou Jikuu Virtual Clip: Ite-za Gogo Kyuu-ji Don't Be Late,[9],The existence of this Macross game is close to impossible to confirm There are bits and pieces on the internet that can validate that it did exist at some point though as there is no proof of it ever being released it was likely cancelled before it saw the light of day,Missing,Missing,nan,nan,nan,nan,nan,nan
1387411200,[34],181949,Taishou Kitan,[38],Taishou Kitan was released in 2013  This game has a sequel called Taishou Kitan Kotonoha Sakura,The time is the Taishou Era  The protagonist is a high class girl who stifles her true feelings for the sake of her family By chance she became aware of the existence of Oni because of a series of strange murder incidents  One day she was attacked by a Stray Oni that had lost all reason and was saved by a man named Kusaka There she became aware of the fact that she had the qualities of a Master  From then on her life completely changed as she enrolled into Seiryouin a school where Onis and their Masters make contracts and learn together  While getting used to her new environment the protagonist learns that the strange murder incidents are the work of Stray Onis and makes the decision to fight back together with her partner,Missing,nan,nan,nan,nan,nan,nan
1388448000,[5],150642,Bioshock & Borderlands: The Shooter Collection,"[9, 12]",A compilation that includes   BioShock  Borderlands,Missing,Missing,nan,nan,nan,nan,nan,nan
1387324800,"[10, 14]",147303,MotoGP 13 Compact,"[9, 46]",MotoGP13 Compact is the condensed version of a typical MotoGP game The game doesnt feature a career or a story and everything is available for you to use at the beginning of the game,Missing,Missing,nan,nan,nan,nan,nan,nan
1388016000,Missing,147011,Final Fantasy X/X-2 HD Remaster Twin Pack,[46],Final Fantasy XX2 HD Remaster Twin Pack is a bundle of the PS Vita games that were released separately in Japan It includes everything from the singleversion games,Missing,Missing,nan,nan,nan,nan,nan,nan
1388448000,[33],140684,Phase Shift: Threats Beyond the Network,"[9, 38, 46]",Phase Shift follows the story of Xargis a genius programmer fighting against cyber terrorism in the future Defeat your enemies and protect The Network,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1387238400,"[13, 31]",140272,Minecraft: PlayStation 3 Edition,[9],Minecraft focuses on allowing the player to explore interact with and modify a dynamicallygenerated map made of onecubicmetersized blocks In addition to blocks the environment features plants mobs and items Some activities in the game include mining for ore fighting hostile mobs and crafting new blocks and tools by gathering various resources found in the game The games openended model allows players to create structures creations and artwork on various multiplayer servers or their singleplayer maps Other features include redstone circuits for logic computations and remote actions minecarts and tracks and a mysterious underworld called the Nether A designated but completely optional goal of the game is to travel to a dimension called the End and defeat the ender dragon,Missing,Missing,nan,nan,nan,nan,nan,nan
1388448000,[25],136809,Metal Gear Rising: Revengeance - Special Edition,[9],In this Special Edition exclusive Japanese release included with this game are all the DLCs   30 VR Missions  Jetstream content  Bladewolf content  Wood Katana weapon  Five costumes for Raiden including the MGS4 Raiden and Grey Fox costume  Metal Gear Rising theme,Missing,Missing,nan,nan,nan,nan,nan,nan
