,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,166545,GeGeGe no Kitaro,[7],Missing,Missing,Missing,Missing,,,,,,
1,80577,Tengai Makyou: Daiyon no Mokushiroku - The Apocalypse IV,"[32, 38]",[12],Tengai Makyou Daiyon no Mokushiroku also known as Far East of Eden The Apocalypse IV is a 1997 RPG for the Sega Saturn released in Japan by Hudson Soft It is spinoff of Hudson and Reds Tengai Makyou Far East of Eden series  For many years this game was a Sega Saturn exclusive however was remade in 2006 for the PlayStation Portable,Missing,Missing,,,,,,
2,77394,Kyoufu Shinbun,[7],[31],Kyoufu Shinbun is an Adventure game developed by Atelier Double and published by Yutaka which was released in Japan in 1997,Missing,Missing,,,,,,
3,76728,The Note,[7],[31],The Note is an action adventure survival horror title you move around the levels in a first person view and can interact with almost everything in the rooms Curtains can be opened fireplaces can be lit granted if you have any wood and items such as paintings can be examined for additional info,The game is set in January 1997 Akira a freelance occult journalist is visited by a woman whose daughter left on a trip with her friends and never returned He agrees to look for the womans daughter and is given the last things the woman received from her including a photo of an old rundown mansion somewhere in Europe and what seem to be unearthly spirits Two weeks after this meeting Akira and his partner Angela find themselves in a remote European village in front of the mansion shown in the photos where the game begins,Missing,0.0,0.0,0.0,0.0,0.0,0.0
4,58962,Racingroovy VS,[7],[10],Racingroovy VS is a PlayStation arcade racing game by Sammy Studios released in Japan in 1997,Missing,Missing,0.72,0.0,0.0,0.0,0.0,1.0
5,46045,Arcade's Greatest Hits: The Atari Collection 1,"[7, 19, 32]",[33],Arcades Greatest Hits The Atari Collection 1 is a collection of Atari arcade games for the Sega Saturn PlayStation and Super Nintendo Entertainment System,Are you tired of combos adventure quests fatalities hidden worlds and thick instruction manuals Want a blast from the past Try Midway Presents Arcades Greatest HitsThe Atari Collection 1 for the PlayStation featuring six of Ataris most popular coinop games from the late 1970s and early 1980s Play Asteroids Battlezone Centipede Missile Command Super Breakout and Tempest,Missing,0.0,0.0,0.0,55.0,2.0,0.0
6,45949,Boundary Gate: Daughter of Kingdom,"[7, 274]",[12],Long time ago the First Mother created the world and blessed it with five magical symbols that would keep it in balance The symbols were hidden deep in a sacred temple to protect everything and everyone around them  Many years later an adventurer named Finn was looking for work in the city of Ambrose There was indeed much work to do monsters roamed the country the threat of war was more real than ever One night Finn was strolling through the city when he suddenly spotted a young girl attacked by a monster Naturally he defeated the monster and saved the girl who turned out to be a princess hoping to restore her fathers kingdom The two decide to work together and venture to the nearby city that lies in ruins overrun by monsters,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,45071,ZXE-D: Legend of Plasmalite,[7],[4],Playstation threedimensional plastic models that come to life with a proprietary system that allows the game to dynamically structure itself around your robot Upper body lower body build your machine and bring peace back to mankind,Missing,Missing,,,,,,
8,43908,Shin Super Robot Taisen,[7],[15],Super Robot Wars is a series of tactical roleplaying video games produced by Banpresto which is now a Japanese division of Namco Bandai The main feature of the franchise is having a story that crosses over several popular mecha anime manga and video games allowing characters and mecha from different titles to team up or battle one another,Missing,Missing,,,,,,
9,43795,Extra Bright,[7],[5],735 New Era the early morning It will be a time of peace in the entire universe due to the international agreements in the Conference on the Armistice Agreement between the Soviet Empire and the rest of the universe but all will be ended when the fortress Sword of Justice is launched and he decided to begin the war  And the federal military strategy management system programs MIST make a global war strategy without any official aproval the Council decided to put an end to MIST and to do that they choose a the best one of their pilots to make the attack and destroy the organization and the core unit he ca choose one of 3 different partners Sonia Linda or Milly to help him pilot the ship To complete the mission they will use the new super attack planes named Extra Bright The goal is to capture the fortress and win this war,Missing,Missing,0.0,0.0,0.0,60.0,1.0,0.0
