,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[35],273257,Palm Town,[7],The players have to improve the quality of life of his character earning money and buying the best items that he can,A PS1 game developed and published by Mycom which was released in Japan in 1999,Missing,,,,,,
1,"[13, 15]",258873,Pocket Family: Happy Family Plan,[7],The player will take control of a whole family and have to take care of all their members young ones older ones and even pets check what they need and make them have the happiest live that they can,A Strategy game developed and published by Hudson which was released in Japan in 1999,Missing,,,,,,
2,[31],234973,Rockman Dash 2: Episode 1 - Roll-chan Kiki Ippatsu! no Maki,"[7, 38]",The game story consists of four missions culminating in the kidnapping of Roll by Tron Bonne an antagonist in the first game Rockman must defeat Tron and her henchmen to free Roll,Included with the release of Tron ni Kobun this game is a technical demo that serves as a prelude to Rockman Dash 2 Episode 2  Ooinaru Isan Mega Man Legends 2 These four missions precede the events of Episode 2 which made up the entirety of Mega Man Legends 2 for versions outside of Japan though they are mentioned in the later games dialogue,Missing,,,,,,
3,[9],222775,Acid,[7],Missing,Acid is a psychotropic puzzle as players get to fire a pulse of light at the psychedelic conundrums by charging the correct distance and then aim a little like a golf game gone wrong Great Tempest style visuals with kanji characters and neon tracers A fine off kilter title well worth tuning in to,Missing,,,,,,
4,Missing,167075,Bardysh: Kromeford no Juunin,[7],Missing,Missing,Missing,,,,,,
5,Missing,166583,Endless Season,[7],Missing,Missing,Missing,,,,,,
6,[10],139247,Racing,[7],Missing,Racing as the title suggests is a simple racing game It features both a short and a long distance race course a mirrored version of the long course plus different skill levels Before a race begins players select a car out of 6 total and then set whether they want automatic or manual transmission and whether they want a drift or grip setting  Races have the player racing against 3 opponent racers Players try to attain the fastest lap times and the fastest total race time while trying to defeat their opponents The players fastest times can then be saved  The game also contains a brief tutorial that explains the controls and some techniques of racing,Missing,,,,,,
7,[14],138738,Jikkyou Pawafuru Puroyakyu '99: Kaimaku-ban,[7],Missing,Missing,Missing,,,,,,
8,[7],132805,Dancing Stage featuring True Kiss Destination,[7],Missing,Dancing Stage Featuring True Kiss Destination ダンシングステージフィーチャリングトゥルーキスデスティネーション Danshingu Suteji Fīcharingu Tourū Kisu Desutinēshon is the first Dancing Stage title of the Dance Dance Revolution series released in Japan and other parts of Asia on July 27 1999 The Dancing Stage games in Japan all deviate away from the main DDR series of games and for True Kiss Destination it features a themed set of music by the Japanese group of the same name as well as original music from Konamis in house artists,Missing,0.0,0.0,0.0,20.0,1.0,0.0
9,"[2, 31]",127557,The Book of Watermarks,[7],Missing,A firstperson adventure game for the PlayStation loosely based on Shakespeares The Tempest While only released in Japan all ingame voice over is spoken in English,Missing,2.0,0.0,0.0,0.0,0.0,1.0
10,[13],77880,Remote Control Dandy,[7],Missing,A Japanonly Playstation game in which you play a little boy controlling a giant robot via remote control Developed by Sandlot who later developed the Earth Defense Force series and had a direct sequel  Remote Control Dandy SF  on the PS2,Missing,0.0,0.0,0.0,80.0,1.0,0.0
11,[13],72565,Doko Demo Issyo,"[7, 46]",Doko Demo Issyo is often described as a Virtual Pet game but unlike many games of that genre Doko Demo Issyo includes a communication element When the game is started the player inputs their name gender blood type and birthday and chooses one of the five Pokepi to live and play with The setting of the game is a small one bedroom Japanese apartment It contains various comfort items like a refrigerator and a television set with a game console connected The floor of the room is covered with Tatami mats and the Pokepi will sleep on them when they are tired There are two other rooms of the apartment a small restroom and a bathroom There is a radio that they will sometimes listen to too,Doko Demo Issyo どこでもいっしょ Together Everywhere is a 1999 Video Game developed by Bomber Express and published by Sony Computer Entertainment Inc for the PlayStation released on July 22 1999 in Japan Doko Demo Issyo was one of the games that used the PocketStation it was instrumental in making the device sell so well in Japan It is the first game in the Doko Demo Issyo Series  Doko Demo Issyo is a communication game a game where you interact with the characters through words and phrases The player can choose from five characters known as Pokepi and interact with them in an apartment They can be taught words and the player can answer questions asked by them  The biggest feature of Doko Demo Issyo is its compatibility with the PocketStation a handheld device that often came packaged with the game and its reliance on the device made the PocketStation required to play the game It allowed the player to take any of the Pokepi with them anywhere and they can continue to interact through the device A remaster of the game was released on the PlayStation Portable on December 7 2004 for the franchises 5th anniversary A port of the original game separate from the remake on the PSP was also released on the Playstation Vita in 2013,Missing,,,,,,
12,[10],70665,Gekisou TomaRunner,"[7, 9]",Tomarunner is a footracing game where your opponents include a robot a kappa an angel a masked rollerskater and a boy with Big Boy hair,A Japanonly Playstation game where players compete in oneonone footraces through cities jungles temples and palaces,Missing,,,,,,
13,"[5, 9]",69870,Finger Flashing,"[7, 9]",Missing,Finger Flashing is a puzzleshooter utilizing Rock Paper Scissors mechanics,Missing,0.0,0.0,0.0,60.0,1.0,0.0
14,Missing,63928,Startling Odyssey 1: Blue Evolution,[7],Missing,A PlayStation remake of the PC EngineCD JRPG Startling Odyssey,Missing,,,,,,
15,Missing,62438,Germs: Nerawareta Machi,[7],Missing,Germs Nerawareta Machi is a firstperson open world adventure game released exclusively in Japan for the PS1 The only game developed and published by Japanese CG animation company KAJ Germs stars a reporter who returns to his hometown to investigate a mysterious glowing object as well as a series of mutations happening to the townspeople that might be connected to it,Missing,0.0,8.93,0.0,0.0,0.0,2.0
16,[14],49880,All Star Tennis 2000,[7],Missing,This is a cartoon style tennis challenge that requires all your skill Pick a character and journey through the games tournament mode or simply try your hand in free mode Choose from different court surfaces and different match setup options Offering games for one to four players All Star Tennis is a great way to enjoy the action on centre court,Missing,0.0,0.0,0.0,0.0,0.0,0.0
