,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[7],273845,SingStar: Pop Hits 2,[8],Missing,Missing,Missing,,,,,,
1,Missing,269434,Minna no Golf-jou Vol. 3,[38],A GPSenabled version of Minna no Golf Everybodys Golf on the PSP Plays like a traditional Everybodys Golf game but doubles as a measuring tool for real life golf courses using the PSPs GPS attachment,Missing,Missing,,,,,,
2,"[25, 31]",259330,The Simpsons Game,"[5, 8]",WiiPS2 port of The Simpsons Game,Missing,Missing,7.93,12.37,17.03,68.0,224.0,136.0
3,[14],257120,NBA 2K8,[8],Missing,Missing,Missing,4.0,0.0,0.0,63.0,9.0,2.0
4,Missing,249164,Spider-Man: Friend or Foe,"[5, 8]",Defeat SpiderMans most famous enemies like Venom Green Goblin and Doc Ock to add them to your epic array of playable sidekicks in this movie trilogy inspired adventure Experience groundbreaking Cooperative Multiplayer as SpiderMan or a sidekick in exotic spots around the globe including Tokyo Egypt and Nepal  Inspired by the SpiderMan movies this Action Adventure game reinterprets bigscreen moments and battles with a humorous twist Replay chapters with different sidekicks and eventually with BlackSuited SpiderMan,Missing,Missing,8.0,9.61,14.33,65.0,97.0,55.0
5,Missing,249163,Spider-Man: Friend or Foe,[38],Missing,Missing,Missing,8.0,9.61,14.33,65.0,97.0,55.0
6,[14],248774,NBA Live 08,[38],Missing,Missing,Missing,30.0,0.0,0.0,62.0,6.0,1.0
7,[14],248773,NBA Live 08,"[6, 8]",Missing,Missing,Missing,30.0,0.0,0.0,62.0,6.0,1.0
8,[14],220969,Pro Evolution Soccer 2008,[8],The PlayStation 2 port of Pro Evolution Soccer 2008 adapted to work in weaker hardware,Missing,Missing,27.0,35.0,87.83,68.0,50.0,8.0
9,[31],218140,Spider-Man 3,[38],The PlayStation Portable version of SpiderMan 3 a videogame based on the 2007 movie of the same name  The PlayStation Portable version is a fullon port of the PlayStation 2 version with an extra feature exclusive to the version known as Conquest Mode an extra mode where the player has to traverse the city and complete challenges such as combat tours delivering items and protecting civilians under a time limit,The games storyline kicks off with a tutorial level where SpiderMan prevents the HBombers from blowing up the Carlyle building The next day he investigates strange lizardlike beings in Central Park and continues battling the HBombers thwarting their attempts to destroy the Daily Bugles Printing Plant and Regional Office That night while having a conversation with Mary Jane in Central Park an alien symbiote from a meteor attaches itself to Peters shoe After taking Mary Jane home Peter is attacked by Harry who has become the New Goblin to avenge his fathers death Peter defeats Harry takes him to the hospital and then returns home where the symbiote envelops him creating a black SpiderMan suit that enhances his abilities and increases his aggression Meanwhile an escaped convict named Flint Marko becomes the Sandman after a mishap with an experimental particle accelerator fuses him with sand  The next day the HBombers attack the Daily Bugle and kidnap J Jonah Jameson but SpiderMan rescues him He then confronts and defeats the Bombers leader Luke Carlyle a businessman turned criminal due to a story published by Jameson that ruined his company Later Peter investigates the disappearance of his science teacher Dr Curt Connors and discovers that he has transformed into the Lizard through experiments with a lizard DNA serum Pursuing the Lizard through the sewers SpiderMan finds that he has transformed others into similar creatures with plans to invade New York SpiderMan foils the plan but the Lizard escapes deeper into the sewers When SpiderMan encounters him again the Lizard is in a fight with Kraven the Hunter SpiderMan intervenes and defeats Kraven before overpowering the Lizard and returning Connors to his human form As SpiderMan cures the other victims of the lizard transformation Connors helps him investigate the symbiotes dangerous potential after fully recovering  An assignment from Jameson leads SpiderMan to face a vampire whom he defeats and takes to Connors Connors identifies the vampire as Dr Michael Morbius a renowned biochemist Morbius claims his transformation was caused by his wife Shriek whom SpiderMan tracks down and defeats However she escapes and SpiderMan later battles Shrieks gang the Waste Tribe He eventually locates Shriek and brings Morbius to her in hopes of a cure but she turns Morbius against SpiderMan instead After defeating Morbius SpiderMan confronts Shriek using the symbiote to counter her powers Defeated Shriek uses her abilities to cure Morbius before falling into a coma SpiderMan leaves her in Morbius and Connors care and departs  Later Peter learns that Eddie Brock has been impersonating a blacksuited SpiderMan to frame him as a criminal and secure a promotion After humiliating Brock as SpiderMan Peter exposes the scheme and earns the promotion leading to Brock vowing revenge against both SpiderMan and Peter As the public becomes increasingly alarmed by SpiderMans violent tendencies while wearing the symbiote suit SpiderMan plans to retire it However he spots Marko robbing an armoured van and chases him into the subway Unable to defeat Marko SpiderMan dons the symbiote suit and is ultimately consumed by its aggression Discovering water as Markos weakness SpiderMan opens a pipe releasing water that disintegrates Marko into mud  Later that night the symbiotes influence on Peter frightens Mary Jane during their date and a confrontation with robbers Peter realizes the symbiotes negative impact on his behaviour and heads to a nearby church to remove it He succeeds thanks to the church bells sonic vibrations which weaken the symbiote However the creature bonds with Brock who followed SpiderMan to the church As Venom Brock aware of Peters identity as SpiderMan blackmails Marko into helping him kill SpiderMan by threatening Markos daughter They kidnap Mary Jane to lure SpiderMan but Harry now recovered comes to their aid Harry rescues Mary Jane and Markos daughter and helps SpiderMan defeat Marko before Venom tries to kill him SpiderMan defeats Venom by using sonic vibrations to weaken him but Brock presumably dies as the symbiote leaves his body  Following these events SpiderMan reconciles with Mary Jane and Marko is reunited with his daughter He apologizes to SpiderMan and leaves peacefully The game concludes with SpiderMan resuming his ongoing battle against crime emphasizing that the best way to honour and remember his loved ones is by never giving up on being SpiderMan,Missing,8.08,12.56,17.56,63.0,177.0,83.0
10,"[5, 25]",210147,Stranglehold: Collectors Edition,"[9, 12]",Stranglehold Collectors Edition includes   John Woo presents Stranglehold  Poetry in Slow Motion behindthescenes documentary  Extended cinematic sequences  Video showing the progression from concept art to the final game  Insiders look at the games sound design  John Woos film Hard Boiled fully remastered in highdefinition PS3 only,Missing,Missing,,,,,,
11,[34],203465,Galaxy Angel II: Key to the Infinite Corridor,[8],Two new members join the Rune Angel Troupe Natsume Izayoi and Roselle Mateus Taking place 6 months after the events of Verels Insurrection the crew find themselves In the midst of a reassignment upheaval,Missing,Missing,,,,,,
12,[33],203273,Pac-Motos,"[5, 6, 48, 49, 130]",The player controls PacMan and must knock all of the enemies off of the stage in order to complete the level much like the original Motos The player must traverse through five different worlds each comprised of seven stages The seventh stage features a boss piloted by either member of the Ghost Gang and must be defeated in order to proceed to the next world,Missing,Missing,,,,,,
