first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1046390400,269362,Ben Hur: Blood of Braves,[8],Ben Hur Blood of Braves is a 3D chariot racing game set in the time of the Roman empire where the player will race and battle his opponents across the circuits of the ancient world The game offers a total of 15 characters to choose from and 17 race courses These include Pompeii Circus Maximus and Olympus among others While racing against the other opponents 64 spells can be used Ranging from healing to magic attacks as well as skill upgrades Five game modes can be chosen These include Arcade Career Time attack Deathmatch and Multiplayer for two players,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1045699200,242632,Toko Toko Trouble,[7],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1046304000,181565,Taisho Mononoke Ibunroku,[8],The story takes place in the era of Taisho in Japan in which there are a large number of demons wandering at night There are 5 playable characters each with different goals stories and personalities  The game is turnbased and divided into Adventure Part and RPG part each turn is 15 days In the adventure part you can collect information purchase items and explore various places special events also occur on specific days In the RPG part you will enter the battlefields defeat all the mononokes demons and obtain the jade from the demons  You can also capture the mononoke demons and train them to battle for you There are a total of 37 kinds of mononokes each with its own special skills and elemental attributes You can equip the mononokes with different kinds of armors and accessories The mononokes can evolve into various forms and classes,[12],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1046304000,167118,Tenshi no Shippo,[7],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1045958400,138156,Taxi 3,"[6, 8, 21]",Taxi 3 is a Racing game developed by Ubisoft Montreal and published by Ubisoft which was released in Europe in 2003  The game is based on the 2003 French action comedy film,"[10, 33]",Missing,Missing,1.5,0.0,0.0,0.0,0.0,1.0
1044576000,89072,Truck Racing,[7],Truck Racing is a Racing game developed by Kung Fu and published by Midas Interactive Entertainment,[10],Missing,Missing,nan,nan,nan,nan,nan,nan
1045094400,84319,Venus & Braves: Majo to Megami to Horobi no Yogen,"[8, 38]",Venus  Braves Majo to Megami to Horobi no Yogen is a tactical roleplaying game developed by Namco for the PlayStation 2 A pseudosequel to the 2dimensional RPG Seven Cavalry Troop of Molmorth it takes place in the same fantasy world,"[12, 16]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1046304000,72848,pop'n music Best Hits,[8],This Best Hits version of Popn Music features fan favoirtes of the first 6 Popn Music games and also some new songs,[7],Missing,Missing,nan,nan,nan,nan,nan,nan
1044835200,71327,World Tour Soccer 2003,[8],Soccer comes home as you lead your team to victory on or off the field As a player youll tackle pass and shoot winning goals from the field As an owner youll buy sell or trade players to create a winning team More than 13500 officially licensed FIFA pro players from 700 international and league teams compete in 10 stadiums around the globe Your players can perform a variety of authentic moves including highflying headers bicycle kicks and goalsaving slide tackles,[14],Missing,Missing,0.0,0.0,180.0,0.0,0.0,1.0
1045094400,64928,Deka Voice,[8],Deka Voice is a CellShaded Adventure game developed by Acquire and published by SCEI which was released in Japan in 2003 Using the headset peripheral you interrogate people and give commands to your supporting characters to solve crimes in this noirinspired game,[31],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
