first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
944697600,[31],273256,TV Kamishibai Vol. 1,[7],The 3 stories are based on Thumbelina Snow White  Three Little Pigs,TV Kamishibai Vol1 is a collection of 3 different classic fairy tales that are narrate in Japanese voice,Missing,nan,nan,nan,nan,nan,nan
946598400,"[9, 32, 33]",265261,Candy Crisis,"[6, 14, 46]",Recently A mad scientist at a candy factory unveiled his greatest creation a batch of living candy brought to life through the miracles of genetic mutation Unfortunately his formula had a fatal flawthe living candy immediately began to multiply by the thousands Within minutes the plant began to overflow with candy Luckily a quickthinking researcher quickly discovered how to fend off the rapidly multiplying creatures The mutated candy became extremely reactive when grouped together  and when four of the same color touched they would instantly vaporize,Candy Crisis is an exciting combination of pure action and puzzle gaming The game features twelve unique stages complete with its own character and individual technique Also you can pair off against a friend and even specify a handicap so that both players are evenly matched And if you dont want to play against an opponent Solitaire Crisis mode allows you to practice without having to compete against an opponent A tutorial is included with the game as well so even puzzle novices can become Candy Crisis champions in no time,Missing,nan,nan,nan,nan,nan,nan
945302400,"[2, 34]",259997,Click Manga: Dynamic Robot Taisen 2 - Kyoufu! Akuma Zoku Fukkatsu,[7],Great Mazinger as well as its allies such as Mazinger Z and Getter Robo fight against the threat of the Mycenae Empire Other characters by Dynamic Productions such as 70s TV version of Devilman and Sirene appear either as allies or enemies,Click Manga Dynamic Robot Taisen 2 Kyoufu Akuma Zoku Fukkatsu is an interactive manga for PlayStation based on the major characters created by Go Nagai and Dynamic Productions It was published by Tokuma Publishing Co on December 16 1999,Missing,nan,nan,nan,nan,nan,nan
946080000,[14],229574,Jikkyou Pawafuru Puroyakyu '99: Kettei-ban,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
946598400,[9],221786,Super Bub Contest,[7],Missing,Super Bub is a Net Yaroze game created by Alex Herbert that was featured on the Euro Demo 43 French Euro Demo 29 and the Euro Demo 0499 demo discs that were distributed with the official PlayStation Official Magazine  It is a Puzzle Bobblelike game where colored bubbles are shot towards the ceiling If you then shoot fireballs in a matching color at them they will break,Missing,nan,nan,nan,nan,nan,nan
945907200,[34],209723,2999 Game Kids,[7],Missing,2999 Game Kids is an interactive comic in which you control a character in the future The game takes place in the year 2999 and the people are some kind of cyborgs The game start when the players character a young kid wakes up from big nightmare and some strange things starts to happen to him  The gameplay is the usual in the comic interactive but in this game there some parts of the game in which you control the character in a 3d graphics engine with a first person perspective,Missing,nan,nan,nan,nan,nan,nan
945302400,[12],206311,Neorude: Kizamareta Monshou,[7],Missing,Neorude Kizamareta Monshou is a RPG video game published by TechnoSoft released on December 16th 1999 for the Sony PlayStation,Missing,0.0,0.0,0.0,0.0,0.0,0.0
944697600,[5],203010,Simple 1500 Series Vol. 24: The Gun Shooting,[7],Missing,Simple 1500 Series Vol 24  The Gun Shooting is a gun game set in the African continent in a near future in which the player or players since the game features a 2 players cooperative mode are 2 members of an organization with the mission of saving the continent from an alien army  The game is divided in different stages that are plains rivers mountains etc And at the end of each level there is a leevl boss that the player has to defeat to advance to the next one,Missing,nan,nan,nan,nan,nan,nan
944697600,[14],203009,Simple 1500 Series Vol. 23: The Gateball,[7],Missing,Simple 1500 Series Vol 23  The Gateball is a golf croquet game featuring different teams and also a tutorial explaining the rules of the game  Set in a variety of courses such as gymnasium Park Stadium ground also changes how the ball rolling try to choose a favorite team and participate in this unique 5 teams each with different characteristics Us to explain the rules classroom equipped with a gate ball mode even beginners can easily enjoy,Missing,nan,nan,nan,nan,nan,nan
946598400,[33],203004,Simple 1500 Series: Vol.16 - The Pachislot,[7],Missing,Slot machine game released in 1999,Missing,nan,nan,nan,nan,nan,nan
946598400,"[12, 15]",186439,Mori no Oukoku,[7],Missing,Mori no Oukoku is a Strategy game developed and published by Asmik Ace Entertainment Inc which was released in Japan in 1999,Missing,nan,nan,nan,nan,nan,nan
945820800,"[12, 16]",186116,Digimon World: Digital Card Battle,[7],The stage is a digital world where the intensity is determined by cards It is governed by seven card readers who are at the top of the card battle But File Island is threatened by a sudden bug card The card readers kept each other in check and wouldnt cooperate The hero summoned by Babamon is said to be a legendary hero Babamon entrusted him with the deck and he collected Sevens cards,This is a battle system using the mechanism of a card game and is performed not by a digital monster card game but by rules peculiar to the game,Missing,nan,nan,nan,nan,nan,nan
944697600,[8],171832,Rockman Complete Works: Rockman 6 - Shijou Saidai no Tatakai!!,[7],Missing,Rockman Complete Works Rockman 6  Shijou Saidai no Tatakai is an expanded port of Mega Man 6 NES,Missing,nan,nan,nan,nan,nan,nan
945302400,Missing,166590,Chou Jiryoku Senshi Microman Generation 2000,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
945302400,Missing,166554,Pocke-Kano: Fumio Ueno,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
945302400,Missing,166553,Pocke-Kano: Shizuka Houjouin,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
945302400,Missing,166552,Pocke-Kano: Yumi Aida,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
945820800,[9],165156,Xi Jumbo,"[7, 9, 38, 46]",Missing,XI JUMBO was released as a sequel to Devil Dice only released in Japan The rule is similar to its predecessor but in this version you can stack the dice vertically by lift up or jump with a die  The classical Trial  Time Limited and Puzzle modes are also available on this version For new features The Battle mode is entirely renewed with a garbageattacking style In addition a new tasksolving trial named Norma Attack is introduced,Missing,nan,nan,nan,nan,nan,nan
