,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[10],274400,Granyuu-shima! Daibouken,[7],Granyuushima Daibouken begins when an alien spaceships lands in the top of the mountain that is on the island where the game characters live,A racing game developed by Insect and published by Shuwa System which was released in Japan in 1998,Missing,,,,,,
1,"[9, 15]",243686,Lemmings & Oh No! More Lemmings,[7],Missing,This port of Lemmings sees a slight graphics increase as well as much higher quality recordings of the soundtrack due to the CD format The fast forward feature is also available here and the game also features an allnew intro,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,"[31, 34]",214432,Silent Mobius: Case - Titanic,[7],Case Titanic is based on the manga and anime Silent Möbius It presents an original episode that involves the sighting of a strange ship in the clouds above Tokyo Closer inspection reveals that the ship appears to be identical to the famous RMS Titanic that sank in the Atlantic Ocean in 1912 The games nameless male protagonist boards the ship along with Rally Kiddy Nami and other heroines from the manga in order to investigate this seemingly inexplicable phenomenon,Silent Mobius Case  Titanic is a port of Silent Mobius for PlayStation It is published by Gainax and was released in Japan in 1998,Missing,,,,,,
3,[35],202997,Simple 1500 Series Vol. 4: The Reversi,[7],Missing,Reversi also marketed by Pressman under the trade name Othello is a board game involving abstract strategy and played by two players on a board with 8 rows and 8 columns and a set of distinct pieces for each side Pieces typically are disks with a light and a dark face each side belonging to one player The players goal is to have a majority of their colored pieces showing at the end of the game turning over as many of their opponents pieces as possible,Missing,,,,,,
4,[35],202996,Simple 1500 Series Vol. 1: The Mahjong,[7],Missing,This is a video game version of the ancient game of Mahjong for the PlayStation The player can go up against up to three computer opponents It is a budget title released only in Japan and was the first release in the Simple 1500 Series,Missing,,,,,,
5,Missing,166531,Keiba Eito '98 Akyfuyu,[7],Missing,Missing,Missing,,,,,,
6,"[7, 12, 31]",122942,Kasei Monogatari,[7],Missing,An RPG based off a series of radio dramas about a young boy named Phobos going on an adventure to find out why a group of robots attacked his town,Missing,,,,,,
7,[7],94734,Great Hits,[7],Missing,Missing,Missing,,,,,,
8,[33],80932,Asteroids,"[6, 7, 14]",You are an employee of the AstroMining Corporation Your mission is to simply go to an assigned area of space and clear the area of asteroids and the occassional debris The game consists of five zones each with a different background and some with special features Each zone has 15 levels In addition to the standard asteroids there are also mined asteroids that explode indestructible asteroids that are well indestructible fireball comets crystal asteroids that regenerate alien egg asteroids containing deadly baby space worms and ancient energy asteroids that shoot back And theres plenty of enemies in addition to the asteroids such as Standard and Super Saucers Asteroids Tugs Fuel Transports Hexes Nuke Drivers and Vulturoids,Unlike Activisions earlier remake of an Atari arcade classic Battlezone this one stays close to its namesake Take the original Atari coinop game Asteroids add in the features of the Atari 2600 cartridge then give it 3D graphics and a bunch of powerups and youve got Activisions Asteroids remake  There are three types of ships to choose from each with different strengths and weaknesses There are also three skill levels If you beat the game at Expert or higher you gain access to a fourth type of ship All ships features the standard laser shield flip instantly flips your ship 180 degrees and hyperspace There are also limited powerups you can pick up such as GunSat Mines Homing Missiles Plasma Drill and Trigger Bombs  The game supports either one or two players In two player mode the object is to simply outscore your opponent in a random zone and level You cannot directly kill your opponent by shooting him but there are other ways  Lastly if you shoot the classicstyle asteroid in level 15 of the first zone youll find the option of Classic Asteroids now appearing on the main menu,Missing,2.0,0.0,0.0,60.0,3.0,1.0
9,[15],80134,Spectral Force 2,[7],Missing,The sequel to Spectral Force is set in a fantasy world called Neverland The ruler of Demon Kingdom was defeated by the hero Chiffon leaving behind a son and a daughter the children of his human wife  The two halfdemons strive to regain the lost power The sister Hiro rebuilds the Demon Kingdom while the brother Jadou finds a way to communicate with our world and summons a Japanese schoolgirl who soon becomes a mighty warrior under his guidance,Missing,,,,,,
10,Missing,79349,Yarudora Series Vol. 3: Sampaguita,"[7, 38]",Missing,Missing,Missing,,,,,,
11,[8],78791,Psybadek,[7],Missing,In Psybadek you maneuver a hoverboard through jungle desert underworld and ice levels as Xako or Mia to save your friends trapped by an evil overlord While more action oriented than racing the game encourages you to pull off tricks and speed all the while collecting stars and solving the odd puzzle,Missing,0.0,0.0,0.0,0.0,0.0,0.0
