first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
920505600,[12],271137,Sonata,[7],Todays the day Im going to declare my love to her With this thought in mind the time passed quickly on this enjoyable date On the way home just as I was about to declare my feelings to her my beloved disappeared in a mysterious light Before I could comprehend what had happened I dove into that light And I became an amnesiac,Roleplaying game for PlayStation As a romantic parallel RPG players form a party from among eight women and ultimately choose one woman as their partner,Missing,17.67,0.0,0.0,0.0,0.0,1.0
922838400,Missing,270148,Mr. Prospector Horiate-kun,[7],Missing,In Mr Prospector HoriateKun the player controls a dog that will have to dig through different mines to discover treasures and other objects,Missing,nan,nan,nan,nan,nan,nan
922320000,"[31, 34]",228169,ToHeart,[7],Missing,ToHeart is a remake of the original 1997 romance visual novel with a completely revised script full voice acting for all characters except the protagonist new art and minigames,Missing,nan,nan,nan,nan,nan,nan
922320000,[9],213916,Puzzle Mania 2,[7],Missing,Based on the basic concepts of simple and easy to play deep and addictive and very exhilarating when the mystery is solved  includes 3 types of puzzle games,Missing,0.0,0.0,0.0,0.0,0.0,0.0
922320000,[33],209450,Kanako Enomoto Junk Brain Diagnosis,[7],Missing,Kanako Enomoto Junk Brain Diagnosis is a collection of wacky mini games that allows one player mode or group mode with up to 8 human players using the multitap controller  The goal of the game is to pass the different diagnosis to determinate if youre sane or not,Missing,nan,nan,nan,nan,nan,nan
920505600,[12],201080,Vampir Kyuuketsuki Densetsu,[7],Missing,Vampir Kyuuketsuki Densetsu is an RPG focusing on a vampire named Christopher in the 19th century It features a daynight cycle with multiple animal forms for Christopher to morph between along with a host of NPCs in each featured town,Missing,nan,nan,nan,nan,nan,nan
922320000,"[31, 34]",194817,Sound Novel Evolution 1: Otogirisou Sosei-Hen,"[7, 9, 38, 46]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
922320000,Missing,167092,Kosodate Quiz: Motto My Angel,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
921110400,Missing,166577,Doki-doki on Air 2,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
922320000,"[10, 12, 31, 34]",144951,The Airs,[7],On a world called Floatia a land of continents floating in midair a young man named Tigaro is about to be drawn into an adventure of a lifetime,The Airs is a Japanese adventure RPG about a group of friends participating in sky racing tournaments,Missing,nan,nan,nan,nan,nan,nan
