first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1174953600,248516,Meet the Robinsons,"[5, 8, 21]",Missing,Missing,Missing,Missing,4.56,14.95,21.0,60.0,17.0,10.0
1173744000,248514,TMNT,"[5, 8, 11, 21]",[25],Missing,Missing,Missing,4.84,5.14,6.0,58.0,127.0,88.0
1174348800,248513,TMNT,[38],Missing,Missing,Missing,Missing,4.84,5.14,6.0,58.0,127.0,88.0
1175212800,243030,Asphalt: Urban GT 2,[38],[10],Missing,Missing,Missing,12.91,0.0,14.0,80.0,6.0,4.0
1175126400,203336,Simple 2000 Series Vol. 115: The Roomshare to Iu Seikatsu,[8],Missing,The Roomshare to Iu Seikatsu is a Simulation game developed by ThinkArts and published by D3Publisher which was released in Japan in 2007,Missing,Missing,nan,nan,nan,nan,nan,nan
1174003200,201348,Test Drive Unlimited,"[8, 38]",[10],Test Drive Unlimited is the ultimate automotive experience for car enthusiasts Visit the most sophisticated car dealers to purchase new vehicles or simply take them for a spin Collect and trade rare performance parts and customize each vehicle to make it oneofakind Test Drive Unlimited challenges players online to experience the most exotic and fastest vehicles on more than 1000 miles of diverse Hawaiian roads Gamers win races challenges missions and tournaments to earn credits and purchase new cars rare performance parts homes and garages,Missing,Missing,27.42,49.48,101.2,78.0,78.0,60.0
1173225600,200904,Worms,"[9, 12, 39]","[15, 16, 24]",Worms combines the best elements from the very best games ever created It requires great thought strategy and elements of sheer outrageous fortune It provides the players with an almost infinite range of playing possibilities It does take a little while to get into the swing of things however and despite everyones insistence that you should not need to read a game manual to be able to play it Worms can be played by 116 players at the same time  its a turn based game so youll only need one machine  but prepare to be at odds with your loved ones get ready to shout abuse at your best friend and be willing to exact unadulterated terror on those who plot to hurt your worms,Missing,Missing,3.88,7.11,12.37,74.0,54.0,32.0
1174348800,197931,Full Auto 2: Battlelines,[38],Missing,Missing,Missing,Missing,8.47,10.07,12.0,67.0,3.0,7.0
1172966400,148731,Impossible Mission,"[5, 8, 20, 38]",Missing,Reimagining of the original 1980s classic Choose from 3 characters New tutorial mode 3 game modes Full games haring on PSP  Its hard to believe that it was twentyfive years since the original release Impossible Mission was the first game to use real synthesized speech an incredible development when first unleashed on the 8bit formats The original game included a random gamemap system which ensured that no two games were the same Although the original still stands the test of time today inclusion of brand new graphics and sound ensures that Impossible Mission is primed to thrill a brand new audience  The gamer takes the role of a secret agent attempting to stop evil genius Professor Elvin Atombender who has been tampering with National Security Computers Players must penetrate Atombenders base attempting to recover parts of the system password whilst avoiding deadly robots in a race against time  Whilst the game has been rewritten from the ground up and features new graphics 3D objects new Sound Effects and Music the gameplay remains impressively loyal with the game layout changing for every new game There are now three main characters to choose from plus a brand new tutorial mode The player can now chose from three game modes new original and for the purist a hybrid mode with the original gameplay using the updated graphics  The PSP versions offer an unusual feature which allows players to send a full copy of their game to a friend by Wireless so they can try it for themselves,Missing,Missing,3.25,0.0,0.0,70.0,2.0,2.0
1174003200,131862,Kirikou and the Wild Beasts,[8],"[8, 31]",Adapted from the famous movie by Michel Ocelot and Benedict Galup Kirikou and the Wild Beasts puts you in the shoes of a hero who must face the dangers hanging over his people Jump from platform to platform to protect the village from the wild animals of the savannah But beware Karaba the witch is never far away,Missing,Missing,nan,nan,nan,nan,nan,nan
1174953600,93561,Bloons,"[5, 9, 38, 39, 82, 159]","[9, 33]",Bloons is a strategy game in which players throw darts at a series of floating balloons in an effort to pop them all Players are given a limited amount of darts and must pop a certain amount of balloons to progress to the next level,Missing,Missing,1.04,0.0,2.15,60.0,12.0,7.0
1174521600,84310,Rozen Maiden: gebetgarten,[8],"[4, 34]",Rozen Maiden gebetgarten is the sequel to Rozen Maiden duellwalzer for the Playstation 2 The game features 3D aerial battles and visual novel segments following the story of the second season of the Rozen Maiden anime Rozen Maiden Träumend,Missing,Missing,nan,nan,nan,nan,nan,nan
1173312000,78047,Sega Ages 2500 Vol. 29: Monster World Complete Collection,[8],"[8, 33]",This game is a compilation featuring a selection of Wonder Boy games namely those released on Sega platforms Though there are only six games in the series various ports and international releases are included bringing the total number of releases included to 16 Also included are artwork galleries instruction manuals and Japaneseoverseas variants bar the English version of Wonder Boy in Monster Land With the exception of both versions of Wonder Boy in Monster Land and Monster World IV all of the versions of the games included are playable in English or have a separate English release included for the same console for example the Game Gear releases and Wonder Boy in Monster Worlds Mega Drive release  Interestingly the Sega Master System version of Wonder Boy III The Dragons Trap is included in this collection despite never being released in Japan The game nevertheless supports the FM Sound Unit addon meaning this is the first time the general public could hear this game with its FM soundtrack without resorting to emulation,Missing,Missing,nan,nan,nan,nan,nan,nan
1174953600,77991,Hokuto no Ken: Shinpan no Sousousei Kengo Retsuden,[8],"[4, 33]",Hokuto no Ken Shinpan no Sousousei Kengo Retsuden is a 2D competitive fighting video game published by Arc System Works released on March 27 2007 for the Sony PlayStation 2  Based on the manga series of the same name it was originally released in 2005 as a coinoperated arcade game for the Atomiswave hardware A PlayStation 2 port retitled Hokuto no Ken Shinpan no Sōsōsei Kengō Retsuden roughly translated as Fist of the North Star The Twin Blue Stars of Judgment  History of the Fist Masters was released exclusively in Japan in March 2007 This version features a bonus DVD including an exclusive training mode Starters Guide and a documentary covering history of previous Hokuto no Ken titles for home consoles The arcade version was officially distributed by Sega in North America while the PS2 port was released only in Japan In 2020 a homebrew conversion was released for the Dreamcast,Missing,Missing,nan,nan,nan,nan,nan,nan
1175126400,69288,Vitamin X,[8],[34],The first game in the Vitamin series,The game is set at Seitei Gakuen an elite private academy that teaches every level from kindergarten until college in Tokyo Minami Yuuri is starting her second year of teaching here and she is now moving up from teaching middle school students to the assignment she had sought after grammar for high school students Unfortunately she gets assigned to Class X an infamous group of seniors it is said that all of their previous teachers have retired due to ulcers or neurosis Minami must try to reach out to these students and get them into college,Missing,nan,nan,nan,nan,nan,nan
1173312000,68264,Amagoushi no Yakata,[8],[31],This is an adventure game based on a classical mystery novel,Can Nagomu solve a murder case by the end of the seventh day Can he stop the culprit from taking full revenge  This is an adventure game based on a classical mystery novel Running out of petrol and lost in the mountains on a stormy night Ichiyanagi Nagomu a university student has no choice but to leave his car and ask for help from the nearest mansion within the woods However a shock is waiting for him in that dark night He finds the corpse of a middle age man lying in the rain at the backyard of the mansion Without any time to recover from his shock somebody sneaks up behind him and attacks him  When he wakes up he is in the company of a troop of actors and actresses there to train for new play written by the famous playwriter Boushiya and being mistaken as the ninth actor nobody believed what Nagomu saw at the backyard Because of the injuries he has suffered earlier and the storm still raging outside there is no alternative for him but stay in the mansion  Later that night the troop and Nagomu discovers a message that reads Revenge in the green house Afterwards the troop realized that the tires of their cars have all been punctured and there is no escape route Fear permeates the air that night but that is only the beginning of their ordeals The next day one of the actors is found dead with his corpse arranged in a peculiar way  Panic erupts when a landslide cuts the mansion off from the rest of the world and being overpowered by fear the only thing the actors and actresses think of is to protect themselves This leaves the case solely upon Nagomus shoulders since he is the only one unrelated to the act of revenge,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173312000,67103,Guitar Freaks & DrumMania: Masterpiece Gold,[8],[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1173398400,66936,Moto X Maniac,[8],[10],Moto X Maniac is a Racing game developed and published by Phoenix Games which was released in Europe in 2007,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173312000,66512,Kenka Bancho 2: Full Throttle,[8],[25],The second Kenka Bancho game,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173916800,66497,Garouden Breakblow: Fist or Twist,[8],[4],Garouden Breakblow was a 3D fighting game released in Japan for the PlayStation 2 in 2005 It focused on more realistic mixed martial artsstyle fights than most of its contemporaries,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173916800,64664,Shijou Saikyou No Deshi Kenichi: Gekitou! Ragnarok Hachikengou,[8],"[4, 25]",This game was published by Capcom which was released in 2007 and it follows the anime Historys Greatest Disciple Kenichi up to the Ragnarok story,Missing,Missing,nan,nan,nan,nan,nan,nan
1173916800,57703,Kiniro no Corda 2,[8],[34],This is a sequel to Kiniro no Corda a love simulation game in which you take control of Kahoko a female student,The stage is Seisou High School six months after the previous title She plans to have an ensemble concert with her friends It is necessary to enhance their playing techniques and keep good relationships with other members Have a successful ensemble concert,Missing,0.0,47.92,0.0,100.0,1.0,1.0
1174348800,44508,M.A.C.H,[38],"[5, 10, 13]",Welcome to the world of MACH Modified Air Combat Heroes rise through the ranks by defeating rivals and unlocking customized parts and planes  180 overthetop configurations possible across 11 planes  for enhanced speed and weaponry Gamers will take to the skies for intense aerial racing action and deadly airtoair combat throughout a variety of environments and can choose from multiple gameplay modes,Missing,Missing,nan,nan,nan,nan,nan,nan
1175126400,43651,Kingdom Hearts II Final Mix+,[8],"[12, 31]",Kingdom Hearts II Final Mix is a Japanexclusive 2007 combo pack of Kingdom Hearts II Final Mix the Final Mix version of Kingdom Hearts II and Kingdom Hearts ReChain of Memories a remake of Kingdom Hearts Chain of Memories Kingdom Hearts II Final Mix features new cutscenes abilities weapons enemies areas and a new form while Kingdom Hearts ReChain of Memories features new cards cutscenes and minigames,Missing,Missing,nan,nan,nan,nan,nan,nan
1175126400,43595,Innocent Life: A Futuristic Harvest Moon - Special Edition,[8],"[12, 13]",The game takes place on the relicfilled Heartflame Island which can be explored by walking or riding on a buggy Players have the ability to explore the islands ruins and even visit a volcano All these areas have their own terrain and is said to resemble a tropical paradise but in order to explore all over the island the player must collect jewels and break the seal,Missing,Missing,nan,nan,nan,nan,nan,nan
1174262400,42890,Monster Kingdom: Jewel Summoner,[38],"[12, 15, 31]",There was a time when mankind and monsters coexisted in peace but The Great Disaster put an end to that era The world changed radically with all the planets monsters disappearing in an instant leaving behind only jewels that radiated tremendous energy,Missing,Missing,26.0,28.54,118.04,65.0,6.0,5.0
1175212800,42724,DJMax Portable 2,[38],[7],DJ Max Portable 2 introduces one more gameplay mode and offers a song selection of more than 60 tunes In the new Fever Mode you fill up your Fever ability which when activated speeds up the notes and applies a 2x score multiplier By filling up yet another Fever you can activate it again for a 3x multiplier so on and so forth,Missing,Missing,0.0,0.0,0.0,90.0,1.0,0.0
1174953600,23086,300: March to Glory,[38],[31],Lead the glorious army of 300 Spartans in an action game based on Frank Millers graphic novel series and the major motion picture by Zack Snyder Players take on the role of King Leonidas who leads the brave 300 Spartans against Xerxes and his massive Persian army    As Leonidas uses sword spear and shield and the power of the soldiers in a battle to determine the very fate of Western civilization 300 March to Glory is a visceral experience focused on action and combat allowing the player to fight both solo and in a phalanx alongside his fellow Spartans The game follows the films highly stylized production design for a unique look and an intense visual experience to charge along with the frantic action,Missing,Missing,7.35,7.45,0.0,52.0,8.0,5.0
1174348800,23085,After Burner: Black Falcon,[38],"[5, 13]",The first arcadestyle flight combat title exclusively for the PSP system combining intensive air combat with a multitude of explosions that allow gamers to relive the experience of the classic After Burner arcade game In addition to the indepth customization of 19 officially licensed military planes gamers can compete against friends via adhoc in a variety of multiplayer modes and for the first time ever fly solo in a storyrich singleplayer campaign,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173744000,21419,Ski-Doo: Snow X Racing,[8],"[10, 14]",A SkiDoo branded snow machine racing game,Missing,Missing,nan,nan,nan,nan,nan,nan
1174953600,21389,Lumines Plus,[8],[9],Lumines Plus is the home console port of Lumines Puzzle Fusion and Lumines II This release brings puzzles from both games into one package,Missing,Missing,0.0,0.0,0.0,90.0,1.0,0.0
1173139200,21388,MVP 07: NCAA Baseball,[8],[14],MVP 07 NCAA Baseball is a video game for the PlayStation 2 that was released February 6 2007 Former Long Beach State pitcher and 2004 Roger Clemens Award winner Jered Weaver is on the cover wearing his 2004 college uniform,Missing,Missing,nan,nan,nan,nan,nan,nan
1174435200,20683,The Godfather: The Don's Edition,[9],"[4, 5, 10, 31]",You can move up the ranks of the Corleone crime family in The Godfather In the game based on the book and movie you go from humble beginnings of petty crime and rise to be the most powerful crime lord in all of New York The Godfather features customizable characters and a persistent gameworld where your decisions affect how other characters interact with you Marlon Brando James Caan and Robert Duvall return to the franchise to voice characters in the game as well,Missing,Missing,nan,nan,nan,nan,nan,nan
1173398400,10440,International Tennis Pro,[8],[14],International Tennis Pro is a Sports game  Take to the centre court and smash your way to becoming the number 1 seed on the Worlds toughest Pro Tour  Stunning international venues a range of challenging singles and doubles tournaments and great multiplayer game modes will keep you coming back until youre crowned the worlds greatest,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1173571200,7995,El Tigre: The Adventures of Manny Rivera,"[5, 8]",[8],Havoc has been unleashed on Miracle City Scores of skeletons roam the streets terrorizing the citizens Out of the chaos Manny and his alter ego El Tigre emerge as the citys last hope Decide whether to be good or evil Each action taken in the game will decide the different paths that result in alternate endings to the game,Missing,Missing,1.5,0.0,0.0,40.0,2.0,2.0
1175126400,7484,Winning Post 7 Maximum 2007,"[8, 9]",[10],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1174521600,7368,Mist of Chaos,[9],[15],Mist of Chaos is a Strategy game developed and published by Idea Factory which was released in Japan in 2007,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1174608000,6927,Brian Lara International Cricket 2007,"[6, 8, 12, 55]",[14],Brian Lara International Cricket 2007 is a cricket video game from Codemasters available on PlayStation 2 PC and Xbox 360 It is endorsed by West Indian cricketer Brian Lara It is the sequel to Brian Lara International Cricket 2005,Missing,Missing,0.0,0.0,0.0,55.0,4.0,0.0
1173052800,5581,Global Defence Force,[8],Missing,The second game in the The Chikyuu Boueigun series renamed Global Defence Force for its English release similarly the first game was renamed Monster Attack for its English release  Its been two years since the invading alien menace was defeated by the Global Defence Force the game renames the Earth Defence Force from the previous game but like any good offworld threat theyre back for more and theyve brought new weapons and technology in their attempts to take Earth and eliminate humanity Thankfully the GDF has also been developing new technology to fight them  Global Defence Force is a thirdperson action shooter Choose from either an GDF infantryman or the flightcapable Pale Wing each with different abilities and dozens of weapons each and set out to shoot down hordes of giant insects enormous robots and UFOs of incredible scale You can choose two weapons to carry for each mission and pickups dropped by enemies will unlock new weapons and increase your characters maximum health You can play the game splitscreen cooperatively  Beyond adding a second player class to choose from the Pale Wing a fragile but powerful melee centric character with a limited Jetpack and her own weapon set to go alongside the infantry man of the first game Global Defence Force doesnt change much of the basic game play of Monster Attack But leaving at that would undersell the game there are numerous new alien types weapons and environments that add much more variety to things The maps are larger and more detailed and missions are longer and much more scripted where as the original game nearly always threw you into an environment against some preplaced bugs this time you often have some simple objectives to add further variety Finally the physics have been notably enhanced  Like Monster Attack the player in Global Defence Force fights completely by themselves despite being part of an army unless playing offline only 2 player split screen the original Japanese version features radio chatter from other GDF squads and your commanding officer to give the illusion that you are fighting alongside others This was cut from the English release,Missing,Missing,17.31,0.0,20.47,78.0,6.0,7.0
