first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1140652800,269521,Ooedo Senryoubako,[38],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1140652800,269493,DoraSlot: Oki-Slot-Ou! Pioneer 12,[38],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1140652800,262473,Clannad,[8],"[31, 34]",A port of Clannad for the PlayStation 2 that adds full voice acting,Missing,Missing,60.21,75.29,84.27,87.0,90.0,150.0
1141084800,240365,FIFA Street 2,[38],[14],PSP port of FIFA Street 2,Missing,Missing,19.6,21.93,30.13,74.0,68.0,22.0
1140652800,219168,Dessert Love: Sweet Plus,[8],[34],Removes sexual content Adds two routes,Haruka has been working at a general office for several years and has been living by herself in a small apartment for a pretty long time However one day her job is changed and now she has to work under Ichijou of the Sales Department Ever since this happened shes been encountering strange people,Missing,nan,nan,nan,nan,nan,nan
1139443200,215192,Yamiyo ni Sasayaku: Tantei Sagara Kyouichirou,[8],[34],Anya ni Sasayaku Tantei Sagara Kyouichirou Eng Whisper in the Night Detective Kyouichirou Sagara is a mystery adventure game featuring detective Kyouichirou Sagara and a sequel to Tsuki wa Kirisaku Tantei Sagara Kyouichirou,Anya ni Sasayaku Tantei Sagara Kyouichirou Eng Whisper in the Night Detective Kyouichirou Sagara is a mystery adventure game featuring detective Kyouichirou Sagara and a sequel to Tsuki wa Kirisaku Tantei Sagara Kyouichirou This time the mystery takes place on a luxury liner when you are trying to solve the mystery behind the disappearance of girls on board the ship  Unlike the typical visual novel style you will have a bundle of new commands you will be able to use to search the locations more thoroughly You can look around talk to NPCs check the items in your inventory check the location map or manually use cursor to look at interesting places and objects you can interact with while searching for clues,Missing,nan,nan,nan,nan,nan,nan
1140652800,204392,Full House Kiss 2,[8],[34],Full House Kiss 2 is a sequel to Full House Kiss for PlayStation 2,After finding her missing little sister Suzuhara Mugi is able to return to her peaceful school life Even so suddenly she is chosen to work as the secretary to the Academy Chairman of the Board From now on being a secretary in the day and a maid at night once again every day passes busily,Missing,nan,nan,nan,nan,nan,nan
1139443200,203178,Meine Liebe II: Hokori to Seigi to Ai,[8],[34],Missing,The year is 1937 the place a European island country the Kingdom of Kuchen The protagonist transfers into the high class boarding school Rosenstolz Academy But with the shadow of war approaching maybe more than just a normal school life will be awaiting her,Missing,nan,nan,nan,nan,nan,nan
1140652800,191991,Namco Museum Vol. 2,[38],[33],Includes King  Balloon Bosconian Xevious Mappy The Tower of Druaga Grobda Dragon Buster Dig Dug II Motos Rolling Thunder and Dragon Spirit Two new arrangement games are included PacMan Arrangement Plus and Motos Arrangement,Missing,Missing,nan,nan,nan,nan,nan,nan
1141084800,174792,Living World Racing,[8],[10],Living World Racing is a boat racing game with a cast of eight animals racing in the Living World universe serving as an advergame  It features three game modes single race time trial and challenge and three difficulty levels beginner experienced and advanced to choose from As with many of the developers games most of the content is locked from the start  for example only the four first characters can be chosen when you first start a game  Mr Mouse Mr Hamster Mr Rat and Mr Guinea Pig Other characters boats tracks and race classes become available after collecting a number of stars  The other powerups are extra lives power boosts and nutritious items such as red donuts green puffs or yellow triangles Do not forget to drive over speed stripes to boost your boat but also collect weapons These are carrot missiles and pumpkin bombs But if you use an invincibility shield no one can use these weapons against you  From the option menu you can set up sound and music but also controls and use 8 save slots As a side feature of the game the last menu choice gives pet information to kids  chinchillas mice Guinea pigs ferrets dwarf rabbits rats hamsters and rabbits,Missing,Missing,nan,nan,nan,nan,nan,nan
