,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[26],265908,100 Man-Yen Quiz Hunter,[7],100 ManYen Quiz Hunter 1 Million Yen Quiz Hunter is a game based on a Japanese quiz show The quiz show aired from 1981 to 1993 and was produced by TV Asahi This is a quiz show where viewers can participate with 20 prizes being competed for and the winner being determined by the total amount of prizes earned,Missing,Missing,,,,,,
1,[33],262418,The Incredible Coneman,[7],The Incredible Coneman is a maze chase game developed by Lars Barstad and Per Ivar Pedersen unique for its 3d graphics its death sound and the threesecond bass melody that loops infinitely It was originally featured in issue 32 of the PSX Exclusive Demos series and made using the Net Yaroze development kit,Missing,Missing,,,,,,
2,Missing,252331,Wheel of Fortune,[7],Missing,Missing,Missing,0.0,0.0,29.0,60.0,5.0,1.0
3,"[4, 33]",242651,Street Fighter Alpha 3,[7],The PlayStation port of Street Fighter Alpha 3 has added new characters to the roster including Juli Juni Balrog Dee Jay Fei Long and T Hawk They come with new portraits and their own scenarios Guile Evil Ryu and Shin Akuma have also been added as secret characters that can be unlocked through World Tour mode a mode that allows players to strengthen and customize the fighting style of their chosen character while traveling the world,Missing,Missing,1.37,8.72,41.92,82.0,111.0,68.0
4,[14],229572,Jikkyou Pawafuru Puroyakyu '98: Kettei-ban,[7],Missing,Missing,Missing,,,,,,
5,[13],213887,Ganbare Morikawa Kun 2nd PET ON TV,[7],Taking the nature of virtual pets to an altogether deeper level Pet in TV lets you raise an artificial pet PIT train it to obey you feed and pamper it and teach it everything it needs to know about its new virtual world  Though the PITs outward appearance is akin to a robotic motorised egg with the right nurturing it can grow and become more intelligent just like a real pet Once it is fully trained your PIT can then explore its virtual world in search of valuable AIchips that can later be used to build the ultimate Gold PIT pet  Each PIT has its own personality which you can choose before it is born cheeky ones tend to be more adventurous quiet ones more obedient  the choice of PIT personality governs just how you and your PIT will get along,Missing,Missing,,,,,,
6,Missing,204887,Hugo,[7],Missing,The players have their hands full to once again rescue Hugolina and the troll kids from Scylla who needs them to regain her youth Will the player be able to free Hugos family and bring peace to the forest or will the evil witch finally manage to defeat the little troll this time,Missing,0.59,1.08,2.42,56.0,15.0,10.0
7,[35],203548,Saikyou Todai Shogi,[7],Saikyou Todai Shogi aka Saikyou Toudai Shougi is a shogi game with different game modes vs another human player or computer opponents,Missing,Missing,,,,,,
8,Missing,200661,Susume! Kaizoku: Be Pirates!,[7],Susume Kaizoku Be Pirates is a piratethemed adventure game featuring shiptoship combat,Missing,Missing,,,,,,
9,"[12, 31]",196633,Tales of Phantasia,[7],The PS1 version of Tales of Phantasia contains new features including an animated opening sequence produced by Japanese studio Production IG redrawn character sprites and backgrounds a 3Drendered world map and rerecorded character audio to better accommodate the compact disc format The inclusion of animated Skits and a modified version of the battle system resembling that used in Destiny were added For the battle system the team wanted to increase the overall battle speed and combo potential Suzu Fubayashi a nonplayable supporting character in the original release was also made playable as an optional party member,Tales of Phantasia begins by showing a heroic battle between four unknown warriors against an evil sorcerer Dhaos the outcome of which changed the fate of the world The warriors are victorious but Dhaos escapes through time However four different heroes await him they seal the weakened Dhaos away by using the power of two pendants thus returning peace to the world The story continues twelves years later with our Hero Cless,Missing,32.68,37.51,50.66,76.0,171.0,173.0
