first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1195689600,"[31, 34]",270434,Air,[38],A PlayStation Portable port of the Japanese visual novel AIR in which the game is presented in 169 resolution,Missing,Missing,7.5,16.93,17.63,83.0,6.0,3.0
1194480000,Missing,269435,Minna no Golf-jou Vol. 4,[38],A GPSenabled version of Minna no Golf Everybodys Golf on the PSP Plays like a traditional Everybodys Golf game but doubles as a measuring tool for real life golf courses using the PSPs GPS attachment,Missing,Missing,nan,nan,nan,nan,nan,nan
1196380800,Missing,269428,Football Manager Handheld 2008,[38],The worlds most complete and indepth soccer management game Worldwide Soccer Manager 2008 is fully updated for the 200708 season Challenge yourself by taking full control of any of over 5000 manageable teams from around the world including clubs from leagues such as Major League Soccer English Premier League and the Mexico Premier Division With club and international teams from 50 countries available experience the realism in making every management decision and the intense pressure to win,Missing,Missing,nan,nan,nan,nan,nan,nan
1196294400,Missing,269344,Another Century's Episode 2: Special Vocal Version,[8],The Special Vocal Version of ACE Another Centurys Episode 2 plays just like the first release except the soundtrack has been completely changed to add vocal versions of the songs instead of the instrumental versions Tak Kepford and Marina Carson are test pilots for a series of mecha called Arks Following a test run of a new Ark series mecha prototype dubbed Gun Ark the UCE base where the test was carried out is attacked by another group attempting to steal a prototype Gundam also being tested there During the attack Marina is killed Gun Ark is destroyed and the Gundam prototype is stolen Tak joins up with the Albion corps to help track down the stolen machine but soon winds up involved in something much larger,Missing,Missing,nan,nan,nan,nan,nan,nan
1194220800,"[25, 31]",259331,The Simpsons Game,[38],PSP port of The Simpsons Game,Missing,Missing,7.93,12.37,17.03,68.0,224.0,136.0
1194912000,[10],248126,Need for Speed: ProStreet,[8],Missing,Missing,Missing,10.44,15.17,15.99,67.0,152.0,94.0
1194480000,[34],218376,Hoshiiro no Okurimono,[8],A PS2 otome game,The story is set in a school that will be torn down in a few months This is announced to the heroine a student of the school some months before her graduation The heroine and her 3 other school mates all boys decide to start an astronomy club so they can find the best starry sky and make some memories before their graduation,Missing,nan,nan,nan,nan,nan,nan
1194912000,[5],142670,Crysis: Special Edition,"[6, 9, 12]",This Special Edition includes Crysis a bonus DVD with the Making of Crysis trailers and concept art an art booklet the official soundtrack by Inon Zur and an exclusive ingamevehicle for multiplayer matches,Missing,Missing,nan,nan,nan,nan,nan,nan
1193961600,Missing,136394,Singstar Aprés-Ski Party,[8],Singstar Après Ski Party is a game out of the SingStar series released in Germany  Tracklist 1 Banaroo Dubi Dam Dam 2 Bellamy Brothers Let Your Love Flow 3 De Randfichten Lebt Denn Der Alte Holzmichel Noch 4 DJ Bobo Chihuahua 5 DJ Ötzi  Nik P Ein Stern 6 EAV Ding Dong 7 Fritz  Die Downhill Gang Genie Auf Die Ski 8 Guildo Horn Guildo Hat Euch Lieb 9 Hermes House Band Country Roads 10 Höhner Viva Colognia 11 Höhner Wenn Nicht Jetzt Wann Dann 12 Jumpy  Mango Jerry In Der Winterzeit 13 K2 Der Berg Ruft 14 Krümel Zieh Dich Aus Wir Müssen Reden 15 Lollies Wenn Du Denkst Du Denkst 16 Mickie Krause Laudato Si 17 Mickie Krause Finger Im Po 18 Nena Irgendwie Irgendwo Irgendwann 19 Olaf Henning Cowboy Und Indianer 20 Oliver Pocher Schwarz  Weiss 21 Peter Wackel Ladioo 22 Peter Wackel Ü 30 23 P8 Alex Eine Frau Die Mich Nach Hause Trägt 24 Rabauke Was Kann Ich Denn Dafür 25 Rednex Cotton Eye Joe 26 Die Rheinländer Wir Alle Wollen Immer Nur Das Eine 27 Right Said Fred Youre My Mate 28 Rühmanns Scherben Ein Freund Ein Guter Freund 29 Wolfgang Petry Wahnsinn 30 Yoomii A Kiss Is All I Miss,Missing,Missing,nan,nan,nan,nan,nan,nan
1194912000,"[8, 31]",118124,Assassin's Creed: Limited Edition,"[9, 12]",Assassins Creed is a nonlinear actionadventure video game during which the player controls a 12thcentury Levantine Assassin named Altaïr IbnLaAhad during the Third Crusade whose life is experienced through the Animus by his 21st century descendant Desmond Miles  The North American edition contains a collectible three inch Altaïr figurine a Penny Arcade comic a mini strategy guide and a bonus disc The bonus disc includes behind the scenes videos developer diaries trailers production team interviews and the winners of the Assassins Creed short film contest The European limited edition of the game includes a twelve inch Altaïr figurine art book and bonus disc The bonus disc contains several short films and content similar to the North American version,Desmond Miles a bartender is kidnapped by the company Abstergo Industries for use as a test subject in the Animus a device that can simulate genetic memory Abstergo intends to put Desmond in the device to recall the memories of his ancestor Altaïr IbnLaAhad a member of the Assassin Brotherhood in the year 1191 who lived during the Third Crusade in the Holy Land Initially Desmond has trouble adjusting to the device but eventually relives Altaïrs exploits over the next several days The game then primarily changes to Altaïrs pointofview with occasional transitions to Desmond due to problems with the Animus or onset of the Bleeding Effect  The game opens with Desmond entering Altaïrs memory but he soon faces synchronization problems On this Lucy Stillman and Warren Vidics voices can be heard arguing over Desmonds safety within the Animus After experiencing a few problems Desmond exits the virtual machine and Vidic briefs him about the Animus inner workings before initializing the machines tutorial program After Desmond is done with the tutorial he enters the closest synchronizable memory of Altaïr Lucy adds that Desmond has to relive key moments of Altaïrs life to increase his synchronization before reaching the final memory which holds the information that Abstergo is seeking  Altaïr is first shown attempting to retrieve one of a series of artifacts known as the Pieces of Eden from Solomons Temple with the help of Malik AlSayf and his brother Kadar but they are stopped by Robert de Sablé Grand Master of the Knights Templar and sworn enemy of the Assassins While retrieving the treasure Altaïr breaks all three tenets of the Assassins Creed in an attempt to kill Robert but he ultimately fails In the following commotion Maliks brother is killed and Maliks left arm is crippled and later amputated When Altaïr returns to the Assassins stronghold at Masyaf with apologies Malik who survived de Sablé comes back with the artifact and disparages Altaïr because of his arrogance  After narrowly defeating a retaliatory attack by the Templars Al Mualim leader of the Assassins demotes Altaïr to a novice but gives him another chance to rise through the ranks of the Brotherhood Al Mualim assigns Altaïr the task of assassinating nine key figures across the Holy Land in Jerusalem Acre and Damascus aiming to bring peace between the Crusader and Saracen forces Each target is based on an actual historical figure from the Third Crusade including Majd Addin Garnier de Naplouse Jubair al Hakim Abul Nuqoud Sibrand William of Montferrat and Robert de Sablé  Altaïr completes each task learning how each target is connected to Robert and the Templars and how together they aim to end the Crusades and place the Holy Land under their own control With men on both sides killed he discovers that Roberts last plot is to attempt to unite the Christian and Muslim forces against their new common enemy the Assassins themselves Altaïr defeats de Sablé before Richard the Lionheart failing to convince the King that an end to the war would be welcome to both sides but ending Roberts plot From de Sablé Altaïr discovers that Al Mualim was himself a member of the Templars and used the Assassin to kill the other members who held the secret to the treasures power so that he could selfishly keep the artifact for himself  Altaïr quickly returns to Masyaf and approaches his master who reveals the truth to him the Piece of Eden which he had recovered through the help of Altaïr directly before his transgression creates illusions He denounces religion and other seemingly supernatural events eg the Ten Plagues of Egypt the parting of the Red Sea and the presence of the Greek Gods in the Trojan War as illusions caused by the Piece and then states his intention to use the artifact to compel mankind into a brainwashed state and in doing so bringing an end to all conflict Altaïr is eventually able to see through the deceptions created by the artifact to kill Al Mualim When Altaïr recovers the artifact the Piece of Eden activates showing a holographic view of the world with numerous locations of other Pieces of Eden marked across the globe  When the process is complete Desmond learns that Abstergo is a modernday front of the Templars and they are already seeking other artifacts at locations identified in Altaïrs memories Further he learns that the modernday Assassins had tried to rescue him before the memory had completed but had failed Following this Desmond was to be killed after an order from a highranking Templar Alan Rikkin but Lucy Stillman saves him from death and at one point tucks her ring finger into her palm referring to the Assassins tradition of cutting off the finger  Though Desmond remains trapped in the Abstergo laboratory his experience in the Animus has created a Bleeding Effect of Altaïrs life in his own allowing Desmond to use Altaïrs Eagle Vision which in turn allows him to see strange messages painted on the walls of his room and the floor of the lab The messages all deal with various forms of the end of the world from different cultures including several references to 21 December 2012 the date that Abstergo plans to launch a satellite that will permanently end the war It is hinted that this method would be by the same method that Al Mualim hypnotized Masyaf only on a larger scale Finally the game ends with Desmond wondering what the images all mean and who could have drawn them,Missing,nan,nan,nan,nan,nan,nan
