,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269520,Nobunaga no Yabou: Shouseiroku,"[7, 32, 38]",Nobunagas Ambition Nobunaga no Yabou is a turnbased strategy video game series first released in Japan in 1983 It is a series of loosely adapted historical simulations produced by the Japanese video game developer Koei It features a predominately Japanese voice track though English dubs appear during movie cutscenes It debuted before Romance of the Three Kingdoms but it hasnt been localized as often Nobunagas Ambition takes place during the Japanese Warring States period As the title suggests The player is tasked with achieving the ultimate goal of warlord Oda Nobunaga the conquest and unification of Japan Selecting Nobunaga is optional however as the player is also able to choose from a variety of other regional daimyo of the time Nobunaga no Yabou  Shouseiroku is the seventh title in the series released March 1997 for Windows 95 This game introduces a new map portraying the entire country on a grid Releases for Macintosh PlayStation Sega Saturn Dreamcast PlayStation Portable and mobile phones were made subsequently,Missing,Missing,Missing,,,,,,
1,218828,Battle Formation,[7],Battle Formation was a strategy game for the PlayStation that used villains from the Ultraman Gundam and Kamen Rider franchises as playable characters The player would use mobile suits kaijin and Kaiju from various entries of each franchise to conquer an island until they encountered the final boss simply known as Keeper,[15],Missing,Missing,,,,,,
2,206308,Neorude 2,[7],Neorude 2 is a RolePlaying game developed and published by TechnoSoft,[12],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
3,180288,Soul Master,[7],The player enters a magic school as an apprentice wizard The player is sent to an area where monsters are running rampant and exterminate them The monsters are placed at the top of a pyramid and the four players advance from the four corners to the top The first player to exterminate the monsters wins the game,"[12, 35]",This game is set in the magical world of Aster which is said to have been created by mages long ago It is closed off by a wall of fog and cat people with superior magical abilities reflect and coexist with monsters You have come to this magic academy in order to become the strongest mage Soul Master You dream of passing the entrance exam graduating in one year with excellent grades and becoming a Soul Master,Missing,,,,,,
4,176683,NASCAR 98,[7],With topoftheline racing simulation NASCAR 98 allows you to race with 24 drivers including legend Dale Earnhardt and 10 official tracks and extra 6 fantasy tracks This NASCAR game allows you to hear all screeching burnouts oiled skids and emergency vehicles or listen to provided music This includes the modes season Arcade and new custom racingcontrol opponentslapsgas gauge and just about anything,[10],Missing,Missing,2.26,3.0,0.0,63.0,2.0,5.0
5,144443,Caesars Palace,[7],CAESARS PALACE brings casino gambling at its finest to the PlayStation Start out with 1000 and try to turn it into a million playing Baccarat Roulette Craps Blackjack and slot machines Just in case you dont know how to play a game watch the official Caesars Palace Casino Tutorial After watching the video youll want to hit the tables with lower bet limits as your winnings increase new tables with higher limits and minimums open up Statistician and gambling guru Dr William Bertram has verified the payoffs and odds so the chances of winning big are the same as in the real world CAESARS PALACE has all of the excitement of real world gambling without all of the losses,"[15, 35]",Missing,Missing,0.59,0.0,11.25,60.0,6.0,2.0
6,131905,Gadget: Past as Future,"[6, 7, 14]",Missing,"[2, 31]",Missing,Missing,2.5,2.71,0.0,78.0,5.0,6.0
7,129855,Asuncia: Matsue no Jubaku,[7],Asuncia Matsue no Jubaku is a RPGTactical RPG game published by Xing Entertainment released on November 27 1997 for the Sony PlayStation  Asuncia is a classic 2D Rpg game in which the player control a group of adventures that will travel through a medieval world solving missions During those journeys they will have to face different kind of enemies  The most important feature of the game is that with every new game the game make a new map so there wont be the same game twice The gameplay is in third person perspective in the dungeons and fights that are turn based and in first person perspectives in shops and towns,"[12, 15, 24]",Missing,Missing,3.78,7.0,0.0,70.0,1.0,3.0
8,127739,"10101: ""Will"" the Starship",[7],Combines elements of battle with the enemy shooting style SF RPG Iijima including love talent Kyoko Hikami and casting the gorgeous actors and Ishida Akira enjoy a full voice in the specification immersive play Space Battleship Will became the captain of the enemy to defeat Keasu Let the adventure of space  This game the player becomes the captain of the Space Battleship Will we will promote good sailing while Will,Missing,Missing,Missing,,,,,,
9,102447,Monopoly,[7],Monopoly is a PlayStation video game based on the board game Monopoly released on November 6 1997 in Europe Developed by Gremlin Interactive and published by Hasbro Interactive this title was one of many inspired by the property Despite using the same box art as the 1995 PC version of Monopoly it is not the same game,"[15, 35]",Missing,Missing,2.6,0.0,9.5,62.0,12.0,7.0
