first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1523491200,[25],248355,"Senran Kagura Burst Re:Newal - Kagura, Naraku & Ryouki Set","[6, 48]",This Downloadable Content Contains 3 new playable characters Kagura Naraku Ryouki and new outfits,Missing,Missing,nan,nan,nan,nan,nan,nan
1524700800,"[31, 34]",227429,Doukoku Soshite...,"[46, 48, 130]",Remastered version of the 1998 Sega Saturn game featuring high resolution art previously unused CGs additional writing by the original scenario writer and implementation of new features like a hint mode,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1524096000,[15],171139,Valkyria Chronicles 4: The Two Valkyria,"[48, 130]",This cataclysmic reunion of the two Valkyria will determine Crymarias fate,Missing,Missing,nan,nan,nan,nan,nan,nan
1524528000,Missing,168784,LEGO Marvel Super Heroes 2: Marvel's Avengers - Infinity War Level and Character Pack,"[6, 14, 48, 49, 130]",Download now to get access to the Marvels Avengers Infinity War Movie Inspired Character and Level Pack This actionpacked level offers players the chance to control Thanos one of the most dangerous Super Villains in the Marvel Universe and his ruthless army,Missing,Missing,nan,nan,nan,nan,nan,nan
1525046400,[32],164635,Bendy and the Ink Machine: Chapter Four,"[6, 34, 39, 48, 49, 130]",The exciting fourth chapter of Bendy and the Ink Machine has finally emerged In this Chapter Four DLC discover the secrets of angels solve the riddles of the ink and help Henry survive in this terrifying forgotten cartoon studio,Missing,Missing,nan,nan,nan,nan,nan,nan
1524528000,"[12, 13, 31]",159334,"The Sims 4: Bundle - Get to Work, Dine Out, Cool Kitchen Stuff","[6, 14, 48, 49]",Add more ways to play at a great price when you bundle Includes The Sims 4 Get to Work Expansion Pack The Sims 4 Dine Out Game Pack and The Sims 4 Cool Kitchen Stuff Pack,Missing,Missing,nan,nan,nan,nan,nan,nan
1524182400,"[11, 13, 15]",138058,Dungeons 3: Lord of the Kings,"[3, 6, 14, 48, 49]",The great King Arcturus returns from his quest with the Holy Grail in tow only to find out that someone has devastated his city of Stormbreeze and the rest of the kingdom He immediately set about recapturing the lands but he hadnt reckoned with the AlwaysHasTheLastLaugh Evil Although the player initially helps King Arcturus they soon return to side of Evil where with the help of some converted heroes they wipe the floor with him,Missing,Missing,nan,nan,nan,nan,nan,nan
1523318400,"[9, 25, 31]",137311,LEGO Marvel Super Heroes 2: Runaways Level and Character Pack,"[6, 14, 48, 49, 130]",Inspired by the Runaways comic series this DLC for LEGO Marvel Super Heroes 2 adds a brandnew level and seven playable characters,Missing,Missing,nan,nan,nan,nan,nan,nan
1524182400,"[25, 31]",136128,God of War: Bonus Edition,[48],This particular edition of the game is exclusive to Amazon in the EU and offers us as a bonus content the Three shields DLC and a dynamic theme the content can be downloaded via a voucher inside the package,Many years have passed since Kratos took his vengeance against the Olympian gods Having survived his final encounter with his father Zeus Kratos has since travelled to Midgard in Ancient Norway and now lives with his young son Atreus in the world of the Norse gods a savage land inhabited by many ferocious monsters and warriors In order to teach his son whose mother and Kratoss second wife has recently died how to survive in such a world Kratos must master the rage that has driven him for many years and embrace his newfound role as a father and a mentor,Missing,nan,nan,nan,nan,nan,nan
1524528000,[9],118156,Cluster Tumble,[48],Cluster Tumble is a fastpaced game of skill Complete over 100 puzzles as the pieces tumble down the screen rotating and moving them into the correct position In a race against the clock the puzzles get harder the more you successfully complete How many can you get through before your time runs out  Take on the challenge solo or battle friends in 2 person local multiplayer mode  Two local leaderboards make it easy to post your scores and see how you measure up against the competition Are you one of the best,Missing,Missing,nan,nan,nan,nan,nan,nan
1524182400,"[25, 31]",115067,God of War: Limited Edition,[48],Limited Edition contains  Steelbook Case  Dark Horse Artbook  Deaths Vow Armour Set  Exiles Guardian Shield  Dynamic Theme  It is a new beginning for Kratos Living as a man outside the shadow of the gods he seeks solitude in the unfamiliar lands of Norse mythology With new purpose and his son at his side Kratos must fight for survival as powerful forces threaten to disrupt the new life he has created,Many years have passed since Kratos took his vengeance against the Olympian gods Having survived his final encounter with his father Zeus Kratos has since travelled to Midgard in Ancient Norway and now lives with his young son Atreus in the world of the Norse gods a savage land inhabited by many ferocious monsters and warriors In order to teach his son whose mother and Kratoss second wife has recently died how to survive in such a world Kratos must master the rage that has driven him for many years and embrace his newfound role as a father and a mentor,Missing,nan,nan,nan,nan,nan,nan
