,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 16]",268050,The Legend of Heroes: Sora no Kiseki SC - Kai HD Edition,[9],Ten years after the Hundred Days War the small country of Liberl was at peace until a coup detat instigated within the Royal Army ranks attempted to overthrow Queen Alicia Thanks to the combined efforts of the Bracer Guild and loyal military personnel the coup was thwarted and the ringleaders imprisoned The safety of the kingdom seemed secure but mysterious events begin happening all over Liberl just as Queen Alicia prepares to solidify the peace between the surrounding nations In the midst of these strange occurrences Estelle sets off to find Joshua and unmask the members of the mysterious Society behind the growing unrest,A remaster of the PSP version of Sora no Kiseki with enhanced graphics crosssave with the PSP version and extras like PS3 themes music calendars and more  In this direct sequel Estelle travels across Liberl in search of Joshua The journey involves more than seeking loved ones however as the Bracer Guild also tasks her with unraveling the mysteries behind the newly unveiled Society of Ouroboros Comrades both old and new join her team in this storydriven RPG with new combat mechanics and other features that improve the gameplay experience from the first entry,Missing,,,,,,
1,Missing,249465,Hihou-den: Taiyou wo Motomeru Mono-tachi,[9],Missing,Missing,Missing,,,,,,
2,[34],222553,Solomon's Ring: Mizu no Shou,[38],Based on the Legend of Solomon who was known to be the third king of the Israelites who built the Temple of Jerusalem and who was said to possess a magical ring that had the powers to control demons  He soon saw the dangers of their arrogance and sealed them all into a brass vase Approximately 2500 years later a certain demon Lucifer has taken the reins to be the most powerful demon He turned his extreme hatred for Solomon into dark magic and successfully released the seal upon the brass vase Now free his goal is nothing less than to seek revenge upon his enemy Solomon and destroy the human world in which Solomon lived Scorched with an evil desire Lucifer orders demons under him to eliminate Solomons descendants as well as the legendary ring  On the other hand over the years the existence of the seal Solomon had left gradually begins to fade within the memories of the people in the human world It is there that the heroine Lily lives humbly while managing a library she inherits from her grandfather Before her only living relative her grandfather passes away he tells her that she is a descendant of Solomon and entrusted her with the ring that had been passed on from generation to generation the ring that is used to face off against demons However for Lily this is nothing but brutal as the powers of the ring arent awakening  Being oppressed by this mission the ones who come to stand before her are a troop of demons However the 3 demons that come to rescue her from her plight are none are than ones from the 72 demons that had been sealed together with Lucifer  There are 12 demons with routes separated into 4 games by elements with 3 demons per game The elements are Fire Water Wind and Earth,Part of the Solomons Ring series,Missing,,,,,,
3,[4],212252,Injustice: Gods Among Us - Special Edition,"[9, 12]",Missing,The Special Edition includes  Exclusive red SteelBook case Red Son DLC Pack 20 additional missions set within the Red Son storyline,Missing,,,,,,
4,[34],202313,Mass Effect: Genesis 2,"[6, 9, 12, 41]",Missing,Mass Effect Genesis 2 is an interactive backstory comic It is an updated version of Mass Effect Genesis which was originally created for Mass Effect 2 Genesis 2 fills the role of Mass Effect and Mass Effect 2 for new players to the series introducing them to the story of the first two games in the Mass Effect trilogy and allowing them to make some of the major plot decisions that players could make by playing through the previous games The player is prompted to begin Genesis 2 after character creation but using it is optional There are two versions of the comic one each for a male and female Commander Shepard,Missing,,,,,,
5,"[5, 12]",186627,Borderlands 2 : Ultimate Vault Hunter Upgrade Pack,"[3, 6, 9, 12, 14]",Missing,Its a DLC for Borderlands 2 Its raises the level cap to 61 adds the Pearlescent item rarity and unlocks Ultimate Vault Hunter Mode,Missing,,,,,,
6,Missing,147278,LittleBigPlanet PS Vita: Marvel Arcade Pack,[46],Missing,Marvel Arcade Pack is a Downloadable Content pack for LittleBigPlanet PS Vita It is the second DLC pack based on Marvel comics the first being the Marvel Level Kit,Missing,,,,,,
7,Missing,145082,Meikyuu Cross Blood: Infinity,[46],Missing,First released as a highly popular PC game Meikyuu Cross Blood is ported to the Xbox360 in 2011 To ensure that more gamers can appreciate the fun in this game the developers decided to bring it onto the PS Vita And this is not a mere port the developers have included a lot of upgrades to the system Play a more challenging mode to obtain the rarest of items In this mode instead of allowing 6 people in your team you can only choose 5 With one person less your remaining party will have to take care of even more situations And by utilizing the touch screen controls you can read the dialogues with a tap and with the near function you can communicate your partys status to other players,Missing,,,,,,
8,[26],141476,TOEIC Test: Jissen Tokkun 2,[46],Missing,Missing,Missing,,,,,,
9,"[8, 9, 31, 32]",138347,Thomas Was Alone: Benjamin's Flight,"[3, 6, 9, 34, 39, 41, 46, 48, 49, 130]",Missing,In this Thomas Was Alone level pack discover the tale of Benjamin and his fathers incredible invention Meet a new companion and a familiar face in the events leading up to Thomas emergence,Missing,0.51,0.53,0.54,74.0,40.0,61.0
