first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1297728000,"[12, 15, 16, 24]",232811,Tactics Ogre: Let Us Cling Together - Premium Edition,[38],A remake version of the Super Famicon game Tactics Ogre Let Us Cling Together released on PlayStation Portable The North American and European versions keep the original Title Tactics Ogre Let Us Cling Together  The premium edition contains Copy of the game 44 page hardback artbook The World of Tactics Ogre Exclusive Mini Soundtrack CD,Missing,Missing,nan,nan,nan,nan,nan,nan
1297728000,Missing,208794,Core Blaster,"[9, 38]",Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1297814400,Missing,206899,Castle Rustle,[38],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1296691200,[34],203266,Death Connection Portable,[38],Death Connection Portable is a port of Death Connection for PlayStation Portable,On a rainy night a woman brought a baby to a church in the country and left her to the priest The priest named her Amelia Seventeen years later Amelia was living happily with the priest and Joshua But one night a group of gangsters suddenly came into the church to kill Amelia Amelia and Joshua somehow run away and meet a guy who frequently visits the church He takes them to a house and gives them a pendant When Amelia held it it suddenly shined and three guys appeared They are Vicious Nicole and Leo,Missing,nan,nan,nan,nan,nan,nan
1298592000,Missing,163151,Killzone 3: Collector's Edition,[9],This Collectors Edition comes in a steelbook with a plastic sleeve and contains  Killzone 3  Retro Map Pack featuring two multiplayer maps from Killzone 2  Killzone 3 soundtrack  An exclusive Killzone 3 Dynamic Design,Missing,Missing,nan,nan,nan,nan,nan,nan
1298332800,Missing,163147,Killzone 3: Helghast Edition,[9],This Helghast Edition includes  Killzone 3  100 page exclusive art book  Authentic Helghast helmet replica  Cloaking Marksman action figure  Killzone 3 soundtrack and PS3 Dynamic Theme  Retro Map Pack featuring two multiplayer maps from Killzone 2 Salamun Market  Blood Gracht  Double XP for the first 24 hours of multiplayer gameplay  Full access to all weapons and abilities during the first 24 hours of multiplayer gameplay  Behindthescenes look at the making of Killzone 3,Missing,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[12, 16, 24]",139562,Valkyria Chronicles 3: Penalty Mission - Fangs of the Viper,[38],A vicious hitman lurks in a floating city Activate the giant drawbridge before you get poisoned,Missing,Missing,nan,nan,nan,nan,nan,nan
1297382400,"[12, 16, 24]",139544,Valkyria Chronicles 3: No.1 is Restless,[38],No1 is Restless is a downloadable content of Valkyria Chronicles 3 The DLC contains a mission called Cold War It was released on February 24 2011 and can be purchased for 600Yen from the Playstation Store In the Valkyria Chronicles 3 Extra Edition it is among the several downloadable contents already included with the game  Unlocked after completing chapter 13,Nameless was set to fight in Gallias mining region and selected a perpetually snowcovered mountain as the setting for their battle Imca has particularly low resistance to the cold and tried to figure out a way to fend off the chill during the night but the squad did not have any extra blankets Concerned with Imcas comfort Kurt offered to let her use his blanket but she refused to leave him vulnerable to the cold With few options left Kurt suggested that they share the blanket and though Imca was a bit embarrassed at first she eventually agreed Imca got a good nights rest and even asked Kurt if they could sleep under the same circumstances again the next night Unfortunately for Imca Riela discovered the two sharing their sleeping quarters and interrogated Imca about it to no end,Missing,nan,nan,nan,nan,nan,nan
1297296000,"[12, 16, 24]",139543,Valkyria Chronicles 3: The Secret of Her Powers,[38],The Secret of Her Powers is a downloadable content for Valkyria Chronicles 3 The DLC contains a mission called Power to Protect and can be purchased for 600Yen from PlayStation Store In the Valkyria Chronicles 3 Extra Edition it is among the several DLCs already included with the game  Unlocked after completing chapter 14,Prior to the battle on the Naggiar Plains Riela was sent out on a scouting mission to Aslone as part of a plan to defend it against imperials By the time Riela arrived Aslone had already been occupied by imperials and Riela was discovered In order to move more swiftly Riela had left her Valkyrur weapons behind and therefore had no way to defend herself against the overwhelming odds Fortunately Riela discovered that the knife she always kept with her possessed a power similar to that of the Valykrian lance and shield Armed with this new knowledge Riela managed to fend off her attackers When Kurt and the others arrived Riela had already cleared the imperials out of Aslone As a reward Riela was treated to a relaxing vacation on the beach with Kurt,Missing,nan,nan,nan,nan,nan,nan
1297296000,"[15, 25]",136468,Samurai Warriors 3 Z,[9],Samurai Warriors 3 Z is a remastered compilation of Samurai Warriors and its standalone expansion Samurai Warriors 3 Xtreme Legends ported to PlayStation 3 from Wii,Missing,Missing,nan,nan,nan,nan,nan,nan
1298505600,[34],136452,Beast Master and Prince: Snow Bride,"[8, 34, 39]",Fandisc of Beast Master and Prince Included in the Story Jar app in English,The game contains three sections for each character The first is another story where Tiana picks who she will go to the ball at Kurts castle with The second is the after story which is the main dish of the game that continues after the first games ending for each guy but before the epilogues Lastly there are bonus extras for each character called diaries where you get to see cute scenes that happened during the last game and you also get to pet and now tickle your favorite furry friends,Missing,nan,nan,nan,nan,nan,nan
1298505600,[34],98667,Vitamin X to Z,[38],Full on the box art title Vitamin X to Z All Supplement Boys have become complete,In the middle of the events of the two original games both classes decide to take a break and go to a winter resort Manami and Yuri will relax in the hot springs while they get closer to the guys,Missing,nan,nan,nan,nan,nan,nan
1298505600,Missing,81571,L@ve Once: Mermaid's Tears,[9],Lve Once Mermaids Tears is a port from PSP game called Lve Once which features some changes and additional content in comparison to the original PSP release  Updates in the PlayStation 3 port include the following New opening song 一度きりのLove Story by Ui Miyazaki 宮崎羽衣 New ending song Last be Love by Ui Miyazaki 宮崎羽衣 and Youko Hikasa 日笠陽子 Opening video made for the new opening theme Added new heroine Michiru Tsutsumi 堤 美散 along with new CG events for the character Expanded elements of the story focusing on the new heroine Motion Portrait technology is included in the gameplay Bonus content included after clearing the game,Missing,Missing,0.0,0.0,8.0,0.0,0.0,1.0
1298505600,[12],79771,Phantasy Star Portable 2 Infinity,[38],Phantasy Star Portable 2 Infinity or PSP2 is an enhanced version of PSP2 released on 2242011 in Japan The game features a new muiltiplayer lobby new storyline a new race called Dumans and the new weapons will take the total count to over 3000,Missing,Missing,0.0,59.0,0.0,78.0,2.0,1.0
1297814400,"[9, 26]",78120,Test Yourself: Psychology,[9],Test Yourself provides you with an affordable and accurate psychological profile Test Yourself was developed along side professionals in the field of Psychology to bring you an accurate and affordable experience,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1296604800,Missing,75732,SD Gundam G Generation World,"[5, 38]",Missing,Missing,Missing,66.14,88.02,117.36,83.0,4.0,5.0
1297900800,"[8, 9, 31]",74899,Catherine: Japanese Edition,"[9, 12]",Japanese Edition Famitsu DX Pack Limited Edition Japan Only  Includes game artbook Catherine Sound Disc CD 3 A3size posters 1169in x 1653in arm rest cushion 275in x 472in and 3 telephone cards This was available as a limited edition for both the Xbox 360 and PS3 systems when the game launched in Japan,Missing,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[8, 9, 31]",74898,Catherine: Stray Sheep Deluxe Edition,"[9, 12]",The Stray Sheep Deluxe Edition is exclusive to the EU release of Catherine  Includes game with reversible cover of Catherine and Katherine replica Rave tshirt two Stray Sheep coasters and a poster of Catherine packaged in a Stray Sheep Pizza Box,Missing,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[8, 9, 31]",74897,Catherine: Love is Over Edition,"[9, 12]",Hangout drink send texts and watch the story unfold through full HD cinematics in Catherine an adult and matureoriented puzzle video game  Catherine Love is Over Edition includes  a copy of the base game  a cardboard Stray Sheep Pizza Box case  a printed pillowcase  an Empty Hearts Tshirt  Vincents polkadot boxer shorts,Missing,Missing,nan,nan,nan,nan,nan,nan
1298505600,[13],65558,Pachi Para 17: New Sea Story With Agnes Lum,[9],Finally a PachiSlotstyle PS3 game that tells the new sea story Ive been craving,Missing,Missing,nan,nan,nan,nan,nan,nan
1298505600,"[13, 34]",60503,Harukanaru Toki no Naka de 5,[38],A PlayStation Portable exclusive entry in the Harukanaru Toki no Naka de series,In the year 2020 the protagonist and her childhood friends prepare for their Christmas break As they board an airplane to return to Japan they are sucked into the parallel world This world is experiencing the turbulent end of the Tokugawa shogunate in December 1863 Using a magical hourglass she gains the unsteady power to travel to both worlds Although she and her companions flicker in and out of the parallel world her adventures within this world span a total of three years  Initially the protagonist desires to save the suffering Four Gods from the parallel worlds warring factions in order to save her mysteriously ravaged home world As time passes she learns that both worlds are being merged to create another world Hoping to prevent the forceful deaths of two worlds she willingly sacrifices fragments of her own life force to protect those dear to her,Missing,nan,nan,nan,nan,nan,nan
1298505600,"[31, 34]",59420,Black Robinia,[38],Based on the Drama CD series by Broccoli  Who killed Blue Robin  There is a mansion in the town where both of the protagonists Rei  Akira grew up in that is known as the Manor of Misfortune On the day when Rei visits the place while hired as a private detective a murder occurs Then enters Akira who now works as a police investigator to lead to one of the worst reunions of old friends  After basically avoiding each other for years after a certain incident its time to slowly put away their sad past to focus on solving the case,Missing,Missing,nan,nan,nan,nan,nan,nan
1297296000,"[7, 13, 34]",56299,Uta no Prince-sama: Sweet Serenade,[38],Spinoff of Uta no Princesama of which characters are in A class in the main series The game has addition plot of main story line and contains mini games of new songs,Nanami Haruka has found her partner and the voice to bring her compositions to life Yet challenges just dont stop there To pass the exams she has to win the graduation auditions with her partner When emotions get into music they may make the melody sweeter but couple fights could stump your work in progress Learn to deal with the princes as a girlfriend and combine all aspects of romance into your songs,Missing,nan,nan,nan,nan,nan,nan
1297123200,"[8, 9, 15]",52908,Tales From Space: About A Blob,[9],Tales from Space About a Blob is a sidescrolling puzzleplatform game about a race of alien Blobs The game has a retroinspired monstermovie art style and local coop gameplay,Missing,Missing,6.06,6.63,0.0,66.0,9.0,6.0
1298592000,[5],44668,Dead Space 2: Collector's Edition,"[9, 12]",This Collectors Edition comes packed with bonus materials for hardcore Dead Space fans Highlighted is a replica of Issacs Plasma Cutter gun from the game complete with triggeractivated LED lights Also included are a voucher to download Issacs Unitology Suit and Force Gun the games original soundtrack on CD and a Necromorph concept art lithograph the PlayStation 3 version also includes the critically acclaimed Dead Space Extraction with PlayStation Move compatibility,Missing,Missing,nan,nan,nan,nan,nan,nan
1298592000,[5],44613,Dead Space 2: Limited Edition,[9],Isaac Clarke Returns to Battle the Necromorph Engineer Isaac Clarke returns for another bloodcurdling adventure in the sequel to the critically acclaimed Dead Space After waking from a coma on a massive space city known as The Sprawl the lone survivor of a horrific alien infestation finds himself confronting the catastrophic new nightmare Battling dementia hunted by the government and haunted by visions of his dead girlfriend Isaac will do whatever it takes to save himself and dominate the gruesome onslaught With an arsenal of tools to dismember Necromorphs and new determination an engineer will bring the terror to space,Missing,Missing,nan,nan,nan,nan,nan,nan
1298332800,"[10, 33]",44594,Days of Thunder: NASCAR Edition,[9],In Days of Thunder NASCAR Edition players will join Rowdy Burns team as the latest rookie to tear up the NASCAR circuit  With Rowdy as their coach players will learn to hit the pit upgrade their ride and trade paint with other cars They can even drop the hammer like Cole Trickle for a boost of extra speed As players race to the top of the scoreboard they will unlock car customization options and bonus tracksDepending on how players place in races take the lead in laps and pick up new sponsors they will win ingame currency necessary to refuel make pit stops and upgrade their cars Players driving styles will be monitored by an ingame tracking system allowing players to be approached by likeminded sponsors  In Days of Thunder NASCAR Edition up to 12 people can race to the finish online log the fastest times on the leader boards or push themselves to the limit in singleplayer There are four different modes  Quick Race Time Trial Career with circuits of varying difficulty and Derby Mode where players are encouraged to deal as much damage as they can,Missing,Missing,nan,nan,nan,nan,nan,nan
1297987200,"[8, 9, 31]",44554,LittleBigPlanet 2: Collector's Edition,[9],Alongside the standard edition of the game there are several other versions of the game exclusive to certain countries andor regions around the world All of the special edition versions of the game are sold in limited quantities and contain a copy of the game as standard or in special packaging  SCEA marketing manager Mark Valledor announced a Collectors Edition for North America in July 2010 The Collectors Edition for North America includes a copy of the game a 7inch Sackboy plushie five PlayStation Network avatars LittleBigPlanet 2 bookends and 11 ingame costumes  SCEE product manager Alex Pavey told the readers of the PlayStation Blog in November 2010 that there will also be a Collectors Edition released in Europe which different from the North American version The Collectors Edition for Europe comes with different box art the Collectors Edition copy of the game comes in SteelBook case packaging It also includes seven ingame costumes and five PSN avatars There are four other ingame costumes Jak and Daxter and Ratchet  Clank These will be available through retailerspecific preorder incentives but details of these have not yet been announced The LittleBigPlanet 2 Collectors Edition was available in different ways across Europe and the other PAL countries  The Collectors Edition for Australia is very similar to the Collectors Edition for Europe It comes with the SteelBook packaging eleven downloadable Sackboy costumes and five PSN Avatars It also included a 7inch Sackboy plushie as a preorder bonus  In the UK a console bundle was available which consists of a 320GB PlayStation 3 console a DualShock 3 controller and a copy of the standard edition of the game,Players continue Sackboys journey after the events of the first game and the portable version are brought to an end An interdimensional vacuum cleaner called the Negativitron appears over the skies of LittleBigPlanet and begins to suck up its inhabitants including Sackboy Larry Da Vinci the leader of a group known as The Alliance comes to Sackboys rescue  saving him from the Negativitron  The organisation is dedicated to battling with the Negativitron and defeating it before it destroys Craftworld entirely,Missing,nan,nan,nan,nan,nan,nan
1298592000,[12],43007,Two Worlds II: Royal Edition,[9],The Collectors edition of Two Worlds II,Missing,Missing,nan,nan,nan,nan,nan,nan
1298764800,"[4, 14, 33]",42844,Speedball 2: Evolution,"[9, 14, 34, 38, 39]",In February 2011 Tower Studios released another updated version called Speedball 2 Evolution developed by Vivid Games for iOS and MacOS The game features multiplayer support and achievements via Game Center It was also released for the PlayStation Portable and PlayStation 3,Missing,Missing,nan,nan,nan,nan,nan,nan
