first_release_date,id,name,platforms,summary,genres,storyline,rating
1265328000,269784,Jig-a-Pix: Love Is...,"[20, 159]",JIGAPIX is an exciting range of Jigsaw Puzzle games for Nintendo DS and Nintendo DSi providing fun for all the family and game modes to suit all ages including Free Play Time Challenge and Wireless Multiplayer To make things really interesting on Nintendo DSi JIGAPIX lets you take a photo and turn it into your very own puzzle Love is a beautiful thing In JIGAPIX Love is  complete puzzles covering all aspects of amour with these lovable characters 80 specially commissioned and beautifully illustrated drawings will have you puzzling for hours Love is  after all also a puzzle,Missing,Missing,Missing
1266278400,269579,Der Gesundheits Coach: Wohlfuhlen jeden Tag,[20],Missing,Missing,Missing,Missing
1265155200,268188,Henry's Adventure,[19],Missing,[8],Missing,Missing
1267056000,263017,Higurashi no Naku Koro ni Kizuna: Saikoroshi-hen,[20],A remake of the epilogue to the main story of Higurashi originally included in Rei,[34],Missing,Missing
1267056000,263015,Higurashi no Naku Koro ni Kizuna: Matsuribayashi-hen,[20],A remake of the fourth and final arc of Higurashi When They Cry Kai,[34],Missing,Missing
1267056000,263014,Higurashi no Naku Koro ni Kizuna: Miotsukushi-hen,[20],An expanded version of Miotsukushihen with additional chapters and several changes,[34],Missing,Missing
1266969600,261061,3-pun Tenkatouitsu: Nishinippon Sengoku Quiz-hen,[159],Missing,Missing,Missing,Missing
1266969600,261060,3-pun Tenkatouitsu: Higashinippon Sengoku Quiz-hen,[159],Missing,Missing,Missing,Missing
1265846400,205063,Tennis no Ouji-sama Motto Gakuensai no Ouji-sama: More Sweet Edition,[20],A port of Tennis no Oujisama Motto Gakuensai no Oujisama for Nintendo DS,"[14, 34]",The Atobe group has decided to sponsor a school festival which involves the local schools tennis teams You are a 14 year old heroine who is in charge of managing a team and the festival Your duties include arranging activities and organizing people Youll have to get in contact with the members of the team so they can lend a hand get to know one another chat with them and maybe even develop an intimate relationship with one of them,Missing
1266883200,200966,Sonic & Sega All-Stars Racing,[20],Explore stunning new circuits including Sonic Seaside Hill Curien Mansion and Blizzard Castle as you zip around medieval castle ramparts hurtle under lush rain forest canopies and tear through bustling city scapes in a frantic race to the finish line Jostle against a selection of 20 challengers including Super Monkey Balls Ai Ai Amigo from Samba and the evil Dr Eggman in your unique character vehicle Stay ahead of the pack by dodging traps and launching outrageous character moves such as the invincible Super Sonic Banana Blitz assault of monkey balls or Tails wild Tornado  set to throw any vehicle clean in the air But if youve been battered beaten and broken its not over yet Supercharge your vehicle with powerups to get back in the race and be sure to stay alert for the secret shortcuts that will give you the edge to victory Party Racing Fun  Battle it out in single player challenge your friends in 4 player splitscreen for the ultimate track racing showdown All Your Favorite Racers  Choose from 20 different characters from the Sonic  SEGA universe including Sonic Tails Aiai and Amigo High Velocity Vehicles  Every character drives their own unique vehicle including sports cars bikes planes and even a giant banana to perform bespoke special manoeuvres AllStar Moves  Need to get by a competitor Cant overtake a racer Then take them out with a pickup weapon missiles mines and other obstacles or one of the 20 unique character moves that allows the recipient to know who just hit them Stunning Visuals  Race over medieval castle ramparts under lush rain forest canopies and through bustling city scapes as you battle through 27 challenging tracks from the Sonic and Sega Universe,[10],Missing,Missing
1267056000,136590,Shiren the Wanderer 4: The Eye of God and the Devil's Navel,[20],Shiren the Wanderer 4 The Eye of God and the Devils Navel is a roleplaying video game It is the fourth main entry in the Shiren the Wanderer series which itself is a part of the larger Mystery Dungeon series,[12],After Shiren and the talking weasel Koppa suffer a shipwreck they are found by the inhabitants of an island who think they are monsters they are tied to a stake but are saved by the games heroine Kamina As a result Kamina gets tied up herself by a jaguar priest who sends Shiren to find the Jaguars Eye to prove that he is not a demon,Missing
1265846400,133799,Imasugu Tsukaeru Mamechishiki Quiz Zatsugaku Ou DS,[20],Imasugu Tsukaeru Mamechishiki Quiz ZatsugakuOu DS is a Puzzle game developed by Jaleco Entertainment and published by Kamui which was released in Japan in 2010,Missing,Missing,Missing
1267056000,123019,Cookin' Idol I! My! Main! Game de Hirameki! Kirameki Cooking,[20],Missing,Missing,Missing,Missing
1265846400,122500,Quiz Magic Academy DS: Futatsu no Jikuuseki,[20],Quiz Magic Academy DS  Two SpaceTime Stones  is the second QMA consumer game The genre of the quiz and the flow of the lessons are based on the arcade version 6 and the background and music of 6 are also used Elements added in 5 and later such as the final cutin certification exam and touch panel quiz are also implemented Character information is based on 6 The characters graphics are from 4 and earlier with some changes,[26],Missing,Missing
1266883200,88756,Jewel Master: Cradle of Egypt,[20],Missing,"[9, 33]",Missing,Missing
1266192000,85589,Prehistorik Man,[159],A fastpaced action platformer packed full of special missions Hundreds of secret areas hidden throughout 22 breathtaking levels A large arsenal of weapons Various different vehicles to use including hanggliders pogosticks rafts and stone wheels Huge stunning end of level bosses to battle including the terrible guardian of the graveyard,[8],Prehistorik Man like its predecessor takes place in the Stone Age In the middle of the night greedy dinosaurs steal all the food from a small village With winter coming and the village inhabitants facing starvation the Village Chief summons Sam a young and agile villager and tasks him with obtaining food to help the village survive the impending winter,Missing
1266451200,85429,Telegraph Sudoku & Kakuro,"[38, 159]",Play number puzzles from the Telegraph like youve never played them before Discover a whopping 500 puzzles of multiple types Youre in for many hours of game play,Missing,Missing,Missing
1266192000,85363,Scrabble Classic,[159],Scrabble one of the worlds most popular board games is enjoying a tremendous surge in popularity both online and in the real world Scrabble for the Nintendo DSiWare service allows you to play this exciting game in both Single Player and MultiPlayer modes,Missing,Missing,Missing
1265328000,84875,Snakenoid,[159],Snakenoid is an unique blend of the Snake and Arkanoid game concepts,Missing,Missing,Missing
1266537600,84790,Puzzle to Go Wildlife,[159],Puzzle to Go Wildlife is the jigsaw puzzle for on the move Puzzle together the most beautiful motifs wherever and whenever you like Collect stars for each completed jigsaw puzzle and release new images Each motif is available in three different degrees of difficulty,Missing,Missing,Missing
1265760000,84504,GO Series: Defence Wars,[159],In Defence Wars the player takes control of a variety of weapons and fight off wave after wave of enemy attack,Missing,Missing,Missing
1267056000,80482,Utacchi,[20],Utacchi is a rhythm video game developed and published by Konami for the Nintendo DS in 2010 It was released exclusively in Japan under the Popn Music series The game plays with the system held in book style as the player interacts with falling notes using the stylus The name Utacchi is a portmanteau of the Japanese words uta meaning song and tachi a loan word from English meaning touch,[7],In the Candy Kingdom the gluttonous frogs touches are largely breeding In this state the Candy Kingdom is eaten in whole by them and that the candy and songs are touches  As the bad news is here the increasingly popular KSUKE and Nattsuns reach their sources,Missing
1266796800,80298,Flipper,[159],The hero of the game is a courageous young boy and you must lead him through various worlds full of obstacles to retrieve his stolen goldfish called Flipper  The game features beautiful pixelart backdrops cheerful cartoon characters and catchy music The voxel engine technology allows you to change the environment with some cool powerups You can find powerups that let you blast holes in the environment build platforms or restore parts youve previously destroyed Its up to you to use the limited amount of powerups wisely to complete each level,"[8, 9]",Missing,Missing
1265241600,80094,Playmobil Knights,[20],Set in Medieval Europe Playmobil Knights is a game based on the popular childrens toy collection of the same name,Missing,The story of Playmobil Knights follows a lowly beet farmer who is called upon by his king to become a knight and save the land from an evil wizard and his invading dragonriders It is explained that the dragonriders have so ravaged the country that this beet farmer is the only ablebodied man left to fight The newly anointed knight Sir Beetalot then undergoes a series of quests in order to find a legendary sword that will allow him to defeat the evil wizard,Missing
1265932800,67693,Let's Golf!,[159],Take on 63 holes with any of four colorful characters in this 3D golf title from Gameloft for iPhone DSIWare and PSP,[14],Missing,Missing
1267056000,67669,WiZmans World,[20],The world is coming to an end a village of people sealed themselves from within and forsaken their memories You are a wizard determined to break out of this village and stop the world from ending and retrieve the villagers memories You will make a lot of enemies on the way but also a lot of friends Encounter monsters and depending on what path you choose you could either speed up the destruction or heal the environment You bring three fairies with you when you defeat monsters these fairies will help you extract the monsters souls and forge stronger weapons and armors,[12],Missing,Missing
1267315200,67398,Party Designer,[20],Missing,[13],Meet Mimi a young girl with a natural talent for organizing great parties Mimi wants to throw a series of parties for her friends and this time shell need your help as there is much to prepare Choose the right decorations for every party and keep the guests happy by preparing their favorite snacks and drinks See if youve got what it takes to be a master Party Designer,Missing
1266451200,67350,Datenshi no Amai Yuuwaku x Kaikan Phrase,[20],You play as Yukimura Aine a shy high school girl who becomes the lyricist for the rock band Lucifer after meeting the vocalist of the band Ookouchi Sakuya You get to interact with the various male characters members of Lucifer as well as other characters and build potential relationships with them The male characters will react in various ways depending on your actions and answers There is also a musical minigame Based on Kaikan Phrase a popular manga and anime written by Mayu Shinjo,"[31, 34]",You play as Yukimura Aine a shy high school girl who becomes the lyricist for the rock band Lucifer after meeting the vocalist of the band Ookouchi Sakuya You get to interact with the various male characters members of Lucifer as well as other characters and build potential relationships with them The male characters will react in various ways depending on your actions and answers There is also a musical minigame Based on Kaikan Phrase a popular manga and anime written by Mayu Shinjo,Missing
