first_release_date,genres,id,name,platforms,storyline,summary,rating
1380758400,"[9, 31, 32]",61361,Halloween: Trick or Treat 2,[37],Missing,Horrorthemed minigames from Virtual Playground,Missing
1383177600,Missing,59404,Danball Senki Wars,[37],Missing,A Level 5 developed 3DS exclusive entry into the Danball SenkiLittle Battlers Xperience series,Missing
1383004800,[9],59204,Doodle Jump Adventures,[37],Missing,A Nintendo 3DS exclusive expanded version of the popular mobile title Doodle Jump,Missing
1383091200,"[9, 13, 15, 31, 32]",57466,Pocket Harvest,"[6, 34, 39, 48, 130]",Missing,Leave the rat race behind and reap the joys of life on your very own farm in Pocket Harvest  Cultivate crops with love ranging from crisp lettuce to succulent strawberries and refine them into prizewinning produce to bring orders from the local grocers flooding in Adorable animal friends will lend a helping hoof too providing milk wool eggs and more  Feeling more ambitious Boost your income and your image through tourism From hot air balloons to sports facilities you can build attractions in countless combinations to draw in highspending city slickers  In Pocket Harvest you wear the overalls so you call the shots Grow your farm from the ground up into a flourishing cornucopia of fun,Missing
1381968000,"[8, 9, 31]",25142,Monster High: 13 Wishes,"[5, 20, 37, 41]",Missing,Its up to you to help Frankie Stein and her ghoulfriends track down the 13 magical mirror shards needed to set things right before its too late Go a on monstrous adventure inside the lantern in Monster High 13 Wishes,Missing
1381449600,"[5, 8, 31]",20858,SpongeBob SquarePants: Plankton's Robotic Revenge,"[5, 9, 12, 37, 41]",Missing,Plankton and his new legion of evil robots have destroyed the Krusty Krab and stolen the safe that houses the famous Krabby Patty formula Its up to you to locate the hidden keys for the safe before the secret is lost forever  Play as five of your favourite characters  SpongeBob Patrick Sandy Squidward and Mr Krabbs Switch between them as often as youd like Travel across lands from the show Bikini Bottom Rock Bottom and Dutchmans Triangle,Missing
1382659200,Missing,9747,Pinkalicious/Silverlicious 2-Pack,[20],Missing,Missing,Missing
1383004800,"[8, 31]",1970,Assassin's Creed IV Black Flag,"[6, 9, 12, 41, 48, 49, 130, 170]",Into this world sails a young cocky and fearsome captain named Edward Kenway His skill with a sword and disdain for authority earn him the respect of pirate legends like Blackbeard but thrust him into an ancient conflict that threatens to destroy everything the pirates have built,Assassins Creed IV Black Flag begins in 1715 when pirates established a lawless republic in the Caribbean and ruled the land and seas These outlaws paralyzed navies halted international trade and plundered vast fortunes They threatened the power structures that ruled Europe inspired the imaginations of millions and left a legacy that still endures,82.96325159393342
1381795200,"[2, 9, 31, 32]",5064,Goodbye Deponia,"[6, 14, 48, 49, 130]",After two unbelievable adventures Rufus and Goal finally have their ends in hands reach finding a way to Elysium and to save Deponia from certain destruction  But Rufus seems to have polished his unmatched talent to wreak havoc on everybody and everything Thus instead of his big triumph another heavy setback awaits him For the first time in his life he starts doubting himself  But Rufus wouldnt be Rufus if hed just give up like that Stillto clean up this pile of problems hed need to exist threefold,More chaos more destruction more Rufus Not one not two but three Rufuses cause all kinds of crazy mayhem in the longawaited adventure comedy Goodbye Deponia,81.9735756966148
1382400000,"[4, 31]",21709,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,"[6, 9, 12, 48, 49, 130]",Missing,Naruto Shippuden Ultimate Ninja Storm 3 Full Burst is the rerelease of Naruto Shippuden Ultimate Ninja Storm 3 which includes revamped visuals all costumes previously available as DLC minus the Naruto Goku and Sakura Hello Kitty a new character Kabuto Yakushi sage mode a new story chapter and a new Challenge Mode which consists of 100 missions Each mission has varying objectives that unlock various ingame items and HD illustrations Also newly added is Decision Mode which allows the player to choose ones fate the player is given two options of fates to choose from The player can choose from either Legend hard or Hero easy  Originally released in March 2013 on consoles to wide critical and fan acclaim the most epic NARUTO game ever released has been given a thorough overhaul for its PC debut Not least among the wealth of enhancements contained in NARUTO SHIPPUDEN Ultimate Ninja STORM 3 FULL BURST is the addition of the feverishly anticipated chapter in which Sasuke and Itachi take on Kabuto in a nailbiting confrontation,80.83372434076409
1382572800,"[31, 34]",33617,Root Double: Before Crime * After Days - Xtend Edition,"[6, 9, 46, 130]",Missing,Rescue squad captain Watase Kasasagi wakes up without his memories in the middle of his most critical mission yet a nuclear meltdown at a research facility In an unfamiliar place and without his years of training he must rescue the survivors and escape but could the key to the mystery behind the incident lie in the mind of Natsuhiko Tenkawa a seemingly ordinary student,80.0
1381795200,"[4, 8, 25, 31, 32]",9383,Megabyte Punch,"[3, 6, 14, 130]",Missing,Megabyte Punch is a fightingbeat em up game in which you build your own fighter  As you travel through different environments you battle other creatures to get their parts Parts have their own powers and bonuses like gun arms for a shoot ability or powerful hips for a devastating pelvic thrust attack Then using the abilities of your customized fighter you can compete in the tournament or battle against other players in a destructible arena  The game takes place in an computer world where you protect the Heartcore of your village against the likes of the Valk Empire and the dreaded Khoteps in 6 different levels with each 3 stages and a boss fight,80.0
1381536000,"[12, 16, 31, 35]",2287,Pokémon Y,[37],Missing,Your adventure in Pokémon X and Pokémon Y takes place in the Kalos region home to beautiful skies and forests The Kalos region is full of interesting places to visit and explore  Progressing with the game let you enter the central city of the Kalos region is Lumiose City a thriving metropolis filled with customers checking out its variety of shops Many roads extend from the iconic tower at the citys center,79.81067175558239
1381363200,"[8, 9, 32]",13102,Kami,"[6, 14, 34, 37, 39]",Missing,Kami is deceptively simple fold out coloured paper to fill the screen in as few moves as possible  Relaxing and easy to pick up youll soon find yourself deep in contemplation to perfect each puzzle,79.55559445353055
1381536000,"[12, 16, 31]",2286,Pokémon X,[37],Missing,An allnew 3D Pokemon adventure packed with neverbeforeseen Pokemon will launch worldwide in October 2013 Pokemon X and Pokemon Y will present a new generation of Pokemon and introduce players to an exciting new adventure in a breathtaking 3D world,78.20852314035716
1381622400,"[8, 31]",5159,Skylanders: Swap Force,"[5, 9, 12, 37, 41, 48, 49]",Missing,Skylanders Swap Force is a platformer video game developed by Vicarious Visions and published by Activision It is the third main game in the Skylanders video game and toy franchise following 2012s Skylanders Giants which was a direct sequel to 2011s Skylanders Spyros Adventure the spinoff of The Legend of Spyro series It is the game before Skylanders Trap Team and features the voices of John DiMaggio Jess Harnell Audrey Wasilewski Richard Tatum David Sobolov Josh Keaton Keythe Farley Dave Wittenberg Joey Camen Gregg Berger Troy Baker and Robin Atkin Downes  It is the first Skylanders game to be released in North America before other regions unlike the previous two games where Australia got the installments first It is also the first Skylanders game not to be owned by Vivendi,77.0339449281257
1381190400,"[4, 5, 10, 14]",8472,Gas Guzzlers Extreme,"[6, 48, 49, 130, 167]",Missing,Gas Guzzlers Extreme is fast furious and armed to the teeth leadfoottriggerhappy shooter shifted into the 5th gear Its a fastpaced addictive combat racing game that features many different vehicles weapons upgrades ontrack bonuses as well as distinctive environments Players starts with low performance vehicles and gradually works his way up by earning money in a series of challenging races,74.61249453910004
1381881600,"[7, 8, 9, 15, 32]",9497,140,"[3, 6, 14, 41, 48, 49, 130]",Missing,140 is an indie 2D rhythm puzzleplatformer The game features high interactivity between the soundtrack and the environment around the player and how the player must traverse this unwieldy environment,70.73842183345053
1382659200,"[5, 25, 31]",7689,Batman: Arkham Origins Blackgate,"[6, 37, 41, 46]",Missing,Batman Arkham Origins features an expanded Gotham City and introduces an original prequel storyline occurring several years before the events of Batman Arkham Asylum and Batman Arkham City Taking place before the rise of Gotham Citys most dangerous villains and assassins the game showcases a young raw unrefined Batman as he faces a defining moment in his early career as a crime fighter that sets his path to becoming the Dark Knight As the story unfolds witness identities being formed and key relationships being forged,70.06840218286938
1381795200,"[12, 13, 15, 31]",17849,Alphadia Genesis,"[6, 34, 39, 41, 48, 49, 130, 167]",Missing,Alphadia Genesis is the first JRPG from acclaimed developers KEMCO to be released on Steam The story chronicles an epic adventure with Fray and his investigative team from the Archleign Kingdom as they set out to solve a mysterious murder case in a nearby city,70.0
1382572800,"[9, 15, 32]",9026,Solar Flux,"[3, 6, 14, 130]",Missing,Travel across the universe and save dying suns from extinction in this unique and challenging puzzle strategy game You are the last hope to bring salvation to a perishing universe as you collect and deliver fragments of plasma using your omnidirectional ship Solar flares asteroids supernovas and force fields are just some of the challenges you will face as you pilot your ship through the intense heat of the imploding stars  Key Features80 progressively challenging missions  18 themed sectors with a variety of obstacles to overcome 4 unique galaxies with distinctive visuals and an acclaimed ambient soundtrack Intuitive 3star rating system with varying level objectives Distinctive gameplay that revolves around zerogravity navigation Choose between mouse or controlleractivated gameplay Support for achievements statistics and leaderboardsFull Controller Support,70.0
1382659200,"[8, 31]",19940,Pac-Man and the Ghostly Adventures,"[6, 9, 12, 37, 41]",Missing,Pac is back in an allnew experience for a whole new generation of fans Featuring an original storyline inspired by the show as well as all the charming characters from the highly anticipated PACMAN and the Ghostly Adventures animated series created and produced by Avi Arad acclaimed director and,69.97664006229317
1383177600,"[4, 25, 32]",8822,Mitsurugi Kamui Hikae,"[6, 48, 49, 130]",Missing,Mitsurugi Kamui Hikae focuses on highspeed arenabased action Use lightning fast sword slashes handtohand attacks and mysterious ancient techniques to defeat wave after wave of demonic foes  Use skill points to learn new skills upgrade your abilities and take on brutal bosses Weaken your enemies with vicious wounds then sheathe your sword to finish them off with style Employ handtohand techniques to build your katana gauge then cut deep with your divine blade,66.69357347643515
1380758400,"[8, 9, 31, 32]",16765,Type: Rider,"[3, 6, 14, 39, 46, 48, 130]",Missing,TypeRider is an adventure puzzle game that brings gaming experience to a whole new daring level,66.65111632457278
1382313600,"[5, 12, 13, 15, 31]",1912,Warface,"[6, 12, 48, 49, 130]",In the near future a ruthless force known as Blackwood sweep aside people in their quest for profit and only Warface  a group of elite exarmy personnel  can stop them Fight the Blackwood threat in Coop mode or pick either side in Versus play,Join a five soldier team and take the fight to Blackwood across the globe Your team will have to master each classs special abilities in order to come out victorious Missions and location are renewed on a daily basis and can be played on each difficulty Regular Skilled or Hardcore,63.19578726171535
1381968000,"[10, 13, 14]",63468,Snow Moto Racing 3D,[37],Missing,Snow Moto Racing 3D brings you a winter wonderland full of action and intense snowmobile riding,63.0
1383004800,"[5, 8, 31, 33]",6869,Regular Show: Mordecai and Rigby in 8-Bit Land,[37],Missing,Regular Show Mordecai and Rigby in 8Bit Land has players help Mordecai and Rigby use their best skills and unique abilities to traverse the various challenges to escape their favorite video games and get home,63.0
1380758400,"[13, 15]",69425,Pandemic: The Board Game,"[6, 34, 39, 49, 130]",Missing,A digital translation of the popular board game As skilled members of a diseasefighting team you must keep four deadly diseases at bay while discovering their cures Travel the world treat infections and find cures You must work as a team to succeed The clock is ticking as outbreaks and epidemics fuel the spreading plagues Can you find all four cures in time The fate of humanity is in your hands,61.13560829183328
1382400000,"[8, 9, 12, 31, 32, 33]",10279,Ethan: Meteor Hunter,"[6, 9, 46, 49, 130]",Missing,Ethan Meteor Hunter mixes puzzles and platformers core action mechanics to a new level with an innovative telekinetic mechanic Ethan can pause time and move objects around in order to solve puzzles and get though levels with dynamic use of physics giving multiple gameplay and solving possibilities  In Ethan Meteor Hunter players assume the role of Ethan an adventurous rodent searching for the meteor fragments through more than 50 levels in 3 worlds  The game is easy to play but hard to master weve made the game thinking of gamers who just want to have a nice 20 minutes play after daywork and of the hardcore ones of you who want to get all of the fragments extra hard challenges and secret bonuses Speedrunners should also be very pleased,60.0
1381449600,[8],23423,Moshi Monsters: Katsuma Unleashed,[37],Missing,Missing,53.0
1382054400,"[8, 31]",2607,Sonic Lost World,"[6, 37, 41]",Missing,When the Deadly Six threaten to destroy his world Sonics new moves  powerups are the only way to defeat them before its too late  This is the first out of the three titles of Sega and Nintendos exclusive collaboration the others being Mario  Sonic at the Sochi 2014 Olympic Winter Games and Sonic Boom Rise of LyricSonic Boom Shattered Crystal,51.00342486283968
1380844800,"[8, 12, 13, 15, 31, 32, 33]",13153,Knock-knock,"[3, 6, 14, 34, 39, 46, 48, 49, 74, 130]",Missing,There is an unusual cabin deep in the woods It had served as a laboratory and a dwelling for three generations of Lodgers But as of late the latest Lodger has been noticing weird changes in familiar surroundings things are missing noises and rattle heard Something odd is coming out of the woods,50.09014192602589
1382400000,[31],47966,LEGO Marvel Super Heroes: Universe in Peril,"[20, 34, 37, 39, 46]",Missing,LEGO Marvel Super Heroes offers an original storyline in which Nick Fury calls upon Iron Man the Hulk Thor SpiderMan Wolverine and other heroes spanning the Marvel Universe to save Earth from such threats as the vengeance of Loki and the hunger of Galactus Devourer of the Worlds LEGO and Marvel fans will enjoy classic LEGO video game adventure and humor while playing as their favorite Marvel characters Battle the forces of evil with a myriad of powers like superstrength flight and invisibility at your disposal 45 actionpacked missions range across the breadth of the Marvel Universe Use fastpace combat and activate Super Moves like Hulks Thunder Clap and Iron Mans Arc Reactor Complete challenges and earn awesome rewards Get super powered assistance from tag team partners or take full control of them in Free Play Enjoy the game with Touchscreen functionality,50.0
1382400000,[25],19967,Teenage Mutant Ninja Turtles,"[5, 12, 37]",One night while the four Turtles are on the rooftops of New York they are ambushed by Foot Soldiers Later they find out  with the help of April  the Foot Soldiers have built a Mutagen bomb to mutate the entire New York city After the brothers have defused the bomb the Turtles get a call from Aprils cell phone which has been hijacked by Shredder He has kidnapped April and demands that the Turtles bring him Splinter,Teenage Mutant Ninja Turtles is a 2013 video game published by Activision and developed by Magic Pockets based on the 2012 Teenage Mutant Ninja Turtles TV series It was the first video game to be based on the Nickelodeon show featuring several villains from the shows first season The digital versions of the game alongside other Teenage Mutant Ninja Turtles games published by Activision were pulled from all digital storefronts in January 2017 as they chose not to renew the license  The Nintendo 3DS version was later bundled on a single cartridge with Teenage Mutant Ninja Turtles Danger of the Ooze and was released as Teenage Mutant Ninja Turtles Master Splinters Training Pack on November 3 2015 by Abstraction Games,47.0
1381968000,"[12, 13, 31]",6808,Hometown Story,"[37, 39]",Missing,Originally announced as Project Happiness HomeTown Story is a simulation game from Harvest Moon creator Yasuhiro Wada about a shopkeeper taking over their grandmothers shop,40.0
1382054400,"[8, 31]",21902,Sonic Lost World,[37],Missing,Dr Eggman is at it again The dastardly doctor has outdone himself this time harnessing the power of menacing creatures known as the Deadly Six But when they rise up against their master Sonic and Dr Eggman must put their rivalry to one side and work together in Sonic Lost World on Nintendo 3DS,39.4276529007098
1382659200,"[4, 13, 31]",21566,Beyblade: Evolution,[37],Missing,Developed to take advantage of the unique capabilities of the Nintendo 3DS BEYBLADE Evolution lets players launch their ingame BEYBLADE using the gyro and motion sensors and manipulating the viewing angle with the Augmented Reality camera for precise control and adjustment  Players engage in realtime multiplayer battles or follow the Story Mode campaign unlocking new parts and information to finetune their tops in the Bey Factory Expected to spin into retail this fall the game will be available in two versions a standalone Nintendo 3DS edition and in collaboration with Hasbro a collectors edition which includes an exclusive sixpiece BEYBLADE Wing Pegasus 90WF toy previously unavailable outside of Japan,17.0
