first_release_date,id,name,platforms,genres,summary,storyline,rating
1268870400,269792,Kawaii Koinu DS 3,[20],Missing,Missing,Missing,Missing
1269043200,269778,The Guardian Legend: Secret Edition,[18],[5],Missing,Missing,Missing
1268870400,269680,Crayon Shin-chan: Obaka Dainin Den - Susume! Kasukabe Ninja Tai!,[20],Missing,Missing,Missing,Missing
1269302400,228092,How to Train Your Dragon,[20],"[12, 31]",Challenge your friends to become the ultimate Viking hero Create your dragon with countless ways to customize their looks and abilities Complete challenges to increase speed power fire and more,Missing,Missing
1269907200,209988,Jig-a-Pix Wonderful World,[20],Missing,In Jigapix Wonderful World jigsaw puzzle fans take on the addictive challenge of solving 80 landscape puzzles created from picturesque and iconic images sampled from around the world Puzzles images included in the game come from eight different regions as well as eight different sizes making piecing images together more and more challenging as familiarity with regions fade and the dimensions of puzzles change Players can solve the puzzles alone or with a friend via a wireless connection and for those needing an occasional break from jigsaw play there are three additional minigames included in the game Finally DSi owners can take the game to a whole new level as they are able to snap photos and create their own personalized jigsaw puzzles out of the imported images,Missing,Missing
1267488000,209987,Jig-a-Pix Pets,[20],Missing,Can you be the first to complete the puzzle in Jigapix Pets Solve one of the 40 unlocked puzzles or unlock 40 additional ones in Time Challenge mode Challenge a friend in a headtohead race to be the first to complete a jigsaw puzzle Take a photo using the camera in your Nintendo DSi system and create your own unique puzzle to expand the fun Jigapix Pets features 80 images of some of your favorite furry and cuddly creatures like cats dogs rabbits horses and more,Missing,Missing
1268870400,130481,Hakuoki DS,[20],[34],Port of Hakuoki for the Nintendo DS,The Bakumatsu period a gap between the past splendour of the Shogunate era and the modern glamor of the Meiji period is one of the most violent and intriguing places to start a romance  Chizuru Yukimura has set off for Kyoto to find her missing father but accidentally gets herself wrapped up in the intrigues of the Shinsengumi a group of warriors who defends the fading powers of the shogunate  The men in Shinsengumi are not merely fighting Emperor Meijis forces and the strange demons they are also hiding a terrible secret They are hiding something among them,Missing
1269475200,98666,Vitamin Z Revolution,"[37, 38]",[34],Full on the box art title Vitamin Z Revolution New Supplement Boys goes over,The scene takes place five years after the original Kitamori Manami is assigned the F class in 3rd year the socalled Class Z which also has its lot of problem children,Missing
1268352000,85379,Simply Sudoku,[159],Missing,Have fun with a quick game of Sudoku with Simply Sudoku,Missing,Missing
1268352000,85370,Simply Mahjong,[159],Missing,Simply Mahjong gives you exactly what you want pure mahjong on your Nintendo DSi system,Missing,Missing
