first_release_date,id,name,platforms,genres,summary,storyline,rating
1227571200,272095,Syberia,[20],Missing,Missing,Missing,Missing
1225843200,272093,Akagawa Jirou Mystery: Tsuki no Hikari - Shizumeru Kane no Satsujin,[20],[31],Missing,Missing,Missing
1227052800,269749,Cosmopolitan,[20],Missing,Missing,Missing,Missing
1226966400,269667,Bolt: Be-Awesome Edition,[20],Missing,In Bolt players take on the heroic personas of the TV star dog Bolt and his owner Penny from the highaction television series featured within the film As Bolt players can use his superpowers including laser vision and his superbark which sends out a sonic blast to devastate opponents and as Penny players utilize stealth hacking skills and a wheelbar inspired by her scooter seen in the movie to outwit enemies The Nintendo DS version of the game will include competitive and coop multiplayer mini games as well as DGamer Disney Interactive Studios innovative new technology that provides a fun connected game community for Disney video game fans Star as Bolt and Penny in over 30 actionpacked missions Fire up Bolts super powers to defeat enemies Fly into action with Pennys wheel bar  The BeAwesome edition comes with 5 bonus missions,Missing,Missing
1225929600,269581,Koisuru Purin! Koi ha Daibouken! Dr. Kanmi no Yabou!?,[20],Missing,Missing,Missing,Missing
1226188800,269541,Addy: Do You Speak English,[20],Missing,Train your English Developed by educators over eight years  Features Approximately 2000 playful activities Interactive lexicon with voice output Motivating and personalized coaching,Missing,Missing
1227052800,268390,Real Stories: Veterinaire,"[5, 20]",Missing,This Wiigame in 3D offers a perfect and realistic simulation of the No 1 job of most children Veterinarian The player can handle over 30 different cases of animal patients that correspond to reality in a veterinary practice and have been developed by specialists in the field A variety of different animal species needs medical attention and the player must use all the techniques of a good veterinarian such as talking to the owners analysis and diagnosis treatment surgery control to heal the little darlings Realistic diagnosis and treatment instruments are used and as the experience grows the player can even earn diplomas and distinctions in addition to the great satisfaction of his patients The game offers three different levels of difficulty plus a knowledge quiz with 150 questions The game is using the Wiis own controller Wiimote and Nunchuck And allows a realistic immersion in the veterinarian world the player can actively handle or operate animals even in multiplayer where two players can perform a complex treatment together,Missing,Missing
1227225600,268186,Kid Paddle: Lost in the Game,"[5, 20]",Missing,Kid Paddle Lost in the Game is a 3D platform game inspired by Midams comic strip Kid Paddle Kid Paddle and his friends go play games at the City Game Arcade but things turn sour when they become trapped inside the game and Kid Paddles friends are being held captive by the evil blorks Kid Paddle must journey through four different worlds to save his friends by activating switches jumping on platforms and fighting many different blorks Its also possible to play as Little Barbarian and save the princess in two of the games six worlds,Missing,Missing
1226620800,268069,1000 Bornes: Coups-Fourres et Courses Folles!,[20],Missing,Discover the famous card game 1000 Bornes on DS updated with some new features The title features a classic mode with the same rules as the original but also a special mode with delightful minigames to counter your opponents attacks using the stylus and microphone A single cartridge holds up to six players,Missing,Missing
1227744000,262971,Higurashi no Naku Koro ni Kizuna: Kageboushi-hen,[20],[34],An extra arc and the third in the Advanced Story saga partially adapted from the mangaexclusive arc Onisarashi developed for Higurashi no Naku Koro ni Kizuna Volume II Sou,Missing,Missing
1227744000,262970,Higurashi no Naku Koro ni Kizuna: Alternative Hirukowashi-hen,[20],[34],An alternative version of Hirukowashihen originally included in Higurashi When They Cry Kai which contains several changes namely the addition and removal of certain characters and the removal of references to plot details not yet revealed in the Kizuna series,Missing,Missing
1227744000,262961,Higurashi no Naku Koro ni Kizuna: Meakashi-hen,[20],[34],A port of the remade version of the first arc of Higurashi When They Cry Kai,Missing,Missing
1227744000,262960,Higurashi no Naku Koro ni Kizuna: Himatsubushi-hen,[20],[34],A port of the remade version of the original fifth chapter of Higurashi When They Cry,Missing,Missing
1225843200,259266,Kung Fu Panda: Legendary Warriors,[20],[31],Get ready to unleash your inner Kung Fu master with this exciting new adventure featuring Po and the Furious Five Using the stylus you can harness your skills and battle against the evil Tai Lung,Missing,Missing
1227830400,256219,Peppa Pig: The Game,[20],"[9, 31]",Join in Peppa and Georges favourite games and activities Play as either Peppa or George to complete 11 highly enjoyable games and activities including Car Wash Kite Flying Pancake Flipping Hide and Seek and Colouringin,Missing,Missing
1226966400,248137,Need for Speed: Undercover,[20],[10],Missing,Missing,Missing
1226620800,242376,Deal or No Deal: The Banker is Back!,[20],Missing,The DS port of Deal or No Deal The Banker is Back,Missing,Missing
1226966400,222926,Bolt,[20],"[8, 31]",In Disneys Bolt players take on the heroic personas of the TV star dog Bolt and his owner Penny from the highaction television series featured within the film,Missing,Missing
1226880000,220601,Shiseido Beauty Solution Kaihatsu Center Kanshuu: Project Beauty,[20],Missing,Shiseido Beauty Solution Kaihatsu Center Kanshuu Project Beauty is a game developed and published by Sega for the Nintendo DS released only in Japan,Missing,Missing
1226534400,193365,Rayman Raving Rabbids TV Party,[20],"[9, 33]",Rayman Raving Rabbids TV Party DS is the Nintendo DS version of Rayman Raving Rabbids TV Party the third instalment of the Rayman Raving Rabbids series In the same vein as Rayman Raving Rabbids 2 for the handheld the game centres around minigames almost entirely,Missing,Missing
