first_release_date,id,name,platforms,genres,summary,storyline,rating
1038355200,248457,Big Mutha Truckers,[20],Missing,Missing,Missing,Missing
1038441600,176087,The Legend of Zelda: Ocarina of Time + The Legend of Zelda: Ocarina of Time - Master Quest: Two-game Bonus Disc!,[21],[31],A special bonus disc that contained the both the original Ocarina of Time and the previously unreleased Master Quest This disc was given out in limited quantities with preorders of The Wind Waker Additionally it was sold packaged with The Wind Waker in some regions,Missing,Missing
1036972800,92812,Pro Rally,[21],[10],Pro Rally 2002 or simply Pro Rally on the GameCube is a video game of the racing genre released in 2002 by Ubisoft The game contains 20 licensed cars including Toyota Corolla WRC Audi Quattro and 48 courses The game is a sequel to the 2001 game Pro Rally 2001,Missing,Missing
1037577600,19090,Haven: Call of the King,"[8, 11, 21]","[5, 8, 9, 10, 31]",The King Athellion has left his homeworld to fight in an intergalactic crusade He left behind a huge bell  The Golden Voice  for his people to call him should they ever be in danger During his absence however the evil Lord Vetch invades the planet and enslaves Athellions people by infecting them with a deadly virus A virus that requires a constant treatment with an antidote called catana As the only one controlling the catanasupport Lord Vetch was easily able to force everyone to work for him In order to prevent Athelions return he has hidden The Golden Voice and soon it was forgotten along with the kings promise Forgotten until Haven one of the slaves starts having dreams about a hill and a bell dreams whose meaning he does not understand When the news of the Havens dreams reach Lord Vetch he orders to murder him Haven manages to escape and eventually learns about the real meaning of his dreams and is determined to find The Golden Voice and put an end to Lord Vetch reign  Haven is a fastpaced actionpacked platformer but it also incorporates elements of several other genres Haven can pick up many different weapons and parts of the game play more like a ShootEm Up than a platformer There are also several vehicles to control ranging from speedboats and jetcars to gliders spaceships and jetpacks Despite all these action elements there are also some slower paced levels which put more emphasize on puzzlesolving and exploration  Havens conceptual artwork was done by Rodney Matthews a fairly wellknown English scififantasy artist which is evident in Havens surrealistic bizarre design,The game begins with Vetch voiced by Steve Tarlow receiving a transmission from his lieutenant Overlord Jason Gregory who tells him a slave named Haven has been dreaming about the Golden Voice Rather than kill Haven Vetch decides to watch him hoping to turn the situation to his own advantage Meanwhile in Virescent Village on the planet Ferra Haven Jake RosewallGallagher is completing his latest invention a mechanical bird named Talon Upon finishing Haven heads to work in the mines However upon entering he sees his friend Chess Regan Kerwan being questioned by a guard The guard tries to shoot Haven but misses and causes the mine to collapse knocking out Haven  He awakens under the treatment of Dr Spong Andrew Silber who tells him Chess hasnt been seen since the collapse Setting out to find her he eventually reaches Darkwater Castle home of Overlord who contacts Vetch to tell him Haven has infiltrated the castle as they planned Haven watches Overlord interrogate Chess about Havens dreams She refuses to tell him anything and Haven intervenes killing Overlord and freeing Chess They escape and Chess says that while in detention she heard Overlord mention a wise old slave on the Isle of Heroes Haven decides he must speak to this slave  Haven heads to the Isle of Heroes and meets the Wise Man Terry Bertram He tells him of his dreams of a golden bell on top of a mountain and the Wise Man tells him the legend of Athellion and the Golden Voice Vetch and Athellion were enemies for many years and Vetch was determined to conquer Athellions city Aurias However he was unable to even approach the city as its light would blind him When Athellion left for the war he left behind the Golden Bell but Vetch bribed a council member named Dasis to infect the people of Aurias with a virus for which he controlled the only antidote Making the people of Aurias his slaves he sealed off the Mount of Sighs on which resides the Golden Voice Over time even the location of the Mount of Sighs has been forgotten However the Wise Man tells Haven when Vetch first came to Aurias the people hid many artifacts inside a volcano named Mount Firash and speculates there may be something there which can point the way to the Mount  Haven heads to Firash and locates a map identifying the location of the Mount on the planet Auria However as he escapes Firash he is captured and placed in the Sylex a space station prison He flees in an escape pod and lands on Exarco a planet populated by lizardlike humanoids He soon meets brothers Chill Dale Stump and Will Aubrey Hodges They tell him they will give him a ship if he helps them protect their eggs from giant insectoidlike creatures Haven does so however the insect queen attacks the local village Haven defeats her and Chill and Will present him with the ship Sunsurfer He then heads to Auria  He makes it to the Golden Voice reading a warning stating that once the bell is rung the person who rings it must wait there for Athellions return He rings it but immediately Chess contacts him telling him she is stranded without any antidote He reluctantly leaves returning to Ferra and rescuing Chess She tells him she was using a device she found in Overlords castle to try to find the antidote refinery so as to free the slaves Haven attaches the device to the Sunsurfer navigation computer and they head to the refinery on the planet Ferven  They pump the antidote into a waiting transport ship and the duo escape However Chess reveals she has been working with Vetch all along who appears on the bridge and congratulates her on her deception Vetch tells Haven that Chess is one of his spies deployed throughout his slave colonies to keep watch for anyone speaking of the Golden Voice Vetch explains he had Chess call Haven away from the Mount of Sighs immediately after ringing the bell because the legend says that if the person who rings the bell does not remain on the Mount until Athellions return Athellion must return to wherever that person is  thus Vetch plans to wait until Athellion appears to Haven and then kill him With no more use for Chess Vetch decides she can die with Haven At this moment Athellion arrives telling Vetch he will surrender if Haven and Chess are spared Vetch agrees imprisoning them and bringing Athellion back to the Mount of Sighs  Haven escapes but is unable to free Chess and so sets out in pursuit of Vetch alone promising to return for Chess He returns to the Mount of Sighs where he hears Vetch tell Athellion that he will kill Haven and Chess once Athellion is dead He then kills Athellion Haven confronts him but Vetch defeats him However the power of the Mount of Sighs keeps Haven alive As such Vetch ties Haven to a rock pointing out you cant live forever and leaves him alone on the planet The game ends on this cliffhanger,Missing
1037577600,15739,Island Xtreme Stunts,"[6, 8, 21, 24]","[14, 31]",Island Xtreme Stunts is a mixture of different genres in a single game The player explores a LEGObased environment in an open world format ride a skateboard drive fly and pilot a range of vehicles all whilst performing stunts and tricks while taking on the bad guy Brickster The player is cast as Pepper Roni a lead stuntman in a big movie production set on LEGO Island  Even though the player is free to go wherever he wants there is a story behind the game divided over 25 missions All the missions are stuntbased Running around the world in 3rdperson view the controls are pretty basic and do not offer the trick combinations of other stunttrickbased games It is easy to pick up and play even for the younger players without worrying too much about what button combination will do what trick Instead the player can focus on the missions by only having to complete basic tricks with a few button presses,Pepper Roni has been cast as the lead in an action movie being filmed on Lego Island appropriately titled Xtreme Stunts and the Brickster who had somehow made it back to Lego Island has been released from jail after he claimed to have reformed and is now playing a part of the film After performing a motorbike jump through a large poster as a publicity stunt he is then taken to the first scene where he performs a highspeed freeway car chase after the Brickster who has been ironically cast as the main villain of the film Upon completion Pepper is given free roam of Lego Island allowing him to explore and complete side missions as he continues the film in other locations throughout the island As the player makes more progress in missions it becomes more and more apparent that the Brickster has plans of his own and later he kidnaps the Infomaniac and reveals his tower that his BricksterBots have built and has made a supercomputer that will disassemble the entire world Pepper naturally comes to the rescue while the host tries to shut down the supercomputer He once again outwits and imprisons the Brickster while the supercomputer was instead reprogrammed to disassemble the tower allowing the film to be completed and released on schedule which the player is able to view upon completion of the game In the end Pepper has access to all areas of the island allowing him to redo scenes of the movie and different tasks  The game also gives a bit more canon eg explaining why the Legondos broke up,Missing
1036972800,5998,Rally Fusion: Race of Champions,"[8, 11, 21]",[10],Rally Fusion Race of Champions is a racing game that lets you compete in the Race of Champions and the Nations Cup  The Race of Champions is a single event where you race head to head with identical cars on parallel courses The Nations cup is an offroad cup where up to eight teams race it out in a knockout competition Each mode can be raced in three difficulty levels of which the harder two must be unlocked first by finishing the easier class Each difficulty comes with different cars and adjustments to the tracks Besides these two main modes the game also comes with duel rally circuit rally cross driving hill climb elimination and followtheleader game modes Tracks from all over the world are included as well as 30 professional worldclass drivers from the featured events,Missing,Missing
1037491200,1105,Metroid Prime,[21],"[5, 8, 9, 31]",A 3D explorationfocused metroidvania with firstperson shooting mechanics and the first 3D entry in the Metroid series Metroid Prime follows Samus Aran after the events of Metroid 1986 as she boards a Space Pirate frigate then chases her escaping archrival Ridley into the intricately structured Tallon IV a planet full of deadly wildlife and former home to the advanced and ancient Chozo race,Missing,92.85500762125922
1036886400,4157,Sonic Mega Collection,"[6, 8, 11, 21]","[8, 9]",Sonic Mega Collection is a video game compilation developed by Sonic Team and published by Sega in 2002 for the GameCube The compilation contains twelve to fourteen games depending on region originally released on the Sega Genesis Ten of the included games are installments of the Sonic the Hedgehog series while the remaining two to four games are only related to the series through its publisher Sega  According to the director Yojiro Ogawa the purpose of the compilation was to introduce younger players to the original games in the Sonic series The games are played through a Genesis emulator developed by Sonic Team themselves Outside of the games the compilation includes Sonicthemed videos and illustrations as well as highresolution scans of the instruction manuals and Sonic the Hedgehog comic covers,Missing,88.8263686205464
1037491200,1104,Metroid Fusion,"[24, 37, 41]","[5, 8, 9, 31]",The famed Metroid series makes its return on the Game Boy Advance with Metroid Fusion After Samus exploits in the Super Nintendo classic Super Metroid the intergalactic bounty hunter becomes infected with a parasitic life form known only as X Samus is rescued and revived by Metroid DNA only after undergoing some major changes in her body and suit resulting in a drastic change in her appearance and a new ability to absorb and assimilate the abilities of the X virus Experience a new and enthralling chapter in the Metroid series and relive the timeless gameplay and exploration that made the series a legend,The game begins with Samus Aran acting as a bodyguard for the Biologics research team on planet SR388 Eventually a Hornoad confronts them and is killed by Samus However a globular yellow organism an X emerges from the Hornoad as it is destroyed and enters Samuss body Feeling no initial effects Samus continues escorting the researchers and completes the assignment On the way back to the laboratory however Samus loses consciousness and her gunship crashes into an asteroid belt The ships emergency systems automatically ejected Samus escape pod saving her from the crash but her gunship is completely destroyed Samus is quickly attended to by a medical crew who discover that the creature that entered her body on SR388 was actually a parasitic organism that they soon named X  Samus Infected 2 Samus infected by the X Parasites The organic components of Samuss Power Suit had become so integrated with her system that it could not be removed while she was unconscious Large portions of her infected suit had to be surgically removed dramatically altering its appearance However the X in Samuss central nervous system were too embedded to be removed safely Samuss chances of survival were lower than one percent Metroids are the only known predator of the X however since Samus destroyed all the Metroids on SR388 in a previous mission the X were able to multiply unchecked Seeing this as the key to curing her doctors proposed using a Metroid cell from Samus dead Baby Metroid to make an antiX vaccine Apparently the Federation had managed to preserve a cell culture from the Baby that saved Samus while she was on Zebes a second time The serum was prepared and injected without delay completely eradicating the X There were however two side effects Samus could no longer be hurt by normal X and could even absorb them to replenish health and ammunition but she also inherited the Metroids vulnerability to cold  Upon recovering Samus is sent to investigate an explosion on the Biologic Space Laboratories research station where the specimens from SR388 and the infected pieces of her Power Suit are being held Once she arrives at the station Samus immediately heads to the Quarantine Bay where she encounters and kills a Hornoad that has been infected by an X parasite Samus speaks with her new gunships computer whom she has named Adam as it reminds her of a former CO and learns that the specimens brought back by the field team have become infected by the X The computer also reveals that the X can use the DNA of its prey to create a perfect copy meaning any organic life on the station may also be infected  SAX 1 The SAX As she continues to explore the station Samus discovers that the X have used the infected portions of her Power Suit to create a copy of Samus herself dubbed the SAX or Samus AranX Since the SAX arose from Samuss fullyupgraded Power Suit it has all of her poweredup abilities as evidenced by it using a Power Bomb to escape the Quarantine Bay By exploding the bomb the SAX also destroyed the capsules holding the X specimens releasing them all into the station Well into her investigation of the station Samus stumbles upon the facilitys Restricted Lab Here she finds dozens of infant Metroids and several more Metroids in various stages of maturity all in stasis these were the results of a cloning project of which Samus was not previously aware Shortly after Samus discovers them the SAX attempts to destroy its predators but its plan backfires the Metroids break free and the emergency failsafes are activated as a result Samus barely escapes before the lab locks down completely and is jettisoned from the station exploding over SR388 After the incident at the Restricted Lab Samus speaks with her ships computer who is angry about the discovery and subsequent destruction of the Metroids The computer explains that the Federation had been secretly working on a Metroid breeding program for peaceful applications The computer reveals that the stations SRX environment a replica of the SR388 ecosystem was ideal for raising Alpha Gamma Zeta and even Omega Metroids The research uncovered techniques for rapid growth allowing an infant grow into an Omega Metroid in mere days Unfortunately the SAX had been tracking Samus down and followed her to the labs location Much to Samuss surprise the computer also mentions that the SAX has been reproducing asexually and there are no fewer than 10 aboard the station  Later the computer tells Samus that she has caused enough damage and instructs her to leave the rest of the investigation to the Federation Apparently the Federation has taken an interest in the X and SAX and believe that this lifeform has endless applications Samus having seen the SAXs destructive capabilities firsthand is strongly against this She is convinced that the X will overwhelm the Federation troops as soon as they land absorbing their powers and knowledge in the process If this happens they could easily spread throughout the galaxy and galactic civilization will end  As an alternative Samus decides to activate the stations selfdestruct mechanism in order to destroy the X risking her own life in the process However her ships computer has locked Samus in a Navigation Room as the Federation has ordered it to keep her confined until their arrival Desperate Samus yells at the computer Dont let them do this Cant you see what will happen Adam Puzzled at the use of the name the computer inquires as to who this Adam was Samus reveals that he had been her previous commanding officer and had died saving her life Apparently moved by Samuss revelation the computer agrees with the plan and suggests that if Samus were to alter the stations orbit then she might be able to include the planet in the explosion thus ensuring the destruction of the X on planet SR388 as well as those on the station At this point Samus realizes that her ships computer truly is Adam Malkovich whose personality had been uploaded to a computer prior to his death  Samus hurries to the Operations Room where she is confronted by an SAX She manages to defeat it but its CoreX escapes before she can absorb it Ignoring its escape Samus initiates the selfdestruct sequence and hurries back to her ship However she finds the docking bay in ruins and her ship gone Before she can react to the situation an Omega Metroid appears apparently having escaped from the Restricted Lab before its destruction and grown to full size in record time Samus possesses no weapon capable of damaging the Metroid and a single swipe of its claw reduces her energy reserves to one unit As the Omega Metroid prepares to finish her off the SAX returns and attacks the Metroid with its Ice Beam injuring it However it was greatly weakened from its fight with Samus and is quickly defeated by the Metroid This time the CoreX hovers over Samus allowing her to absorb it and obtain the Unnamed Suit as well as the Ice Beam and restoring her genetic condition to its prevaccine state Using her regained abilities Samus fights and kills the Omega Metroid after a fierce struggle After the battle Samuss ship reenters the bay having been piloted by the computer Adam and the same Etecoons and Dachoras she saved on the previous mission to Zebes and later on the Habitation Deck  As Samus leaves the station it is shown crashing into SR388 destroying both the station and the planet ridding the universe of the X forever  Reflecting on her actions Samus doubts people will understand why she destroyed the X nor will they realize the danger that was barely averted Samus believes she will be held responsible for defying the Federation but Adam comforts her telling her Do not worry One of them will understand One of them must A final reflection Samus goes on to say we are all bound by our experiences They are the limits of our consciousness But in the end the human soul will ever reach for the truth This is what Adam taught me,83.7913052900337
1037059200,910,Tom Clancy's Splinter Cell,"[6, 8, 11, 14, 21]","[5, 24]",Infiltrate terrorists positions acquire critical intelligence by any means necessary execute with extreme prejudice and exit without a trace  You are Sam Fisher a highly trained secret operative of the NSAs secret arm Third Echelon The world balance is in your hands as cyber terrorism and international tensions are about to explode into WWIII,In April 2004 the President of Georgia is assassinated allowing Georgian billionaire Kombayn Nikoladze to seize power with a bloodless coup détat In August 2004 former US Navy SEAL officer and Gulf War veteran Sam Fisher is recruited by the National Security Agency to work within its newly formed division Third Echelon Working with his old friend Irving Lambert Fisher is introduced to technical expert Anna Grim Grimsdóttír and field runner Vernon Wilkes Jr  In October 2004 Fisher is dispatched to Tbilisi Georgia to investigate the disappearance of two CIA officers Fisher attempts to meet an informant Thomas Gurgenidze only to find him dying in a burning building Gurgenidze warns that one agents transmission mentioned proof that could cause a war Finding the agents corpses in a police morgue Fisher learns that a former Spetsnaz agent Vyacheslav Grinko removed their subdermal tracking implants Tracking Grinkos license plate number using CCTV Third Echelon tracks him to the Georgian Ministry of Defense  Fisher arrives at the Ministry and records a meeting between Grinko and Canadian hacker Phillip Masse through which he learns that Nikoladze is conducting an illegal operation in Azerbaijan Fisher hacks Nikoladzes computer and learns Nikoladze has been waging an ethnic cleansing campaign across Azerbaijan by deploying Georgian commandos In retaliation NATO forces enter Azerbaijan prompting Nikoladze to go underground  Third Echelon learns that Georgian soldiers stationed on a Caspian oil rig have been exchanging data with the Georgian Presidential Palace Fisher infiltrates the rig during the middle of a NATO airstrike to apprehend a local technician Lejava and retrieve his laptop containing the rigs computer data After interrogating the technician Fisher learns that the data contains a file on The Ark Fisher recovers his laptop and encryption key and extracts  Examining Lejavas laptop Grim reveals that the intel could have come from a CIA mole Lambert then reveals that North America has just been hit by a massive cyber warfare attack directed primarily against military targets In a broadcast Nikoladze claims responsibility for the attack and officially declares war on the United States and its allies Fisher infiltrates the CIA headquarters and accesses the CIA computer mainframe allowing Grim to trace the data leak to the computer of Mitchell Dougherty Captured for interrogation Dougherty claims ignorance of the leak but the NSA learns that his obsessivecompulsive disorder caused him to back up data on an insecure laptop which was exploited by a network owned by Kalinatek Inc  Georgiahired mafiosos attempt to remove all traces of Nikoladze from the Kalinatek offices by destroying the building and murdering the staff Intercepting a 911 call from a technician named Ivan Fisher is deployed to the building and retrieves Ivans encryption key while the FBI rescues Ivan Fisher extracts with the help of Wilkes who is mortally wounded in the process and later dies Using the encryption key the NSA discovers Nikoladze has been using a network of unconventional relays to communicate with Georgian military cells The NSA traces the full relay network to the Chinese Embassy in Yangon Myanmar Worried Chinese support could cause World War III Fisher sneaks into the embassy and eavesdrops on a conversation between Nikoladze and General Kong Feirong and learns they are working together  Fisher learns that captured US Army soldiers and highranking Chinese officials are in a local slaughterhouse so he delays interrogating Feirong to save the hostages who are scheduled to be executed on a live broadcast Fisher meets with a Chinese official among the hostages and learns that Feirong is part of a rogue collective not backed by the Chinese government Fisher is detected and in a firefight Fisher kills Grinko Returning to the embassy Fisher grabs a drunken Feirong before he can commit suicide and forces him to share the information stored on his computer the information reveals Nikoladze has fled back to Georgia where he is trying to activate a suitcase nuke known as The Ark  Infiltrating the Georgian Presidential Palace containing Nikoladze and new de facto Georgian president Varlam Cristavi Fisher attempts to recover the key to the Ark which has been placed somewhere in the United States Fisher corners Nikoladze who bargains to give the Ark key in exchange for safe passage out of Georgia before Fisher can recover it Cristavi soldiers take Nikoladze and the Ark key elsewhere About to be executed Fisher escapes when Lambert causes a brief blackout Discovering Nikoladze is offering the Arks location for protection Fisher assassinates Nikoladze Discovering the Ark the US Army evacuates an apartment complex in Hope Gate Maryland on claims of a gas leak and secretly recovers the Ark  Despite World War III being averted Nikoladzes corpse sparks international backlash due to the suspicious circumstances around his death Watching the Presidential broadcast on the crisis Fisher then receives a secure phone call from Lambert for another assignment  from Wikipediaorg,83.07563144213368
