first_release_date,id,name,platforms,genres,summary,storyline,rating
1129334400,248553,"SpongeBob SquarePants: Lights, Camera, Pants!",[20],Missing,Missing,Missing,Missing
1130112000,248549,The Incredibles: Rise of the Underminer,[20],Missing,Missing,Missing,Missing
1128988800,230478,SSX on Tour,[21],[14],As an addition to the Nintendo GameCube version of the game Mario Luigi and Princess Peach were added as playable characters along with a new race track called Nintendo Village,Missing,Missing
1129593600,228909,Scooby-Doo! Unmasked,[20],Missing,Missing,Missing,Missing
1130112000,225246,The Sims 2,"[8, 11, 21]","[12, 13, 15, 31]",The console versions of The Sims 2 featured local splitscreen multiplayer a story mode and an option to control game characters directly as opposed to queuing options as is traditional Sims gameplay In this videogame you cannot have children nor age but you are only adults excluding elders even though you can get married You must earn aspiration points to unlock rewards by filling up your goals which will also be needed to complete story mode Story mode is a sequence of multiple levels along with developed storylines which each character asks you to fulfill wants that pertain to their story There is also a sandbox mode where you can live in a preset family or build your own,There are 12 different locations that Sims may travel to across Pleasantview Strangetown and Melbourne throughout the course of the game In order to unlock a new location the player must complete Golden Wants basically a Want that is a mission,Missing
1128556800,219115,Extra Mario Bros.,[18],[8],A Super Mario Bros romhack inspired by and incorporating elements from Metroid,Missing,Missing
1128988800,194232,Marvel Nemesis: Rise of the Imperfects,[20],[4],Marvel Nemesis Rise of the Imperfects pits fierce Marvel superheroes against each other in a 3D fighting game You can assume control of heroes such as the Punisher SpiderMan and Captain America and duel with them in interactive and destructible environments A new team of superheroes called the Imperfects joins the mayhem You can play in singleplayer story mode to unlock collectible awards or you can play against other gamers in multiplayer modes,Missing,Missing
1130112000,192906,The Sims 2,[20],"[13, 15, 31]",The Sims 2 for Nintendo DS is the first DS game of The Sims 2 Like the many of the console games it takes place in Strangetown with some of the same faces The aim of the game is to improve the hotel by adding extensions furnishing rooms completing goals rescue guests or help them find missing objects and keeping the hotel clean,Missing,Missing
1129161600,122996,Londonian Gothics: Meikyuu no Lolita,[20],"[12, 31]",Alices father has been kidnapped by creatures of the night and it is unknown whether hes alive or dead You as Alice insist on following down into the labyrinth via a hole in the basement to find and rescue him Your lolita dresses contain the powers needed to protect you from the dangers that lurk within,Missing,Missing
1130198400,84634,Mini RC Rally,[20],[10],Burn minirubber with the worlds smallest car championship Challenge up to 4 drivers while racing on 1 of 12 challenging tracks Camera angles include 3rd person and drive by view Race through streets mini golf courses parks as you test your driving skills against other drivers,Missing,Missing
