first_release_date,id,name,platforms,summary,genres,storyline,rating
1459555200,241673,The Cowlitz Gamers Adventure,[18],A game made for the NES in 2016 Developer Łukasz Kur and musician Robi put together the game in aid of the 2016 Cowlitz Gamers for Kids Expo an event organised by popular retro gaming YouTuber John Hancock plus friends Chelsea Beck and Jonathan Rose  The Cowlitz Gamers Adventure casts you in the role of youngster Justice as he delves into some mysterious caves in search of gold Following the format of classic 8bit singlescreen platformers your goal is seemingly simple collect all the gold before the time runs out  Naturally accomplishing this goal is anything but simple as there are scores of obstacles and dangerous creatures just waiting to make Justices life miserable With no way to fight back Justice will have to avoid these various perils on his quest if he wants to survive long enough to spend all his shinies  In classic 8bit platformer style all of the obstacles in your path run on strict set patterns When you start a new level take a moment to watch how everything moves in relation to one another and youll soon be able to spot an opportunity to get through safely Even the most seemingly impenetrable obstacles have a safe path through  but thinking of a plan is just half the battle Then you have to execute it of course,Missing,Missing,Missing
1459987200,145064,Raishi Konpeki no Shou,"[37, 46]",Missing,"[15, 16, 24]",Missing,Missing
1461801600,127264,Ash,[37],Ash is a classic turnbased RPG featuring a massive fullyrealized world with lush visuals and a wonderfully compelling story  These are strange days for Aghaus By order of the Magistrate the Royal Guard is to assemble for deployment in two days time It has been years since I last left the capital and further still that I can remember such a command being issued But what need is there for a Royal Guard when no King sits upon the throne Though my oath binds me to his service the Magistrate is not my liege He rules in the absence of a rightful heir  My men await their orders they too are uneasy It is for their sake that I stay my tongue and place my faith in the Almighty that my fears are unfounded  Tomorrow we make for the East,[12],Missing,Missing
1461715200,116527,ACA Neo Geo: Baseball Stars 2,"[6, 48, 49, 130]",Baseball Stars 2 is a sports game released by SNK in 1992 Get the full experience with intense graphics and passionate announcers Time to see some exciting baseball Use the Powerbat to send the ball flying for an amazing home run The AutoFielding system allows for even beginners to enjoy the intense gameplay,"[14, 33]",Missing,Missing
1461801600,105121,Touhou Soujinengi V: The Genius of Sappheiros,"[6, 46, 48, 130]",Touhou Soujinengi The Genius of Sappheiros is a fanmade Touhou Project game and a traditional turnbased RPG released at Comiket 78 heavily influenced by traditional console roleplaying games such as the SaGa Series Despite being an RPG it follows a traditional Touhou stagebased format with each stage being its own dungeon The game is made using the Unity game engine  An updated version was announced for the PlayStation Vita version under the name of Touhou Soujinengi V as part of Play Doujin,"[12, 32]",Its a normal day in Gensokyo when Reimu Hakurei notices a strange fog rolling in All across Gensokyo residents witness this fog weakening and killing a great many lesser youkai At the behest of Yukari Yakumo she joins forces with Marisa Kirisame Sanae Kochiya and Aya Shameimaru to investigate the fogs appearance,Missing
1461283200,99541,Arcade Archives: Gradius II,"[48, 130]",Arcade Archives Gradius II is a port of the shooting game Gradius II Players will control the super dimension fighter Vic Viper in order to protect planet Gradius from the Gofer special forces This is the best title from the Gradius series and a title of fame in the shooting game history having won multiple awards,"[5, 33]",Missing,Missing
1461110400,96371,Zotrix: Solar Division,"[3, 6, 14, 130]",The battle against Zotrix aliens is getting closer to your door step  Every space station in the network is in danger and Solar Division command needs your help to setup proper strategy for the defense This primarily strategy game blends game mechanics between tower defense and real time strategy with hybrid elements such as patrolling ships navigation towers You are trusted this important task before whole network is taken to the edge of the unknown,"[11, 13, 15, 32, 33]",Missing,Missing
1461801600,84896,Sssnakes,[37],Sssnakes is a new twist on the classic snake video game It is an upgrade for modern times without giving up its essence,[33],Missing,Missing
1459555200,60405,Yo-kai Sangokushi,[37],A crossover between the Yokai Watch and Romance of the Three Kingdoms series,[15],Missing,Missing
1459987200,58694,Doll Fashion Atelier,[37],Choose a doll from 5 different themes Pretty Gothic Victorian Princess or Antique and dress it up in stunning clothing pieces,"[9, 13, 15]",Missing,Missing
1461196800,58667,Dan McFox: Head Hunter,[37],Inspired by the kids board game Guess Who this game sees you racing to pick out the right faces in a crowd,"[9, 15, 33, 35]",Missing,Missing
1459555200,55868,Preston Sterling and the Legend of Excalibur,"[39, 41, 130]",A point and click adventure,"[2, 9, 31]",Missing,Missing
1461196800,34134,Epic Clicker Journey,"[3, 6, 14, 130]",Experience your epic journey Discover 20 mysterious lands and face the monsters living out there Show that you are persistent traveler and held your adventure even in the toughest conditions,"[12, 13, 31, 32]",Missing,Missing
1461196800,33741,Witch & Hero,"[6, 130]",Witch  Hero is an 8bit style action game You play as a hero accompanied by a witch taking on the evil Medusa whom has destroyed many villages and towns with the monsters that stand before her  Medusa turned the witch into stone so she is no longer able to move So its up to the hero to defeat the monsters and collect their blood in order to recover the witch for a limited duration The witchs destructive magic easily destroys monsters but you will have to rely on the heros will power primarily He is able to try and try again but the witch cannot thus the hero must protect her,"[12, 31, 32]",Missing,Missing
1461801600,27015,EVE: Burst Error R,"[6, 46, 130]",A Bizarre Serial Murder Mystery Theres A Serial Killer Close By A Prohibited Psychothriller The MultiSight System Reveals Surprising Truth  In this game there are two heroes Kojiroh and Marina who are each called to solve their own cases This game allows you to switch characters at any time to solve the mysteries these heroes encounter This MultiSight Adventure allows you to view whats happening behindthescenes from the other characters perspective bump into each other and sometimes even help each other out Together they come closer and closer to the shocking truth through their combined actions and skills of deduction  This is a remake based on the Sega Saturn version of the game,"[31, 34]",Missing,Missing
1461801600,24420,SteamWorld Heist: The Outsider,"[3, 6, 14, 37, 46, 48]",SteamWorld Heist The Outsider is the games first DLC pack Captain Piper stumbles upon a new ally with a past shrouded in mystery Dive into the action with new playable character and take on new missions with brandnew weapons gear and a shipload of hats  All new content blends seamlessly into the game Aside from starting afresh you can pick up earlier save files and discover who the outsider is pretty much immediately,"[12, 15, 16, 31, 32]",Missing,Missing
1459987200,12644,Brothers Conflict: Precious Baby,"[46, 130]",Brothers Conflict Precious Baby is a Japanese otome visual novel It is described as a simulation game about dangerous love between siblings Precious Baby is a port of the first two games in the Brothers Conflict series Passion Pink and Brilliant Blue As such Precious Baby is the first game in the Brothers Conflict franchise to allow the player to romance every character in the series,"[13, 31, 34]",Missing,Missing
1460505600,33992,Wand Wars,"[3, 6, 14, 48, 49, 130]",Ride brooms cast spells and transform your enemies into chickens in this intense magical sport,"[4, 5, 14, 32, 33]",Missing,90.0
1461024000,8288,The Banner Saga 2,"[6, 14, 34, 39, 48, 49, 130]",The award winning and BAFTA nominated saga continues in The Banner Saga 2 Continue your journey soon after the climactic events of The Banner Saga The choices you made in the first game will affect who is alive and who is dead in this exciting sequel,"[12, 13, 15, 24, 31, 32]",Missing,88.56858854120757
1461801600,18221,Kirby: Planet Robobot,[37],Harness the power of a mysterious mech to stop ruthless invaders from mechanizing Kirbys home world Smash through tough obstacles lift heavy objects with ease and scan enemies to shapeshift into new Modes with powerful abilities in this supercharged actionplatformer  Thats rightKirbys Robobot Armor can shapeshift into different modes by scanning enemies to copy their moveslike the new Jet Mode Not to mention Kirby can copy abilities the oldfashioned way tooby inhaling them After saving the world team up with three friends to defeat foes in Team Kirby Clash an RPGstyled 4player brawl where you choose from varied roles and level them up,"[8, 31]",Missing,88.07737260892779
1461715200,80731,Picross e7,[37],The 7th game in the Picross e series with a Navigation Feature,[9],Missing,87.0
1460592000,58676,Super Strike Beach Volleyball,[37],Train your character to become the best in Campaign Mode,"[14, 33]",Missing,83.0
1461024000,33398,The Men of Yoshiwara: Ohgiya,"[6, 34, 39, 130]",The Men of Yoshiwara Ohgiya is a romance game for women with the famous Yoshiwara pleasure districts as the setting  but with the roles of men and women reversed,"[31, 34]",Deep in the center of an island lies the Yoshiwara pleasure district Never does its beauty nor bustling activity wane in the slightest Full of doubt and wonder which courtesan will you have chosen by the end of a seemingly endless night,80.0
1460419200,33397,Pub Encounter,"[6, 130]",Pub Encounter is a romance game where you can fall in love with one of several middleaged men,[31],Missing,80.0
1459814400,33222,Project Starship,"[6, 48, 49, 130, 167, 169]",Project Starship is an arcade bullethell with random mechanics No match will ever be the same Who will you be Garret or Gwen Will you save the world from the mighty cthulhu,"[5, 32, 33]",Missing,80.0
1460592000,33076,Roll'd,"[3, 6, 14, 130]",Enter the world of Rolld where rolling comes in at a new degree,"[10, 32, 33]",Missing,80.0
1459641600,31799,New York Mysteries: The Lantern of Souls,"[6, 14, 130]",As a journalist Laura James is again brought in to investigate a strange murder What starts as a routine investigation quickly takes a dark turn  New York Mysteries The Lantern of Souls is an adventurous hidden object game with puzzles and minigames It tells about dangerous and mysterious investigation of a brave journalist Laura James,"[9, 31]",Missing,80.0
1461196800,20402,Demon's Crystals,"[3, 6, 14, 48, 49, 130]",Demons Crystals is a frenetic twin stick shooter where you guide the Urican demons through countless hazards in order to restore peace to the world A variety of weapons and powerups will help you defeat the massive enemy hordes The Urican have always been at the top of the food pyramid but one day three mysterious beings arrived causing the once peaceful inhabitants of the world to become aggressive and destructive Now these astral demons must fight to survive,"[4, 5, 32, 33]",Missing,80.0
1459728000,14360,1979 Revolution: Black Friday,"[6, 14, 34, 39, 48, 49, 130]",1979 Revolution the actionadventure game immerses players into the gritty euphoric streets of revolution  where the choices you make may betray you Set in the actual events of 1979 Iran  1979 Revolutions story is told through the main character Reza a young photojournalist in Tehran during the electrifying early days of the revolution in 1978 Without political or religious motivation Reza begins his heart of darkness journey into social upheaval Surrounded by a group of impassioned key figures involved in overthrowing the regime  Rezas engagement becomes a high stakes chess match of decision making  whereby everything is at risk,"[31, 32]",1979 Revolutions story is told through the main character Reza a young photojournalist in Tehran during the electrifying early days of the revolution in 1978 Without political or religious motivation Reza begins his heart of darkness journey into social upheaval Surrounded by a group of impassioned key figures involved in overthrowing the regime  Rezas engagement becomes a high stakes chess match of decision making  whereby everything is at risk,78.67661266946412
