first_release_date,genres,id,name,platforms,storyline,summary,rating
1136851200,[31],202110,Nicktoons Unite!,[20],The game opens with SpongeBob discovering that Plankton is taking over Bikini Bottom with gigantic vacuum machines Goddard exits a portal behind SpongeBobs house and displays a message to him from Jimmy Neutron Following Goddard through the portal he meets Jimmy Neutron Timmy Turner and Danny Phantom in Jimmys lab Jimmy coats SpongeBob with selfregenerating moisture to keep him from dehydrating Jimmy explains that his latest invention the Universe Portal Machine has been copied by Professor Calamitous whom has formed a Syndicate with Plankton Vlad Plasmius and Denzel Crocker and are already stealing energy from their worlds  The heroes attempt to teleport into Casper High but arrive in Vlads castle where he reveals that his ghost portal is siphoning energy from the Ghost Zone and has captured Dannys parents Vlad knocks the group out and imprisons them in the Ghost Zone Prison Befriending the Box Ghost the heroes escape after defeating Walker Danny leads the heroes to the Fenton Works ghost portal and meet Sam Manson and Tucker Foley Upon returning to the castle the gang destroy the portals generators Danny possesses his father and uses his Ghost Gauntlets to pummel Vlad but ends up escaping The heroes then travel to Bikini Bottom using Jimmys air gum to breathe underwater Sandy Cheeks sends them to Jellyfish Fields to meet Patrick Star but is sucked into a jellyfishcapturing harvester After destroying the harvesters the group find themselves on the Flying Dutchmans ship Danny persuades him to let them go in exchange for bringing back his old crewmates Upon arriving at the Chum Bucket they free Patrick and the jellyfish On the roof they battle Plankton piloting a gigantic robotic crab to rescue Mr Krabs and learn that the villains have been extracting energy to power a Doomsday Machine  In Dimmsdale the heroes infiltrate and shut down the power to Crockers golden fortress They then head to Fairy World where they encounter Jorgen von Strangle free the fairies and defeat Crocker piloting an exosuit at The Big Wand The group then return to Jimmys lab and meet Cindy Vortex Jimmy then realizes that Calamitous has planted a fleabot in Goddard to spy on him The heroes use Jimmys shrink ray to shrink down to enter Goddard defeat the fleabot and hack it to locate Calamitous lair The heroes defeat the Syndicate and SpongeBob unplugs the Doomsday Machine With Calamitous in prison Jimmy gives the heroes each a Neutronic Recaller in case of a future incident and they part ways,For the first time ever a true collaboration of popular Nickelodeon heroes and villains come together and cross over into multiple Nickelodeon cartoon environments interacting with each other and working together to solve puzzles in this ultimate Nick gaming adventure Playable characters from the most popular Nickelodeon shows include SpongeBob SquarePants The Fairly OddParents team Rocket Power Jimmy Neutron and Tak Nicktoons also marks the videogame debut of new Nickelodeon properties Danny Phantom and Rugrats All Grown Up,Missing
1137628800,[9],72713,Chameleon: To Dye For!,"[20, 38, 48]",Missing,Psychedelic Art Puzzle In this world you can expand your territory by changing the color to match the around colors like a Chameleon Simple play variety of rules and attractive charactersYou should be addicted by Chameleon,Missing
1138147200,"[8, 31]",48342,Castlevania: Blood Moon,[18],Missing,A major overhaul hack of the original Castlevania game by Redrum,Missing
1137628800,"[11, 12, 15]",20522,LostMagic,[20],Missing,LostMagic is an action RPG set in a mysterious realm where monsters wield unimaginable power and the fate of the universe is held together by seven magical wands As a wizard in this realm the player will use the stylus to unleash magic spells and command numerous monster squads in magical battles,Missing
1137542400,[14],5937,MVP 06: NCAA Baseball,"[6, 8, 11, 21, 38]",Missing,The makers of the highestrated and topselling baseball game of the past three years have created a completely new baseball experience MVP 06 NCAA Baseball Inspired by the spirit and emotion of collegiate athletics MVP 06 NCAA Baseball is the firstever college baseball game changing the way baseball video games are played with the allnew Load and Fire Batting system With the aid of the right analog stick and allnew swing types take complete control of your swing  protect the plate with the mentality of a contact hitter or take aim at the cheap seats by swinging like a slugger Featuring the top universities and conferences battle your way to Omaha and enjoy the game like a kid again with MVP 06 NCAA Baseball,Missing
1136851200,"[8, 31]",4001,Mega Man X Collection,"[8, 21]",Missing,Mega Man X Collection contains the first six games in the Mega Man X series Mega Man X and Mega Man X2 are based on their appearances on the SNES Mega Man X3 also originally on the SNES is based on its 32bit update for the PlayStation Sega Saturn and PC The remaining three games are based on their PlayStation renditions All the games now use save files including the first few titles that originally necessitated a password for continuation though upon loading save data the player is still greeted with the old fullyfunctional password entry screen complete with the correct password to access the saved game Mega Man Battle  Chase is a game that is unlocked after completing the first three games It is a classic series kartracing game previously unreleased in North America Mega Man X Collection also contains unlockable artwork and music,82.39543901799186
1138233600,[4],20530,Bleach: The Blade of Fate,[20],Missing,Just as the highlyanticipated second season launches youll get to experience the Soul Reaper fighting action of Bleach with up to three of your friends simultaneously Bleach follows the life of a 15yearold boy who is able to see spirits and discovers he has supernatural powers Playing as one of your favorite 28 characters from the series you will master their special attacks Bankai transformations and Zanpakuto as you battle a wide variety of opponents in a twisting storyline filled with surprises,69.957677331979
1137110400,[9],22572,Bust-a-Move DS,[20],Missing,BustAMove DS brings all of the bubble bursting puzzle fun onto the Nintendo DS This time Bub and Bob return to center stage as they fling bubbles from the bottom screen to the top in an attempt to match 3 bubbles causing them to pop With a multiplayer mode allowing 5 people to play via the Nintendo DS wireless link this BustAMove will prove to be the ultimate battle party game,66.0
1137628800,"[5, 31]",20456,Resident Evil: Deadly Silence,[20],On July 24 1998 when a series of bizarre murders occur on the outskirts of the Midwestern town of Raccoon City the Raccoon City Police Departments STARS team are assigned to investigate After contact with Bravo Team is lost Alpha Team is sent to investigate their disappearance Alpha Team locates Bravo Teams crashed helicopter and land at the site where they are suddenly attacked by a pack of monstrous dogs killing one of the teams members After Alpha Teams helicopter pilot Brad Vickers panics and takes off alone the remaining members of the team Chris Redfield Jill Valentine Albert Wesker and Barry Burton are forced to seek refuge in a nearby abandoned mansion It soon becomes very clear that it isnt just any mansion but a hellish place where the undead walk the corridors and other horrors are lurking in the darkness waiting to eat some heads,Resident Evil Deadly Silence is an enhanced version of the original Resident Evil for the Nintendo DS It was made to commemorate the tenth anniversary of the series The key difference with the original game is the use of the dual screen and touch sensitive formats among many gameplay additions A primary map is displayed on the second screen providing extra help in finding the important areas of the mansion The lower touch screen can be used to open locks or in a special 1st person perspective addition fight off various versions of the evil dead The game also includes wireless LAN support for up to four players with two different multiplayer game modes,62.86297309929402
1137888000,[12],20495,Tao's Adventure: Curse of the Demon Seal,[20],Missing,Take on the role of Tao a young magical student trying to master the Magical Arts One day the Demon Seal from a faraway Monster Tower cracked and let loose hoards of ferocious ancient monsters In Taos village the village of the Bente Island an extremely powerful monster curses the townspeople including Taos family turning them all into stone Tao must find a way to master the art of magic repair the Demon Seal destroy the curse and save his family In order to break the curse Tao must find the monster egg of the ancient monster that cursed his family Straitser With that egg he can return to the village and the last remaining elders can break the evil curse although if Tao does not return by the next full moon the curse will never be broken,23.0
