first_release_date,genres,id,name,platforms,storyline,summary,rating
1676160000,"[8, 31]",275300,Super Mario World Redone,[19],Mario is having a vacation in Dinosaur Land when he learns that Princess Peach Toadstool has been kidnapped by the evil King Koopa Bowser When Mario starts searching for her he finds a giant egg with a dinosaur named Yoshi hatching out of it Yoshi tells Mario that his fellow dinosaurs have been imprisoned in eggs by Bowsers underlings The intrepid plumber has to travel to their castles rescue the dinosaurs and eventually face King Koopa himself forcing him to release the princess,Super Mario World Redone is a hack that aims to create much nicer visuals for the original Super Mario World while adding some new features secrets and an all new encore mode The game also includes new custom music lots of bugfixes for the original game and even Luigi  As a bonus there are four new levels for you to find and they are very well hidden Can you find them,Missing
1675814400,"[8, 31]",270363,"Castlevania: Sora, Donald & Neku in Dawn of Sorrow",[20],Missing,Missing,Missing
1675641600,Missing,270289,Monster Hunter Rise: DLC Pack 9,[130],Missing,Missing,Missing
1676160000,[8],269719,Super Mario World: Bowser's Kaizo Conspiracy,[19],Bowser has stolen the wands of the 7 Guardians of Order He seeks to use them to turn the Mushroom Kingdom into a glitchedout Kaizo wasteland At least he didnt kidnap the princess,Missing,Missing
1675296000,"[10, 33]",264118,Kart Crazy Race Simulator Game,[130],Missing,Fast and dynamic kart races if you are craving it and looking for it Kart Crazy Race Simulator will not make you bored,Missing
1676678400,[33],252807,Fruit Shinobi,[18],Missing,Fruit Shinobi is an unofficial demake of Fruit Ninja for the NES,Missing
1676505600,[4],252642,Dragon Ball: The Breakers - Season 2,"[6, 48, 49, 130]",Missing,Caught in by an unexpected temporal phenomenon seven ordinary citizens find themselves stranded in a Temporal Seam they share their imprisonment with the Raider a menacing enemy from another timeline with an overwhelming power  As a new Raider is reported roaming the Temporal Seams 2 capsules can be seen in the sky landing with a crash A group of Saibamen roams the fields ready to ambush the survivors After some time escaping these green creatures a powerful Saiyan takes the lead in the chase,Missing
1675728000,[31],252382,Monster Hunter Rise: Title Update 4,"[6, 130]",Missing,Born in a world of ice the lord of the tundra returns to freeze all in its path once more The Elder Dragon Velkhana  Risen Crimson Glow Valstrax a host of endgame additions and more arrive in Free Title Update 4,Missing
1675296000,[8],250088,The Magical Lands,[4],Missing,The Magical Lands is a cross between a reimagining and a sequel to the original Mario 64 Visit new and familiar places meet new friends face new foes and save Peachs castle from Bowsers clutches,Missing
1675814400,[10],248303,Mario Kart 64: Hooting Time,[4],Missing,Newest Additions  Console compatible Feather item in battle Red shell auto aim option in race Choco Mountain night Itembox Style option etc Main Features  4 player Grand Prix 11 Custom characters CPUs have all items much more,Missing
1676505600,"[13, 30]",247695,Pinball FX: My Little Pony Pinball,"[49, 130, 169]",Missing,Visit Twilight Sparkle and her friends as they begin preparations for the largest party Equestria has ever seen Play everyponys mane mode to start the Wizard Mode and lock balls into the Tree of Harmony for a spectacular 6ball multiball,Missing
1675900800,"[12, 15, 31]",246079,Raging Bytes,"[6, 34, 39, 48, 49, 130, 167, 169]",A police officer Ben awakens in hospital after an accident to find the city overrun by zombies What in the world is going on here Can the government be relied on Do any other survivors remain Ben stumbles upon a doctor named Barbra while struggling through zombieinfested streets Together they make their way to Bens police station but only more horror awaits them,Raging Bytes is a storydriven zombie RPG full of drama and pixels Survive the raging bytes With difficulty levels for all kinds of players dive into this postapocalyptic world and face zombies in turnbased battles,Missing
1677196800,"[12, 16]",243868,Octopath Traveler II: Steelbook Edition,"[48, 130, 167]",Missing,Missing,Missing
1677024000,"[9, 14, 31, 32]",241076,Arcade Party,"[6, 130]",Missing,It is a fun 4player party game that supports online coop,Missing
1677542400,Missing,240403,Urban Flow: Streets Supplement,[130],Missing,Introducing 5 new vehicles to the streets of Urban Flow each one unique and with its own style  Get ready to add some variety to your gameplay with this new addition youll have a wider range of vehicles to guide making traffic control and city navigation more fun and thrilling than ever before,Missing
1677456000,Missing,239935,Pokémon Scarlet: The Hidden Treasure of Area Zero,[130],Missing,A twopart story expansion for Pokémon Scarlet,Missing
1677456000,Missing,239934,Pokémon Violet: The Hidden Treasure of Area Zero,[130],Missing,A twopart story expansion for Pokémon Violet,Missing
1677110400,"[31, 33]",239497,Dino Puzzler World,[130],Missing,Dino Puzzler World is an awesome interesting and family friendly puzzle game for every Dino Maniac,Missing
1677196800,"[8, 31, 33]",239494,Swords & Bones: Extended Edition,[130],Missing,This bundle includes the Spooky Skin DLC,Missing
1677196800,"[7, 8, 31, 33]",239493,She Wants Me Dead: Extended Edition,[130],Missing,Along the base game you also get access to 2 DLC artbook and soundtrack,Missing
1676851200,"[8, 10, 31, 33]",239481,Little Kong: Jungle Fun - Premium Edition,[130],Missing,This bundle includes 2 DLC the Pink Fur and the Red and Blue Fur,Missing
1676851200,"[31, 33]",239480,Draw and Color: Kawaii - Definitive Edition,[130],Missing,This bundle lets you try out the new whiteboard set and drawings,Missing
1677110400,"[13, 31, 34]",239448,Tale of the Fallen Onmyoji,[130],Missing,A visual novel game in which the protagonist a member of a fallen Onmyoji family finds his path and happiness by breaking the curse spread in the town with a kiss to the heroines,Missing
1677110400,[35],239412,Catan: Console Edition Deluxe,"[49, 130, 169]",Missing,Acquire resources master new strategies and build your settlements across a board that comes to life Challenge friends in your living room or play against smart  dynamic AI to become the winning Catanian then take these skills online with full crossplay compatibility Take your challenge to the next level with the Deluxe edition which includes 5 previous Catan World Championship board layouts,Missing
1677196800,[33],239410,Arcade Archives: Don Doko Don,"[48, 130]",Missing,Lose yourself in a comical action adventure,Missing
1677110400,"[13, 31, 32, 33]",239406,Arcade Paradise: R.O.G.E.R.,[130],Missing,Strap yourself in and prepare to enter the danger zone You are Rocket and Ordinance Guidance and Evasion Robot 20 Or ROGER for short  your mission To survive waves of deadly missiles and push your aerial evasive abilities to the limit,Missing
1677110400,"[31, 32, 33]",239404,Arcade Paradise: Coin-Op Pack 2,[130],Missing,Level up your arcade with the CoinOp Pack 2 Featuring three BRAND NEW cabinets to put in your arcade with new daily challenges and arcade games to keep your customers pumping quarters  Includes the ROGER Penguin Push and Summer of Sports DLC,Missing
1677110400,"[13, 31, 32, 33]",239403,Arcade Paradise: Penguin Push,[130],Missing,Waddle and hop your way around your enemies utilising power blocks and platforms to flip the script on the invaders and stop them in their tracks just be careful of stray birds cold waters and angry walruses that havent been disposed of  theres no fury like a walrus scorned,Missing
1677110400,"[13, 31, 32, 33]",239402,Arcade Paradise: Summer of Sports,[130],Missing,On your marks get set go Compete in the Summer of Sports to become the most decorated athlete in the arcade Break and set new records in this button mashing and joystick waggling classic,Missing
1677024000,[31],239278,No Man's Sky: Fractal,"[6, 48, 49, 130, 163, 165, 167, 169, 385, 390]",Missing,The 41 update for No Mans Sky brings a number of Quality of Life fixes and mainly PSV2 support  This update includes a great number of general VR Fixes but also includes a resizing of the players Ship garage to 12 a new Style of skimmer ship and a new Utopia Expedition,Missing
1676937600,[31],239210,Minecraft: Mega Man X,"[6, 34, 39, 48, 49, 130, 169]",Missing,Dash through the blockiest Mega Man X world charged with the original Mega Man X soundtrack and 14 classic skins from the series Use The Blue Bombers arsenal of 9 weapons to fight an army of Mavericks make your way through iconic levels and defeat epic bosses,Missing
1676505600,[13],239029,Pinball FX: Peanuts' Snoopy Pinball,"[49, 130, 169]",Missing,Join Snoopy Woodstock Charlie Brown and the rest of the Peanuts gang on their adventures Shoot that jackpot Charlie Brown Play Peanuts Snoopy Pinball,Missing
1676505600,[13],239027,Pinball FX: Marvel Pinball Collection 1,"[49, 130, 169]",Missing,Marvel Pinball Collection 1 brings the following tables   Captain America  Doctor Strange  Fantastic Four  Iron Man  SpiderMan  Blade  Wolverine  Ghost Rider  Thor  XMen  Moon Knight,Missing
1676505600,[13],239016,Pinball FX: World War Z Pinball,"[49, 130, 169]",Missing,Outlive the dead to climb the leaderboards The zombie horde forced your group to hide and you are now stuck in the overrun Central Mall Score big and roll through hordes of Zeke to help the survivors escape this forsaken place,Missing
1677283200,"[4, 5, 15, 33]",238921,Sentry Paragon,"[49, 130, 169]",Missing,In this isometric action game where enemies are coming at us in droves we are trying to defend ourselves and survive against the growing and strengthening enemies by making the right strategy and moves,Missing
1676592000,"[5, 33]",238813,CometStriker DX,"[6, 49, 130, 169]",Missing,CometStriker DX is an arcade action shooter featuring dodging strategic powerups and intense boss fights,Missing
1677196800,"[9, 33]",238796,Ink & Paper: DoodleCut,[130],Missing,Draw a line to enclose the area and doodle it Watch out for baddies who can catch you or cut your line,Missing
1677196800,"[7, 9, 33]",238715,Bit.Trip Collection,[130],Missing,Venture with CommanderVideo on incredible journey through 8bit classics Experience various game modes and controlls inspired by retro arcade games and win each level with epic beat in the background Now in a 6in1 bundle,Missing
1676505600,Missing,238710,Groove Coaster: Wai Wai Party!!!! - Vocaloid Pack 8,[130],Missing,A DLC pack for GROOVE COASTER WAI WAI PARTY that includes 10 Vocaloid songs navigators and avatars  This pncludes the following content Song Pack 10 songs  Colorful Marine Snow  Carlos Hakamada Saize P  SnowMix  marasy  EgoRock  Three  Reincarnation Apple  PinocchioP  Hare wo matsu  Orangestar  Nyanyanyanyanyanyanya  DaniwellP  Torinokocity  40mP  PaⅢSENSATION  Yunosuke  Paradichlorobenzene  GarunaOwataP  Secret  Navigator  Snow Miku SNOW MIKU 2022 with voice  Snow Miku SNOW MIKU 2023 with voice  Avatar  Snow Miku 2D SNOW MIKU 2022  Rabbit Yukine2D SNOW MIKU 2022  Snow Miku 2D SNOW MIKU 2023  Rabbit Yukine2D SNOW MIKU 2023,Missing
1676505600,"[8, 13]",238709,Z World Zombie: Death War,[130],Missing,Z World Zombie Death War is the ultimate 2D game in zombie survival Caught in the midst of an epic zombie outbreak in an unknown city your only thought is Survive In this game players are tasked with fighting off a zombie invasion and reaching the subway to escape the city,Missing
1676505600,"[9, 31, 33]",238708,Nature Puzzle,[130],Missing,Nature Puzzle is here  Play various stages Try different approaches Choose and win different puzzle stages alone or with friends,Missing
1677196800,"[9, 14, 15, 32, 33]",238549,Finger Football: Goal in One,"[6, 130]",Missing,Score in just one move in this relaxing and minimalist finger football puzzle game,Missing
1676505600,"[9, 33]",238438,Psychophonies: What Ghosts Say,[130],Missing,Do you want to escape from the ghosts Youll have to answer all their questions correctly only then will you be able to save yourself Will you be able to remember all your answers,Missing
1677110400,Missing,238437,Rumble Sus,[130],Missing,Rumble Sus is a fastpaced social deduction party game Players learn their identity at the beginning by whether or not their controller is rumbling without others knowing Once the game starts the Traitors need to find teammates and try to defeat all the Innocents without being exposed Meanwhile the Innocents need to utilize items on the map and their wit to find dubious players and defeat all the Traitors Pick up your controller and have a chaotic game full of laughter and suspicion with your friends,Missing
1677110400,"[5, 33]",238436,Warplanes Bundle,[130],Missing,Become a legend of air combat in Warplanes Bundle Two thrilling flight combat games together  Warplanes WW2 Dogfight and Warplanes WW1 Sky Aces,Missing
1676505600,"[15, 31]",238354,TerraTech: Prospector Edition,"[49, 130]",Missing,Explore build craft and battle to become the ultimate planetary prospector,Missing
1676505600,Missing,238244,Forklift Extreme: Impound Lot,[130],Missing,Play 10 brand new levels and get special operator skin Unique environment and challenges awaits,Missing
1677196800,"[8, 9, 31]",238185,Lootbox Lyfe+,"[6, 48, 49, 130, 167, 169]",Missing,Metroidvania movement gameplay with soulselling lootboxbased customization,Missing
1675555200,Missing,238171,Space Lines: A Puzzle Arcade Game - Extra Levels!,[130],Missing,Space Lines Extra Levels for even more challenge,Missing
1676505600,Missing,238140,Party Party Time: Party Harder & Party Fever Pack,[130],Missing,Party on The Party Fever Pack and Party Harder Pack are now available as a downloadable content bundle,Missing
1676505600,[32],238134,Party Party Time: Party Fever Pack,[130],Missing,The partys just getting started Enjoy 10 new minigames Get ready for Party Fever a new downloadable content pack for Party Party Time Enjoy 10 brand new minigames Invite your friends and keep the party going,Missing
1677110400,"[5, 33]",238120,Dark Dungeon Warrior,[130],Missing,Become a warrior and fight bravely to defeat the oncoming monsters,Missing
1676851200,[33],238118,Galaxy Revo 2,[130],Missing,Play as a spaceship in space full of dangers Your job is to dodge enemy spaceships and fuel up new opportunities for you The game is great for relaxing,Missing
1676505600,"[15, 33]",238110,Stack Tower,[130],Missing,Are you ready to start greatest building the biggest tower building of the city in this Stack Tower Up 3D Builder Simulator Dont Crash game,Missing
1676505600,[9],238106,Party Party Time + Special Packs,[130],Missing,A party game with simple controls anyone can enjoy Pass around the JoyCon and play with up to six players Experience a whole variety of intuitive easytoplay minigames Try to find your new favorite  Pump up the party with the Party Fever Pack and Party Harder Pack downloadable content bundle for Party Party Time,Missing
1676505600,"[5, 33]",238098,Arcade Archives: Grobda,"[48, 130]",Missing,A colosseum for laser battles,Missing
1675728000,Missing,237971,I am an Air Traffic Controller: Airport Hero Haneda - Sky Day! Variety Pack,[130],Missing,You will be able to play five special stages that have a wide variety of aircraft that were in the main game You will be able to challenge the stages and search for the best time to take pictures,Missing
1676505600,Missing,237836,Disney Dreamlight Valley: A Festival of Friendship,"[6, 48, 49, 130, 167, 169]",Missing,The Update 3 for Disney Dreamlight Valley brings Mirabel from Encanto and Olaf from Frozen to the Valley and unravels the mysteries from the Frosted Heights biome Some qualityoflife improvements and a Star Path inspired by Disneys 100th anniversary is also part of the update,Missing
1675382400,"[7, 8, 31, 33]",237768,She Wants Me Dead: Ultimate Edition,[130],Missing,Along the base game you also get access to the Artbook DLC,Missing
1675382400,"[8, 31, 33]",237759,Swords & Bones: Ultimate Edition,[130],Missing,Grab the sword and defend the Kingdom of Vestus in an adventure full of action in the spirit of classic retro games This bundle includes the Brave Skin DLC,Missing
1676505600,"[12, 13, 31]",237724,The Dwarf Kingdom: Magic World of War vs Orks and Dragon,[130],Missing,An ancient evil has awakened Are you strong enough to resist it,Missing
1675987200,"[13, 15]",237575,Pizza Tycoon,"[48, 49, 130]",Missing,The economic simulation Pizza Tycoon offers a number of hot new toppings Work your way through a challenging campaign to rise from a simple pizza baker in the streets of Rome to the owner of the worlds most successful pizza chain,Missing
