first_release_date,genres,id,name,platforms,summary,rating,storyline
1055030400,"[8, 9]",250321,Tetris Mario Bros.,[18],A Tetris themed puzzle rom hack for the original Super Mario Bros,Missing,Missing
1056067200,[5],5904,Mace Griffin: Bounty Hunter,"[6, 8, 11, 21]",Mace Griffin Bounty Hunter is a first person shooter video game developed by Warthog Games and released for the PlayStation 2 Xbox and Microsoft Windows A GameCube version was in development but was eventually cancelled,Missing,Missing
1055980800,"[5, 33]",191479,Metal Slug 3,"[5, 6, 8, 9, 11, 12, 34, 39, 46, 48, 49, 130]",Metal Slug 3 is a run and gun video game for the NeoGeo consolearcade platform created by SNK  It was released on the PlayStation 2 in Japan and Europe and on the Xbox in North America  Both of these ports feature two extra miniscenarios once you complete it Storming the UFO Mothership sets the stage in the final level puts you in control of one of three enemy soldiers  a Normal guy a Bazooka guy and a Shield guy As you plow forward a whole army of Mordens soldiers will tag along and start killing enemies along with you You can also call Sgt Allen ONeill to help clear the screen Fat Island is a two player game where each compete to eat as much food as possible,97.99008821173041,Missing
1056067200,"[15, 31]",3132,Neighbours from Hell,"[6, 11, 21]",Woody is an average man who has a happy life until his neighbor Mr Rottweiler makes his life miserable So Woody decides to take full revenge on Mr Rottweiler becoming the star of a new TV show where he performs tricks on his unsuspecting neighbour setting traps in his house such as sawing the chair banana peelssoap on the floor smeared paintings and messing with home equipment Create disarray increase ratings and win awards as you make a living hell out of the neighbours life,79.21635119412402,Woody is an average man who has a happy life until his neighbor Mr Rottweiler makes his life miserable Woody decides to take full revenge on Mr Rottweiler In the game Neighbors from Hell the player creeps around the neighbours house performing tricks upon the unsuspecting resident The player is the star of a new TV show with the same name with cameras that track every move as the player sets traps such as sawing the chair banana peelssoap on the floor smeared paintings and messing with home equipment The games objectives are to create disarray increase ratings and win awards Obstacles in the game include the watchful neighbour himself also  his guard dog and a parrot called Chilli both of whom will try to alert the Neighbour of Woodys presence
1056585600,"[8, 25]",4229,Viewtiful Joe,"[8, 21]",Joe is no ordinary man and Viewtiful Joe is no ordinary game Capcoms new superhero action game mixes funky cartoonstyle visuals with classic sidescrolling gameplay and introduces the worlds quirkiest million dollar action hero More than just any ordinary dude Joe must transform into the ultimate superhero Its up to you to activate the correct view mode like slow or zoom in in order to clobber your enemies with beautiful style You can also speed up or slow down your visual effects for even more viewtiful moves Viewtiful Joe mixes an innovative viewpoint with an amazing stuntfilled action movie universe,78.53667747178221,Missing
1056672000,[13],124007,Doubutsu no Mori e+,[21],This is the japanese only version of Animal Crossing with the addition of support to eCards for the eReader,74.0,Missing
1056067200,"[8, 25]",1700,Wario World,[21],While Wario enjoys the riches from his many adventures a mysterious black jewel in his trove transforms gems into monsters Now Wario must scramble to recover his riches in an alternate world filled with quirky puzzles swarming enemies and lots of loot As Wario youll punch kick jump grab monsters and objects and inhale surrounding coins like a vacuum cleaner You must cling to 3D balls to fight bosses find hidden areas through trap doors and bash your surroundings to uncover secrets,71.15599359078254,Missing
1056067200,[10],4183,Starsky & Hutch,"[6, 8, 11, 21]",Starsky  Hutch is an arcade racing game based on the popular TV series from the 70s released to tie in with the film The game includes 18 missions each based on an episode of the TV show and introduced by Antonio Huggy Bear Fargas There is also a free roaming mode in which the player explores the GTAesque environment looking for action and trouble  Like the film the game does not entirely play it straight Starsky  Hutch are actually shooting a TV show and the scoring for each mission reflects how ratingsfriendly your driving is You are awarded gold silver or bronze medals for each mission depending on performance and must get at least 1 gold and 2 silvers on season 1 for a second season to be commissioned and 3 golds and 2 silvers in season 2 for there to be a third for you to play through  The overall goal in each mission is usually to chase and destroy a criminals car There is always a secondary target as well In addition the player will gain viewers by hitting the bad guy pulling off elaborate jumps and skids nearly hitting civilians and hitting the bonus targets such as canisters which are strewn through the levels Hitting civilians will lose viewers,66.94561429263993,Missing
1055808000,"[8, 10, 31]",23695,Sonic Adventure DX: Director's Cut,"[6, 21]",An ancient evil lurking within the Master Emerald has been unleashed from its slumber by the devious Dr Eggman and is on the verge of becoming the ultimate monster using the 7 Chaos Emeralds Only Sonic and his friends are heroic enough to put a stop to Dr Eggman and his evil minions,66.61324630288122,Doctor Robotnik seeks a new way to defeat his longtime nemesis Sonic and conquer the world During his research he learns about an entity called Chaosa creature that thousands of years ago helped to protect the Chao and the allpowerful Master Emerald which balances the power of the seven Chaos Emeralds When a tribe of echidnas sought to steal the power of the Emeralds breaking the harmony they had with the Chao Chaos retaliated by using the Emeralds power to transform into a monstrous beast Perfect Chaos and wipe them out Before it could destroy the world Tikal a young echidna who befriended Chaos imprisoned it in the Master Emerald along with herself Eggman releases Chaos and Sonic and his friends must act against Eggmans plans and prevent the monster from becoming more powerful
1056412800,"[10, 13, 14]",5830,F1 Career Challenge,"[6, 8, 11, 21]",F1 Challenge spans four entire championship seasons and features accurate team vehicle and driver data for each,48.0,Missing
