first_release_date,id,name,platforms,summary,genres,storyline,rating
1072828800,267534,TOCA Race Driver,[11],A Europeonly rerelease of TOCA Race DriverPro Race Driver with Xbox Live features including online multiplayer,Missing,Missing,Missing
1071705600,63019,ExaSkeleton,[11],ExaSkeleton is an Action game published by Kiki which was released in Japan,"[5, 34]",Joe is a competitor in the IG1 a mechanized combat sport game One day however reality intrudes on his life and he and his friends must leave the safety of home to fight on the blasted surface of Earth His skills from the games and his Exaskeleton are the only things that can protect him now  Exaskeleton is a linear mechcombat game Each mission in the game is bookended by long talkinghead dialogue scenes between the various members of Joes party Before each mission the model of Joes as well as allies if available frame can be selected either the nimble and weak Light Frame the armored and slow Heavy Frame or the in between Middle Frame Two weapon slots are taken up by small arms either a pistol machine gun or grenades while the other two slots are taken up by more powerful weapons like missile launchers sniper riffles and Gatling guns with the most powerful only able to be equipped by a Heavy Frame Weapons have limited ammo and overheat if fired continuously Each body part of a frame is armored and after the armor on a part is destroyed any additional damage to that part will damage the frame itself until eventually the frame is destroyed,Missing
1071446400,47311,Outlaw Golf: 9 More Holes of X-Mas,[11],Slippery slopes icecovered greens frozen distractions and where else can you beatup Santa to better your score,[14],Missing,Missing
1071878400,47301,Dance Dance Revolution: Ultramix,[11],On November 18 2004 Konami Digital Entertainment of America released Dance Dance Revolution ULTRAMIX 2 on the Xbox in the United States To encourage sales they released a limited edition music CD featuring songs from the game  These exclusive music samplers are available only to those who reserve the game before its release typically at a GameStop or EB Games retail outlet1 The CD contains tracks taken directly from the game as well as unique remixes done by Konamis inhouse artists Because of Dance Dance Revolutions musical nature the music found in the game and on the CD feature a broad range of musical styles  Known to Konami as VRARE SOUNDTRACK4 USA the VRARE moniker had first been used by Konami to release similar albums in Japan to commemorate Bemani game releases there and still are to this date are In Japan the music CDs are usually bundled with a given game upon release To date Konami has released 13 VRARE discs in the US to promote various Dance Dance Revolution game releases and has released them through various video game and nonvideo game vendors such as GameStop EB Games Toys R Us and Burger King,[7],Missing,Missing
1071705600,45126,NHL Rivals 2004,[11],NHL Rivals 2004 is the first NHL title for the Xbox developed by MGS Microsoft Game Studios and the second title developed under the XSN Sports banner  the development teams first foray into hockey on console  At the time of its release the visuals in this game were its major selling point with each players face mapped onto their model ingame The game features a fully animated polygonal crowd tons of motioncaptured animations NHL licensed players teams and arenas The look and feel of the game are much different than games like EAs NHL series  This was also the first hockey game on Xbox that let players play in online tournaments and leagues over Xbox Live and XSN Sports Rosters were updated as the season went on via content downloads over Xbox Live though were only available for a limited time  Rivals 2004 features the gameplay mode of 3on3 pond hockey This pickupgame style of play is meant for those who prefer instant action and it can also be played over Xbox Live Players can connect and join in on a recreational game intended to simulate the fun pickup games that many people played as kids  The gameplay is arcadelike with fast play and quick passing via a button or in specific directions using the analog stick,[14],Missing,Missing
1071705600,24124,NBA Inside Drive 2004,[11],Realtime 3D NBA basketball simulation with online league capabilities More responsive juke controls for oneonone isolation moves Gamers can play up to 25 NBA seasons with full general management capabilities Allnew Drive Cam camera angle brings the player closer to the action For 1 or more players online gaming requires Internet connection Features 3D crowd,"[13, 14]",Missing,Missing
1070928000,6238,World Championship Pool 2004,"[6, 8, 11, 21]",Missing,[14],Missing,Missing
1072051200,6178,Street Fighter Anniversary Collection,"[8, 11]",Street Fighter Anniversary Collection includes Hyper Street Fighter II and Street Fighter III 3rd Strike Offering five different soundtracks multiple voice tracks and various different modes of play Street Fighter Anniversary Collection also contains the full US DVD version of the 1994 film Street Fighter II The Animated Movie in addition to adjustable gameplay rules,"[4, 33]",Missing,Missing
1072310400,6040,Sega GT Online,[11],Sega GT 2002 is the sequel to Wow Entertainments Racing Game Sega GT released in Japan late in 2002 as a competitor to the PlayStation 2s highly successful Gran Turismo 3 The game was originally intended to be released for the Dreamcast but when the Dreamcast was discontinued in 2001 the game was reprogrammed for the Xbox Following its initial release as a retail game it was given away on a disk with Jet Set Radio Future in speciallymarked Xbox console packages Sega released Sega GT Online for the following year with extra cars and an online facility to be used with the Xbox Live    Sega GT 2002 introduced plenty of innovative features many of which were later adopted by future games of its kind    The games cover features a Ford GT40 called a Ford GT in the game a Ford GT called a Ford GT Concept in the game and a Ford GT90,[10],Missing,Missing
1070928000,6021,Rugby League,"[6, 8, 11]",NRL Rugby League is a New Zealanddeveloped rugby sports game in the tradition of console based sports titles It features 30 licensed teams several major leagues and interantional test matches 25 realistic stadiums commentary by Andrew Voss variable weather conditions and all the action on the field you would expect from a game based on the sport including advanced moves such as offloads fend offs side steps and dummy passes You can create your own players teams and competitions with detailed statistics and you have to take injuries sin bins and send offs into account,[14],Missing,Missing
