first_release_date,id,name,platforms,summary,genres,storyline,rating
1305849600,270675,Rushing Punch,[12],Xbox Live indie game by Divider Games,Missing,Missing,Missing
1306800000,234913,Dirt 3: Colin McRae Vision Charity Pack,"[6, 9, 12]",McRae Vision Charity Pack is a DLC for DiRT 3 featuring a single car with a selection of 5 liveries Ford Escort Mk2 The vehicle is designed for the 70s Rally Class  This DLC was later included into DiRT 3 Complete Edition,[10],Missing,Missing
1306800000,117306,L.A. Noire: The Naked City,"[6, 9, 12]",The Naked City is a Vice case in LA Noire,"[15, 31]",Julia Randall a stunning fashion model with the world at her feet is found dead in her own bathtub To the Homicide squad it looks like a textbook societytypes suicide  just another glamorous life ended early by the victims own hand  but coroner Malcolm Mal Carruthers remains unconvinced It falls to detectives Cole Phelps and Roy Earle to investigate the scene and determine which of Miss Randalls vices really killed her,Missing
1304467200,91845,Bangai-O HD: Missile Fury,[12],Missing,Missing,Missing,Missing
1304985600,78332,10 Amazingly Awful Games,[12],10 Amazingly Awful Games is a compilation of 10 different games in different genres  All Your Beans Are Belong To Us In this game the player takes the role of Billy the Blob who loves to eat beans and will do anything to do so The other blobs dont want him to do so and will do anything to stop him The game is somewhat similar to PacMan where the Billy has to navigate a single screen labyrinth eating all the beans while avoiding getting hit by the other blobs To aid him Billy can release bean gas to slow down his adversaries  Desert Race This is a simple top down racing game with check points The player has to make it to the next check point before the time runs out while avoiding traffic Passing a check point or shooting cars along the way will add extra bonus time  ETMD  Earth Defence Earth is being invaded by aliens and its up to the player to stop them Aliens keep hovering down towards Earth while firing projectiles The player controls a space ship with which heshe needs to take down the aliens before they reach Earth at the bottom of the screen When Earths defenses hit 0 its game over This game supports up to 4 players  Fishy Fishy This is a side scrolling game in which the player controls a hungry fish The goal is to keep eating all the smaller fishes to constantly refill the ever draining health meter This has to be done while avoiding big fishes and other obstacles such as toxic waste barrels  Greedy Worm All the worms in the mud pile are hungry for cupcakes In this Snake variant there are two modes of gameplay If played single player the task is to survive as long as possible while eating lots of cupcakes and gaining length while avoiding the other snakes If played in multiplayer the goal is to eat the most cupcakes while trapping the other worms for extra points  Hungry Hungry Toilets What do toilets eat when they are hungry Oranges fall down from the sky and by dashing and jumping the players have to have their toilet eat more oranges than the others Its also possible to jump off of other toilets to gain extra height while at the same time stunning them The toilet which devoured the most oranges when the timer hits zero wins  Jet Pack Jack Jack must go into the evil caves of planet Zog and retrieve the stolen cargo To his aid he has his jet pack and a laser gun The player controls Jack as he makes his way through the single screen caverns using his jet pack for propulsion and his laser gun to dispose of enemies which will constantly respawn while trying to get the cargo boxes to the teleporter As the levels progress the amount of cargo which needs to be collected increases  Lame Invaders Lame Invaders have decided to take over Earth and its up to the player to use hisher starship to take out as many of the intergalactic idiots as possible before they can finalize their plans The game is a side scrolling shoot em up where the player has to take down endless waves of enemies in space while gathering bonuses  Poor Mans Video Poker This game is a simple video poker machine simulation where each bet is 1 credit The player gets dealt a hand and can choose to hold cards for a second hand If the second hand is good enough credits get paid out to the player  Revenge of the Blocks Blocks have been abused by balls and bats for far too long and are out to seek revenge Stop them before they get a change to exact revenge on you This game plays like a mix between Breakout and Space Invaders The player controls a paddle at the bottom of the screen with which a ball needs to be bounced up along the screen to break the blocks lurking at the top The difference here however is that the blocks arent docile blocks They keep slowly going down while firing at the paddle Sometimes blocks will dive down on the paddle as well The paddle on the other hand has an automatically increasing amount of balls to use against the block uprising,[10],Missing,Missing
1306368000,76003,The Avatar Legends,[12],Avatar Legends is an RPG where your avatar is the hero it features 6 player Xbox Live multiplayer and includes a full quest and map creator,[12],Missing,Missing
1304380800,51646,Lucha Fury,"[9, 12]",Lucha Fury was a 4player downloadable brawler with a Mexican wrestling motif The game has since been delisted from Xbox Live Arcade and is no longer available for purchase On January 5th 2012 Chillingo acquired the game and rereleased it as Street Wrestler for iOS devices,[25],Missing,Missing
1305763200,44559,Mortal Kombat: Kollector's Edition,"[9, 12]",The The Kollectors Edition the Mortal Kombat game SubZero and Scorpion figurines a collectible art book downloadable content that includes an exclusive Mortal Kombat Klassic costume skin and avatar costumes,[4],Missing,Missing
1304726400,43952,Bullet Soul: Tama Tamashii,[12],Missing,[5],Missing,Missing
1304380800,22945,Call of Duty: Black Ops - Escalation,"[6, 9, 12, 49]",Escalation is a downloadable content pack DLC for the 2010 game Call of Duty Black Ops It includes four new multiplayer and one new zombie map   Zoo takes place at an abandoned Soviet zoo  Convoy takes place near an abandoned convoy containing a big missile  Hotel takes place in a resort in Cuba  Stockpile takes place in a small village in Russia with one of the houses containing a stockpile of weapons  Call of the Dead the zombie map taking place in an abandoned Siberian outpost near the coast,[5],Escalation contains 5 allnew maps featuring 4 Multiplayer maps and an epic starstudded Zombies experience with new playable characters Battle it out in Hotel on the roof of a luxury hotel  casino in old Havana Convoy delivers closequarters combat near an ambushed US military convoy Zoo takes you on a wild ride in an abandoned Soviet Russian Zoo Stockpile is set in a Russian farm town housing secret WMDs For Zombies fans Call of the Dead features a cast of iconic horror film stars battling zombies on a Siberian island,Missing
