first_release_date,genres,id,name,platforms,summary,rating,storyline
1471910400,[14],243658,Madden NFL 17,"[9, 12]",Missing,Missing,Missing
1470096000,"[13, 15, 31]",234041,Prison Architect: All Day and a Night,"[12, 48, 49, 130]",All Day and a Night contains 8 new wardens 8 new prison maps and 8 new plots to expand your prison experience and bend the rules,Missing,Missing
1470096000,"[13, 15, 31, 32]",233856,Prison Architect: Xbox 360 Edition,[12],Take control of the building and running of a maximum security prison as the critically acclaimed lockemup arrives on Xbox 360 Your Design Their Fate Will you build and manage a prison to create social order where its failed in the past offering rehabilitation and peaceful coexistence amongst inmates Will your prison disregard human rights impose intentional harshness and be devoid of any notions of wellbeing and freedom The choice is yours,Missing,Missing
1471910400,Missing,229860,Deus Ex: Mankind Divided - Desperate Measures,"[6, 48, 49]",Desperate Measures is a single mission DLC for Deus Ex Mankind Divided Originally it was available only as a preorder bonus or through purchase of the dayone edition Collectors Edition or Digital Deluxe Edition of Mankind Divided Desperate Measures was later released as a free download Like other story DLCs Desperate Measures is accessed through the Jensen Stories section of the main menu  Desperate Measures focuses on exposing the mastermind behind the train bombing in Růžička Station Adam Jensen must travel to the Prague office of Tarvos Security Services to learn the truth about the bombing,Missing,Missing
1470268800,Missing,171050,One Piece: Burning Blood - Wanted 2,[49],This One Piece Burning Blood  Wanted 2 includes 4 new playable characters 6 costumes 1 customized HUD,Missing,Missing
1470096000,Missing,164840,Don't Starve: Giant Edition + Shipwrecked Expansion,[49],The complete Dont Starve experience bundle Includes Dont Starve Giant Edition the renowned uncompromising wilderness survival game and the Shipwrecked expansion pack  You play as Wilson an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home,Missing,Missing
1471910400,"[5, 12, 31]",164802,Deus Ex: Mankind Divided - Digital Deluxe Edition,"[6, 48, 49]",The year is now 2029 and the golden era of augmentations is over Mechanically augmented humans have been deemed outcasts and segregated from the rest of society Crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind  This edition includes the game itself along with all of the items listed below  Season Pass  Extra ingame Mission  Covert Agent Pack,Missing,Missing
1470096000,"[13, 31, 32]",154628,Don't Starve: Shipwrecked - Console Edition,"[48, 49]",In Dont Starve Shipwrecked Wilson finds himself stranded in a tropical archipelago He must learn to survive all over again in this new environment filled with new biomes seasons and creatures  Dont let the tropical breeze lull you into a false sense of security  the world might be different but it is still equal parts unforgiving and uncompromising You will quickly find these islands are full to the brim with things that want to kill you,Missing,Missing
1472601600,"[14, 33]",125321,8 To Glory,"[34, 39, 48, 49]",Choose your favorite rider slap on some gear and match up against the worlds best Follow the real 25th PBR Premier Series season and compete in all 27 events spanning across the US ending at the PBR World Finals in Las Vegas Campaign Mode uses real PBR event scoring to see how you stack up against the competition in events and in the season standings,Missing,Missing
1471305600,"[5, 24, 31]",91023,Hitman: Episode 4 - Bangkok,"[3, 6, 14, 48, 49]",Hitman Episode 4 Bangkok sees Agent 47 touch down in Thailand as he tracks his next target to the Himmapan luxury hotel and resort just outside of Bangkok There a worldrenowned rock band has been recording their next highly anticipated release,Missing,Missing
1472169600,Missing,75687,Tropico 5: Epic Meltdown,[49],Epic Meltdown the third DLC pack for Tropico 5 presents a slew of new exciting scenarios buildings and avatar items Nobody expects the Spanish Inquisition but El Presidente even goes so far as to invite them to save Tropicos tormented soul In Supercomputer El Presidente seeks the worlds knowledge and the answer to the mother of all questions Yet to finally convince the world of Tropicals cultural superiority once and for all TDay tasks you to make the worlds best movie to put all others ever made to shame    Epic Meltdown also comes with new atmospheric pieces of music and maps for all game modes      3 new single player scenarios with a new story and new assignments      3 new buildings for all game modes the Inquisition Supercomputer and the Fortress      3 new avatar items Inquisitors Hat Headphones and World War Helmet      3 new maps Cobao Isla del Rey and Becouya      3 new pieces of music and new dialogues with additional voice acting,Missing,Missing
1470268800,"[11, 13, 15]",53669,Stellaris: Plantoids,"[3, 6, 14, 48, 49]",Plantoids is the first Species Pack introducing a new phenotype for players with original art and animations As the title implies Plantoids will give Stellaris fans access to a plantlike species that has gained sentience and begun to spread its tendrils across the galaxy planting the roots of new civilizations on new planets,Missing,Missing
1470268800,Missing,53432,One Piece: Burning Blood - Gold Edition,[49],This amazing ONE PIECE BURNING BLOOD  Gold Edition includes the game along with all the content from the Wanted Pack 1 Wanted Pack 2 and Luffy Pack   4 new playable characters   9 alternate versions of playable characters   14 costumes   6 customized HUDs    2 bonus costumes Platinum  Golden Luffy  GEAR UP FOR THE FIGHT,Missing,Missing
1471219200,"[8, 9, 32]",52993,Typoman: Revised,"[6, 48, 49, 130]",Typoman is a 2D puzzle platformer You slip into the role of a character made of letters struggling to make your way through a dark and hostile world Despite your small stature you have a powerful gift You can use words to alter your environment But choose your words wisely They can either be a blessing or a curse,Missing,Missing
1470268800,"[12, 15, 32, 35]",32863,Talisman: Digital Edition - The Blood Moon,"[6, 14, 49]",A Pale Glow Engulfs the Land  Once in a generation the Blood Moon begins its fell cycle bathing the realm in a pallid light Compelled by its sinister presence the restless dead rise from their graves vampires hunt for unwary prey and witches engage in nocturnal rituals Worse yet the horrifying Werewolf prowls the night seeking heroes with whom to share his curse  The Blood Moon expansion adds 111 new Adventure Cards 10 new Spell Cards 1 Time Card 6 Lycanthrope Cards 3 Alternative Ending Cards 3 new characters and the Werewolf a feral creature that players manipulate against each other  Can you survive until daybreak,Missing,Missing
1472601600,"[31, 32]",32325,Battle Knights,"[3, 6, 49]",Play as the blue knight Wonder who is on a quest to unite the colored realms  Battle Knights is the kind of game your remember playing back in the days of the NES and SNES Its an easy to play yet challenging platformer The game may seem trivial with Wonder only being able to attack block and jump but rest assured that Battle Knights is not for the faint of heart  Featuring 4 game modes Story Versus Dungeon Run and Survival and unlockable content youre sure to find something that suits you,Missing,Missing
1472169600,"[13, 15]",32045,Professional Construction: The Simulation,"[6, 48, 49, 130]",Immerse yourself in the sprawling and fascinating world of road construction Experience life on the construction site like the pros and use heavy equipment and massive machinery,Missing,Missing
1472169600,"[13, 15, 32, 35]",31641,50 Years,"[6, 49]",50Years is the strategy game that you protect clan and nations,Missing,Missing
1471478400,"[8, 9, 31, 32, 33]",27604,Legend of the Skyfish,"[6, 14, 34, 39, 46, 48, 49, 74, 130]",Legend of the Skyfish is a beautiful levelbased adventure puzzler with a unique weapon and tool  a fishing pole,Missing,Missing
1470873600,"[8, 32]",23568,Momentum,"[6, 49]",Experience a new perspective with Momentum a physics based platformer Choose one of many unlockable balls and then skillfully maneuver it through 3D labyrinths Race the clock as you rotate labyrinths and use gravity to your advantage But be careful because you could easily lose control Momentums zen atmosphere contrasts with its challenging gameplay The soothing soundtrack and detailed environments combine to create a truly unique relaxing vibe,Missing,Missing
1470700800,"[5, 24]",23176,Tom Clancy's Rainbow Six Siege: Operation Skull Rain,"[6, 48, 49]",In Operation Skull Rain two BOPE Operators join Team Rainbow to pacify the Favela our new free map This third major content update aims to improve the game experience by adding countermeasures for toxic behavior a new weapon attachment several game enhancements customisation content and lots more,Missing,Missing
1470355200,"[32, 33]",22700,Disc Room,"[3, 6, 14, 49]",Disc Room is a hardcore dodgeem up brought to you by Kitty Calis Jan Willem Nijman and Doseone A utopian future filled with lethal discs requiring only reflexes and strategic use of slowmotion As more rooms are unlocked a way out might appear You dont have to die you can live Live 30 seconds and grow old  An arcade survival game with the goal of lasting 30 seconds in a room where various types of spinning bladed discs appear and bounce around your only advantage is a short duration ability to slow down time There are 5 sets of 4 stages with a bonus stage unlocked if you survive 30 seconds in all 4 The next set of stages is unlocked based on the overall points collected A total of 3 points can be collected for each normal stage by surviving 10 20 or 30 seconds  A reimagined version of the game was revealed in 2020,Missing,Missing
1471478400,[31],22505,Just Cause 3: Bavarium Sea Heist,"[6, 48, 49]",Bavarium Sea Heist is the third downloadable expansion pack for Just Cause 3  The events begin where the last mission of the Mech Land Assault left off regardless of where the basegames storyline is at the moment As with the other DLCs once downloaded it becomes unlocked after passing a few of the first storyline missions  This DLC pack takes place at sea at the Stingray Area  a set of several enormous offshore rigs where the eDEN Corporation once researched weather and electricity The research base can control lightning and its now controlled by the Black Hand who are using it for their Global change project Its up to Rico to stop them  In addition to a few missions offshore floating bases the DLC will add a weaponized jetboat and a handheld lightninggun,Missing,Missing
1472428800,"[12, 31]",22439,The Witcher 3: Wild Hunt - Game of the Year Edition,"[6, 48, 49]",Become a professional monster slayer and embark on an adventure of epic proportions Upon its release The Witcher 3 Wild Hunt became an instant classic claiming over 250 Game of the Year awards Now you can enjoy this huge over 100hour long openworld adventure along with both its storydriven expansions worth an extra 50 hours of gameplay This edition includes all additional content  new weapons armor companion outfits new game mode and side quests,98.66588476603144,In the town of White Orchard Geralt reunites with his long lost lover Yennefer She informs Geralt that Emperor Emhyr has summoned him to the city of Vizima There Emhyr tasks Geralt with finding Ciri who has been recently spotted in various locations Ciri is a Child of the Elder Blood the last heir to an ancient Elven bloodline that bestows her with the power to manipulate space and time  Geralt first follows clues that Ciri was in Velen at Crows Perch the fort of the Bloody Baron The Baron refuses to help but Geralts acquaintance sorceress Keira Metz informs him that an Elven mage Avallach was searching for Ciri Keira directs Geralt to the Crones of Crookback Bog malicious ancient spirits residing near Velen The Crones reveal that they had captured Ciri for the Wild Hunt before she escaped and that they have enslaved the Barons missing wife Anna After determining Annas fate Geralt returns to the Baron who tells him that Ciri went to Novigrad  Arriving in Novigrad Geralt discovers that the Church of the Eternal Fire a militant religious organization is purging mages in the city Rendezvousing with his former lover Triss Merigold Geralt learns that Ciri had contacted his friend Dandelion Geralt navigates Novigrads criminal underworld to rescue Dandelion and discovers that Ciri teleported to the Skellige archipelago While in Novigrad Geralt may assist Triss in liberating fugitive mages  After sailing to Skellige Geralt reunites with Yennefer who has been investigating a magical explosion linked to Ciri The pair track Ciris movements to the island of Lofoten and learn the Wild Hunt have attacked it Following clues they realise that Uma a deformed cursed creature at Crows Perch was present following Ciris escape Before leaving Skellige Geralt can help determine who will become the leader of Skellige following the kings death Yennefer chooses to sever the magical bond that draws her and Geralt together giving him the option to willingly affirm his love for her or end their relationship  The pair recover Uma to the abandoned witcher school of Kaer Morhen where Yennefer successfully removes Umas curse transforming him into Avallach He reveals that he teleported Ciri to the Isle of Mists to save her from the Lofoten attack Geralt travels to the Isle and finds Ciri in a deathlike state until she is awakened by Avallachs magic Ciri reveals that the King of the Wild Hunt Eredins homeworld is being destroyed by a plight known as the White Frost and he wants Ciris power in order to conquer the Continent Ciri and Geralt teleport to Kaer Morhen pursued by the Wild Hunt After a brief reunion with Yennefer Triss and their witcher mentor Vesemir the Hunt attacks Vesemir is killed protecting Ciri and her distress causes her to uncontrollably unleash her Elder power leading Eredin and the Hunt to retreat Geralt Yennefer Triss Ciri and their allies then hold a funeral for Vesemir  Ciri and Geralt travel to Novigrad and help Triss and Yennefer reform the Lodge of Sorceresses to aid in their fight They also learn about the Sunstone a relic that can lure Eredin out and bind him to a location On the Skelligan isle of Undvik Avallach uses the Sunstone to draw out the Hunt and their fleet Geralt Ciri their allies and the Nilfgaardian fleet battle the Hunt before Geralt faces Eredin in combat and emerges victorious As the White Frost descends on Skellige Ciri insists that she must confront it with her Elder Blood before it consumes all life on every world Ciri enters a portal and defeats the White Frost ending the threat  The ending varies depending on choices made throughout the game If Ciri is alive Geralt can retire with either Yennefer or Triss or remain a lone Witcher If Geralt helps Nilfgaard win the war and took Ciri to meet the emperor she will become Empress believing it the best way to positively affect the world if Ciri doesnt meet the Emperor Geralt fakes her death and she becomes a Witcher If Ciri dies fighting the White Frost Geralt hunts down her stolen medallion as a keepsake but is surrounded by monsters upon its discovery leaving his fate ambiguous
1472428800,"[12, 31]",119402,The Witcher 3: Wild Hunt - Complete Edition,"[6, 48, 49, 130, 167, 169]",The Witcher 3 Wild Hunt is a storydriven open world adventure set in a dark fantasy universe You are Geralt of Rivia mercenary monster slayer At your disposal is every tool of the trade razorsharp swords lethal mixtures stealthy crossbows and powerful combat magic Before you stands a wartorn monsterinfested continent you can explore at will Your current contract Tracking down the Child of Prophecy a living weapon that can alter the shape of the world The Complete Edition contains every piece of downloadable content released for the game including two massive story expansions Hearts of Stone  Blood and Wine Its the perfect opportunity to enter this world for the first time or relive the adventure  on the go,98.55645721822313,The Witcher 3 Wild Hunt concludes the story of the witcher Geralt of Rivia the series protagonist whose story to date has been covered in the previous installments Geralts new mission comes in dark times as the mysterious and otherworldly army known as the Wild Hunt invades the Northern Kingdoms leaving only blood soaked earth and fiery ruin in its wake and it seems the Witcher is the key to stopping their cataclysmic rampage
1472428800,[32],32469,Talent Not Included,"[6, 14, 49]",Set in the fantasy land of Notthatmuchfurther Talent Not Included tells the story of three actors ready for anything in order to give the performance of their life even if that means facing mechanical soldiers animals hardheaded monsters as well as rotating cylinders at their feet Break a leg youll need it ,90.0,Missing
1470355200,"[14, 32]",41620,Rocket League: Collector's Edition,"[6, 48, 49, 130]",Rocket League is futuristic SportsAction game in which players are equipped with boosterrigged vehicles that can be crashed into balls for incredible goals or epic saves across multiple highlydetailed arenas Using an advanced physics system to simulate realistic interactions Rocket League relies on mass and momentum to give players a complete sense of intuitive control in this unbelievable highoctane reimagining of association football,89.44688871150623,Missing
1472601600,"[12, 25]",32614,Titan Quest Anniversary Edition,"[6, 48, 49, 130]",For its 10 year anniversary Titan Quest will shine in new splendour This Anniversary Edition combines both Titan Quest and Titan Quest Immortal Throne in one game and has been given a massive overhaul for the ultimate ARPG experience,82.65210968603316,Missing
1470182400,"[13, 15, 32, 33]",18433,Overcooked!,"[6, 48, 49]",Overcooked is a coop cooking game for 14 players Working as a team you and your fellow chefs must prepare cook and serve up a variety of tasty orders before the baying customers storm out  Take part in an epic journey across the Onion Kingdom and tackle an increasingly challenging and bizarre gauntlet of kitchens which will push your skills of cooperation and coordination to the very limits,82.45739929037194,Missing
1470614400,"[2, 31, 32]",22397,Bear With Me,"[3, 6, 14, 48, 49, 130]",Bear With Me is an episodic noir adventure game Amber is trying to find her missing brother while being aided by her trusty teddy Ted E Bear Being haunted by nightmares Amber wakes up in the middle of the night only to find out that her brother Flint is missing She seeks help from her trusted teddy Ted E Bear a retired grumpy old detective The dynamic duo sets out to hunt for clues and interrogate all the witnesses and suspects unaware of the dangers that recently started happening to residents of Paper City The plot thickens as a mysterious red man has been seen starting fires around Paper City and looking for little miss Amber,80.38745817865511,Missing
1470096000,"[15, 16, 35]",58036,Risk Urban Assault,"[9, 48, 49]",Lead your troops to victory with Risk Urban Assault In a postapocalyptic world rally your armies and march across some of the most famous cities around the globe From Shanghai to New York be cunning and play strategically to defeat your opponents,80.0,Missing
1470960000,"[12, 15, 16, 35]",57975,Lies of Astaroth,"[6, 49]",A freetoplay card battle game,80.0,Missing
1471305600,"[2, 9, 31, 32]",26580,Sally Face,"[3, 6, 14, 48, 49, 130, 167, 169]",In this storydriven adventure game players will interact with Sals world and his nightmares The main path typically requires casual effort However there are hidden surprises to be found and bonus mysteries that may invoke a bit of headscratching for those players up to the challenge,80.0,Join the boy with blue pigtails a prosthetic face and a mysterious past on his weird adventures through high school and beyond dealing with the many oddities and hardships in his life  In the first episode Strange Neighbors Sally Face and his father move into a new apartment filled with odd tenants and an unfortunate crime scene This episode will set the stage for an even greater mystery
1470787200,"[9, 32]",26370,Abode,"[6, 49]",In Abode youll visit a Scifi noir apartment Inspired by escape the room games You will pick up inspect open repair or utilize objects or furniture in the room in order to unveil all its secrets,80.0,Missing
1470096000,"[13, 15, 35]",22445,Battleship,"[48, 49]",With a modern dynamic and interactive 3D board Battleship brings the classic franchise to a new level for a memorable experience on PS4 and Xbox One  Deploy your fleet and shoot at your opponents grid to find and destroy enemy ships before yours are sunk Enjoy the game you know and love with the Classic mode or get more tactical in a brand new way to play the Clash at Sea mode  Play with a friend locally or online or stand against the Artificial Intelligence of the game,80.0,Missing
1472515200,"[5, 31, 32, 33]",16982,Livelock,"[6, 48, 49]",Livelock is a cooperative topdown shooter where you and up to two others must work together to break the cycle of infinite war between machines As one of The Few remaining Capital Intellects you will need quick reactions and decisionmaking to overcome the chaos,80.0,Missing
1472601600,"[5, 11, 12, 32, 33]",23581,NeuroVoider,"[3, 6, 14, 46, 48, 49, 130]",NeuroVoider is a twinstick shooter RPG set in a cyber futuristic world about brains shooting around evil robots with nuclear rocket launchers Battle through the horde of vigilant robots boost your character with the smoking remains of your victims and defeat the master NeuroVoider to end this eternal war Play it coop with up to 4 friends or go alone in an adventure of hacknslash rampage with a pinch of roguelite and some permadeath,79.0,Missing
1471910400,"[5, 9, 12, 31]",9498,Deus Ex: Mankind Divided,"[3, 6, 14, 48, 49]",Deus Ex Mankind Divided directly follows the aftermath of the Aug Incident a day when mechanically augmented citizens all over the world were stripped of control over their minds and bodies resulting in the deaths of millions of innocents The year is now 2029 and the golden era of augmentations is over Mechanically augmented humans have been deemed outcasts and segregated from the rest of society Crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind,77.8611628204054,Missing
1470096000,"[9, 13, 31, 32]",7352,Abzu,"[6, 48, 49, 130]",Abzu is an exploration game where you are a lone diver in a lush ocean world The diver descends deeper and deeper into the depths where she will encounter majestic creatures discover ancient secrets and search for her true purpose Abzu roughly translates to The Ocean of Wisdom from ancient Sumerian,77.6883427519772,Missing
1471996800,"[2, 5, 9, 31, 32]",8983,Obduction,"[6, 14, 48, 49, 161, 163, 165, 385]",From Cyan the indie studio that brought you Myst and Riven comes a whole new adventure that will become your world  The new worlds of Obduction reveal their secrets only as you explore coax and consider them And as you bask in the otherworldly beauty and explore through the enigmatic landscapes remember that the choices you make will have substantial consequences This is your story now,77.56991797551466,As you walk beside the lake on a cloudy night a distant thunderclap demands your attention A curious organic artifact falls from the starry sky and inexplicably without asking permission transports you across the universe Youve been abducted from your cozy existence and added into an alien landscape with a stereotypical Kansas farmhouse a white picket fence and a rather bizarre little ghost town  well almost ghost town Adding to the oddity you discover a strangely kluged kiosk that reassuringly welcomes you to Hunrath
1471564800,"[10, 13, 14]",19405,F1 2016,"[6, 39, 48, 49]",F1 2016s new career mode spans 10 seasons and will take you deeper into the worlds most glamorous exciting and prestigious motorsport both on and off the track The lifelike recreation of the sport will be further enhanced by the addition of the sports iconic Safety Car and Virtual Safety Car which have been written from the ground up as well as the introduction of the challenging new street circuit in Baku Azerbaijan for the 2016 FORMULA 1 GRAND PRIX OF EUROPE,77.10029263063942,Missing
1470096000,"[9, 32, 33]",21623,Tricky Towers,"[3, 6, 14, 48, 49, 130]",Tricky Towers is a multiplayer physicsbased tower building game In a game of Tricky Towers you stack your bricks to create a stable tower and try to topple those of your opponents To spice it up you can cast magic to support your structure and fend off the dark spells of your rivals in this frantic physics party game,75.6377334976803,Missing
1470700800,"[13, 15, 31, 32, 33]",24881,Kingdom: New Lands,"[3, 6, 14, 39, 48, 49, 130]",Tales spread of far off isles with mysteries waiting to be discovered Rulers will need all the strength of their subjects to sail away and find new kingdoms in these New Lands  Kingdom New Lands builds upon the awardwinning gameplay and mystery of Kingdom by introducing an abundance of new content to the IGFnominated title while maintaining the simplicity and depth that legions of monarchs have come to experience and enjoy Travel to the New Lands and welcome the deluge of new mounts merchants and vagrants that call these isles home but be wary of the new obstacles that threaten your arrival  for not just the greedy creatures block your way but even the environment itself can defeat you  Be brave ruler and fight to the bitter end lest these New Lands conquer you instead,74.77868230593803,A king in a lonely place has to build his Kingdom and fight against the terrible creatures created by the obscure portals that dots the area How long will you resist
