first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1494892800,"[9, 31]",275308,The Legend of Zelda: Goddess of Wisdom,[19],The Legend of Zelda Goddess of Wisdom follows the original design of Zelda3 Goddess of Wisdom but is edited to create a more comprehensive experience for novice andor expert players that feels akin to something Nintendo would release  This hack built upon the framework created in Zelda3 Goddess of Wisdom with all due respect to the original authors and is made to correct some of the issues observed in the final Zelda3 Goddess of Wisdom release,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1494115200,"[5, 8]",268423,Mega Man X: Soft-Type,[19],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1496016000,Missing,264834,Sengoku Night Blood,"[34, 39, 130]",Sengoku Night Blood was a Japanese freetoplay otome game developed as a collaboration between Marvelous Entertainment Kadokawa and Idea Factorys Otomate It was released in Japan on May 29 2017 for Android and iOS devices A 12episode anime television series adaptation by Typhoon Graphics aired between October 3 and December 26 2017 A Nintendo Switch port of the game was planned but it was announced on October 24 2019 that the Switch port was cancelled along with the mobile game being discontinued on December 25 2019,Missing,Missing,nan,nan,nan,nan,nan,nan
1494979200,[4],256939,Project Joshi,[4],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1493856000,Missing,238160,Blaster Master Zero: Ex Character - Gunvolt,[130],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1496102400,"[13, 31]",235324,Minecraft: Adventure Time Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Adventure Time cmon grab your tools were going to a very blocky world With Jake the Dog and Finn the Human and a bundle of their friends its Adventure Time Mashup Featured in this pack your favorite Adventure Time characters the Land of Ooo a bespoke texture set BMOthemed UI and an original soundtrack,Missing,Missing,nan,nan,nan,nan,nan,nan
1495756800,"[12, 31, 32]",161746,Touhou Genso Wanderer Reloaded: Alice Margatroid,"[6, 48, 130]",Adds the player character Alice Margatroid to Touhou Genso Wanderer Reloaded,Missing,Missing,nan,nan,nan,nan,nan,nan
1494374400,[34],145098,Gakuen Club: Houkago no Himitsu,"[6, 46, 130]",Adds a couple of extra scenes per character some new CGs voice touch in the CG gallery and new oped songs  Gakuen Club is a school life love story that begins when you discover a secret at your academy setting off a chain of events that you never imagined Enjoy the different distinct and unique characters along with their own stories and wonderful voices,Our heroine is entering her junior year of high school when she finds out she will be suddenly transferring to the famous Kirika Academy located in the city due to her fathers new job She is quite excited about starting her new school life but she stumbles upon a secret night club that is being operated after school hours and gets herself roped into working the kitchen  As she grows closer to the other waitstaff of the night club she learns of their past and finds herself becoming more and more involved in a complicated web of human relationships and romance,Missing,nan,nan,nan,nan,nan,nan
1495152000,[15],136336,Fire Emblem Echoes: Shadows of Valentia - Limited Edition,[37],The Limited Edition of Fire Emblem Echoes Shadows of Valentia comes in a cardboard box and includes   Fire Emblem Echoes Shadows of Valentia  A premium art book Fire Emblem Echoes Shadows of Valentia with concept designs and art from the game  The Sounds of Echoes Shadows of Valentia Sound Selection CD with a selection of music from the game  Shadow of Valentia pin set of three characters from the game  Two Amiibos Alm  Celica EuropeanPAL version only,Missing,Missing,nan,nan,nan,nan,nan,nan
1495065600,"[9, 32, 33]",131969,NecroWorm,"[6, 130]",Chew your way through 120 levels of addictive puzzle gameplay where your only goal is to devour everything but your own wormy self Its quick tasty and hard to resist Just like a latenight snack  How hard can it be to grab a bite Quite hard when youre an abominable serpent dwelling in a cemetery Collect keys open doors and plan your every move so you dont paint yourself into a corner Like it EXTRA SPICY Hurry up and make it within the time limitbut watch out for the cramps,Missing,Missing,2.12,0.0,2.47,40.0,4.0,14.0
