,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[31],274891,Hello Kitty no Gotouchi Collection: Koi no DokiDoki Trouble,[20],A DS game developed and published by Rocket Company which was released in Japan in 2007,Missing,Missing,,,,,,
1,Missing,269832,Hello Kitty no Gotouchi Collection: Koi no Doki-doki Travel,[20],Missing,Missing,Missing,,,,,,
2,Missing,269725,Black Cat: Kuroneko no Concerto,[20],Missing,Missing,Missing,,,,,,
3,[31],206749,Transformers: Decepticons,[20],Transformers Decepticons is an actionadventure video game based on the 2007 live action film Transformers It is one of the Nintendo DS ports of Transformers The Game but follows a different storyline with 20 missions that focuse exclusively on the Decepticons  The game has local multiplayer for up to 4 players and had an online multiplayer mode called AllSpark Wars a weekly competition between players using points from challenge missions for control of 7 AllSpark fragments It required a separate account but had a clan system and online community forum The online component and community site were managed by Agora Games now WB Games New York,Missing,Missing,,,,,,
4,Missing,197930,Fantastic Four: Rise of the Silver Surfer,[20],Missing,Missing,Missing,5.46,9.62,0.0,49.0,13.0,10.0
5,Missing,166336,Harry Potter and the Order of the Phoenix,"[20, 24]",In both the Nintendo DS and GBA versions the player can walk around Hogwarts in almost 3D prerendered backgrounds like in the first Resident Evil games The gameplay consists in various minigames which you play either by pressing buttons on the right timing or by doing different kinds of moves with your stylus on the touchscreen,Missing,Missing,9.2,12.58,15.96,65.0,148.0,95.0
6,[8],136041,Kirby's Adventure 2,[18],One evening Kirby had a strange dream He had a dream of a long long stairway leading up to a door As soon as the door opened he was confronted with a world he had never seen before spreading out as far as his eyes could see When he strained his ears to listen he heard a faint voice saying Welcome to the land of dreams We have been cursed by Nightmare he stole the Dream Rod and cast a completely evil spell We have been awaiting your arrival Please defeat Nightmare and return the land of dreams to its natural state Nightmare has placed Meta Knight under his control kono ko kono ko sa kudo kai kona misu saku ni kona misu ka ku to guard the Dream Rod be wary Kirby Kirby must now gain the Dream Rod and break the curse  When Kirby entered the world he lost his ability to copy However the Dream Rod with its last bit of power give Kirby the ability to use Dream Halos,Missing,Missing,,,,,,
7,[35],133826,Game de Demashita! Powerpuff Girls Z,[20],Game de Demashita Powerpuff Girls Z was developed by Infinity and published by Bandai for the Nintendo DS now known as Bandai Namco on June 14 2007 It has boardgame style gameplay similar to Mario Party and features Blossom Bubbles and Buttercup competing with Mojo Jojo to get to the center of the board competing in minigames along the way The game received a Cero A rating in Japan which is the equivalent of an E rating in the United States,Blossom Bubbles and Buttercup are competing with Mojo Jojo to get to the center of the board competing in minigames along the way,Missing,,,,,,
8,[34],123337,Kabu Trader Shun,[20],Kabu Trader Shun is an adventure game centered on protagonist Shun Aiba the son of a famous stock trader who bent bankrupt and disappeared five years earlier With the help of his fathers former trading partner Toru Narasaki and Torus pupil Hanako Kirikagura Shuns goal is to become a successful trader like his father before him  The player takes on the role of Shun whose goal is to make a large sum of money by purchasing and selling various stocks around a city The player can further the plot by travelling to various locations investing in new companies by buying stocks and interacting with various characters Stock trading takes place on a graph representing one or more stocks incurring profit or loss over the course of several days The player can affect the direction of the graph by buying or selling at the correct time  The games versus trade mode pits the player against rival stock traders in battles where they must race to make the most amount of money over a period of time or reach a set profit mark Both the player and opponent have a spirit meter that increases or decreases depending on how successfully one guides their stock graph during a match If a meter decreases too much the player or opponent must recover before continuing to trade potentially allowing the other to get ahead Various special skills called Trading Arts can be learned and equipped to allow the player or their opponent to directly affect one anothers spirit during battle,Missing,Missing,,,,,,
9,[12],98679,Simple DS Series Vol.16: The Sagasou - Fushigi na Konchuu no Mori,[20],Missing,Missing,Missing,,,,,,
10,"[13, 33]",85999,Chocolatier,"[6, 14, 20, 39, 73]",Oh the gloriously rich and delectable life of a chocolatier Constantly surrounded by mounds of white dark and mile chocolate by coffee beans sugar and milk and by boxes and boxes of mouthwatering truffles Yum But in order to be a great chocolatier you must first travel the world for the best ingredients barter for the most marketable recipes manage production of multiple types of confections at multiple factories and pay attention to the latest trends and market demands That AND deal with employees suppliers vendors and customersnot to mention warding off your adversaries Do you have what it takes to conquer the world through chocolate,Missing,Missing,3.5,0.0,0.0,0.0,0.0,1.0
11,[31],85774,Famicom Mukashibanashi: Shin Onigashima - Zengohen,"[5, 37, 41]",Famicom Mukashi Banashi Shin Onigashima  Zengohen Famicom Fairytales New Island of Ogres  Part 12 is a game that ports both Part 1 Zenpen and Part 2 Kouhen games from the original Famicom Disk System releases to be played as a complete game  This version was first released on the Wii Virtual Console but the first time that both parts were ported together was in the Famicom Mini Series for the Game Boy Advance,Once upon a time there was an elderly couple living in Nagakushi village a small village located far up in the mountains The couple had no children until one day they were entrusted with the care of an infant boy and girl as prophesied in a dream The years went by and when the two children were 8 years old there was a terrible occurrence in the western capital An evil dragon suddenly appeared in the city turning humans into oni ogres that suck away the souls of other humans The oni advanced as far as Nagakushi village stealing away the souls of the elderly couple Fortunately the two children were left unharmed and they set out on a quest to save their adopted parents not realizing that this adventure would reveal the secret of their true origins,Missing,,,,,,
12,Missing,78335,Power Play Pool,[20],With an ultrarealistic 3D engine Power Play Pool thrusts players into the highlyskilful world of championship pool Utilising a superquick 3D view point players can view the gaming table from any aspect ensuring fantastic shots and allowing players to examine any angle to get out of snookers,Missing,Missing,,,,,,
13,[9],77799,Brain Buster: Puzzle Pak,[20],Hundreds of puzzles including sudoku and kakuroBrain Buster Puzzle Pack features hundreds of puzzles ranging from Sudoku to the latest craze in Japan Kakuro Also included are the uniquely challenging and innovative games Light Up Nurikabe and Slitherlink,Missing,Missing,,,,,,
14,"[9, 26]",72799,Mizuiro Blood,[20],A collection of minigames themed around a schoolfaring robot Mizuirochan and her school days at Blood Academy The game uses the Nintendo DS stylus to draw and write within the game,Missing,Missing,,,,,,
15,"[15, 24]",71885,Itadaki Street DS,[20],Itadaki Street DS is a Monopolylike game that has some Mario Partyesque elements added to it due to the appearance of several Mario characters minigames for example Players move around the board buying shops and collecting money from others who land on their shop spaces Depending on circumstances some players can forcibly take over another players shop spaces or make them inactive for a turn Players can also hold shares of a block of spaces so that they get paid when someone lands on any space in that block even if it is not their own,Missing,Missing,10.0,0.0,0.0,85.0,2.0,1.0
16,[13],65421,Nana: Live Staff Daiboshuu! Shoshinsha Kangei,[20],Nana Live Staff Daiboshuu Shoshinsha Kangei is the third Nana video game released by Konami for the Nintendo DS on June 2007 The character designs are similar to the previous video game Nana Everything Is Controlled by the Great Demon King,Missing,Missing,,,,,,
17,Missing,64385,Katekyo Hitman Reborn! DS Flame Rumble: Mukuro Kyoshu,[20],Missing,Missing,Missing,,,,,,
