,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[4],227987,SoulCalibur II,[21],Four years have passed since the spirit sword SoulCalibur defeated the evil Soul Edge At the end of that fateful battle the shards of the shattered Soul Edge were scattered across the world and SoulCalibur was lost to the void Now the evil that still resides in the scattered shards of Soul Edge threatens again to engulf the world in darkness,SoulCalibur II for the Nintendo GameCube is an expanded port of the Arcade game including Link from The Legend of Zelda as a playable character and new game modes,Missing,3.43,12.04,34.0,82.0,277.0,165.0
1,[14],67805,Backyard Baseball (2003-2004),"[6, 8, 21]",Missing,Atari brings family friendly baseball to the PC GameCube and Playstation 2 for the 2004 season,Missing,,,,,,
2,[10],3858,Downtown Run,"[6, 8, 21]",Missing,A vehicular combat game feautring many different cars game modes and tracks In most game modes you can collect powerups to maximise your chance of winning or slow down opponents,Missing,,,,,,
3,[33],1703,"WarioWare, Inc.: Mega Microgames!","[24, 37, 41]",Missing,Frantic action Prepare for lightningquick game play as you blaze through over 200 bizarre microgames designed by a crazy crew of Warios cronies There are even twoplayer contests that can be played on a single Game Boy Advance Pick up and play Ultrasimple controls make each game easy to get intountil the games start coming faster and fasterand FASTER,84.66558101060559,2.11,4.59,13.76,78.0,353.0,340.0
4,"[5, 13, 24]",908,Tom Clancy's Rainbow Six 3: Raven Shield,"[6, 8, 11, 14, 21]",In 1945 as two members of the Nazisponsored Ustashe regime in Croatia manage to escape the country with huge amounts of Holocaustera loot just before Allied troops move into the capital Sixty years later in 2005 elite multinational counterterrorism taskforce Rainbow finds itself investigating a series of attacks by NeoFascist terrorists against South American oil interests and European financial institutions,A tactical shooter with realistic properties it adapts various features absent in previous installments of the franchise such as the ability to see ones weapon while in firstperson view many new weapons and upgrades as well as a redesigned multiplayer,80.64567630352231,12.19,13.87,0.0,82.0,23.0,15.0
5,[14],3958,International Superstar Soccer 3,"[6, 8, 21]",Missing,Come and be a part of Football Feel the nerves in the tunnel and the excitement on the pitch Immerse yourself with intuitive gameplay and realism for total footballing action Experience the all new oneonone situations and live the game Pull off some amazing skills that really are pure football,71.0,0.0,0.0,0.0,0.0,0.0,0.0
6,[10],4570,WWE Crush Hour,"[8, 21]",Missing,WWE Crush Hour is a vehicular combat video game published by THQ and released in 2003 for the Nintendo GameCube and PlayStation 2 An Xbox version was planned but canceled,67.6112412177986,2.94,0.0,0.0,50.0,4.0,4.0
7,"[9, 15]",50570,Bust-A-Move 3000,[21],Missing,Everybodys favorite bubblebustin puzzle game is in the house for the Nintendo GameCube Launch your bubbles and pop as many as you can before they reach the deadline Score high by matching 3 bubbles or more to trigger a chain reaction,65.0,1.14,0.0,0.0,75.0,2.0,1.0
8,[5],4060,P.N.03,[21],Missing,A colonial settlement on a distant planet goes outofcontrol after a Computer Arms Management System goes haywire Enter Vanessa Schneider a freelance mercenary and robot killer with a grudge to settle in this exhilarating action game But will Vanessas dark past collide with her ultimate mission,62.55610917372078,3.11,6.48,12.21,64.0,42.0,38.0
9,"[8, 12]",1766,Mega Man Network Transmission,[21],The storyline of Megaman Network Transmission takes place during the first decade of the 21st century 200X one month after the original Megaman Battle Network Following the defeat of the Life Virus the ultimate weapon of Dr Wily and the WWW World Three organization Lan Hikari and his network navigator NetNavi MegaManEXE return to a life of ease However no sooner does Lan begin to relax when he hears of a mysterious and destructive computer virus called the Zero Virus that infects Navis and causes mayhem via his personal information terminal PET email Lan has other qualms to deal with however receiving an email detailing fellow NetNavi RollEXE being trapped in the internet MegaMan goes to save her finding an infected FireManEXE as the cause of trouble Defeating him the duo talk to FireMans operator Mr Match and learn of the vaccine being distributed to amend the Zero Virus is actually doing just the opposite having caused FireMan to go berserk,Mega Man Network Transmission known in Japan as Rockman EXE Transmission ロックマン エグゼ トランスミッション is a video game developed by Arika and published by Capcom and ShoPro Entertainment for the Nintendo GameCube console The game was first released in Japan on 6 March 2003 and in North America and PAL regions the following June Network Transmission is part of the Mega Man Battle Network series which originated on the Game Boy Advance GBA handheld,61.35003692279648,7.64,11.12,0.0,59.0,17.0,6.0
10,"[8, 31]",4066,Piglet's Big Game,"[8, 21]",Missing,It is another blustery day in the Hundred Acre Wood and Pooh Tigger Roo Rabbit Owl and Eeyore are having bad dreams of Heffalumps and Woozles Pooh dreams that his honey is gone Rabbit dreams his harvesting machine is broken Roo dreams his ball is stuck in a tree And Eeyore has lost the colors in his dreams In this funfilled adventure in dreams it is up to Piglet to save the day by being the bravest Piglet of all,53.0,3.36,0.0,8.0,40.0,4.0,5.0
11,"[10, 14]",3868,Dakar 2: The World's Ultimate Rally,"[7, 8, 11, 21]",Missing,Dakar 2 is a racing game of course simulating the famous ParisDakar Rally Although not the real 6000 kilometers can be crossed in the game the rally mode takes the player through 12 tracks all the way from France to Dakar The tracks lead racers through cities forests and the desert Most of them are simple tracks but there are desert tracks where the player can drive around freely finding the checkpoints faster than the opponents The player can choose from the officially licensed cars trucks and bikes from Dakar 2002 but only vehicles of the same type can compete in a race There is also an arcade racing mode where all the tracks and vehicles that have been unlocked in rally mode can be selected as well as a splitscreen mode for two players,48.0,2.03,0.0,0.0,55.0,3.0,3.0
