,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,274982,Super Mario Bros HF,[18],Hello there Youre probably here because youre looking for a fun hack of Super Mario Bros right If so Super Mario Bros HF could be just for you Perhaps the main focus of SMBHF is the difficulty Most hacks that redo levels at least the ones that Ive tried make the game nearly impossible Ive had quite a few games where I couldnt get past the first few levels without savestates In my opinion games like these are just not fun How can you enjoy a game if you have to keep saving after each major jump I dont think you can  That is why SMBHFs levels are about as difficult as the original games You will NOT find ultrahard levels in SMBHF if you can beat Super Mario Bros you can beat SMBHF These levels were created for the gamers enjoyment not for the gamers frustration Each level 11 through 84 has been changed Some have been changed moreso than others but each has been significantly altered  The lesser focus of SMBHF is graphic changing Some major graphic changes include New floor tile New underwater tile New  blocks New brick graphics Borrowed from SMB2J and others There are also some minor graphic changes that you may notice throughout the game And yes those lines on Marios face are longer sideburns,Missing,Missing,Missing,,,,,,
1,269954,Puzzle Series Vol. 3: Sudoku,[20],Third game in the Puzzle Series by Hudson Soft Released March 23 2006 in Japan and later localized as Sudoku Gridmaster in North America and Sudoku Master in Europe,Missing,Missing,Missing,,,,,,
2,269825,Jissen Pachi-Slot Hisshouhou! DS: Aladdin II Evolution,[20],Missing,Missing,Missing,Missing,,,,,,
3,269698,Doraemon: Nobita no Kyouryuu 2006,[20],A Doraemonthemed turnbased card battle game for the Nintendo DS,Missing,Missing,Missing,,,,,,
4,259319,Top Spin 2,[20],Nintendo DS port of Top Spin 2,[14],Missing,Missing,9.98,0.0,0.0,62.0,13.0,3.0
5,248538,Ice Age 2: The Meltdown,[20],Nintendo DS port of Ice Age 2 The Meltdown,Missing,Missing,Missing,4.83,6.99,10.95,59.0,35.0,26.0
6,228167,Mega Man in the Mushroom Kingdom,[18],Dr Wily finally concedes that Mega Man may be too much for his evil robotic creations Determined to get the best of the blue bomber Dr Wily contacts another famous villain Bowser Having combined their forces Dr Wily and Bowser unleash their new destructive creations upon the Mushroom Kingdom After hearing news of Wilys new plan Mega Man decides to travel to the Mushroom Kingdom himself to stop Wily again Mega Man now finds himself in a strange new world filled with obstacles and locales very foreign to him Fearless Mega Man presses on to Super Marios old stomping grounds to defeat these new foes,[8],Missing,Missing,,,,,,
7,191348,Power Pocket Dash,"[24, 130]",Missing,[14],Missing,Missing,,,,,,
8,123453,Style Book: Cinnamoroll,[20],Style Book Cinnamoroll is a Nintendo DS game released on March 23 2006  It can be used as an electronic diary or alarm or for scheduling events When the software is used the player may gather Smile Points The player can obtain coloured pencils and stickers,[13],Missing,Missing,,,,,,
9,122882,Garaku Tale,[20],Missing,[2],Missing,Missing,,,,,,
10,112090,Daikoukai Jidai IV: Rota Nova,"[20, 38]",Daikoukai Jidai IV Rota Nova is a remake of Daikōkai Jidai IV Porto Estado for handheld consoles In comparison with its base game it contains a treasure hunting system based on treasure maps much more profitable sea routes named golden routes and a new game mode that allows local multiplayers to do a sailing boat race with each other,"[12, 13, 31]",Missing,Missing,,,,,,
11,92412,Hoshizora Navi,[20],Missing,Missing,Missing,Missing,,,,,,
12,64360,Jan Sangoku Musou,"[8, 20, 38]",The game is played against the characters of Dynasty Warriors Series Koei game based on the Sanguo Zhi in China but it is an authentic mahjong game which adopts an algorithm that does not have a kind of insane technique that is common in character mahjong games This game is based on the mahjong software Mahjong Taikai released by Koei,[9],Missing,Missing,,,,,,
13,61417,Chou Gekijouban Keroro Gunsou: Enshuu Da yo! Zenin Shuugou,[20],A party game based on Sgt Frog,Missing,Missing,Missing,10.0,0.0,0.0,60.0,1.0,1.0
14,59418,The Sensha,"[20, 38]",A Simple Series tank action game released by D3Publisher exclusively in Japan,Missing,Missing,Missing,,,,,,
15,20764,Syphon Filter: Dark Mirror,"[8, 38, 131]",Dark Mirror is the sequel to Syphon Filter The Omega Strain In Dark Mirror a mysterious operation at an Alaskan oil reserve has Gabe Logan investigating the cause He is quickly presented with a deeper operation that has him venturing across the world,[5],Missing,Missing,7.08,8.08,10.06,76.0,36.0,30.0
16,15456,Ys Strategy,[20],Ys Strategy is a realtime strategy game developed by Future Creates exclusive to the Nintendo DS It was published by Marvelous Interactive now absorbed into its parent company Marvelous Entertainment in Japan and Rising Star Games in Europe Its status in canon is unknown as Falcom hasnt stated anything about it,"[11, 12]",The story focuses on a young red haired swordsman named Abel Renford who allies himself with the Esteria kingdom Joining forces with Princess Rione its up to your army to defend the neighboring lands from the invading Romun Empire,Missing,0.0,0.0,0.0,0.0,0.0,0.0
