,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,269942,Savannah Gurashi no Cheetah-san,[37],Cheetah themed 3DS game using Petit Computer,Missing,Missing,Missing,,,,,,
1,246198,Super Mario Land 3: Tatanga's Return,[19],Super Mario World hack by Gamma V This hack contains 60 levels spread across 7 Worlds,[8],Missing,Missing,2.88,0.0,3.78,55.0,2.0,3.0
2,222459,Medarot Girls Mission Kuwagata Ver.,[37],Missing,[12],Missing,Missing,,,,,,
3,213756,Super Metroid: Arrival,[19],Super Metroid Arrival is a Super Metroid ROM hack about Samuss last stand against the Federal Government and the planet SR319 This is where the Metroids once inhabited until they became extinct Though as Samus dives deep into the planet to seek safety she finds that not all is as it seems,"[5, 8, 31]",Missing,Missing,,,,,,
4,194833,The Legend of Zelda: Majora's Mask - Master Quest,[4],The Legend of Zelda Majoras Mask  Master Quest is a ROMhackmod of The Legend of Zelda Majoras Mask,[31],Missing,Missing,,,,,,
5,146759,Hide & Dance!,"[34, 39, 48, 130]",Press the buttons to the rhythm of the music Dance and make combos Be careful not to be spotted by your mom entering the room,"[7, 9]",Missing,Missing,1.54,1.66,1.67,60.0,4.0,7.0
6,136901,Medarot Girls Mission Kabuto Ver.,[37],Missing,[12],Missing,Missing,,,,,,
7,99537,Arcade Archives: MX5000,"[48, 130]",Arcade Archives MX5000 is a port of the shooting game MX5000 The goal for the player is to fly in the latest fighter aircraft of the Roufanis territory and fight with the Desalis empire which is trying to dominate the world It is a title highly regarded by a selected few containing an interesting content including features such as a militarystyle worldview simple controls and exciting BGM,"[5, 33]",Missing,Missing,,,,,,
8,85436,The Hand of Panda,[37],The Hand of Panda is a fast action memory and reflex game inspired by the bonus rounds commonly found in famous fighting games Learn to focus your chi into a single strike by breaking orbs and channel your power to blow away a variey of challenging materials Find ways to increase your score to achieve legendary combos and to avoid distraction by your Master as you time your strike and finish off each item before the timer reaches zero Journey with Panda a unlikely character who is discovered by Master Koi an old teacher who has ultimately mastery of The Hand a legendary ability to break any item that crosses his path With your teacher at your side develop your smashing skills and climb the mystical pagodas that hold the worlds most difficult materials Finish each tower to follow the story and ultimately discover a hidden truth,[31],Missing,Missing,,,,,,
9,85211,Japanese Rail Sim 3D Journey in suburbs #1 Vol.3,[37],Enjoy the railways through 3D video Powerful sound and beautiful 3D visuals,[13],Missing,Missing,,,,,,
10,85210,Japanese Rail Sim 3D Journey in suburbs #1 Vol.4,[37],Enjoy the railways through 3D video Japans natural beauty in full screen,[13],Missing,Missing,,,,,,
11,85198,Japanese Rail Sim 3D Journey in suburbs #1 Vol.2,[37],When you start wherever you are becomes the drivers seat All aboard for a delightful train ride with simple controls A journey by local rail through Gifu prefecture located in the center of the Japanese archipelago In the second volume youll drive from Minoshi Station to Minami Kariyasu Station Enjoy powerful 3D visuals that give you a precious drivers view of the scenery captured thanks to railway company cooperation,[13],Missing,Missing,,,,,,
12,59326,Ansatsu Kyoshitsu: Assassin Ikusei Keikaku!!,[37],Ansatsu Kyoshitsu Assassin Ikusei Keikaku is the second game based on the Ansatsu Kyoshitsu Assassination Classroom manga and anime,Missing,Missing,Missing,,,,,,
13,58675,Chompy Chomp Chomp Party,"[41, 130]",Chompy Chomp Chomp Party is a multiplayer party game for 19 players Featuring 20 arenas and 3 varied game modes,[33],Missing,Missing,,,,,,
14,38505,Revenant Dogma,"[6, 39, 46, 48, 49, 130]",The Path of Divine Power Caine enters a ruins site in search of a feral relic said to be left behind by the gods and meets a mysterious girl in a mask This strange encounter becomes the catalyst of a grand scheme that will change the worlds of humans and therians Will this newfound power lead to prosperity or destruction,"[12, 13, 15, 31, 32]",Missing,Missing,9.78,18.0,0.0,53.0,3.0,3.0
15,24057,Dragon Quest Monsters: Joker 3,[37],Dragon Quest Monsters Joker 3 is a roleplaying video game developed by Square Enix and Tose and published by Square Enix for the Nintendo 3DS It is the sequel to Dragon Quest Monsters Joker 2 and is the sixth game in the Dragon Quest Monsters series It was released in Japan on March 24 2016  The top screen of the Nintendo 3DS shows a thirdperson perspective of the main character and the world around him called Break World while the bottom screen shows a map of the nearby area with the current goal circled in red The protagonist carries a device known as a Reactor which can be used to discover hidden objects or paths Some paths require the player to be riding a monster to traverse Players will be able to ride on the 500 different monsters that populate the game world The monsters come in either land sea or sky varieties meaning that different types monsters are required to traverse different paths Players can also equip them with accessories and level them up  Leveling up a monster can give it new abilities such as the ability to do more jumps in a row and therefore access areas previously out of reach The Reactor device can also be used to scan monsters to discover information about them If the player attacks a monster while riding the other monster begins the battle stunned or knocked out A competitive minigame is included called Great Riders Cup that uses the monster riding system of the main game and allows up to four players to compete either with the game AI or with local players or others over Wifi The games protagonist can be visually customized with different color for hair scarf boots pants and gloves Monsters can also be color customized by finding and rescuing a monster called Color Fondue who can perform Color Fusion on monsters a player controls  As with the previous game Square Enix released Joker 3 Professional an expanded version of the game on February 9 2017 Professional is the final entry in the Joker series,"[12, 31]",Missing,Missing,28.51,48.15,0.0,75.0,5.0,11.0
16,18182,Momodora: Reverie Under the Moonlight,"[3, 6, 14, 48, 49, 130]",Momodora Reverie Under the Moonlight is a sidescrolling platformer and is the fourth installment of the Momodora series Focusing on gameplay melee combos dodge mechanics travel forwards in the search to save everyone With your trusty leave find a variety of items and spells to use to assist you on your journey  This game is a prequel to the previous Momodora games,"[8, 12, 31, 32]",89.87036532752973,In a small corner of the world Kaho a priestess sets off on a journey to save the land A ghastly curse is swallowing the land and blending the world of the living with the world of the dead Travels eastward in search of answers and hopes to stop the spread of the curse The word whispered on the wind is the Queen may have answers though its unclear if her Highness is carrying the cureor the source of the plague,4.37,5.54,9.73,76.0,374.0,641.0
