,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 8]",268419,Mega Man X Alpha Kaizo,[19],Missing,Missing,Missing,,,,,,
1,"[5, 8]",268410,Rockman X: New Year 2017,[19],Missing,Missing,Missing,,,,,,
2,[31],268404,The Legend of Zelda: A Link to the Past - Hylian Legacy,[19],Missing,Missing,Missing,,,,,,
3,[8],268367,Super Mario World Bros.,[19],Missing,Missing,Missing,,,,,,
4,[8],268181,Cheep Cheep Challenge,[19],Missing,Missing,Missing,,,,,,
5,[8],260813,Classic Mario World 3: The Finale,[19],After defeating the Great Alliance in the last adventure Mario took a long vacation but when he returned he discovers that Bowser has taken over Rosalinas Observatory and kidnapped her Also theres a warp stars that works as a gateway to his space fortress hidden on his castle so Mario decides to go on an adventure to save her,This is a traditional Mario adventure with lots of places to explore levels in this hack are usually longer than the ones from my previous hacks and even the original SMW but dont worry this hack features the Multiple Midway points patchmultiple powerups and hidden goodies around to help the player out on their adventure Also new to this update are the Longjump and High jump moves seen on my latest hack and some gameplay improvements like the Upward Fireballs and Safe fall patches that can help the players in traversing the levels and lowering a bit in the dificulty department,Missing,,,,,,
6,[8],260806,Star Revenge 5: Neo Blue Realm,[4],Missing,This is the 5th of the Star Revenge Series of SM64 hacks Not directly visable in the name but this is a remake of SR05 UL The 7 main courses share the same theme with the old hack but the models itself differ a lot  For the most part you play as Mario and find yourself in front of a Castle after being send away by a trap in the past There are 70 stars to find which are mostly easy but some hidden stuff here and there to explore with 3 different endings to this hack,Missing,,,,,,
7,"[13, 31]",235319,Minecraft: Vault-Tec Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Missing,Welcome to the wasteland Crack open the Vault containing 44 unique skins custom textures reskinned mobs a special postapocalyptic map an original soundtrack compilation and a PipBoyinspired UI,Missing,,,,,,
8,"[13, 31, 35]",222529,Megami Meguri,[37],Tsukomo is a novice goddess who aims to become an amazing goddess In order to do that she travels around the country with Amaterasu In order to come of age as a goddess she must go on a pilgrimage to meet and be acknowledged by her superiors the socalled Seven Pillar Goddesses,Megami Meguri is a IC Cardcompatible freetoplay game developed by Capcom for the 3DS with itembased microtransactions It was released exclusively in Japan on December 8 2016 The service ended on September 30th 2020  The game was designed to work with Japanese train passes It focused on Tsukomo a novice goddess As players go from station to station they partake in various events to help Tsukomo become a proper goddess,Missing,,,,,,
9,[8],213895,Mega Man X: Generation,[19],Missing,This hack for Mega Man X changes all the levels and graphics from the original into a whole new layout The background music are also changed,Missing,,,,,,
10,[33],195503,Gruniożerca,[18],Missing,Gruniożerca is a homebrew arcadestyle game for the NES,Missing,,,,,,
11,[8],187275,The 9th Annual Vanilla Level Design Contest: Collaboration Hack,[19],Missing,The 9th Annual Vanilla Level Design Contest Collab Hack of 2016 features 108 contest submissions along with various staff judge and postgame levels There are a total of 152 exits spread across 117 levels,Missing,,,,,,
12,[31],168743,Dragon Ball: Xenoverse 2 - Super Pack 1,"[49, 130]",Missing,Extand your experience with new exciting content 2 new playable characters Cabbe with his Super Saiyan transformation and Frost Final Form 1 new master Hit 5 new attacks 3 new Parallel Quests 2 new costumes 5 Super Souls 2 emotes,Missing,,,,,,
13,"[8, 9]",162427,Captain Toad Treasure Tracker,[19],Missing,Captain Toad Treasure Tracker is a ROM hackmod of Super Mario World which adapts the mechanics of the homonymous official game for the Wii U to a 2D platformer,Missing,7.08,11.41,19.25,78.0,796.0,972.0
14,"[13, 30]",161234,Stern Pinball Arcade: Ripley's Believe It or Not!,"[6, 130]",Missing,Ripleys Believe it or Not 2004 This is possibly the most complex table to come from legendary pinball designer Pat Lawlor who also created Funhouse and Addams Family It allows players to travel with Robert Ripley across seven continents to discover the strange the bizarre and the unusual,Missing,,,,,,
15,"[13, 30]",161233,Stern Pinball Arcade: High Roller Casino,"[6, 130]",Missing,High Roller Casino 2001 puts players in the roll of a high stakes gambler with money to burn,Missing,,,,,,
16,"[13, 30]",161228,Stern Pinball Arcade: Last Action Hero,"[6, 130]",Missing,Last Action Hero 1993 Did somebody say action This actionpacked pinball powerhouse harbors the license for the summer blockbuster hit movie of the same name,Missing,,,,,,
17,"[13, 30]",161227,Stern Pinball Arcade: Phantom of the Opera,"[6, 130]",Missing,Phantom of the Opera 1990 is based on the classic novel from Gaston Leroux published in 1910 Designed by Joe Kaminkow and Ed Cebula this game makes excellent use of its license with outstanding audio effects and imagery that tells the story of the Phantom,Missing,,,,,,
18,"[13, 30]",161226,Stern Pinball Arcade: Starship Troopers,"[6, 130]",Missing,Starship Troopers 1997 features the license for the popular film of the same name released in 1997 Designed by Joe Balcer and Joe Kaminkow this table conveys the style and feel of the movie with its vibrantly colored playfield music from the movie and custom speech,Missing,,,,,,
19,"[30, 32]",158432,Zaccaria Pinball: Space Shuttle 2016 Table,"[3, 6, 14, 130]",Missing,Space Shuttle 2016 Table is an space adventure themed pinball table,Missing,,,,,,
