first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
757296000,272843,Alfred Chicken,[18],Missing,Missing,Missing,Missing,2.89,3.31,11.53,55.0,11.0,7.0
757296000,265029,Astérix,[18],[8],Missing,Missing,Missing,1.3,2.28,0.0,58.0,26.0,23.0
757296000,265002,Wayne's World,[18],Missing,Missing,Missing,Missing,1.39,0.0,0.0,33.0,4.0,3.0
757296000,256304,The Chaos Engine,"[6, 16, 19, 24, 29, 63, 114]",[5],Prepare for the dark world of The Chaos Engine a steampunk Victorian age in which one or two players must fight the hostile creations of the Chaos Engine across four dynamic landscapes and take part in the ultimate battleChoose from six hardnailed mercenaries each with their own unique weapons and skills,Missing,Missing,5.91,10.0,0.0,63.0,21.0,13.0
757296000,239945,Postcard Puzzle,[19],[9],Postcard Puzzle is a game released exclusively in the Nintendo Gateway System for use in airlines and hotels,Missing,Missing,nan,nan,nan,nan,nan,nan
757296000,239944,Hangman,[19],[26],Hangman is a game exclusively released in the Nintendo Gateway System for hotel and airline use only,Missing,Missing,0.25,0.0,0.5,47.0,10.0,4.0
757296000,239943,Noughts & Crosses,[19],Missing,Naughts  Crosses is puzzle game for the Super Nintendo that was added in special SNES systems for Airplanes and Hotels,Missing,Missing,nan,nan,nan,nan,nan,nan
757296000,237313,Dr. Robotnik's Mean Bean Machine,"[35, 37, 64]",[9],8bit port of Dr Robotniks Mean Bean Machine,Missing,Missing,1.89,4.1,4.73,66.0,78.0,45.0
757296000,232794,Mario Fighter III,[18],[4],Mario Fighter III is an unlicensed fighting game for the NES,Missing,Missing,nan,nan,nan,nan,nan,nan
757296000,223024,Super Robin Hood,[18],"[8, 33]",Super Robin Hood is a side scrolling puzzle platformer developed by Codemasters published by Camerica and was on the Quattro Adventure multicart released for the NES in 1993,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
756518400,191663,Downtown Special: Kunio-kun no Jidaigeki Da yo Zenin Shuugou!,"[33, 37]",[25],The Game Boy port of the Famicom game of originally released under the same name,Missing,Missing,nan,nan,nan,nan,nan,nan
757296000,172250,Mario Bros. Classic Serie,[18],"[8, 33]",Mario Bros Classic Serie is an European exclusive version of Mario Bros released in 1993 It is very faithful to the arcade original but is built upon the changes made in Kaettekita Mario Bros removing the extra mode it had,The story of this game revolves around two plumbers Mario and Luigi who are working in the sewers of New York The sewers are overrun by waves of enemies and the Mario Bros have to defeat the enemies and collect coins to receive their pay,Missing,nan,nan,nan,nan,nan,nan
757296000,137268,Thomas the Tank Engine & Friends,[19],"[9, 10, 26]",Thomas the Tank Engine  Friends is a video game released for the Super Nintendo Entertainment System in 1993 It was also released for the Sega GenesisMega Drive with different gameplay,Missing,Missing,0.21,0.0,0.33,24.0,4.0,7.0
757296000,134517,Super Mario 14,[18],[8],Super Mario 14 is a hack of the Japanexclusive Famicom title Kaiketsu Yanchamaru 3 Taiketsu Zouringen the second followup to Kid Niki Radical Ninja,Missing,Missing,nan,nan,nan,nan,nan,nan
