,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],242407,Pac-In-Time,"[19, 58]",The SNES version of PacInTime despite using the same basic gameplay mechanics is an entirely new game using a different game engine and aesthetic,Missing,Missing,1.33,0.0,0.0,43.0,4.0,1.0
1,[9],236647,Tetris,[19],A remaster of Nintendos Tetris released in the Tetris  Dr Mario bundle The game was later released standalone once on the Nintendo Gateway System,Missing,Missing,3.24,4.54,12.77,80.0,268.0,105.0
2,[9],222469,Puyo Puyo Tsuu,"[35, 37]",Game Gear port of Puyo Puyo Tsuu,Missing,Missing,,,,,,
3,"[15, 24]",213570,Syndicate,"[19, 58]",The Super NintendoFamicom port of Syndicate has a more cartoony graphics style different control set and completely new levels,Missing,Missing,6.04,7.94,11.26,67.0,234.0,236.0
4,"[8, 25]",204613,Disney's Aladdin,[18],The game from Virgin based on the 1992 animated Disney film is a sidescrolling platformer  The player controls Aladdin who must make his way through several levels based on locations from the movie from the streets and rooftops of Agrabah the Cave of Wonders and the Sultans dungeon to the final confrontation in Grand Vizier Jafars palace,The player controls Aladdin who must make his way through several levels based on locations from the movie from the streets and rooftops of Agrabah the Cave of Wonders and the Sultans dungeon to the final confrontation in Grand Vizier Jafars palace The Sultans guards and also animals of the desert want to hinder Aladdin in his way,Missing,1.79,2.47,3.1,75.0,406.0,317.0
5,"[8, 9]",190013,Wario's Woods,"[19, 58]",Warios Woods is a puzzle game similar to Tetris or Columns but with a twist Instead of directly controlling the monsters and bombs that are falling down the player controls Toad who has to carry around stacks of monsters and bombs and to combine them in the right way One bomb plus at least two monsters of the same color have to be combined to make them disappear If five or more objects are cleared at the same time a diamond will appear Destroying the diamond will clear all monsters of the diamonds color,Missing,Missing,5.51,8.06,9.79,67.0,30.0,19.0
6,[10],159174,Full Throttle: All-American Racing,"[19, 58]",Full Throttle Racing takes in chaotic violent and noholdsbarred racing across America The racing takes place on both land and water with motorbikes and boats featured  There are 6 racers in the game each with their own short profile including a guy newly out of jail a token woman and a token AfricanAmerican You can race one or both disciplines racing either an individual weekend or a full championship  As you play the game you can upgrade your vehicle with faster engines better tyres and more nitros As in Road Rash throwing your legs out at the other riders is potentially advantageous,Missing,Missing,,,,,,
7,[12],108919,Alnam no Kiba: Juuzoku Juuni Shinto Densetsu,"[7, 19, 150]",Missing,The story takes place in a land ruled by the Pure Capital of Seito in which humans coexist with twelve beast tribes Beastmen are normally identical to humans but have the ability to transform into anthropomorphic animals forms Beastmen are subject to intense discrimination from humans being viewed as lesser and disposable These lands have come under attack by strange creatures called shishimura The government in Seito was content to not do much about the shishimura when they mostly attacked beastmen villages but as the monsters have become more aggressive and numerous reports from human villages have become more common To combat this the capital has called for each beast tribe to send a representative to act as defenders for the human cities  Kenbu is a teenage beastman from the Shutsu Tribe who is training to be a warrior to avenge his parents who were killed by shishimura His first experience in real combat goes wrong when his mentor Ouken is mortally injured protecting Kenbu from a shishimuras attack Ouken was to be the representative for the Shutsu and with him gone Kenbu volunteers to take his place Filled with uncertainties about the relation between humans and beastmen the origin of shishimura and his own place in the world Kenbu throws himself into his new duty to fight the shishimura,Missing,,,,,,
8,Missing,85808,Nintendo PowerFest '94,[19],Nintendo PowerFest 94 was a 1994 Nintendopromoted video game competition Most of the town competitions were held in customized trailers outside of department stores It was based on scoring points in a special Game Pak The three Super Nintendo Entertainment System games Super Mario Bros The Lost Levels Super Mario Kart and Ken Griffey Jr Presents Major League Baseball were played within a time limit of six minutes,Missing,Missing,,,,,,
9,[5],84891,Space Invaders,"[5, 19, 58, 306]",Experience one of gamings iconic franchises in this perfect rendition of the arcade classic,Missing,Missing,0.49,4.0,5.0,64.0,57.0,28.0
10,[5],81436,Vortex,[19],The player is cast as a soldier fighting the AkiDo Forces an evil empire bent on taking over the entire universe To stop them the player has access to an experimental mech the Vortex to travel the seven worlds of the AkiDo system and destroy the bases,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
11,[5],49370,Super Dropzone: Intergalactic Rescue Mission,"[7, 19, 24]",YOUR MISSION is to destroy all the aliens you encounter while protecting the ten people assigned to each moon that you visit Survive past all 4 moons and you will have earned your reward of being transwarped back home to earth 500 million miles away to a heros welcome,Missing,Missing,,,,,,
12,[4],48567,Street Heroes,[18],Far away in the Aotis continent a powerful sword exists imbued with magic People there all have unimaginable power so it attracts lots of warriors Now the best warriors  Rex Malcolm Roger Big Whale Daphne Ned Rock Tiger and Dark Moon  get together for a race However there is some scheming behind the race,Missing,Missing,,,,,,
13,"[5, 8]",46678,Time Trax,[19],A sidescrolling action game based on the TV show of the same name The player as future cop Darien Lambert must capture criminals that have escaped to 1993,Missing,Missing,2.41,0.0,0.0,53.0,3.0,3.0
14,[8],46347,Hurricanes,"[19, 29, 35]",So you tthought footballs were for playing with think again Embark on rollercoaster journey in this platform adventure through eerie mining towns terrifying deadly forests and infested jungles All this to search the stadium  and your only weapon  a football  In the Game Gear version you play as the American player Cal and the goal of each stage is to collect a certain amount of items to open up the exit to the next level which is represented by a flag with the Hurricanes logo on it There are 12 stages which include a forest an Incan temple a mountain and a locker room,Missing,Missing,0.92,0.0,0.0,0.0,0.0,1.0
15,[15],46154,Dominus,"[13, 19, 29]",Dominus is a strategy game developed by Visual Concepts and published by US Gold originally released for IBM PCs in 1994 Conversions to the Sega Mega Drive and SNES were in development around this time and were set to be published by Asciiware However for unknown reasons both versions were cancelled  A prototype ROM of the Mega Drive version dated 1993 has since been unearthed showing an incomplete game without any sound,Missing,Missing,0.0,0.0,0.0,90.0,1.0,0.0
16,[14],45747,Dino Dini's Soccer,"[19, 29]",Dino Dinis Soccer is a topdown football game for the Sega Mega Drive programmed by Dino Dini the man behind the first two Kick Off games by Anco Games It was only released in Europe  Dino Dinis Soccer is a retooled version of an earlier Amiga game Goal sporting superior graphics and support for four players via Segas Team Player peripheral Though this has not been confirmed it has been suggested that during development Dino Dinis Soccer was set to be a straight port of Goal with no extra features this being the situation with the SNES version which despite its name was not personally handled by Dino Dini like this Mega Drive release An unconfirmed working title appears to have been Dino Dinis Goal  As a spiritual sequel to Kick Off 2 or Super Kick Off as it appeared on the Mega Drive Dino Dinis Soccer offers similar gameplay but with the addition of smarter AI multiple cameras and improved presentation,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
17,[14],45708,Kick Off 3: European Challenge,"[13, 16, 19, 29]",Kick Off 3 European Challenge is a football game developed by Steve Screech for Anco Games as a sequel to Kick Off 2 which made it to the Sega Mega Drive in the altered form of Super Kick Off VIC Tokai published a version for the Mega Drive in 1994  Unlike its predecessors Kick Off 3 had no involvement from lead programmer Dino Dini and thus plays very differently to other games in the series having a horizontal pitch as opposed to a vertical one Due to these radical changes the game was met with controversy upon release Dino Dini released his own football game around the same time for the Amiga titled Goal which made its way onto the Mega Drive as Dino Dinis Soccer,Missing,Missing,,,,,,
18,[9],45707,Man Overboard!,"[19, 29]",SS Lucifer Man Overboard is a platform game released for the Sega Mega Drive and Sega Game Gear in 1994 Originally developed by Zeppelin Games for the Commodore Amiga it was ported to Segas consoles by Odysseus Software and published by Codemasters NonSega versions of the game are called Sink or Swim and the working title for the Sega versions was simply Man Overboard  The game has you play as Kevin Codner rescue mariner extraordinaire tasked with saving passengers from the SS Lucifer Similar to Lemmings this requires guiding the passengers to an exit by interacting with the environment If the player takes too long the room will be flooded  Neither the Mega Drive or Game Gear versions of SS Lucifer Man Overboard were released in North America or Japan They remained exclusives for Europe and Australia,Missing,Missing,,,,,,
19,[8],45703,Squirrel King,"[19, 29]",Squirrel King is an unlicensed platform game developed for the Sega Mega Drive It was published and developed by Gamtec and therefore its origin is Taiwan  Squirrel King is extremely similar to Capcoms Chip N Dale Rescue Rangers and it sequel Chip N Dale Rescue Rangers 2 for the NES to the point where the player actually plays as two characters named Chip and Dale though they look slightly different to their Disney counterparts C jumps B picks up and throws crates and A allows Chip or Dale to throw fireballs assuming they have some in their inventory  Squirrel King is the basis for another unlicensed title Super Mario World also for the Mega Drivebut developed by Chuanpu and possibly published by Ming Super Chip Electronic,Missing,Missing,1.0,0.0,0.0,0.0,0.0,1.0
20,[14],44466,Bassin's Black Bass,"[19, 58]",Bassins Black Bass is a fishing game in which players aim to become a professional fisherman It is part of Starfishs Black Bass fishing game series and their second title on the SNES Originally titled Super Black Bass 2 the game was renamed for the US release and endorsed by the professional fishing champion Hank Parker The object of the game is for the player to become a professional fisherman and can travel by themselves or along with Hank,Missing,Missing,,,,,,
21,"[8, 9]",42658,Super Dany,[19],A French puzzleplatformer advergame in which the player switches between Dany and friends each with their own special ability in order to progress through stages,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,[10],42619,Hanna Barbera's Turbo Toons,[19],Hanna Barberas Turbo Toons is a Party game developed and published by Empire Interactive which was released in Europe in 1994,Missing,Missing,1.06,0.0,0.0,40.0,1.0,1.0
23,[33],42607,The Ignition Factor,"[5, 19, 41, 58, 130]",The Ignition Factor is a 2D adventure where the player controls a firefighter through emergency situations in differing locations Each level consists of multiple rooms areas or building floors where players can possibly explore extinguish fires and rescue people Most levels dictate a specific number of people that must be saved within a set time limit for the mission to be considered a success Fire spreads throughout an area automatically and the player can be injured when touching a patch of fire on screen The player can also be harmed by falling through holes in the floor,Missing,Missing,4.5,0.0,8.06,40.0,4.0,3.0
24,[31],42412,Ganbare Goemon 3: Shishijuurokubee no Karakuri Manjigatame,"[5, 41, 55, 58, 137]",Third title in the Ganbare Goemon series of platformadventure games which cast you as the heroic Goemon as he attempts to save feudal Japan from all sorts of wacky evildoers This time around a timetravelling machine threatens all of Japan and thus Goemon and co must jump into the future to stop the machine  The game alternates between a topdown world map view in which your characters explore the gameworld and sidescrolling stages in which the main action lies As in most games of the series there are also loads of minigames and unique gameplay sequences such as maneuvering Goemons giant mecha  The game continues the tradition of bizarre humor unique to the series you can play as either Goemon or any of his 3 companions Ebisumaru Sasuke or Yae with each sporting unique weapons and abilities and also with their own dialogue options and cutscenes which feature sitcomlike prerecorded laughs for added wackiness,Missing,Missing,,,,,,
25,[14],40829,Troy Aikman NFL Football,"[19, 29, 62]",You and a friend can become star NFL players or choose to coach a team in this realistic rendition of the game of American football endorsed by former Dallas Cowboys quarterback and Super Bowl champ Troy Aikman Choose to play alone against the system or play against each other  Pick from 3 play modes Preseason Season or Custom Generated editable season There are also three skill levels Rookie Pro and Veteran You can design your own plays customize your team and save your teams stats Truetolife playing surfaces have an effect on how your team performs and include grass mud dirt snow rain and turf Listen to the roar of the crowd and other authentic stadium sounds as your plays are followed through,Missing,Missing,0.43,0.0,0.0,45.0,2.0,1.0
26,[8],39021,Putty Squad,"[16, 19]",Putty Squad is a 1994 video game developed by System 3 and published by Maximum Games and Ocean Software The Amiga version of Putty Squad although left unpublished until December 2013 was completely developed in 1994 to the point of demo versions being issued to magazines for release on cover disks and Amiga magazines were also sent full review copies of Putty Squad for which it received critical success  Putty Squad is a platform game in which the player controls an amorphous blue blob tasked with rescuing imprisoned putties The players putty can stretch in a variety of ways sidewards to cover ground faster squash flat to absorb pickup items stretch upwards to climb morph a fist to attack or inflate to float upwards  Putty can collect stars that increase his attack power at first increasing the potency of his punch but later allowing him to blow darts electrocute enemies or throw bombs This star power is reduced every time Putty is hit by an enemy,Missing,Missing,3.37,0.0,0.0,50.0,1.0,3.0
27,[14],38429,Super Bases Loaded 2,[19],Super Bases Loaded 2 is the 16bit remake of the original NES versions It features the modes Exhibition Season and All Star and features a battery backup that will allow the player to keep track of stats and resume play at their own leisure  The game also allows the player to create their own team and use them in either exhibition or season mode It does feature a full 162game season but does not feature any MLB license instead it consists of two fantasy leagues with seven teams to each league along with three generic stadiums The DSP chip is also utilized to gives the appearance of realistic 3D movement of the players,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
28,[14],38404,WCW SuperBrawl Wrestling,[19],You wanna step into the ringshoes of Ron Simmons Flyin Brian Barry Windham and Sting Use the signature moves of The Natural Dustin Rhodes Well quit dreamin and get in the ring Wrestle the great ones in individual or tag team action With dozens of classic moves plus each mans signature moves its the most realistic action encounter youll find this side of the square circle,Missing,Missing,,,,,,
29,[8],37233,Quik: The Thunder Rabbit,"[16, 19, 114]",Quik the Thunder Rabbit is a sidescrolling platform video game which Stywox developed for Titus Software to publish on the Amiga and Amiga CD32 in 1994,Missing,Missing,,,,,,
30,"[4, 33]",36739,Godzilla: Kaijuu Daikessen,"[19, 58]",A 2D fighting game for the Super Famicom It was the sequel to Godzilla Battle Legends and the second Godzilla game released for the Super Famicom platform the other being Super Godzilla In the game players select from one of eight different monsters from the Godzilla movies and battle in a variety of locations The game was released in Japan only  According to Nintendo Power the game was planned to be released in North America in April 1995 under the title Godzilla Destroy All Monsters However it was never released,In the single player game players are able to choose from Godzilla himself Anguirus King Ghidorah Gigan Megalon Mechagodzilla Biollante and Mothra No matter which monster the players select they are taken to a map of Japan and must select their opponent to battle,Missing,,,,,,
31,"[10, 14]",27071,Kawasaki Superbikes,"[19, 29, 35]",Missing,Missing,Missing,,,,,,
32,"[10, 14]",22841,Newman/Haas IndyCar featuring Nigel Mansell,"[19, 29]",NewmanHaas IndyCar featuring Nigel Mansell  known in Japan as Nigel Mansell Indy Car ナイジェルマンセルインディカー45 and in South America as NewmanHaas IndyCar Estrelando Nigel Mansell  is an Indy car racing video game developed by Gremlin Interactive and published by Acclaim which was released in 1994 for the Super NES and Sega Mega DriveGenesis  This title can be considered as the sequel to Nigel Mansells World Championship Racing and is based on the 1994 IndyCar season featuring Nigel Mansell and the motor racing team NewmanHaas Racing,Missing,Missing,0.0,0.0,4.95,65.0,2.0,1.0
33,"[8, 13, 15]",19774,Marko,"[19, 29, 35, 78]",Welcome to the world of Marko a world of cartoon madness Experience the addictive blend of football skills and platform action that combine to make a superb gameplaying experience Add the most incredible graphics ever to be seen and the result is Markos Magic Football Its just like playing a cartoon,Missing,Missing,,,,,,
34,[14],19771,WWF Raw,"[19, 29, 30, 33, 35]",Raw slams your senses with 24 megs of the most ruthless mat mayhem ever The hottest superstars all new superhumans megamoves and more inandoutofthering action stand between you and the championship belt This Rawand RAW IS WAR,Missing,Missing,1.83,0.0,0.0,65.0,11.0,5.0
35,[8],18102,Mickey's Adventure in Numberland,[18],Oh no cried Donald the Sheriff Petes done it again Hes stolen our numbersfrom 1 up through 10 Search the whole cityevery street every house Look high and lowand call Mickey Mouse  You can count on me declared Mickey Mouse Dont worry Ill find all the numbers Ill foil Petes plot Im set for adventure Im hot on the trail With my friends to help guide me theres no way I can fail  Immensely entertaining Mickeys Adventure in Numberland helps improve early number identification and counting skills as it invites children to join Mickey on his quest to locate and return Numberlands stolen numbers The game features 5 imaginative worlds of fun and fantasyeach with two levels and a seemingly endless supply of animated surprises  Mickeys Adventures in Numberland is an educational game released for the NES in March of 1994,Missing,Missing,0.36,0.51,0.0,51.0,8.0,8.0
36,[12],14441,Uncharted Waters 2,"[3, 6, 7, 13, 19, 29, 32, 41]",Uncharted Waters revives a time of romance and adventure the Age of Exploration You take the role of your choice you can start as a small trader adventurer or privateer You can follow your carrier or  just do something else the choice is yours Get a fame money or explore distant lands Assemble your crew get a ship and start your adventure right now,Missing,Missing,,,,,,
