,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[8],271265,The Arena,"[19, 58]",The Arena is a SubGame debuting in Kirby Super Star where the requirement is to the defeat the Main Game bosses and midbosses encountered in the title it appears in with a single life with limited health benefits It is similar to Boss Endurance modes but is generally given more importance and is always required for 100 completion of the game,Missing,Missing,,,,,,
1,[8],271264,Milky Way Wishes,"[19, 58]",Milky Way Wishes is the sixth main game in Kirby Super Star and its remake and the final one in the former This game is unlocked by completing The Great Cave Offensive and Revenge of Meta Knight which requires clearing Dyna Blade in Kirby Super Star,Missing,Missing,,,,,,
2,[8],271263,Revenge of Meta Knight,"[19, 58]",Revenge of Meta Knight is the fifth main game in Kirby Super Star and its remake This game takes a much more serious tone than the other games in the collection and tasks Kirby with stopping Meta Knight and the MetaKnights from taking over Dream Land using their giant ominous flying warship the Halberd,Missing,Missing,,,,,,
3,"[8, 31]",271262,The Great Cave Offensive,"[19, 58]",The Great Cave Offensive is the fourth main game available in Kirby Super Star and its remake Kirby Super Star Ultra It features a large labyrinthine cavern system divided into four stages with the goal being to escape the cave while collecting Treasure along the way,Missing,Missing,,,,,,
4,"[8, 10]",271261,Gourmet Race,"[19, 58]",Gourmet Race is the third main game in Kirby Super Star and Kirby Super Star Ultra This game pits Kirby against King Dedede in a friendly competition to see who can reach the finish line on a straightforward race course while grabbing and eating as much food as possible along the way,Missing,Missing,,,,,,
5,[8],271260,Dyna Blade,"[19, 58]",Dyna Blade is the second main game featured in Kirby Super Star and its remake Kirby Super Star Ultra In this game Dyna Blade a large bird with metal wings has stolen crops from local farmers Kirby must go through four levels and two hidden areas before finally fighting Dyna Blade herself,Missing,Missing,,,,,,
6,[8],271258,Spring Breeze,"[19, 58]",Spring Breeze is the first main game in Kirby Super Star and Kirby Super Star Ultra It is essentially a simplified remake of Kirbys Dream Land with some differences to compensate for this It is the first main game to be playable and is designed to introduce new players to the game,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,"[8, 12, 31]",5418,Super Mario RPG: Legend of the Seven Stars,"[5, 19, 41, 58]",A JRPG entry in the Super Mario franchise in which Mario meets many unlikely allies in order to jump and fight his way through the Mushroom Kingdom and collect stars to repair the Star Road the pathway that grants peoples wishes which was destroyed by Smithy the otherworldly entity that hijacked Bowsers castle and threw the Kingdom into disarray,86.91200441282481,Set in the Mushroom Kingdom and featuring its cast of wellknown characters this adventure RPG begins with a familiar scenario Mario must rescue Princess Toadstool from Bowser However a mysterious new enemy named Smithy soon appears and Mario and Bowser are forced to fight as allies for the first time in their long history In the quest to defeat their powerful new foe theyll journey across a wide variety of locations and tackle a mix of obstacles requiring both expert timing and strategy to overcome Along the way theyll gain experience and grow more powerful while also meeting new characters whose unique abilities will be needed to take on Smithy and his gang,17.52,19.08,25.27,83.0,489.0,394.0
8,"[8, 31]",3719,Kirby Super Star,"[5, 19, 41, 58]",Kirby Super Star released as Kirbys Fun Pak in PAL regions is a platforming video game developed by HAL Laboratory and published by Nintendo The game was advertised as featuring eight games seven short subsections with the same basic gameplay and two minigames Kirby Super Star sees players take on the role of Kirby who can float around the screen inhale blocks and enemies and spit them out By swallowing certain enemies after inhaling them Kirby can copy their abilities and use them as his own becoming able to perform a wide range of attacks A unique feature of the game is the addition of helpers When Kirby is in possession of an ability he can choose to transform it into a helper character which can be controlled by a second player or the computer AI,85.42277105999142,Missing,3.88,5.26,7.94,80.0,300.0,230.0
9,[9],3455,Bust-A-Move 2: Arcade Edition,"[4, 6, 7, 13, 14, 32]",Bub and Bob are back Like in Tetris in reverse you shoot bubbles at an array of differentcolored bubbles stuck in an ever descending ceiling attempting to match them up three by three to make them disappear  This edition contains both puzzle challenges multiplayer and normal progressive stages,69.45882389718494,Missing,0.92,1.37,3.46,73.0,30.0,15.0
