,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,267400,Metroid X,[18],This is one of the earliest hacks for the original Metroid Screens enemy and item placement palettes text and more are all changed The primary goal was to make the game more playable  the discerning player will note the careful placement of platforms and enemies to make jumps easier However beating the game will not be a cinch Items are much more difficult to get corridors are contorted into winding mazes and many of the energy tanks have been completely eliminated,Missing,Missing,Missing,,,,,,
1,210294,Gex 3: Deep Cover Gecko,[4],When Gex is watching TV one day he discovers that Rez has kidnapped Agent Xtra the agent from Gex Enter the Geckos backstory head of the TV Terrorist Defense Unit to get to him He teleports to the batcavelike lair he has in the Media Dimension and begins another adventure Each level parodies a certain aspect of television culture here the levels exist as standalone channels Gex enters each level through a television set He must collect remote controls to advance to the next level in order to complete his mission and rescue Xtra  This N64 port removes some suggestive content,[8],Missing,Missing,7.45,12.02,12.71,68.0,34.0,24.0
2,68243,Memories Off,"[6, 7, 38, 39, 48, 130]",Memories Off is a visual novel Most of the game consists of text superimposed on still animestyle visuals The interaction is restricted to occasional choices the player must make when prompted by the story development Depending on these decisions the plot may advance into any of the six distinct branches leading to different endings,"[13, 31, 34]",Missing,Missing,0.0,0.0,24.45,90.0,1.0,2.0
3,3548,NASCAR 2000,"[4, 6, 7, 22]",Prove you can handle the thunder Featuring more drivers  Dale Earnhardt Jr Tony Stewart and Adam Petty join the field of 33 NASCAR drivers and 7 legends 18 licensed NASCAR tracks now including HomesteadMiami Speedway New TV and Crew Chief audio  Bob Jenkins and Benny Parsons in the booth plus Crew Chief and Spotter assistance Wheeltowheel NASCAR competition  go headtohead on the splitscreen Six driving views including behind the wheel Multiple modes  Quick Race Single Race or Championship Season,"[10, 14]",Missing,Missing,20.0,0.0,0.0,50.0,3.0,1.0
4,3431,Cyber Tiger,"[4, 7]",CyberTiger was a golf game released in 2000 with a career mode consisting of various tournaments,[14],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,966,Resident Evil 3: Nemesis,"[6, 7, 9, 21, 23, 38, 46]",Resident Evil 3 Nemesis is a survival horror video game and the third installment in the Resident Evil series Like its two predecessors it is a thirdperson actionadventure game with polygonal characters on prerendered backgrounds with cinematic camera angles Although the game uses the same basic engine and gameplay as the previous games the gameplay is improved by features such as autotargeting a 180 degree spin and a new dodge move that allows Jill to avoid enemy attacks The PC and Dreamcast versions includes all eight of Jills possible costumes as well as the mercenary minigame Operation Mad Jackal which allows you to play as one of the three Umbrella soldiers On the Playstation version these special features must be unlocked by beating the game with a high score,"[5, 9, 31]",80.67014856536684,On September 28 1998 24 hours prior to the events of Resident Evil 2 former Special Tactics And Rescue Service STARS member Jill Valentine attempts to escape from Raccoon City Most of the population has been transformed into zombies by an outbreak of the Tvirus a new type of biological weapon secretly developed by the pharmaceutical company Umbrella The storyline expands upon the settings and events of the Tvirus outbreak in Raccoon City and concludes with the fate of the city and its infected population,6.85,8.17,13.06,81.0,631.0,624.0
6,18133,Space Invaders,"[4, 7]",Space Invaders is a game in which the player controls a laser cannon by moving it horizontally across the bottom of the screen and firing at descending aliens The aim is to defeat five rows of eleven alienssome versions feature different numbersthat move horizontally back and forth across the screen as they advance towards the bottom of the screen The player defeats an alien and earns points by shooting it with the laser cannon As more aliens are defeated the aliens movement and the games music both speed up,[5],80.39021348989338,Missing,0.49,4.0,5.0,64.0,57.0,28.0
7,3440,Army Men: Sarge's Heroes,"[4, 6, 7, 23]",One morning Sarge is resting in his cot when the Tan launch a surprise attack on the Green base Sarge and the Colonel are forced to retreat just as the base is overrun But in the chaos Sarges entire team of elite soldiers Bravo Company has been captured by the Tan Worse yet the Tan have made an amazing discovery blue portals that lead to the real world They use these portals to take amazing weapons of war from the real world into the plastic world including magnifying glasses deadly robot action figures and fire crackers Its up to you as Sarge to rescue your team and put an end to the blue portals and Tans evil schemes  Control Sarge in this Army Men thirdperson shooter You will wage war across Taninfested territories both in the real and plastic world Make Sarge proud as you battle the Tan army across 14 levels utilizing 13 unique weapons like sky rockets and spray cans Fight against not only infantrymen tanks and helicopters but also killer toy robots and insects This third game in the Army Men series adds several new features including 3DOs unique Plastosheen lighting effects which give the army men a reallife plastic shine  Also included is a multiplayer mode Choose your character and even your color and duke it out with your friends You can choose from many different weapons and battle each other in areas from the game or exclusive multiplayer levels Even incorporated is the portal system by which you can enter blue portals and come out anywhere in the level,[5],72.04244575485818,Missing,7.3,10.87,16.16,65.0,30.0,17.0
8,126294,FIFA 2000: Major League Soccer,"[4, 6, 7]",FIFA 2000 titled FIFA 2000 Major League Soccer in North America and FIFA 2000 Europa League Soccer in Japan is an association football video game developed by EA Canada and published by Electronic Arts It was the seventh game in the main FIFA series The game was released for Microsoft Windows and PlayStation A version was also released for the Game Boy Color developed by Tiertex Design Studios and published by THQ,[14],69.70476172585616,Missing,,,,,,
9,3589,Road Rash 64,[4],180 MPH slap in the face anyone Multiplayer modes for up to four players including Deathmatch Cop Mode and Tag New weapons and moves like the dreaded spoke jam Intense pack brawling including grudges and alliances 200 miles of interconnected tracks and environments Over 25 bikes and characters to choose from Thrashin soundtrack featuring Sugar Ray The Mermen and more,"[4, 10]",59.95135544332635,Missing,4.22,4.84,12.97,71.0,12.0,11.0
