first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1100649600,[13],248680,The Urbz: Sims in the City,[20],Missing,Missing,Missing,14.96,19.16,23.63,71.0,55.0,30.0
1100649600,[10],243184,Asphalt: Urban GT,[20],Asphalt Urban GT is a racing video game for the Nintendo DS and the Nokia NGage handheld video game consoles It was developed by Gameloft and published by Ubisoft and released on November 21 2004 making it one of the DS launch titles It has support for wireless multiplayer with up to four opponents and takes advantage of the DSs support for 3D graphics while showing unaccelerated NGages power to match DSs graphics showing the action from three camera angles Replays are also available The bottom screen of the DS is utilized to provide strategic tips and player information  The game sports nine tracks modelled after realworld locations such as Paris and New York City The games 23 cars are licensed from real manufacturers such as Lamborghini Hummer Volkswagen and others and can be enhanced with over 30 addons,Missing,Missing,6.33,0.0,11.88,54.0,7.0,6.0
1100131200,[9],124079,Simple 2000 Series vol. 66: The Party Unou Quiz,"[8, 20]",The Party Unou Quiz is a brain building game which exercises minds with visual puzzles designed to delight and tease rightbrain functions According to experiments by Nobel Prize winner Roger Sperry the right brain handles visual clues symbols and grasps the big picture,Missing,Missing,nan,nan,nan,nan,nan,nan
1100563200,[25],80446,Spider-Man 2,[20],The Nintendo DS port of SpiderMan 2,Missing,Missing,6.93,16.04,38.55,73.0,339.0,202.0
1100736000,"[9, 13, 15, 16, 35]",6237,World Championship Poker,"[8, 11, 20]",World Championship Poker offers the most challenging most realistic poker game play around Compete against top players for a seat at the Grand Championship Table  call their bluffs know when to hold em and when to fold em and try to make it to the final showdown,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1100476800,"[5, 8, 9, 31]",1108,Metroid Prime 2: Echoes,[21],An explorationdriven 3D metroidvaniafirstperson shooter hybrid and sequel to Metroid Prime 2002 in which Samus lands on Aether an intricate planet torn into light and dark versions of itself to help its remaining inhabitants defend against the invaders from its dark incarnation by traversing both the light and dark worlds acquiring new powerups and braving oppressive environments,86.65208159308105,Missing,16.82,18.76,21.49,85.0,383.0,382.0
1099526400,"[9, 12, 31]",1035,The Legend of Zelda: The Minish Cap,"[24, 37, 41]",The Legend of Zelda The Minish Cap is a topdown action adventure game that tells the origins of the evil Vaati from Four Swords Like most other titles in the series The Minish Cap features the fully explorable land of Hyrule although it can be viewed from the eyes of a human or the eyes of a Minish a race of tiny people and an alternate form that Link can transform into Unlike the multiplayer focus of the other games in the series The Minish Cap retains the original form of exploration and dungeons as seen in A Link to the Past Oracle of Seasons and Oracle of Ages as well as returning characters and game mechanics such as Malon and the Spin Attack New features include fusing Kinstones and shrinking to the size of a Minish,84.4100970616441,While at a festival with Princess Zelda Link encounters a mysterious mage called Vaati who turns the princess to stone Helpless to stop them Link is asked by the king to meet with a race of tiny people known as the Minish who may be able to help with their predicament On his travels Link teams up with a talking cap called Ezlo who is able to shrink Link to the size of a Minish so that he can meet with them With his newfound abilities Link must save the kingdom from Vaatis menace,15.44,19.19,26.1,82.0,934.0,775.0
1099958400,[10],97,Need for Speed: Underground 2,"[6, 8, 11, 21]",Need For Speed Underground 2 takes place in Bayview after the events of Need for Speed Underground The prologue begins with the player driving in a Nissan Skyline R34 in Olympic City though the racing scenes are actually in Bayview the setting of NFSUG He then receives a race challenge from a rather ominous personality who offers him a spot on his crew but wont take no for an answer The player races off  despite Samanthas warnings  only to be ambushed by a mysterious driver in a rage that totals his Skyline The driver who has a unique scythe tattoo makes a call confirming the accident and the flashback fades out,83.57924443296454,Missing,20.08,22.74,28.46,82.0,487.0,297.0
1101772800,[9],18330,Mr. Driller: Drill Spirits,[20],Mr Driller experienced with the drill much use his abilities to dig beneath the Earths crust in a race to the finish in order to save the day Dangerous traps await as you dig through the puzzle layout to the goal and be careful of Mr Drillers air supply which can run out quickly Find the right powerups to increase abilities and air supply while fighting the time clock,83.0,Missing,nan,nan,nan,nan,nan,nan
1101772800,"[4, 8, 25, 31]",837,Prince of Persia: Warrior Within,"[6, 8, 9, 11, 21, 39]",Prince of Persia Warrior Within is a video game and sequel to Prince of Persia The Sands of Time It picks up where The Sands of Time left off adding new features specifically options in combat The Prince now has the ability to wield two weapons at a time as well as the ability to steal his enemies weapons and throw them The Princes repertoire of combat moves has been expanded into varying strings that allow players to attack enemies with more complexity than was possible in the previous game Warrior Within has a darker tone than its predecessor adding in the ability for the Prince to dispatch his enemies with various finishing moves In addition to the rewind slowdown and speedup powers from The Sands of Time the Prince also has a new sand power a circular wave of sand that knocks down all surrounding enemies as well as damaging them,82.89837338623914,Set seven years after the events of Prince of Persia The Sands of Time the Prince finds himself constantly hunted by a terrible beast known as the Dahaka The Prince seeks counsel from an old wise man who explains that whoever releases The Sands of Time must die Because the Prince escaped his fate it is the Dahakas mission as guardian of the Timeline to ensure that he dies as he was meant to The old man also tells of the Island of Time where the Empress of Time first created the Sands The Prince sets sail for the Island in an attempt to prevent the Sands from ever being created an act he believes will appease the Dahaka After a battle at sea with an enemy force led by a mysterious woman in black capsizes the Princes ship the Prince washes ashore unconsciously onto the Island of Time He later awakens and chases the woman in black through the Empress of Times fortress into a portal that transports the two into the past The Prince saves a woman named Kaileena from being killed by the woman in black whose name is Shahdee Unable to grant the Prince an audience with the Empress of Time who is busy preparing to create the Sands Kaileena instead tells him how to unlock the door to the throne room in which the Empress resides The Prince makes his way through the fortress utilizing the sand portals to travel back and forth between the past and present and narrowly escapes several encounters with the Dahaka who he discovers cannot pass through water The Prince activates the mechanisms in the two towers of the fortress  the Garden Tower and the Mechanical Tower  that serve as locks to the door He returns to the throne room only to discover that Kaileena is actually the Empress of Time herself who has foreseen in the Timeline that the Prince will kill her and who has decided to attempt to defy her fate just as the Prince is doing A battle ensues and the Prince proves victorious he kills Kaileena and returns to the present What lies ahead is the most dramatic Twist in the Princes life and He starts believing the priest who told him You cant change your Fate No Man Can But Prince is not going to give up that easily,12.2,14.93,17.42,77.0,513.0,363.0
