,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[31],5814,Dr. Seuss': The Cat in the Hat,"[6, 8, 11, 21]",Action game based on the movie starring Mike Myers The house in which the Cat in the Hat resides has been consumed by magic Familiar places like a plant pot the refrigerator and the attic have been transformed into entire worlds based on the realms created by Dr Seuss and are infested with baddies creating mayhem Cat is responsible for rebottling this dispersed magic before the kids parents come home and find their house amok  Players Jump dodge and capture wacky Seussian creatures including new ones created just for the game in 20 wacky levels that feature highly animated 3D environments that capture the topsyturvy movie world,Missing,Missing,,,,,,
1,"[5, 9, 31]",1341,Beyond Good & Evil,"[6, 8, 11, 21]",Beyond Good  Evil is an actionadventure game with elements of puzzlesolving and stealthbased games The player controls the protagonist Jade from a thirdperson perspective Jade can run move stealthily jump over obstacles and pits climb ladders push or bash doors and objects and flatten herself against walls As Jade the player investigates a number of installations in search of the truth about a war with an alien threat,86.0876230684265,Jade and Peyj are caretaking the children of Hillys orphaned by the DomZ When Jade runs out of money to run the shield that protects them she finds a photography job cataloguing all the species on Hillys for a science museum She is recruited by the IRIS Network which suspects that the Alpha Sections are behind planetwide disappearances Jades first target of investigation is an Alpha Sections factory,10.74,12.16,13.12,81.0,625.0,767.0
2,[10],2344,Mario Kart: Double Dash!!,[21],The Mushroom Kingdom just got a whole lot more hectic as Mario and friends double up for furious kart racing This time around each kart holds two racers that can switch places at any time so choose from a huge cast of favorites and pair them up any way you see fit The character in front handles the driving duties while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use Get ready for some intense multiplayer mayhem with your favorite characters including Mario Luigi Donkey Kong Peach Bowser and Koopa,83.54900538311352,Missing,5.75,12.51,23.55,82.0,576.0,258.0
3,[10],96,Need for Speed: Underground,"[6, 8, 11, 21]",Electronic Arts Need For Speed series takes a note from the Fast and Furious handbook with its latest release entitled Need For Speed Underground Purchase race and customize 20 different licensed cars from major manufacturers such as Honda Mitsubishi Toyota Volkswagen Nissan and more Race other customized cars through a detailed nighttime cityscape dodging city traffic and navigating shortcuts all the while Customize vehicle performance as well as your cars physical appearance changing rims stickers paint job spoilers and more Multiple racing modes range from drift competitions street racing and drag racing,83.28179779338942,Missing,13.78,17.83,21.5,78.0,403.0,276.0
4,"[8, 31]",836,Prince of Persia: The Sands of Time,"[6, 8, 9, 11, 21]",Prince of Persia The Sands of Time is a thirdperson puzzleplatformer and actionadventure computer and video game published by Ubisoft It was released on November 21 2003 and is a reboot of the landmark video game series Prince of Persia created by Jordan Mechner in 1989  The Sands of Time developed internally at Ubisoft Montreal successfully captures the mechanics of the original platformer and extends it to the 3D generation An earlier attempt by The Learning Company to transfer the game to 3D Prince of Persia 3D was released in 1999 but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors The game was praised for its visual design finely tuned game mechanics and intriguing storyline winning the game several awards  The game was developed for the PC PlayStation 2 GameCube Xbox and later a 2Dversion for the Game Boy Advance and mobile phones The success of The Sands of Time led to three followups Prince of Persia Warrior Within 2004 Prince of Persia The Two Thrones 2005 and Prince of Persia The Forgotten Sands 2010 A remastered highdefinition version of The Sands of Time was released on the PlayStation Network for the PlayStation 3 on November 16 2010,82.17463113479207,King Sharaman of Persia and his son known only as the Prince pass through India en route to Azad and conquer a city with the aid of the local Maharajahs traitorous Vizier During the battle the Prince seeks to win honour and glory in his first battle and heads straight to the Maharajahs treasure vaults where he discovers the mythical Sands of Time safely contained within their Hourglass and the Dagger of Time which he quickly learns can turn back time a short amount When the Prince presents the dagger to his father the traitorous Vizier demands it as payment but is refused by King Sharaman The Persians then continue on their journey to Azad with the wealth of prisoners taken from the Maharajah among them the Maharajahs beautiful daughter Princess Farah  In Azad the Vizier now in the service of King Sharaman tricks the Prince into using the Dagger to release the Sands of Time from the Hourglass A horrific sandstorm engulfs the kingdom and the Sands of Time turn all the occupants of the palace into monsters Only the Prince Farah and the Vizier remain unchanged due to their possessions a dagger a medallion and a staff respectively Amid the catastrophe the Vizier demands the dagger from the Prince who refuses and manages to escape  The Prince soon teams up with Farah in an attempt to return the Sands of Time to the Hourglass which the Vizier moves to the top of the Tower of Dawn As they progress through the palace the pair are constantly waylaid by Sand Monsters including a sandpossessed King Sharaman and the deadly network of traps set in motion in the hopes of killing the creatures The Prince becomes steadily more worn until his princely armor is mere shreds and his body covered in bloody wounds  While initially the Prince does not trust Farah because of the Persians mistreatment of her the two begin to grow closer as time goes on After a terrific battle in the ascent of the Tower of Dawn they reach the Hourglass and are about to complete their mission when the Prince hesitates suddenly suspicious of what Farahs motives really are Before Farah can convince the Prince otherwise the Vizier confronts the pair and uses his magical powers to trap Farah and the Prince in a tomb  As they wait to die in the tomb Farah tells the Prince who similarly reveals his claustrophobia a story she had never told anyone before about a time when she was little when her mother told her about a secret magic word which would help her escape anything that scared her Kakolookia  As soon as the Prince repeats the word as if by magic the Prince finds himself in a mysterious tunnel which winds down into a dreamlike bathhouse that resembles the magic fountains that the Prince earlier used to increase his health There he meets Farah inviting him to join her bath as they bathe the Prince and Farah finally make love and find comfort in each other amid their perilous situation When the Prince awakens afterwards he finds himself back in the tomb and discovers that the magical cavern was just a dream but he believed that Farah had shared it as well However Farah the Dagger and his sword are gone leaving him with only Farahs medallion to protect him from the Sands of Time  The Prince having found a new sword which destroys the sand monsters on contact pursues and catches up to Farah once more atop the Tower of Dawn which he must climb from the outside When the Prince finally reaches the top he finds Farah being overwhelmed by the sand monsters and she dangles over a cliff by the Dagger while the Prince grab the blade and Farah realizing that the Prince will die to save her instead sacrifices herself and lets go of the Dagger and true to the games prophecy if you want to live die in love she falls to her death in the Hourglass room below The Prince then tries to use the dagger to save her but finds the sandtanks empty since Farah had used them all Enraged by his lovers death the Prince uses the Dagger to massacre the last of the sand monsters in the tower and descends to weep over Farahs body As the Prince mourns the Vizier emerges from the shadows and offers the Prince a partnership in his evil plan promising him eternal life however the Prince angrily refuses because those he loved had died and before the Vizier can stop him the Prince drives the Dagger of Time into the Hourglass rewinding time to the night before the invasion of the Maharajahs kingdom The Prince awakens still with the Dagger of Time and secretly finds his way to Farahs bedroom where he tells her the whole story which she does not remember as it had not happened yet However the Vizier discovers the Prince and fearing his planned treachery already revealed attempts to kill both Farah and the Prince telling that he suffered from consumption and would die in any event and that his plan was to cure his imminent death with eternal life In the ensuing battle the Prince kills the Vizier He then returns the Dagger of Time to Farah who asks why the Prince invented such an unbelievable story to prove the Viziers treachery The Prince then kisses Farah hoping shell remember but she rebuffs his advance and so the Prince uses the dagger to erase the kiss and instead he falsely tells her that it was just a story But when Farah asks the Prince his name he replies Just call me Kakolookia before departing leaving Farah amazed,8.88,9.72,10.43,80.0,855.0,818.0
5,"[8, 9, 12, 31]",45139,The Legend of Zelda: Collector's Edition,[21],Receive Four Complete Classic Zelda games all on one disc when you buy the Zelda GameCube Bundle The Legend of Zelda Zelda II  The adventure of Link The Legend of Zelda Ocarina of Time The Legend of Zelda Majoras Mask The disc also includes Playable Demo of the Legend of Zelda The Wind Waker Zelda Retrospective Movie The Legend of Zelda The Wind Waker Movie Preview,80.07897323626193,Missing,,,,,,
6,"[4, 5, 13]",3936,Gotcha Force,[21],Collect hundreds of borgs and battle them out to save the day And no this isnt Pokemon,79.93982603948712,Missing,11.21,15.86,0.0,80.0,10.0,11.0
7,"[8, 9, 12, 31]",4164,Sphinx and the Cursed Mummy,"[3, 6, 8, 11, 14, 21]",Sphinx and The Cursed Mummy is an original 3rd person actionadventure inspired by the mythology of ancient Egypt Travelling the world via magical portals to foil the evil plans of Set Sphinxs Journey will require all his wits agility and special powers He will also rely on his reluctant hero friend The Mummy to help when being inconspicuous is the only solution By finding the stolen magical crowns of Egypt Sphinx can stop Set and save the world,79.87869126678511,Missing,12.19,16.29,18.24,71.0,33.0,65.0
8,"[8, 10, 31]",3962,Kao the Kangaroo: Round 2,"[6, 8, 11, 21]",Play as Kao The cutest and bravest kangaroo of all video games returns Experience the joy of playing a classic 3D singleplayer platformer filled with various challenges including fighting racing and solving puzzles Bounce through 25 levels set in 5 unique colorful worlds to rescue your animal friends captured by the evil Hunter and his henchmen,79.81746001885733,Missing,4.58,6.04,8.07,66.0,89.0,156.0
9,"[5, 9]",1987,XIII,"[6, 8, 11, 14, 21]",XIII is a celshaded firstperson shooter based on the popular Belgian cult comic created by Jean Van Hamme and illustrated by William Vance The game is loosely based on the first five comics The player unravels clues trying to solve a conspiracy set in an environment that breathes a comic book ambiance Footsteps and shots are visualized in text and actions for example headshots are shown in a series of still images Aside from that the game has all the typical FPS elements both stealth and action more than fifteen weapons shotguns crossbows rifles  interaction with environmental objects and plenty of enemies in levels spread all over the world During the game the player can learn a number of skills such as silent walking lockpicking and dual weapons handling,77.82696822590827,The President of the United States of America has been assassinated and youre the worlds prime suspect The FBI the CIA and a gang of murderous killers are trying to hunt you down Stricken with amnesia you remember nothing not even who you are Youre on your own and there is no one you can trust All you have is a safe deposit key a mysterious tattoo and a gun Clear your name solve the mystery and catch the true assassin before he strikes again,8.57,10.39,11.26,73.0,214.0,237.0
