,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269798,Chocoken no Sweets Department: Patissier Ikusei Simulation Game,[20],Welcome to Sweet City home of chocodogs and chococats Our sweettoothed friends are thrilled with the brand new Sweet Superstore thats opened in the middle of town filled with all kinds of exciting shops Each season the superstore holds events and fairs that are the pride of this bustling town Now you have the chance to explore this lively new place and see for yourself how the different shop owners work hard to make it such a success Help Rose a chocodog create and manage the Cookie Shop of your dreams choose the best furniture and layout cook the best cakes network with the other shop owners in the mall and develop your customer base Dont forget that a good client is a happy one,Missing,Missing,Missing,,,,,,
1,269647,Arasuji de Kitaeru: Hayamimi no Susume DS,[20],Missing,Missing,Missing,Missing,,,,,,
2,269646,Arasuji de Oboeru Sokudoku no Susume DS,[20],Missing,Missing,Missing,Missing,,,,,,
3,269577,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-kun,[20],Missing,Missing,Missing,Missing,,,,,,
4,269571,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou: Yoshimune DS,[20],Missing,Missing,Missing,Missing,,,,,,
5,269564,Atama no Kaiten no Training: Rubik's Cube & Chou Yuumei Puzzle Tachi,[20],Missing,Missing,Missing,Missing,,,,,,
6,191866,Nanpure VOW,[20],Nanpure VOW is a collection of both traditional sudoku puzzles and multisudoku puzzles The game contains 300 of these puzzles broken up into 7 levels of difficulty from ultra easy to very hard with an additional multiplayer mode for up to 4 players,"[9, 15, 35]",Missing,Missing,,,,,,
7,150079,The Legend of Zelda: Fourth Quest,[19],The Legend of Zelda Fourth Quest is a ROM hackmod of BS Zelda no Densetsu Map 2 and consequently a sequel of another mod called The Legend of Zelda Third Quest It was developed by Con with additional code by other ROM hackers of the BS Zelda scene The mod intends to make BS Zelda no Densetsu Map 2 closer to a traditional Zelda experience with the ability to play as Link or Zelda and changes to the engine of the original game which was heavily based on a timelimited gameplay making it directly related to story progression,"[12, 31]",Missing,Missing,,,,,,
8,76243,Gyakuten Saiban Jiten,[20],Missing,Missing,Missing,Missing,,,,,,
9,70699,Atelier Lise: The Alchemist of Orde,[20],Missing,"[12, 31]",Missing,Missing,,,,,,
10,70676,Gakuen Alice: Waku-waku Happy Friends,[20],Gakuen Alice Waku Waku Happy Friends is a Nintendo DS gamee based of the anime Gakuen Alice,"[13, 34]",There are rumors that Gakuen Alice will disappear In order to prevent this we will save money in the piggy bank The method of saving is to synthesize items collected in forests create items and submit them to the auction All items that can be synthesized are specially made by firefly You can make ketchup bullets Pigler No 3 pengie badges etc that appear in the original You can make many other items without getting bored There are events from previous GBA game such as the Kurigo rice competition as well,Missing,,,,,,
11,64419,Momotaro Dentetsu DS: Tokyo & Japan,[20],Momotaro Dentetsu DS TOKYO  JAPAN is a video game in the Momotaro Dentetsu series of board gamestyle video games genre released in 2007 by Hudson Soft for Nintendo DS The game was only released in Japan,[35],Missing,Missing,,,,,,
12,64313,Nodame Cantabile,[20],Based on the manga and anime of the same name Nodame Cantabile follows the odd couple of Shinichi Chiaki and Megumi Noda Both are students at the prestigious Momogaoka College of Music Shinichi is a studious and strict conductor while Megumi is a pianist known for her loose and inventive playing style While the original manga focuses on the development of their relationship this game adaptation is more of a sliceoflife story taking place partway through the original story The main game mode is a rhythm game in which players control Shinichi and conduct classical music performances Large notes flow towards the left from the right side of the touchscreen and lines of notes fly down from the top of the screen players need to tap the large notes as lines of notes reach them In addition to large notes there are also streams of notes with these players need to hold the stylus down while following the shape of the stream as it moves over the screen In addition to the main game mode there are also a variety of short minigames featuring various characters from the manga,Missing,Missing,Missing,2.97,0.0,0.0,70.0,1.0,1.0
13,21430,Zendoku,"[20, 38]",Set against a whimsical Far Eastern backdrop with a lighthearted martial arts theme Zendoku is a puzzle game that combines action with Sudoku and offers a variety of colorful characters and a comprehensive range of singleplayer and wireless multiplayer game modes,[9],Missing,Missing,3.05,0.0,3.92,60.0,5.0,4.0
14,21401,Pogo Island,[20],Get ready to be transported to a tropical island full of adventure and puzzlesolving fun in Pogo Island a unique title featuring the five most popular games from Pogocom When everyones favorite Pogo mascots are shipwrecked on a deserted island its up to you to save the day Hone your skills at five classic Pogo games including Poppit Word Whomp Squelchies TriPeaks Solitaire and Phlinx and then set off on an island adventure to reunite with your Pogo friends,"[9, 15]",Missing,Missing,0.0,0.0,5.17,40.0,1.0,1.0
15,4873,Free Running,"[5, 6, 8, 20, 38]",The whole ethos of Free Running an urban environment sport also known as Parkour is to be free break boundaries go where others dare not In this game the world around you becomes your playground  where others walk you jump where others stop you climb where others stall you leap to victory,"[10, 14]",Missing,Missing,0.0,0.0,16.59,61.0,7.0,3.0
