,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[7],256803,Donkey Konga,[21],The North American port of Donkey Konga which has a track listing different from the original Japanese version,Missing,Missing,12.47,21.88,27.5,66.0,60.0,23.0
1,[14],243181,Madden NFL 2005,[20],Missing,Missing,Missing,25.37,0.0,0.0,79.0,15.0,3.0
2,[33],195500,Chase,[18],Chase is a homebrew game for the NES,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
3,"[13, 14]",4043,NHL 2005,"[6, 8, 11, 21]",Capture all the speed finesse and action of professional hockey with NHL 2005 the successor to NHL 2004 The games new EA Sports Open Ice Control lets you execute offensive plays such as a giveandgo and a breakaway pass and you can also call for defensive doubleteams Dynasty mode has been enhanced with more interactive GMowner relationships including a new email system NHL 2005 also delivers all the action of the World Cup of Hockey with International Teams and venues from North America and Europe,87.98491089557864,Missing,14.0,0.0,25.0,70.0,8.0,2.0
4,"[4, 14]",3875,Def Jam: Fight for NY,"[8, 11, 21]",The ultimate hiphop fueled fighting game Def Jam Fight For NY challenges players to step into the shoes of a ruthless street fighter battling for control of the hiphop underground  The game features an allnew fighting engine including weapons interactive environments and five unique fighting styles that can be combined to form dozens of customized hybrid styles for the ultimate edge on the streets  Def Jam Fight For NY features more than 40 of the most wellknown artists and personalities in hiphop today including Busta Rhymes Carmen Electra Lil Kim Ludacris Method Man Redman Sean Paul Slick Rick Snoop Dogg and many more  New Fighting Engine  A new fighting engine challenges you to master multiple fighting disciplines take advantage of interactive environments and utilize dozens of weapons to make a name for yourself   Three Times the Length of the Original Def Jam VENDETTA  Its going to take more than 90 fights in 20plus venues to win control of the streets   40 of the Biggest Hip Hop Artists and Celebrites  Starring and music by the hottest names in hip hop from Def Jam and beyond  look for appearances by Busta Rhymes Carmen Electra Fat Joe Flava Flav Freeway Ghostface Ice T Joe Budden Kimora Lee Simmons Lil Kim Ludacris Method Man Redman Sean Paul Slick Rick Snoop Dogg Xzibit and many more   Five Brutal Fighting Styles  Master each fighting style street fighting kickboxing martial arts wrestling and submission fighting Combine up to three styles to create devastating hybridstyles complete with new blazin moves to finish off your opponent   22 Interactive Venues  From destructible environmental objects to rowdy spectators who like to get involved the 22 venues are the ultimate weapon   CreateAStreet Fighter  Build your own streetready fighter and outfit him with thousands of pieces of unlockable licensed gear tattoos and even bling from the Jeweler to the stars Jacob the Jeweler   Represent Your Crew Online  Join a crew and own the mean streets of NYC Move onto the international stage and take on allcomers with online play for the PlayStation 2,81.57986084817824,Missing,6.14,7.33,11.65,81.0,96.0,72.0
5,"[12, 13, 15, 31]",224,The Sims 2,"[6, 8, 11, 14, 21]",In The Sims 2 your Sims will be more lifelike more responsive and more complex than ever before Youll be able to control your Sims over their entire lifetimes taking them from their first steps to their golden years Guide them through Lifes Big Moments and build their Life Score with every decision you make And since every Sim will have its own DNA their appearance and personality will be passed down through the generations Life in The Sims 2 will take on a whole different dimension with an entirely new 3D engine,78.97157352726369,The game starts at the neighborhood level Here you can create a housing development from scratch or start with one of three premade neighborhoods each with its own theme From there youll settle on a house and a family of Sims to control Sims now have aspirations wants and fears The wants and fears are the daytoday things that occupy their minds like wanting to see friends or get married and fearing death or being rejected for a kiss Satisfy their wants and they become more efficient at completing tasks you assign them Realize their fears and Sims become lethargic cranky and unresponsive to your commands Aspirations are the bigpicture things like raising a family becoming wealthy and gaining knowledge Succeed here and youll be able to buy odd gifts for your Sim to improve his or her life like a money tree that pays dividends or a fountain of youth water cooler  Of course you wouldnt be able to juggle all that if it werent for the improved Free Will option which makes it easier for Sims to fulfill their basic needs The artificial intelligence of the game is noticeably improved they wont turn on radios just as a family member is going to bed but strangely they do occasionally put their dishes on the floor  Another big change in the series is the concept of the lifespan Now Sims are born with the traits of their parents families grow and Sims grow old Not only does this go hand in hand with aspirations growing up is the first aspiration that a baby Sim will have it provides a limited time with which your Sims can achieve their goals  The premade households all have backstories that are smart spoofs of soapopera plotslots of scheming romance ghosts and family fighting,32.19,58.47,185.41,77.0,287.0,80.0
6,[12],4575,X-Men Legends,"[8, 11, 21]",XMen enter the realm of roleplaying games with an intense story superhero action and multiplayer modes The story in XMen Legends begins when the XMen learn that Magneto has devised a plan to give mutants the power to reign supreme over humans To save the human race from imprisonment you compose a fourperson team from a roster of XMen characters including Storm Gambit and Wolverine,76.62688987550676,Missing,18.86,20.03,20.07,74.0,69.0,56.0
7,[8],1189,Crash Twinsanity,"[8, 11, 21]",Crash Twinsanity is the fifth mainline series game of the Crash Bandicoot series where Crash and the villain Cortex are forced into partnership Each character occupies the same screen but they run along on different planes Crashs gameplay is mostly the same as before he can still do his trademark spin attack double jump and body slam moves The originality comes in his duo with Dr Cortex as he can throw him to places he cant reach himself or use him as a hammer to slap enemies The consistent conflict between both heroes causes many funny situations,69.60498272867925,The story is set three years after the events of Crash Bandicoot The Wrath of Cortex where the villainous Doctor Neo Cortex and the mighty Uka Uka were left stranded in the Antarctic sea In this games story N Sanity Island comes under threat by a sinister duo called The Evil Twins forcing Crash Bandicoot to reluctantly team up with his arch nemesis and creator Doctor Neo Cortex whom the twins seek revenge against,5.13,5.65,6.36,73.0,159.0,107.0
8,"[10, 31]",4199,Terminator 3: The Redemption,"[8, 11, 21]",Terminator 3 The Redemption is a combination of 3rd person shooter rail and driving game featuring Arnold Schwarzenegger as the infamous T850 Infiltrator The game features 20 alternate vehicles with never before seen SkyNet units and a TechCom Force Coop mode Your goal is to ensure the survival of both John Connor and Kate Brewster in present and future universes,65.34022282676179,Missing,7.49,0.0,0.0,67.0,6.0,4.0
9,"[13, 14]",4033,NBA Live 2005,"[6, 8, 11, 21]",NBA Live 2005 is the 2004 installment of the NBA Live video games series The cover features Carmelo Anthony as a member of the Denver Nuggets The game was developed by EA Sports and released in 2004 for PlayStation 2 Xbox Nintendo GameCube and Windows,65.20875418392369,Missing,6.0,0.0,0.0,78.0,10.0,2.0
10,[14],906,Tiger Woods PGA Tour 2005,"[6, 8, 11, 14, 21]",Tiger Woods PGA Tour 2005 further refined the character creation system and added new features such as Tiger Proofing and Legends Matches,63.0,Missing,0.0,49.59,0.0,77.0,9.0,3.0
11,"[8, 31]",3779,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,"[8, 21]",This platform adventure game finds Jimmy returning from outer space  with an alien lifeform stowaway The alien starts cuddly and cute but quickly becomes a ferocious beast with a voracious appetite for destruction Once again Jimmy Neutron must use a revolutionary invention system to create some inspired gadgets to capture and contain the quickly multiplying alien attack Players are able to create over 26 gizmos 11 inventions and four super inventions There are of course also secret gizmos hidden in each level to give Jimmy Neutron enhanced powerups With the help of these gadgets Jimmy makes his way through six episodes spanning 15 levels including Jimmys Lab Twonkus3 The Neighborhood Downtown Retroland and the Final Showdown,59.99004975124378,Missing,5.15,6.25,0.0,63.0,13.0,12.0
12,"[8, 31]",3912,The Fairly OddParents: Shadow Showdown,"[6, 8, 21]",When the TV goes out just as the season finale of Crash Nebula starts Timmy Turner asks his Fairy Godparents for a little help When they find their magic is gone they quickly find out The Shadow is responsible,57.78012707052211,Missing,6.68,8.0,8.58,61.0,11.0,6.0
13,[4],10629,Zoids: Battle Legends,[21],Take on the role of your favorite Zoids character from the hit anime Join the battle for planet Zi and unleash devastating firepower to destroy enemy forces,56.0,Missing,4.44,25.0,0.0,76.0,7.0,3.0
14,[31],4148,Dreamworks' Shark Tale,"[6, 8, 11, 21]",Shark Tale is a 2004 video game based on the film of the same name that was released on PlayStation 2 Microsoft Windows Game Boy Advance GameCube and Xbox The Game Boy Advance version was also released on a Twin Pack cartridge bundled with Shrek 2 in 20051  The player is the role of Oscar the fasttalking little fish who becomes an unlikely hero after he decides to take the easy road to fame and fortune by fighting with his shark friend Once underway gamers undertake more than 25 different missions set in their favorite moviebased locations including exclusive gameonly environments Blending a variety of different gameplay styles Shark Tale sports all sorts of interactive activities including adventure mode actionfighting sequences race challenges and Dance Dance Revolutionlike music sequences,49.602111621864466,Missing,,,,,,
15,[31],3289,Power Rangers: Dino Thunder,"[8, 21]",A Power Rangers action game based on the latest iteration of the series featuring dinosaur Zords Whenever Dinos threaten mankind count on the Power Rangers to be there With more than 20 levels and loads of puzzles and action Power Rangers Dino Thunder will give fans of the action team plenty to shout about Released ahead of its console cousins Power Rangers Dino Thunder mixes puzzles and action for a unique brand of gameplay Use special attacks and weapon powerups to beat the competition and collect Dino Gems to control the Dino Zords,40.0,Missing,,,,,,
16,[5],50576,Zoids VS III,[21],Released in September 2004 Zoids Vs III looks and plays similarly to its predecessors offering fastpaced robot action in wideopen battlefields New to the series is the ability to perform sliding turns in battle and take to the sky outright and battle opponents in the air Another upgrade is the ability to engage in fourplayer splitscreen battles as opposed to the predecessors twoplayer versus modes in configurations from 1 vs 3 2 on 2 matches and battle royale freeforalls with human players or CPU bots Modes include Story Mode Battle Mode VS Mode Zoids Fist Mode and a Zoids Museum Mode Futhermore even more Zoids and pilots including many from Fuzors and Saga were added many of which must be unlocked,22.0,Missing,0.0,0.0,0.0,0.0,0.0,0.0
