,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[7],256804,Donkey Konga,[21],The European port of Donkey Konga which has a track listing different from the Japanese and North American versions,Missing,Missing,12.47,21.88,27.5,66.0,60.0,23.0
1,[14],3437,Outlaw Golf 2,"[6, 8, 11, 21]",The crude cast of Outlaw Golf is back with new friends courses fighting moves and more Choose from 11 wild charactersincluding babes rappers and thugsand take on the challenges from eight courses ranging from the arctic to the jungle By playing through the tour and winning events you can unlock more clubs balls and outfits In addition to tournament mode the game features match time attack and baseball golf modes Just remembereven if your golf game is off you can still beat up your opponents or even your caddy,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,"[12, 15, 16, 24]",1440,Fire Emblem: The Sacred Stones,"[24, 37, 41]",In Fire Emblem The Sacred Stones you must help protect the nation of Renais from the invading Grado Empire Plan your strategy choose your units and then lead your soldiers in to battle The more experience your soldiers gain the more you can upgrade their abilities This time your soldiers can gain experience by fighting new monsters in the Tower of Valni,91.80876259609491,Missing,24.55,32.47,43.31,81.0,411.0,334.0
3,[14],703,FIFA Soccer 2005,"[6, 8, 11, 21]",FIFA Football 2005 gives you more control than ever with improved button and control sensitivity and an intuitive Off the Ball Control Now you can take command of players not in possession of the ball by calling in tackles jostling for space and sending your teammates on runs as you control the pitch With more than 350 official team and league licenses from around the world an enhanced Career mode and an improved broadcast FIFA Football 2005 gives you a complete and authentic soccer experience,78.5136339400801,Missing,,,,,,
4,[14],2699,Tony Hawk's Underground 2,"[6, 8, 11, 21, 38]",Youve been chosen by Tony Hawk to compete against Bam Margeras team in the World Destruction Tour In an allnew storyline Tony Hawks Underground 2 takes you to skateparks around the world where you can spray your custom tag slap stickers and even create new skate lines Now you can play as yourself as your teammates or as more than 20 special skaters If youre feeling nostalgic for older Tony Hawk games you can try Classic mode which challenges you to accomplish your favorite goals such as Secret Tape and High Score,78.29067095135484,Missing,7.6,12.44,17.57,78.0,162.0,77.0
5,[14],3985,Mario Power Tennis,[21],Mario Power Tennis features variations of tennis matches consisting of characters courts and scenarios based on the Mario series The range of courts includes the standard three types of tennis court but consists predominantly of those themed upon games in the Mario series known as Gimmick courts As well as adopting the style aesthetically these feature thematic elements that influence how the match will be played on that surface such as the ghosts in the Luigis Mansion court which hinder movement when the character comes into physical contact with them Although standard tennis is available variants of the sport can be played which adopt different rules and methods of victory Ring Shot involves the player earning points by hitting the ball through rings of varying sizes with the number of points dependent on the difficulty of the shot9 The player acquires the points whenever a winning shot is made adhering to standard rules the match is won once the predetermined number of points is equaled or surpassed A similar mode Item Battle involves the characters using items based on the Mario universe to interfere with each others game and gain an advantage,73.29672017656547,Missing,3.36,17.39,69.28,74.0,137.0,50.0
6,"[4, 5, 9, 10, 14, 31, 33]",4008,Midway Arcade Treasures 2,"[8, 11, 21]",Midway Arcade Treasures 2 is the second collection of classic arcade games published by Midway for the GameCube PlayStation 2 and Xbox This compilation includes 20 games that were not in the 2003 release of Midway Arcade Treasures or the 2005 release of Midway Arcade Treasures 3  The game plays similar on all three consoles though the Xbox version has the exclusive ability to upload scores to an online scoreboard The Xbox version however is not compatible with the Xbox 360 The special features on each version of the game are the same These include game histories developer interviews and other documents,71.0,Missing,8.35,0.0,0.0,73.0,4.0,3.0
7,"[4, 9]",1613,Mortal Kombat: Deception,"[8, 11, 21, 38]",Mortal Kombat Deception is the sixth installment in the Mortal Kombat franchise Based on the Mortal Kombat Deadly Alliance engine players once again have to fight to stop this new threat in the sixth installment of the fighting series The standard Arcade Versus and Practice modes return as well as new items to be found in the Krypt In addition there are new Konquest Adventure Chess Kombat and Puzzle Kombat modes to give the player new minigames  The Playstation 2 and Xbox versions offer online competitive play against other players The Gamecube version does not include online play but offers Goro and Shao Kahn as exclusive playable characters,70.63350359150506,As the deadly alliance of Quan Chi and Shang Tsung emerge victorious against Raidens warriors a new evil the Dragon King and former emperor of Outworld Onaga appears to seek the six artifacts the Kamidogu that grant him supreme power over all realms The main protagonist is Shujinko a warrior with the power to copy other fighters abilities who was deceived into ressurecting Onaga prior to the main story To accomplish this task Shunjinko traverses all the realms from his native Earth Realm to the hellish Netherealm while tutored by the grand masters of Mortal Kombat However once Shujinko accomplishes his task he discovers that he has been a pawn in a plot to restore the evil Dragon King Onaga from the dead With Onaga restored to full strength the champions of Mortal Kombat must stop him from altering the very fabric of existence,4.97,16.6,48.73,75.0,104.0,53.0
8,"[8, 10, 31, 32]",1323,Ty the Tasmanian Tiger 2: Bush Rescue,"[8, 11, 21]",STREWTH Its time to go back Down Under with this fully remastered version of TY the Tasmanian Tiger 2 Bush Rescue Rang bite smash and glide your way around the Australian Outback and stop the evil machinations of the diabolical BOSS CASS in this open world adventure,69.14057363655901,Missing,8.65,11.88,15.1,73.0,56.0,67.0
9,"[8, 31]",2767,The SpongeBob SquarePants Movie,"[8, 11, 21]",On a heroic comedic quest through 18 levels of platform driving and sliding action SpongeBob and Patrick leave Bikini Bottom and journey to new and unexplored lands Players join their struggle to defeat Planktons diabolic scheme to take over the worldPlan Z Plankton has stolen King Neptunes crown and assumed control of the town of Bikini Bottom placing the blame squarely on Mr Krabs Together SpongeBob and Patrick must journey to far away Shell City to recover the crown return to Bikini Bottom and save the town and Mr Krabs,68.59383605680716,Missing,7.62,10.1,12.05,68.0,140.0,80.0
