first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1072742400,[33],85233,Kutar Burger Factory,"[6, 37]",Kutar is the character who has an incredible expressionless emotions that cant be distinguished by laughing or crying Kutar is not a dog cat or bear Kutar is always Kutar no matter where he is going or doing Though being so expressionless when Kutar wants to laugh cry love or be angry all feelings are still very ordinary No matter what happenes the emotions will not changed Even a desperate situation arrives Kutar will just inflate his body and overcome What a wonderful Yuruchara The lovely and funny Kutar game series is everywhere Just finish the quests challenges with simple controls This time Kutar is making burgers you only need to place the bread But any mistakes will not be tolerable,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1072828800,"[8, 9]",68235,Crazy Chicken: Pharaoh's Treasure,"[6, 20, 82]",Go on another quest with Crazy Chicken this time for treasure,Missing,Missing,nan,nan,nan,nan,nan,nan
1070496000,[8],50580,Hudson Selection Vol. 3: PC Genjin,"[8, 21]",This game is a 3D remake of PC Genjin best known in America and Europe as Bonks Adventure and was released exclusively in Japan,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1071705600,[8],50574,Hudson Selection Vol. 4: Takahashi Meijin no Bouken-jima,"[8, 21]",The Takahashi Meijin 3D conversion After 17 years a large revival has come for a full renewal  Running through the adventure island of all eight worlds to rescue Tina who has been kidnapped  Not only has it become 3D new elements have been added to further powerup the game,Missing,Missing,nan,nan,nan,nan,nan,nan
1071100800,"[10, 13]",27100,Neon Genesis Evangelion: Ayanami Raising Project with Asuka Supplementing Project,"[8, 20, 24]",In Ayanami Raising Project the player takes on the role of a NERV officer who has just been assigned to Tokyo3 Upon meeting with Commander Gendo Ikari he is charged with taking care of the First Child the mysterious Evangelion pilot Rei Ayanami It is up to the player to decide Ayanamis weekly schedule balancing between education duties at NERV and leisure The game spans approximately one year and includes the events of the entire anime series as well as the movie The End of Evangelion In the Asuka Supplementing Project version released for PS2 and DS the player can also unlock a new Asuka route,Missing,Missing,nan,nan,nan,nan,nan,nan
1070928000,[14],6238,World Championship Pool 2004,"[6, 8, 11, 21]",Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1070582400,"[12, 35]",3795,Baten Kaitos: Eternal Wings and the Lost Ocean,[21],An original roleplaying game for Nintendo GameCube from the team behind Xenosaga The game makes heavy use of cards for everything from fighting battles to purchasing items Cards are actually a central part of the story as well as they are holders for Magnus which is short for Magna Essence Magnus is the true nature of all things throughout the world including swords magic spells and even apples that are gathered in the town in which your adventures start out A real item can be turned into Magnus form and stored in a blank card It can then be taken out from the card and will turn back into real form Features detailed CG cutscenes to tell the story and turnbased battle sequences,88.10317266335426,The existence of Earth a planet of continents surrounded by deep oceans has long become a mere legend People live now on islands which are floating high in the skies They also have wings  Wings of the Hearts  growing on their backs Kalas is a young man who was born only with one wing  he replaces the second with an artificial wing manufactured by great masters He is on a quest to find the murderers of his grandfather and his brother He meets a girl named Xelha who is out to stop an evil conspiracy that threatens the country and they join forces against the newly appeared evil,52.24,59.06,126.05,82.0,108.0,122.0
1072828800,"[12, 25, 31]",79149,Phantasy Star Online Episode I & II Plus,[21],SEGA rereleased in 2003 an updated version of Phantasy Star Online Episode I  II for the Nintendo GameCube in 2003 called Phantasy Star Online Episode I  II Plus  Early in the effort to run unsigned code on the GameCube people found that when playing PSO and connecting to a server using the GameCube Broadband Adapter a regular PC could be made to pretend it was a server which would fool the game  After making the connection data could be streamed back to the GameCube making it easy for hacking and false servers Phantasy Star Online Episode I  II Plus was created in mind to fix this problem Along with this problem SEGA included extra content for offline with this game including  Episode II Challenge Mode which was perviously only online  Perviously Online only quests Seat of the Heart West Tower and East Tower are now available offline  Central Dome Fire Swirl a downloadable quest for the Xbox is now available offline  The downloadable goods from Fake in Yellow quest are now available offline  Aside from some extra cheat protection Phantasy Star Online Episode I  II Plus ran exactly the same as the original version and all data from characters items ect can be swapped between the two instantly,87.0,Episode I begins as Pioneer II arrives at Ragol attempting to land and begin colonizing the new planet While preparing to land a huge explosion rocks the surface of Ragol causing all connection with the first colony down below Pioneer I to be lost The Principal reaches out to the group of warriors called Hunters to go onto the surface and search for clues of what happened to Pioneer I the colonists and the Principals daughter Rico Tyrell The player will make their way through four different areas of Ragol Forest Caves Mines and Ruins in search of what happened to Red Ring Rico and the cause of the mysterious explosion  After Episode I the player is asked to help the government explore a recently found laboratory on Gal Da Val Island After some training missions you begin to explore the island only to find mysterious voice capsules from Healthcliff Flowen a military commander that the government had presumed dead The player will travel through 7 different areasTemple Spaceship Jungle Mountain Seaside Central Control Area and Seabed in search of the fate of Healthcliff Flowen and the mysterious plan begun by Dr Osto,54.1,86.41,138.02,87.0,46.0,17.0
1070409600,[9],4062,Pac-Man Vs.,[21],PacMan Vs is a PacMan video game originally designed exclusively for the Nintendo GameCube that was included as an extra bonus disc with the Players Choice edition of PacMan World 2,74.0,Missing,4.27,0.0,0.0,70.0,7.0,1.0
1071187200,[7],3889,Donkey Konga,[21],Donkey Konga is a GameCube rhythm video game starring the ape Donkey Kong developed by Namco and published by Nintendo Instead of the standard GameCube controllers the game is intended to be played with a special controller called the DK Bongos that resemble two small bongo drums  Donkey Konga was developed by the same team of people who made the Taiko Drum Master series for the PlayStation 2 The tracks include hits such as Louie Louie We Will Rock You Shining Star Rock Lobster and Losing My Religion There are tracks from the Mario series the The Legend of Zelda series and other Nintendo related music All regional variants of the game have differing track listings and in the North American version of both games almost all of the licensed nonNintendotraditional songs are shortened covers,70.84216028525088,Missing,12.47,21.88,27.5,66.0,60.0,23.0
1070928000,Missing,117003,Harry Potter and the Sorcerer's Stone,"[8, 11, 21]",Two years after versions on other platforms the thencurrent consoles got their own adaptation of the first Harry Potter book and film Like in the computer and PlayStation versions Harry Potters first year at school of magic Hogwarts is presented as a 3D actionadventure title The game is organized into distinct days and nights days mostly consist of lessons where usually Harry will learn new spells but the more interesting stuff happens at night when Harry sneaks around the castle to do things like meeting Draco Malfoy for a duel fighting a troll in the dungeons and other important scenes from the film and book Most tasks involve platform sections where Harry has to jump over chasms and balance along edges Often creatures will be in the way that have to be fought using the correct spells and magic must also be used to solve the occasional puzzle At night Harry must watch out for prefects patrolling the floors of the castle to avoid getting sent back to the common room Theres also broomstick flying in the game including a Quidditch match against Slytherin,69.95473979621644,The story follows protagonist Harry Potter who discovers he is a wizard and is sent to Hogwarts School of Witchcraft and Wizardry where he makes friends and receives magical training and along with his friends stop Lord Voldemort from returning to power,nan,nan,nan,nan,nan,nan
1071446400,"[13, 15]",4151,The Sims Bustin' Out,"[8, 11, 21]",The Sims Bustin Out is the second title in The Sims console series and the first The Sims title to not be released on PC It featured the same 3D environment and engine the past game did however adds several features from The Sims expansion packs The Sims Hot Date The Sims Superstar and The Sims Livin Large Bustin Out was released for the Game Boy Advance GameCube PlayStation 2 Xbox and NGage in the fourth quarter of 2003 As the title suggests the Sims can get out of the house to visit other locations such as Shiny Things Lab or Casa Caliente There are two modes Bust Out Mode which has mission based gameplay and Freeplay Mode which is openended gameplay very much like the original The Sims PC game,66.52276528148852,Missing,13.33,21.37,27.38,70.0,58.0,37.0
