,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[8],48288,The Flintstones: The Surprise at Dinosaur Peak!,[18],Pebbles and BammBamm have wandered away from home and it looks like Fred and Barney found them Unfortunately an active volcano stands in the way Now Fred and Barney must travel across the prehysterical world of Bedrock to rescue the kids Fred swings a mean club and Barneys sling carries a nasty sting in this adventure for the whole family Scale the side of a cliff use crocodiles as trampolines and leap into action as Bedrocks most famous citizens go looking for their children Collect the hidden five fabled fire gemstones to pay a greedy Pterodactyl to return Pebbles and BammBamm to their homes,Missing,Missing,,,,,,
1,[12],42513,Down the World: Mervil's Ambition,"[19, 58]",Down the World Mervils Ambition is a Final Fantasy IVlike roleplaying video game where the player takes the role as Mervil as he tries to become the most successful man in his world This game was released for the Super Famicom in the fourth quarter of 1994  During the course of the game he fights rough monsters goes on perilous quests and becomes tougher as he acquires stronger equipment and fights evil forces The first fifteen minutes of the game is completely noninteractive including the random monster fights,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,"[12, 31]",42635,Dragon View,"[6, 19, 58]",Solve puzzles and fight monsters in order to save your love Shes been taken by Giza an evil sorcerror bent on destroying all life in the world Youll journey through different lands in search of clues and powerful items and magic,88.60587494502767,Missing,11.39,12.29,14.36,74.0,8.0,10.0
3,[14],9151,Super Punch-Out!!,"[5, 19, 41, 58, 137]",Slug your way through the grueling and sweatpounding matches of the Minor Major and World Circuits Dodge bonebruising punches and dance to the top of the supreme Special Circuit Face off against old favorites including Bear Hugger Piston Hurricane Bald Bull Mr Sandman and Super Macho Man plus a cast of new and weird challengers With a right hook Body blow And precise quick jabs The referee announces Knock Out Your opponent lies face down as you win the title of Nintendo Video Boxing Association Champion,81.28531191160096,Missing,3.07,5.14,12.52,79.0,108.0,76.0
4,"[9, 14]",3656,Kirby's Dream Course,"[5, 19, 41, 58, 137]",Kirbys Dream Course is a 1994 miniature golf video game developed by HAL Laboratory and Nintendo EAD and published by Nintendo for the Super Nintendo Entertainment System SNES,76.8593668302058,Scan the course and check out the obstacles ahead Get ready for the most surprising game play imaginable in Kirbys battle against King Dedede  This checkboard challenge brings outrageous hazards and bizarre surfaces Warp panels instantly transport you to new and exciting challenges Conveyer belts provide higher levels of adventure Turntables take the action in a whole new direction  Gordo Kracko Whispy Woods and a cast of zany characters await you Gain special powers including Fireball Freeze Spark and Parasol Transform your enemies into stars revealing eight hidden cups of each wildly different course Control the force and angle of your shot and sink Kirby for a holeinone,3.16,4.78,7.53,73.0,67.0,51.0
5,"[5, 8]",1263,Sparkster,[19],The eponymous main character is an opossum knight who fights an army of yellow wolves and robots He is armed with a sword that can fire energy bolts and a rocket pack that allows him to fly short distances The gameplay remains mostly the same as in Mega Drive games with the most notable change being the addition of a shortdistance rolling dash One major difference is that the games final level depends on a difficulty player selected On easy the game culminates with battle against Axel Gear but on normal the story continues with Sparkster fighting the leader of the Wolves on the next level On hard difficulty the game continues beyond that with the true final stage,72.72112402410593,The kingdom of Eginasem a land inhabited by opossums is under attack by an army of wolf soldiers which also kidnapped Princess Flora Sparkster the Rocket Knight is out to battle this threat rescue the princess and save his kingdom from certain destruction His nemesis the rival Rocket Knight Axel Gear is aiding the invading forces making Sparksters task even more dangerous The players goal is to battle through all of the enemy warriors and robots defeat Axel Gear and infiltrate the enemys battleship where the wolves leader Generalissimo Lioness is planning to launch a warhead to destroy planet Eginasem,,,,,,
6,"[5, 31]",42621,The Firemen,"[19, 58, 306]",The fire is alive  and its racing straight towards you A fire has broken out in a hightech chemical factory where a highly explosive chemical MDL is being developed Its up to you and your firefighting team to save the people trapped in the building and stop the fire from reaching the MDL Because if it does the whole building is going to blow  An action shooting game with a gripping storyline and 2D overhead perspective Evade sudden hazards and save survivors Multilevel action  crawl along the ground to advance and hose the fire from both high and low levels,72.45098039215686,Missing,2.0,2.1,2.28,75.0,22.0,27.0
7,"[8, 9, 31]",452,Blackthorne,"[6, 13, 14, 19, 24, 30, 58]",In Blackthorne players take on the role of Kyle Blackthorne a lethal commando equipped with brute strength animal cunning and a mysterious past that he has just begun to remember Thrown onto the futuristic planet of Tuul Blackthorne must contend with a world overrun by mutant monsters and goblin hordes in a valiant attempt to liberate the Androthi people,71.09532290621782,Missing,6.27,7.97,8.7,70.0,32.0,23.0
8,[4],2550,Dragon Ball Z: Super Butouden 3,"[19, 58]",The third and final installment of the original Super Butouden trilogy brings the series to the Majin Buu Saga of the Dragon Ball Z story,70.4507356106132,Missing,5.0,0.0,6.03,60.0,13.0,3.0
9,"[4, 25]",18125,Spider-Man and Venom: Maximum Carnage,"[19, 29]",SpiderMan and Venom Maximum Carnage is a sidescrolling beat em up game for the Super NES and Sega GenesisMega Drive developed by Software Creations and published by Acclaim Entertainment and its subsidiary LJN in 1994 The game based on a sprawling comic book story arc of the same name features numerous heroes including SpiderMan Venom and their allies from the Marvel Comics fictional universe like Captain America Black Cat Iron Fist Cloak and Dagger Deathlok Morbius and Firestar all teaming up to battle an onslaught of villains led by Carnage including Shriek Doppelganger Demogoblin and Carrion  Both the GenesisMega Drive and Super NES versions come in a red cartridge They were later released in the normal cartridge colors black for Genesis gray for Super NES  The game was followed up by a sequel called VenomSpiderMan Separation Anxiety  Universal Studios Orlando used Maximum Carnage as the theme for a haunted house at Halloween Horror Nights in 2002,67.04958902672173,Missing,1.94,2.5,3.92,67.0,52.0,37.0
10,[14],8051,Tiny Toon Adventures: Wacky Sports Challenge,[19],Humor Wackiness Sports ls that what youre looking for if so this games got it Plus cool graphics  STARRING YOUR FAVORITE TINY TOON ADVENTURES CHARACTERS FROM THE ANIMATED TV SERIES You can play as Buster Bunny Babs Bunny no relation Plucky Duck or Dizzy Devil Youll also run into your other favorite cast characters  HIDDEN BONUSES TWELVE DIFFERENT EVENTS MULTIPLE SKILL LEVELS WITH DIFFERENT HAZARDS Face it if you want a laugh riot sports action and tons of replay value then this is the game youre looking for Just check out those screen shots  BUY THE GAME PLAY THE GAME BE THE GAME Besides where else are you going to find Bungee Jumping Chicken Race Ice Cream Toss Weight Lifting and eight other games in one convenient package,65.0,Missing,1.72,0.0,0.0,80.0,4.0,2.0
11,"[8, 9]",2835,Virtual Bart,"[19, 29]",Barts reality goes virtual when he is strapped into Martin Princes Virtual Reality experiment at the elementary school science fair Each virtual reality program represents a stage in the game that Bart must play through in order to escape the machine before the programs crash  The game consists of three sidescrolling platform stages and three stages that take place from a rear view Bart assumes the roles of a pig dinosaur and baby for the platform stages He tosses tomatoes and eggs slides down a water slide and drives a motorcycle in a postapocalyptic Springfield for the three remaining stages They are all accessed by chance via a wheelofmisfortune,59.84750770047923,Missing,3.57,0.0,0.0,68.0,4.0,3.0
