first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1316044800,"[5, 8]",269881,Rockman Cross X,[18],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1317081600,[14],240386,FIFA Soccer 12,[37],Nintendo 3DS port of FIFA Soccer 12,Missing,Missing,nan,nan,nan,nan,nan,nan
1315353600,[9],209882,Hoppie,[20],Hoppie by Maximum Family Games,Missing,Missing,nan,nan,nan,nan,nan,nan
1315872000,Missing,209752,Girls Only,[20],Missing,Missing,Missing,0.0,0.0,2.85,20.0,1.0,1.0
1317081600,"[8, 9, 31, 33]",117751,Naught,"[34, 39, 130]",Naught is a platform videogame with a unique control where you rotate the environment to change gravity and guide the main character Naught through labyrinth levels full of challenges hidden places and secrets Featuring varied dynamic gameplay Naught explores 40 levels where he must dodge danger and enemies arising from the shadows discover hidden places collect seeds of light that will help him access blocked areas and recover the diamond fragments that possess enormous power Throughout his adventure he will be accompanied by the Spirit of the Tree who will help him find his way through extremely narrow and complex labyrinths You can also enjoy a time trial challenge on every level In Naught you will discover an underground world full of lights and shadows connected to the exciting story of our character a soul awakened to face the shadows and protect what he loves the most,Missing,Missing,2.54,3.17,5.0,80.0,2.0,4.0
1315872000,Missing,97372,Dora & Kai-Lan's Pet Shelter,[20],Two heroic Nickelodeon stars are teaming up like never before to find new homes for pets in need Its Dora and Kailans Pet Shelter With help from Kailans grandfather YeYe and Doras cousin Diego Dora  KaiLan invite kids to help them at their Pet Shelter where they care for puppies kittens bunnies and birds Dora and Kailans Pet Shelter helps pets get clean fed healthy and happy so they can be adopted Once pets are adopted they arent gone for good because Dora and Kailan need your help to run a daycare for returning animals too,Missing,Missing,nan,nan,nan,nan,nan,nan
1316649600,Missing,85128,Escape Trick: Ninja Castle,[159],Once upon a time when Ninjas were still actively working behind the scenes,Missing,Missing,nan,nan,nan,nan,nan,nan
1317254400,"[9, 33]",85055,Crystal Caverns of Amon-Ra,[159],Unlock the riches of the legendary Crystal Caverns of AmonRa by capturing the crystal spheres before they reach the Pit of Fire,Missing,Missing,nan,nan,nan,nan,nan,nan
1317254400,Missing,85007,Bugs'N'Balls,[159],BugsNBalls is the most played game in the Bugs World,Missing,Missing,nan,nan,nan,nan,nan,nan
1315872000,"[13, 15, 32, 35]",65526,Oh! Edo Towns,"[6, 34, 39, 48, 130]",Build your own Japanese town during the Edo Period in Oh Edo Towns From acclaimed mobile games developer Kairosoft,Missing,Missing,7.3,0.0,0.0,0.0,0.0,1.0
1317168000,"[10, 14]",63701,Family Tennis 3D,[37],A tennis game for the 3DS by famed Japanese developer Arc System Works,Missing,Missing,nan,nan,nan,nan,nan,nan
1315958400,[31],56907,Dot Runner: Complete Edition,[37],A doteating maze game in the Picdun series,Missing,Missing,nan,nan,nan,nan,nan,nan
1315958400,"[5, 9, 33]",51624,Radiant Silvergun,"[6, 12, 130]",Set on the earth and in space on July 14 2520 AD the film explores the mystery of mankinds extinction Various terrains become battlefields Enemies attack from all directions There are 23 bosses in total Aim for a high score by making full use of score bonuses and levelup weapons,Missing,Missing,2.82,13.91,14.13,83.0,29.0,27.0
1314921600,Missing,47954,"Sesame Street: Ready, Set, Grover! With Elmo - The Videogame",[20],Go on a healthy habits adventure with your favorite Sesame Street friends Join Grover Elmo and Abby Cadabby on an exciting obstacle course that encourages healthy habits through fun active gameplay,Missing,Missing,nan,nan,nan,nan,nan,nan
1316649600,"[4, 8, 25, 31]",47625,Senran Kagura: Shoujo-tachi no Shinei,[37],Asuka Ikaruga Katsuragi Yagyuu and Hibari are five novice ninjas with different powers but all of them have one aim to rid the world of evil Take the girls in a horizontal scrolling action adventure slash at the obstacles that block their way and combo enemies in the air When gamers execute a move beautifully or satisfy some other challenging conditions the girls will reward them with special cut scenes full of fanservice moments  The fast pace fights will appeal to action fans while the bishojo lovers can enjoy the cut scenes But dont skip the story as the scenarios are written by Kitashima Yukinori of 428 Fuusa sareta shibuya fame,Missing,Missing,nan,nan,nan,nan,nan,nan
1317340800,[14],25203,Anglers Club: Ultimate Bass Fishing 3D,[37],Explore the lake and bring serenity and excitement of catching bass to your fingertips Brilliant Nintendo 3DS graphics make competing in over 40 tournaments an amazing experience Customizable characters lures and reels and gear will make you the ultimate bass fishing champion,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1315872000,[9],21571,Puzzler Mind Gym 3D,[37],Puzzler Mind Gym 3D offers a daily program of brain exercises and puzzles in 3D designed to help make the most of your mind Improve your capabilities in four categories you use every day  Visual Memorization Wordbased and Numerical puzzles abound Puzzler Mind Gym 3D is a 90day program of enjoyable exercises for the mind allowing players to flex their memory muscle before undertaking the daily Mind Gym Challenges set by Professor Ian Robertson neuroscientist and world expert on cognitive rehabilitation    Players can work through each session from start to finish or choose from any of the 90 daily programs at any time by browsing their preferred game type Each of the daily sessions features selectable icons representing the four individual game categories of Memory Word Visual and Numerical  and will offer four games that the player must complete in order to access the Mind Gym Challenge for that session,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1316476800,"[12, 13]",17450,"Barbie: Jet, Set & Style!","[5, 20]",Fly around the world as Barbie helping her friends with fashion emergencies,In Barbie Jet Set  Style you play the role of Barbies top fashionista Travel the world in style in Barbies personal jet that has a styling and dress up station inside Youll fly off to the hottest fashion destinations around the world and help out some of Barbies closest friends with their fashion crises Along the way youll meet and style other clients who have heard of your styling skills and want you to give them the hottest looks that suit their needs If you have what it takes you might even end up getting to style one of your biggest clients ever for their own major event,Missing,0.0,0.0,7.28,20.0,1.0,1.0
1315872000,[14],5072,Nicktoons MLB,"[5, 12, 20, 37]",Nicktoons MLB features Nicktoon characters new and old facing off against actual MLB teams and players The only game to see Powdered Toast Man hit a home run off CC Sabathia,Missing,Missing,0.0,0.0,6.5,35.0,2.0,1.0
1317254400,"[12, 15, 16, 31]",23323,The Legend of Heroes: Trails to Azure,"[6, 38, 46, 48, 130]",The Special Support Section is back with more members and more cases to solve How will this ragtag group deal with the oncoming threats to Crossbells political stability while maintaining their teams foundation,Missing,90.26962936229397,45.15,67.83,102.33,91.0,235.0,300.0
