first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
910656000,[14],3622,Twisted Edge Extreme Snowboarding,[4],This is it The fastpaced intense snowboarding action youve been waiting for TWISTED EDGE EXTREME SNOWBOARDING The sickest tricks the biggest air and runs youve only dreamt about til now No more searching for the best ride ever grab your controller and prepare to get twisted Loaded with riders boards and secrets  each with their own unique qualities Theres lots available but only if you arent slackin off in your ridin skills Performance is everything and it pays off in TWISTED EDGE,Missing,Missing,0.0,0.0,0.0,70.0,2.0,0.0
911779200,[10],3616,Top Gear Overdrive,[4],In the main mode of play the player races through six seasons each season containing more races from more tracks and with faster cars competing At the beginning of the race the player would start at the back of the grid at the start line Computer players at the front of the grid would often start a third of the way around the first lap Players started with three charges of nitrous oxide which were used to give the player a temporary speed boost Shortcuts were available on each track and often the use of these decided the outcome of the races particularly in later seasons At the end of each race the player would be presented with a screen to allow for various upgrades to their car such as to acceleration and handling The player was also able to change their car for a better or worse vehicle and could buy extra nitrous oxide to use in the next race,Missing,Missing,2.25,4.0,5.0,73.0,6.0,4.0
910656000,[10],3593,Rush 2: Extreme Racing USA,[4],Rush 2 Extreme Racing USA is a sequel to San Francisco Rush and the second game in the Rush series The game is notable for the high level of detail in the recreations of the various cities and states used and for its fast arcadestyle physics The game also features a twoplayer mode and rumble pack support Hidden shortcuts and jumps add to the replay value of the game Cities used are New York Uptown and Downtown Hawaii Las Vegas San Francisco Alcatraz Los Angeles and Seattle Other tracks playable at the start of the game are Stunt Crash and Halfpipe A bonus track can be won where your car is miniaturized and you drive through the offices of Midway Games Another bonus is the full pipe level as the last achievement to unlock,Missing,Missing,3.0,3.83,0.0,70.0,3.0,2.0
912124800,[14],3565,Nushi Tsuri 64,[4],Fishing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
912124800,[14],3564,NHL Breakaway 99,[4],All 27 NHL teams and over 600 players including the expansion Nashville Predators Symbolbased passing and nonpuck handler control Reallife player sizes and weights Create trade sign and release players Set team style for physical play power plays and penalty killing Updated 199899 team jerseys rosters schedules and realigned divisions Actual arena names for the ultimate NHL realism,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
912124800,[5],3533,Knife Edge: Nose Gunner,[4],Kemco offers up a title that introduces brand new gameplay concepts to the Nintendo 64 with KNIFE EDGE Nose Gunner The storyline takes the player to Mars and beyond battling against enemies of an alien variety The gameplay takes classic shooting action and sticks it in a firstperson perspective resulting in an intense and actionpacked affair However the levels are not free roaming as the action travels along predetermined rails that offer multiple paths to be determined by the player In addition to the oneplayer Story mode there is a Practice mode that allows the player to sharpen their shooting skills To appease fans of multiplayer there is the option to play with up to four people in the Story mode as well as fight against each other in the Team Battle mode KNIFE EDGE Nose Gunner for the Nintendo 64 offers a large amount of options and modes as well as an exciting shooting adventure that is truly unique among N64 titles,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
911865600,"[13, 14]",3411,Milo's Astro Lanes,[4],Have you ever bowled against your buddies with a Nuclear Ball on a lane constructed out of an aliens tongue Probably not But now you can as you bowl for the perfect game in Milos Astro Lanes the wackiest most spacedout bowling blast ever Use awesome powerups like the devastating Pea Ball toxic Cosmic Slime and mighty White Dwarf to thwart your opponents or keep them from stopping you This insane game is what the future of bowling is all about,Missing,Missing,0.0,0.0,0.0,55.0,2.0,0.0
911520000,"[9, 31]",3398,Magical Tetris Challenge,"[4, 7, 52]",Join Disneys Mickey Minnie Donald and Goofy as they embark on a nonstop adventure full of challenging fun and excitement in Magical Tetris Challenge Completely addictive deceptively simple youll go wild in a kaleidoscopic shower of falling Tetris pieces in this magical version of the worlds most popular video game,Missing,Missing,1.25,1.8,35.0,69.0,8.0,5.0
910915200,[9],3346,Tetris 64,[4],Tetris 64 is a puzzle game for the Nintendo 64 It was released only in Japan in 1998 despite the whole game being in English It is the only Nintendo 64 game that can make use of the Nintendo 64s biosensor which was included with the game,Missing,Missing,0.51,0.0,0.0,60.0,1.0,1.0
911606400,"[12, 31]",1029,The Legend of Zelda: Ocarina of Time,"[4, 5, 41]",The Legend of Zelda Ocarina of Time is the fifth main installment of The Legend of Zelda series and the first to be released for the Nintendo 64 It was one of the most highly anticipated games of its age and is listed among the greatest video games ever created by numerous websites and magazines The gameplay of Ocarina of Time was revolutionary for its time it has arguably made more of an impact on later games in the series than any of its predecessors even though they had the same cores of exploration dungeons puzzles and item usage Among the gameplay mechanics one of the most noteworthy is the timetraveling system The game begins with the player controlling the child Link but later on an adult Link becomes a playable character as well and each of them has certain unique abilities Ocarina of Time also introduces the use of music to solve puzzles as new songs are learned they can be used to solve puzzles gain access to new areas and warp to different locations Dungeon exploration is somewhat more puzzleoriented than in earlier games but they are not too complex,92.03317223241449,A young boy named Link was raised in the village of the elflike Kokiri people One day a fairy named Navi introduces him to the villages guardian the Great Deku Tree It appears that a mysterious man has cursed the tree and Link is sent to the Hyrule Castle to find out more Princess Zelda tells Link that Ganondorf the leader of the Gerudo tribe seeks to obtain the Triforce a holy relic that grants immense power to the one who possesses it Link must do everything in his power to obtain the Triforce before Ganondorf does and save Hyrule,26.84,30.49,38.83,92.0,1408.0,955.0
