first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
785376000,[8],162835,Donkey Kong Country: Competition Cartridge,[19],The Donkey Kong Country Competition Cartridge is a cutdown competition variant of Donkey Kong Country manufactured for use in the Nintendo PowerFest 94 game competition and later featured in the Blockbuster World Video Game Championships II event Following the end of the later contest copies of the Competition cartridge were sold in a Nintendo Power subscribers catalogue Due to its rarity the back insert states the print run was of 2500 copies the game has become a prized collector item  The actual game consists of a few select levels from Donkey Kong Country with the addition of a point counter and a few minor tweaks to encourage scoring the goal being to score as many points as possible The tree house and banana cave at the start of Jungle Hijinxs have been disabled and all of the animal tokens in the early levels have been replaced with banana bunches making it impossible to reach the bonus round without the usage of a cheating device The player is also given 50 starting extra lives instead of the 5 as in the original game The game has a time limit of five minutes which is displayed at the center of the screen After the allotted time the game freezes,Missing,Missing,nan,nan,nan,nan,nan,nan
785203200,[9],42587,Hungry Dinosaurs,[19],Hungry Dinosaurs is a variant of the board game Othello with a dinosaur setting In each turn one player gets to lay an egg into one grid of the 9x9 playfield When a player manages to trap a row horizontally vertically or diagonally of an opponents eggs ie having an one egg at each end of the row they change colour A round is over after a certain amount of time and whoever has the most eggs on the field wins One match consists of several rounds In contrast to the real board game up to four player can participate,Missing,Missing,nan,nan,nan,nan,nan,nan
784771200,Missing,42553,Firestriker,[19],Long ago on a distant world there were four kingdoms governed by four constantly fighting tribes One day the ArchMage Wylde proposed a solution to the constant battling He offered to bestow the title of FireStriker and ruler of the four tribes upon the one who could control the elemental orb of fire known as the Trialight However the ArchMage Wylde had a hidden purpose His true reason for bringing peace to the world was so he could destroy all four kingdoms at once  Now Slader the last FireStriker has offered to risk his life in the battle against Wylde and his monsters The time has come to release the Trialight The worlds future hangs in the balance,Missing,Missing,1.4,1.59,1.84,76.0,5.0,5.0
785376000,"[8, 14]",42490,Michael Jordan: Chaos in the Windy City,[19],This is no pick up game  Its a twisted adventure created by vengeful mad scientist Dr Max Cranium He has kidnapped an entire basketball team And theyre under lock and key in every corner of his dark and dangerous lair beneath the street of Chicago Control Michael Jordans every move as he takes on the evil Dr Max Cranium to rescue his teammates,Missing,Missing,3.48,5.0,16.0,72.0,5.0,7.0
784512000,[14],42478,Nickelodeon Guts,[19],Nickelodeon Guts is based off of the Nickelodeon TV show in the late 90s that is basically American Gladiators for kids The events in the game are based off of the actual game show events with the main goal being to score as many points as possible while trying to beat the clock  In Elastic Sports the player is strapped onto a long bungee cord and is bounced around There are three events Slam Dunk is a basketball game Attack is lacrosse and Spiral where the objective is to throw a football through a hanging tire  Action Sports is an obstacle course which someone would find at a boot camp and is divided into two events Basic Training involves poles swinging ropes and punching bags and Tornado Run which adds water jets and moving platforms Players can also pick up bonus items that will add time or replenish health and a chance at the bonus round  The final event is the Aggro Crag which is a giant indoor mountain the player must climb while avoiding various obstacles such as confetti cannons moving platforms and smoke vents The goal of this event is to navigate the mountain and activate five different sensors located on the mountain before being able to activate the last one at the very top of the mountain  There is also an option for two friends to compete either headtohead or alternating depending upon the event Elastic lets the players compete against each other on a splitscreen while Action Sports and the Aggro Crag has to be played through alternating play,Missing,Missing,nan,nan,nan,nan,nan,nan
785376000,"[8, 31]",1090,Donkey Kong Country,"[5, 19, 41, 58, 137]",Donkey Kong Country is a side scrolling platformer by British developers Rare in 1994 It featured revolutionary prerendered 3D graphics that give the game a very unique look compared to most other games on consoles at the time The two playable characters featured in the game are the titular character Donkey Kong and his nephew Diddy Kong Together the two swing climb jump swim cartwheel ride animals and blast out of barrels on their way to recover their stolen bannanas from the evil King K Rool and his Kremling army The adventure takes you through a variety of different environments and levels that continually change up gameplay Donkey Kong Country also provides plenty of opportunities for exploration with almost every level having a multitude of collectible shortcuts and hidden bonus areas,85.17088201876575,On a dark and stormy night in Donkey Kong Island Diddy Kong Donkey Kongs nephew has taken the weighty responsibility of guarding DKs precious banana hoard for one night as a part of his hero training DK entrusts Diddy with protecting the hoard until midnight when he would be relieved while DK himself goes to sleep as he is tired  Everything seems to go smoothly in the hoard until Diddy hears some noises Diddy hears some voices outside and gets scared asking whos there King K Rool who had commanded his Kremling minions to steal the bananas Two ropes drop from above and suddenly two Kritters appear Diddy cartwheels them both easily but then a Krusha Klump in the instruction booklet comes in as backup As Diddy is not strong enough to defeat Krusha by himself he is overpowered and defeated by the Kremling The lizars seal Diddy inside a barrel and then throw it in the bushes Donkeys grandfather Cranky Kong rushes inside the treehouse to tell Donkey Kong to wake up so he may tell him what happened He then tells Donkey to check his Banana Cave Donkey Kong is infuriated exclaiming that the Kremlings will pay for stealing his banana hoard and kidnapping his little buddy Donkey goes on to say that he will hunt every corner of the island for his bananas back,3.94,5.0,6.09,82.0,1163.0,1050.0
784512000,[14],9861,International Superstar Soccer,"[19, 58]",International Superstar Soccer is a football video game developed by Konami for the Super Nintendo Entertainment System It is known as the best soccer game available for any 16bit systems mostly due to its lifelike approach innovative for the time that showed diversified players in the same team with an adult look and back numbers on their respective jerseys corresponding to reallife players of the time,80.03696722780194,Missing,12.4,0.0,38.7,77.0,13.0,5.0
784512000,"[8, 31, 33]",19556,Sonic the Hedgehog: Triple Trouble,"[35, 37]",Sonic and Tails are back with three times the fun and three times the trouble Dr Robotnik is building the ultimate superweapon with the help of Knuckles but you can stop him by getting the Chaos Emeralds first Rip across snow and water on Sonics new jet skateboard or zip underwater in Tails Sea Fox But look out  Nack the Weasel is after the Emeralds too,79.59184411173295,While the evil genius Dr Robotnik is testing the ultmate destructive weapon one of his assistants makes a mistake causing his lab to explode and scattering five Chaos Emeralds across the planet Mobius,1.46,2.1,3.8,64.0,65.0,54.0
785116800,"[8, 31]",19614,Boogerman: A Pick and Flick Adventure,"[5, 19, 29]",Boogerman A Pick and Flick Adventure is a 2D platform video game created by Interplay Entertainment and released for the Sega Mega DriveGenesis in 1994 and later on the Super Nintendo Entertainment System SNES in 1995 The Genesis version was also released on the Wii Virtual Console in North America on November 24 2008 and in Europe on December 12 2008 The games lead character also made a cameo appearance as a playable character and the rival of Earthworm Jim in Interplays ClayFighter 63⅓,74.37783602079898,One dark and stormy evening the civicminded Professor Stinkbaum was working in his lab where he was secretly building a machine that would save the world from pollution by transporting it to a place he called Dimension XCrement That same evening eccentric millionaire Snotty Ragsdale paid a visit to the lab to investigate this project and find out how such a thing was possible He was not too sure about the machines purpose After activating the machine Ragsdale inhaled a cloud of pepper through his nose causing him to let out a mighty sneeze The power of the sneeze broke the machine opening a portal Just then a mysterious giant arm popped out of the portal and stole the machines main power source In response to this danger Snotty rushed into the mens room to change into his alter ego the mighty Boogerman and jumped into the portal to pursue the arm to learn the reason for the theft it had committed,2.03,3.0,3.04,63.0,29.0,24.0
785548800,"[4, 8, 25, 31]",3324,Mighty Morphin Power Rangers,[19],The Super NES version of Mighty Morphin Power Rangers is a sidescrolling action game composed of seven stages with two different gameplay styles,54.21033303497326,Missing,1.02,1.15,1.39,66.0,89.0,65.0
