first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1057276800,[25],84336,Charlie's Angels,"[8, 21]",Charlies Angels is a beat em up video game developed by Neko Entertainment and published by Ubisoft for the PlayStation 2 and Nintendo GameCube Versions for the Xbox Game Boy Advance and Microsoft Windows were also planned but they were later cancelled,Missing,Missing,2.82,3.49,3.96,20.0,5.0,6.0
1057795200,"[8, 9]",77828,Hudson Selection Vol. 1: Cubic Lode Runner,"[8, 21]",Isometric puzzleaction game Released exclusively in Japan for the Nintendo Gamecube and the Playstation 2,Missing,Missing,nan,nan,nan,nan,nan,nan
1058486400,[31],50587,Doraemon: Minna de Asobou! Minidorando,[21],Doraemon Minna de Asobou Minidorando is an Action game developed by Agenda and published by Epoch which was released in Japan in 2003,Missing,Missing,nan,nan,nan,nan,nan,nan
1059609600,"[31, 34]",36790,Lupin III: Umi ni Kieta Hihou,[21],An adventure game set in the Lupin III universe released for GameCube,Missing,Missing,nan,nan,nan,nan,nan,nan
1058227200,"[12, 31]",116,Star Wars: Knights of the Old Republic,"[6, 11, 14, 34, 39, 130]",Choose Your Path Set 4000 years before the Galactic Empire you are the last hope for the Jedi Order and the Republic  can you master the ways of the Force to become their savior Or will you fall to the dark side and achieve ultimate power Hero villain peacekeeper or chaosbringer you and your party will determine the fate of the galaxy  Star Wars Knights of the Old Republic is a roleplaying video game Players will be able to create their own characters and be able to choose what gender appearance class skills attributes and feats they have throughout the game  no two characters will be the same,90.76550974726402,It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith You are the last hope of the Jedi Order Can you master the awesome power of the Force on your quest to save the Republic Or will you fall to the lure of the dark side Hero or villain savior or conqueror you alone will determine the destiny of the entire galaxy  Former Jedi Darth Malak a Dark Lord of the Sith and Darth Revans former apprentice has unleashed a Sith armada against the Republic Malaks aggression has left the Jedi scattered and vulnerable many Jedi Knights have fallen in battle and others have sworn allegiance to Malak  The game opens with the players character  the player can choose a face and be male or female canonically a male  awakening aboard the Republic ship Endar Spire which is under attack by Malaks forces The players character gradually gathers companions and pieces together their past while attempting to stop Malak  The game is a part of the Star Wars Legends Universe,29.17,36.11,47.76,88.0,1131.0,1484.0
1059091200,[10],3492,F-Zero GX,[21],FZero GX is the fourth installment in the FZero series and the successor to FZero X The game continues the series difficult highspeed racing style retaining the basic gameplay and control system from the Nintendo 64 title A heavy emphasis is placed on track memorization and reflexes which aids in completing the title GX introduces a Story Mode element where the player walks in the footsteps of Captain Falcon through nine chapters completing various missions,78.8088777667663,The story starts out with Black Shadow driving down a highway after losing a Grand Prix Deathborn catches up to him and gives him one more chance to succeed but says its the only other chance hell get  FZero GXs story mode continues with Falcon training for the Grand Prix followed by racing his rival Samurai Goroh in a desert canyon and being forced to enter the bet race under the disguise of Famicom a reference to Nintendos first home console After winning said bet race Falcon notices Black Shadow attacking the Lightning area on the news Falcon makes his way to stop him but is delayed by a group of thugs lead by Michael Chain After dealing with Chains gang Falcon enters a facility to save Jody Summer His escape is a close one as the core was set to overload and detonate with said facility going into lockdown procedures With Jody out of harms way he confronts Black Shadow The evil overlord with the help of Blood Falcon binds Falcon and traps him inside his vehicle strapping a bomb to the Blue Falcon that will detonate if the Blue Falcon goes too slowly Falcon managed to survive by driving the vehicle straight off an unfinished road and right under a crane knocking the bomb off  Falcon later attended the Grand Prix where he emerged victorious After receiving the champions belt he witnessed Black Shadow being punished by his master Deathborn for his incompetence Deathborn challenges Falcon to a oneonone race for ownership of both belts Before said race occurs Deathborn reveals his plan to take over the universe revealing the energies of light and dark are condensed in each belt and that when combined provide ultimate power that will turn him into a godlike being able to lay waste Falcons galaxy in an instant Falcon swears to take him down Falcon stays true to his word and Deathborn apparently dies Both belts unite into one and Falcon vows to keep winning so he can protect the belt from the forces of evil  At his garage Falcon is greeted by the creators Falcon figures out the creators were behind everything though they do not elaborate their motives They challenge Falcon to a race where if they win will rip out Falcons soul and turn it into their creation implying that he would replace Deathborn Falcon defeats even them Screaming the creators disappear though whether they actually die or decide to let Falcon go honoring but no less angered by his victory is unclear Falcon then removes his helmet and leaves the room where the credits and an exclusive theme song begins to play The camera pans at a downward angle so Falcons face is not clearly visible Only a portion of his head in the back is partially seen,9.03,20.43,49.28,84.0,132.0,50.0
1057881600,[14],4087,Ribbit King,"[8, 21]",The Kero Kero of the title comes from the onomatopoeia for the sound a frog makes But no wonder the frog is squawking as it gets hammered around the course in a game of croquet with frogs instead of balls Various conditions to consider too like in golf such as the wind direction or the fact that the ball is a frog and will jump off spiders webs or launch at passing flies Allows players to enjoy their own characters in versus mode too,76.0,In Ribbit King you play as a boy named Scooter The king of your home planet informs you that they are running out of super ribbonite and ask you to bring back more The kings assistants send you off to win first place in a frolf tournament in order to save your planet and win a new supply of Super Ribbonite,7.67,7.84,0.0,75.0,8.0,7.0
1058140800,[4],86343,Capcom vs. SNK 2 EO,"[11, 21]",Capcom vs SNK 2 EO is the same game but with minor changes in gameplay and the inclusion of an EO Easy Operation system that allows the player to perform specific attacks by simply moving the right analog stick in a certain direction Like all other home versions of the game CvS2 EO also contains four bonus characters Evil Ryu Orochi Iori Shin Akuma Shin Gouki in Japan and Ultimate Rugal God Rugal in Japan poweredup versions of four regular characters  Before selecting a team the game offers a selection of Grooves which change the way the game is played as well as ACism or GCism Grooves GCism simplifies the control scheme originally designed for the GameCube gamepad In the Xbox version it is called EOism Capcom vs SNK 2 EO also removed the Roll Cancel glitch that was in the original versions In addition the Xbox version of CvS2 EO also included online play for up to two players on Xbox Live as well as progressivescan 480p support which was noticeably absent in the PlayStation 2 version,73.0,Missing,0.88,2.69,0.0,83.0,18.0,10.0
1058400000,[33],3834,Bomberman Land 2,"[8, 21]",Bomberman Land 2 is an Action game developed by Racjin and published by Hudson which was released in Japan in 2003,60.0,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1058486400,"[9, 13, 31]",2643,Pokémon Channel,[21],Pokémon Channel is a 2003 video game in the Pokémon series for the GameCube developed by Ambrella and published by Nintendo and The Pokémon Company The players goal is to help Professor Oak refine and promote his TV network through watching broadcasts with a Pikachu The game contains elements of the adventure digital pet and simulation genres The player can explore full 3D environments have Pikachu converse with other Pokémon and collect various items  The game was developed rather quickly as a sequel to the Nintendo 64 title Hey You Pikachu and to promote the Nintendo eReader accessory and uses a novel 3D texturing effect It was first showcased at Electronic Entertainment Expo E3 2003 and later through a monthlong series of promotional events in Sapporo Hokkaido Japan It was released on July 18 2003 in Japan December 1 in North America and April 2 2004 in Europe In Japan the game sold 66373 copies in its first year It received mixed reviews which generally criticized its low level of interactivity and repetitive sound effects though its collecting aspects and visuals were somewhat better received,53.68724616975784,Missing,7.66,11.37,16.96,57.0,60.0,30.0
