,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[10],250202,Crazy Frog Racer,[20],Missing,Missing,Missing,1.06,1.52,1.78,41.0,18.0,11.0
1,Missing,248749,Charlotte's Web,[20],Missing,Missing,Missing,1.93,0.0,0.0,40.0,2.0,3.0
2,[26],248609,Deal or No Deal,"[20, 24]",Deal or No Deal is based on the TV game show of the same name It puts one contest against a banker At the start of the game the player choose one of the 26 briefcases They contain prize money ranging from 01 to 1000000 The different amounts are shown on a game board Each round the player has to open a number of the remaining briefcases which are then marked on the board six in the first round five in the second four in the third Based on the remaining amount of money the banker offers the player a deal a certain amount of money based on odds The player can choose to accept the deal when large sums are gone or decide to go through After the third round the briefcase is opened and if it contains a higher sum than what the banker offered the player has made a great deal,Missing,Missing,0.13,2.0,4.42,39.0,17.0,12.0
3,Missing,248509,Bionicle Heroes,"[8, 21]",Missing,Missing,Missing,8.68,12.61,18.89,65.0,45.0,28.0
4,Missing,243190,Happy Feet,[20],Missing,Missing,Missing,2.12,2.21,3.63,47.0,20.0,13.0
5,[10],243029,Asphalt: Urban GT 2,[20],Missing,Missing,Missing,12.91,0.0,14.0,80.0,6.0,4.0
6,"[5, 31]",200995,Disney's Chicken Little: Ace in Action,[20],Inspired by the superhero movie within the movie finale of Walt Disney Pictures film Chicken Little Disneys Chicken Little Ace in Action features Ace the superhero alter ego of Chicken Little and the Hollywood versions of his misfit band of friends Runt Abby and FishOutofWater,Missing,Missing,12.0,0.0,0.0,44.0,4.0,2.0
7,"[5, 31]",200958,Bionicle Heroes,[20],Bionicle Heroes DS is a classic firstperson shooter As a nameless Matoran youll travel across 25 themed levels including jungles lavaworlds ancient underground temples discovering new weapons and new robotic foes to blast apart Along the way youll use the masks powers to survive the hostile environments as well as collect gears and robot parts to solve simple puzzles by assembling LEGOstyle ramps bridges and doorways,Missing,Missing,8.68,12.61,18.89,65.0,45.0,28.0
8,[33],168329,Futari wa Pretty Cure Splash Star: Panpaka Game de Zekkou-chou!,[20],A collection of many minigames divided into ten chapters A number of games in each chapter needs to be cleared for the story to progress,Missing,Missing,,,,,,
9,"[5, 8, 31]",146718,Tomb Raider: Legend,[20],The DS version of Tomb Raider Legend is a rather different game than its console brethren It retains the plot and cutscenes but the platforming action and environmental puzzles have been reworked into a sidescrolling format though with some 3D elements There are also occasional motorcycle levels For the most part the upper screen shows the action and the lower screen has inventory which is manipulated with the stylus However when you approach enemies the lower screen switches to a firstperson view and you must quickly shoot your foes by tapping them with the stylus As in the other versions gameplay revolves around finding a number of artifacts in exotic locales In this case you must blow on the DS microphone to dust them off While Lara moves in two dimensions for the most parts the graphics are 3D and the environments are often viewed from angles other than the straighton that is standard for the genre,The plot is the same as the console versions In a search for the relic Lara Croft travels through Japan Bolivia England Kazakhstan Ghana and the Himalayas,Missing,7.19,9.05,15.22,72.0,525.0,599.0
10,[7],141370,Oshare Majo: Love and Berry DS Collection,[20],Nintendo DS port of the fashion and rhythm arcade game by Sega The game features collectible cards and requires a Sega card reader to scan the cards,Missing,Missing,,,,,,
11,[13],130715,Mezase! Shoujo Mangaka! Chao Manga School,[20],Mezase Shoujo Manga Ka Chao Manga School is a DS game developed and published by TDK Core which was released in Japan in 2006,Mangaka simulation game with Chao characters,Missing,,,,,,
12,Missing,124018,Gotouchi Kentei DS,[20],Missing,Missing,Missing,,,,,,
13,[14],73785,Backyard Sports: Basketball 2007,"[6, 8, 20, 21, 24]",Missing,Missing,Missing,,,,,,
14,"[10, 14]",67038,Suzuki Super-bikes II: Riding Challenge,[20],Suzuki Superbikes II Riding Challenge is the sequel to Superbikes Riding Challenge and was released on the PS2 and DS,Missing,Missing,,,,,,
